,Name,Team,Threat per fixture,Threat per game,Team games,Played,Threat GW6,Threat GW5,Threat GW4,Threat GW3,Threat GW2,Threat GW1
189,Liam Cooper,Leeds,1.9288794447978341,3.8577588895956683,6,3,0.0,0.0,0.0,11.573276668787004,0.0,0.0
190,Jay Rodriguez,Burnley,1.9238871335983272,3.206478555997212,5,3,0.0,0.0,0.0,0.0,9.619435667991636,
191,Rodrigo Hernandez,Man City,1.8729988113045692,1.8729988113045692,5,5,3.5656526684761047,0.0,0.0,4.1562531143426895,1.6430882737040517,
192,Kevin Long,Burnley,1.859909594058991,1.859909594058991,5,5,0.0,0.0,9.299547970294954,0.0,0.0,
193,Tyrick Mitchell,Crystal Palace,1.8487628549337387,1.8487628549337387,6,6,11.092577129602432,0.0,0.0,0.0,0.0,0.0
194,Kelechi Iheanacho,Leicester,1.838507317006588,3.677014634013176,6,3,0.0,2.4603385478258133,8.570705354213715,0.0,0.0,0.0
195,Mohamed Naser El Sayed Elneny,Arsenal,1.8358709911505378,3.6717419823010755,6,3,0.0,0.0,0.0,0.0,0.0,11.015225946903227
196,Ilkay Gundogan,Man City,1.7832505702972417,4.458126425743104,5,2,8.916252851486208,0.0,0.0,0.0,0.0,
197,Johann Berg Gudmundsson,Burnley,1.772309690713883,2.953849484523138,5,3,5.036161467432977,3.825386986136437,0.0,0.0,0.0,
198,Andriy Yarmolenko,West Ham,1.7715022588769596,2.6572533883154392,6,4,2.416982874274254,0.0,0.0,0.0,0.0,8.212030678987503
199,Caglar Soyuncu,Leicester,1.6953942055503528,2.543091308325529,6,4,0.0,0.0,0.0,0.0,4.799814894795418,5.3725503385066995
200,Fabio Silva,Wolves,1.685050378243128,5.0551511347293845,6,2,0.0,0.0,0.0,10.110302269458769,0.0,0.0
201,Jan Bednarek,Southampton,1.5890775869290035,1.5890775869290035,6,6,0.0,0.0,5.091906711459161,4.4425588101148605,0.0,0.0
202,Thiago Alcantara do Nascimento,Liverpool,1.5528845041990282,3.8822112604975705,5,2,0.0,6.049451604485513,0.0,0.0,1.7149709165096283,
203,Anthony Martial,Man Utd,1.494888737797737,2.4914812296628948,5,3,0.0,0.0,0.0,6.069282442331313,1.4051612466573715,
204,Dan Burn,Brighton,1.493257889524102,2.986515779048204,6,3,1.1038242839276788,7.855723053216933,0.0,0.0,0.0,0.0
205,Jack Stephens,Southampton,1.4911070466041565,4.4733211398124695,6,2,0.0,0.0,0.0,0.0,0.0,8.946642279624939
206,Ivan Ricardo Neves Abreu Cavaleiro,Fulham,1.4717442293961842,1.7660930752754211,6,5,0.0,0.0,0.0,8.830465376377106,0.0,0.0
207,Adam Lallana,Brighton,1.4615535115202267,1.4615535115202267,6,6,5.518500134348869,3.2508209347724915,0.0,0.0,0.0,0.0
208,James McArthur,Crystal Palace,1.4406505972146988,1.7287807166576385,6,5,0.0,0.0,2.0112819969654083,0.0,0.0,6.632621586322784
209,Michael Hector,Fulham,1.439955706397692,2.879911412795384,6,3,0.0,0.0,0.0,0.0,8.639734238386152,0.0
210,Joel Matip,Liverpool,1.4391324172417324,4.317397251725197,6,2,0.0,8.634794503450394,0.0,0.0,0.0,0.0
211,Joe Bryan,Fulham,1.3867624724904697,2.0801437087357044,6,4,0.0,0.0,0.0,4.7212112694978705,3.5993635654449463,0.0
212,Jannik Vestergaard,Southampton,1.3727327187856038,1.6472792625427246,6,5,6.282982230186462,1.9534140825271609,0.0,0.0,0.0,0.0
213,Leander Dendoncker,Wolves,1.3596277683973312,1.6315533220767975,6,5,0.0,0.0,8.157766610383987,0.0,0.0,0.0
214,Hal Robson-Kanu,West Brom,1.3546081259846687,2.7092162519693375,6,3,0.0,0.0,1.6335522755980492,4.716591164469719,0.0,1.7775053158402443
215,David Luiz Moreira Marinho,Arsenal,1.3514750947554905,1.6217701137065887,6,5,0.0,8.108850568532944,0.0,0.0,0.0,0.0
216,Lucas Digne,Everton,1.3182671430210273,1.3182671430210273,6,6,0.0,0.0,0.0,1.7075395211577415,6.202063336968423,0.0
217,Conor Gallagher,West Brom,1.310990285128355,2.62198057025671,4,2,2.589637041091919,2.6543240994215007,0.0,0.0,,
218,Liam Delap,Man City,1.2817034125328064,6.408517062664032,5,1,0.0,0.0,0.0,6.408517062664032,0.0,
219,Phil Bardsley,Burnley,1.2682902812957766,2.113817135492961,5,3,0.0,0.0,0.0,0.0,6.341451406478883,
220,Marcos Alonso,Chelsea,1.2590793271859486,2.5181586543718972,6,3,0.0,0.0,0.0,7.554475963115692,0.0,0.0
221,Robbie Brady,Burnley,1.25765860080719,3.144146502017975,5,2,0.0,0.0,0.0,0.0,6.28829300403595,
222,Andre Filipe Tavares Gomes,Everton,1.2445755302906036,1.8668632954359055,6,4,0.0,0.0,0.0,0.0,0.0,7.467453181743622
223,Erik Pieters,Burnley,1.237398311495781,3.0934957787394524,5,2,0.0,0.0,0.0,0.0,6.186991557478905,
224,Ben Davies,Spurs,1.2203762928644817,1.464451551437378,6,5,0.0,0.0,0.0,0.0,0.0,7.32225775718689
225,Takumi Minamino,Liverpool,1.2078562130530675,1.8117843195796013,6,4,0.0,0.0,7.247137278318405,0.0,0.0,0.0
226,Luka Milivojevic,Crystal Palace,1.1950253198544185,1.4340303838253023,6,5,7.1701519191265115,0.0,0.0,0.0,0.0,0.0
227,Gylfi Sigurdsson,Everton,1.1684638448059559,1.1684638448059559,6,6,1.6267800703644753,0.0,5.38400299847126,0.0,0.0,0.0
228,Ryan Bertrand,Southampton,1.0804422199726103,1.0804422199726103,6,6,0.0,0.0,6.482653319835662,0.0,0.0,0.0
229,Joelinton Cassio Apolinario de Lira,Newcastle,1.0796912324925263,1.0796912324925263,6,6,0.0,0.0,3.3798780292272568,0.0,0.0,3.098269365727901
230,Hector Bellerin,Arsenal,1.078746095299721,1.078746095299721,6,6,6.4724765717983255,0.0,0.0,0.0,0.0,0.0
231,Jacob Murphy,Newcastle,1.051739106575648,3.155217319726944,6,2,6.310434639453888,0.0,0.0,0.0,0.0,0.0
232,Willy Boly,Wolves,1.0357584804296496,1.0357584804296496,6,6,0.0,0.0,5.386362597346307,0.0,0.8281882852315903,0.0
233,Cesar Azpilicueta,Chelsea,1.0328944151600201,1.2394732981920242,6,5,0.0,0.0,4.994862526655197,1.202503964304924,0.0,0.0
234,Fernando Marcal,Wolves,1.0241694748401642,1.5362542122602463,6,4,6.145016849040985,0.0,0.0,0.0,0.0,0.0
235,Matthew Cash,Aston Villa,0.9942596405744553,0.9942596405744553,5,5,0.0,0.0,0.0,0.0,4.971298202872276,
236,Tyler Roberts,Leeds,0.966683340569337,1.4500250108540056,6,4,0.0,0.0,0.0,0.0,5.800100043416022,0.0
237,Sergio Reguilon,Spurs,0.957521516829729,1.915043033659458,4,2,0.0,0.0,3.830086067318916,0.0,,
238,Antonee Robinson,Fulham,0.9538174917300543,1.9076349834601085,6,3,0.0,0.0,5.722904950380325,0.0,0.0,0.0
239,Joao Pedro Cavaco Cancelo,Man City,0.94911552965641,2.372788824141025,5,2,4.74557764828205,0.0,0.0,0.0,0.0,
240,Romaine Sawyers,West Brom,0.9344240340093771,1.1213088408112526,6,5,0.0,2.7302639558911324,0.0,2.8762802481651306,0.0,0.0
241,Luke Shaw,Man Utd,0.9313572198152544,0.9313572198152544,5,5,0.0,4.656786099076272,0.0,0.0,0.0,
242,Theo Walcott,Southampton,0.9196711083253225,2.7590133249759674,6,2,0.0,5.518026649951935,0.0,0.0,0.0,0.0
243,Sergio Aguero,Man City,0.907725915312767,2.2693147882819176,5,2,0.0,4.538629576563835,0.0,0.0,0.0,
244,John Egan,Sheffield Utd,0.9032328613102436,1.0838794335722923,6,5,1.517111249268055,0.0,0.0,0.0,0.0,3.902285918593407
245,Alex Iwobi,Everton,0.8907802402973175,1.068936288356781,6,5,5.344681441783905,0.0,0.0,0.0,0.0,0.0
246,Dale Stephens,Burnley,0.8905453296999136,2.671635989099741,6,2,0.0,0.0,3.3842820674180984,1.9589899107813835,0.0,0.0
247,Kalvin Phillips,Leeds,0.8843718096613884,1.061246171593666,6,5,0.0,0.0,1.7163582146167755,0.0,0.0,3.5898726433515553
248,Alexis Mac Allister,Brighton,0.8707012981176377,2.6121038943529133,6,2,0.0,5.224207788705827,0.0,0.0,0.0,0.0
249,Ben White,Brighton,0.8236778279145559,0.8236778279145559,6,6,0.0,4.942066967487335,0.0,0.0,0.0,0.0
250,Dwight McNeil,Burnley,0.7953576743602752,0.7953576743602752,5,5,0.0,3.976788371801376,0.0,0.0,0.0,
251,Reece James,Chelsea,0.7830264046788216,0.9396316856145859,6,5,2.721180766820908,0.0,0.0,0.0,0.0,1.9769776612520216
252,Ainsley Maitland-Niles,Arsenal,0.7700570548574132,1.5401141097148263,6,3,0.0,0.0,0.0,4.620342329144479,0.0,0.0
253,Fabio Henrique Tavares,Liverpool,0.7632463239133358,0.7632463239133358,6,6,2.135416865348816,2.4440610781311993,0.0,0.0,0.0,0.0
254,Andreas Christensen,Chelsea,0.7546183963616687,1.1319275945425031,6,4,0.0,4.5277103781700125,0.0,0.0,0.0,0.0
255,Joao Filipe Iria Santos Moutinho,Wolves,0.753588043153286,0.753588043153286,6,6,0.0,0.0,0.0,4.521528258919716,0.0,0.0
256,John Fleck,Sheffield Utd,0.7298891743024188,1.4597783486048377,6,3,0.0,0.0,0.0,0.0,0.0,4.379335045814513
257,Shane Long,Southampton,0.7228029270966848,1.0842043906450272,6,4,0.0,0.0,0.0,0.0,4.336817562580109,0.0
258,Aaron Cresswell,West Ham,0.7211235041419665,0.7211235041419665,6,6,0.0,4.326741024851799,0.0,0.0,0.0,0.0
259,Patrick van Aanholt,Crystal Palace,0.6941046565771104,4.164627939462663,6,1,4.164627939462663,0.0,0.0,0.0,0.0,0.0
260,Seamus Coleman,Everton,0.6784307770431042,0.814116932451725,6,5,0.0,0.0,2.2311229258775707,0.0,0.0,1.839461736381054
261,Denis Odoi,Fulham,0.6670945013562838,1.3341890027125676,6,3,0.0,0.0,0.0,0.0,1.9498158246278765,2.0527511835098267
262,Pascal Groß,Brighton,0.6504168113072714,0.7805001735687256,6,5,0.0,0.0,0.0,3.902500867843628,0.0,0.0
263,Matt Ritchie,Newcastle,0.6101930513978003,3.6611583083868022,6,1,0.0,0.0,0.0,3.6611583083868022,0.0,0.0
264,Harrison Reed,Fulham,0.6015673279762269,1.2031346559524538,6,3,0.0,0.0,0.0,0.0,3.6094039678573613,0.0
265,Ethan Ampadu,Sheffield Utd,0.5851718286673228,1.1703436573346455,6,3,2.1106092259287834,0.0,0.0,0.0,1.4004217460751534,0.0
266,Charlie Taylor,Burnley,0.5780762806534768,0.5780762806534768,5,5,0.0,0.0,0.0,2.890381403267384,0.0,
267,Benjamin Mendy,Man City,0.5780760571360588,0.9634600952267647,5,3,0.0,0.0,0.0,0.0,2.890380285680294,
268,N'Golo Kante,Chelsea,0.5592560395598412,0.5592560395598412,6,6,0.0,0.0,3.355536237359047,0.0,0.0,0.0
269,Pierre-Emile Højbjerg,Spurs,0.5585835625727972,0.5585835625727972,6,6,0.0,0.0,1.2918554246425629,2.05964595079422,0.0,0.0
270,Isaac Hayden,Newcastle,0.5525300124039253,0.6630360148847103,6,5,0.0,0.0,2.243437059223652,0.0,1.0717430151998997,0.0
271,Sean Longstaff,Newcastle,0.5241367345054945,1.048273469010989,6,3,0.0,0.0,3.1448204070329666,0.0,0.0,0.0
272,Dara O'Shea,West Brom,0.49096178263425827,0.7364426739513874,6,4,0.0,0.0,2.9457706958055496,0.0,0.0,0.0
273,Kieran Tierney,Arsenal,0.4734731589754422,0.5681677907705306,6,5,0.0,2.840838953852653,0.0,0.0,0.0,0.0
274,Allan Marques Loureiro,Everton,0.46653492997090024,0.5598419159650803,6,5,0.0,0.0,0.0,1.4055103063583374,1.393699273467064,0.0
275,Ruben Loftus-Cheek,Fulham,0.45046374822656315,0.9009274964531263,6,3,0.0,2.702782489359379,0.0,0.0,0.0,0.0
276,Marvelous Nakamba,Aston Villa,0.4448327049612999,1.1120817624032497,5,2,0.0,0.0,2.2241635248064995,0.0,0.0,
277,Aymeric Laporte,Man City,0.43369922786951065,2.1684961393475533,5,1,0.0,0.0,2.1684961393475533,0.0,0.0,
278,Ryan Fraser,Newcastle,0.42405991504589724,0.6360898725688459,6,4,0.0,0.0,2.5443594902753834,0.0,0.0,0.0
279,Nathan Tella,Southampton,0.40088289727767307,0.8017657945553461,6,3,0.0,0.0,0.0,0.0,2.4052973836660385,0.0
280,Mario Lemina,Fulham,0.39409489060441644,0.7881897812088329,6,3,0.0,2.3645693436264987,0.0,0.0,0.0,0.0
281,Fabian Schar,Newcastle,0.38639263560374576,0.7727852712074915,6,3,0.0,2.3183558136224747,0.0,0.0,0.0,0.0
282,Javier Manquillo,Newcastle,0.38603097200393677,0.5790464580059052,6,4,0.0,0.0,2.3161858320236206,0.0,0.0,0.0
283,Moise Kean,Everton,0.3724286953608195,1.1172860860824585,6,2,0.0,0.0,0.0,0.0,2.234572172164917,0.0
284,Nemanja Matic,Man Utd,0.33240657299757004,0.5540109549959501,5,3,0.0,0.0,0.0,1.6620328649878502,0.0,
285,Mamadou Sakho,Crystal Palace,0.31391531229019165,0.4708729684352875,6,4,0.0,0.0,1.88349187374115,0.0,0.0,0.0
286,Timothy Fosu-Mensah,Man Utd,0.30898597091436386,1.5449298545718193,5,1,0.0,0.0,0.0,0.0,1.5449298545718193,
287,Matt Phillips,West Brom,0.30354233458638197,0.4553135018795729,6,4,0.0,0.0,0.0,1.8212540075182917,0.0,0.0
288,Eric Garcia,Man City,0.2713630348443985,0.6784075871109962,5,2,1.3568151742219925,0.0,0.0,0.0,0.0,
289,Nampalys Mendy,Leicester,0.20924797281622887,0.20924797281622887,6,6,0.0,0.0,1.2554878368973732,0.0,0.0,0.0
290,James McCarthy,Crystal Palace,0.2046279298762481,0.3069418948143721,6,4,0.0,0.0,0.0,1.2277675792574885,0.0,0.0
291,Manuel Lanzini,West Ham,0.16110089297095934,0.966605357825756,6,1,0.0,0.966605357825756,0.0,0.0,0.0,0.0
292,Maxime Le Marchand,Fulham,0.15843883156776425,0.4753164947032928,6,2,0.0,0.0,0.9506329894065856,0.0,0.0,0.0
293,Jamaal Lascelles,Newcastle,0.14436117683847746,0.17323341220617294,6,5,0.0,0.0,0.0,0.0,0.8661670610308647,0.0
294,Conor Townsend,West Brom,0.12222370132803917,0.18333555199205875,6,4,0.0,0.733342207968235,0.0,0.0,0.0,0.0
295,Mateo Kovacic,Chelsea,0.11570170366515715,0.2314034073303143,6,3,0.0,0.0,0.0,0.694210221990943,0.0,0.0
296,DeAndre Yedlin,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
297,Rolando Aarons,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
298,Wes Foderingham,Sheffield Utd,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
299,Oliver Norwood,Sheffield Utd,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
300,Emil Krafth,Newcastle,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
301,Rhian Brewster,Sheffield Utd,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
302,Paul Dummett,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
303,Christian Atsu,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
304,Dwight Gayle,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
305,Yoshinori Muto,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
306,Simon Moore,Sheffield Utd,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
307,Kelland Watts,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
308,Florian Lejeune,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
309,Matthew Longstaff,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
310,Mark Gillespie,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
311,Jamal Lewis,Newcastle,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
312,Mesut Ozil,Arsenal,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
313,Jack O'Connell,Sheffield Utd,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
314,Kenneth Zohore,West Brom,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
315,Issa Diop,West Ham,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
316,Albian Ajeti,West Ham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
317,Jordan Hugill,West Ham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
318,Felipe Anderson Pereira Gomes,West Ham,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
319,Ryan Fredericks,West Ham,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
320,Jack Wilshere,West Ham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
321,Roberto Jimenez Gago,West Ham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
322,Lukasz Fabianski,West Ham,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
323,Darren Randolph,West Ham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
324,David Martin,West Ham,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
325,Robert Snodgrass,West Ham,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
326,Mark Noble,West Ham,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
327,Cedric Kipre,West Brom,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
328,Rekeem Harper,West Brom,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
329,Sam Field,West Brom,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
330,Jonathan Leko,West Brom,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
331,Oluwasemilogo Adesewo Ibidapo Ajayi,West Brom,0.0,0.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0
332,Ben Johnson,West Ham,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
333,Craig Dawson,West Ham,0.0,0.0,2,0,0.0,0.0,,,,
334,Said Benrahma,West Ham,0.0,0.0,1,0,0.0,,,,,
335,Matija Sarkic,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
336,Rayan Ait Nouri,Wolves,0.0,0.0,2,0,0.0,0.0,,,,
337,Meritan Shabani,Wolves,0.0,0.0,4,0,0.0,0.0,0.0,0.0,,
338,Ki-Jana Hoever,Wolves,0.0,0.0,4,2,0.0,0.0,0.0,0.0,,
339,Vitor Ferreira,Wolves,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
340,Leonardo Campana,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
341,Bruno Andre Cavaco Jordao,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
342,Morgan Gibbs-White,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
343,Ruben Goncalo Silva Nascimento Vinagre,Wolves,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
344,John Ruddy,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
345,Max Kilman,Wolves,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
346,Oskar Buur,Wolves,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
347,Leo Bonatini,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
348,Jonathan Castro Otto,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
349,Conor Coady,Wolves,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
350,Ryan Bennett,Wolves,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
351,Rui Pedro dos Santos Patricio,Wolves,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
352,Sam Johnstone,West Brom,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
353,Charlie Austin,West Brom,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
354,Lys Mousset,Sheffield Utd,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
355,Ahmed El-Sayed Hegazy,West Brom,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
356,Ibrahima Diallo,Southampton,0.0,0.0,2,2,0.0,0.0,,,,
357,Fraser Forster,Southampton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
358,Mohammed Salisu,Southampton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
359,Michael Obafemi,Southampton,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
360,Jake Vokins,Southampton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
361,William Smallbone,Southampton,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
362,Yan Valery,Southampton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
363,Josh Sims,Southampton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
364,Sofiane Boufal,Southampton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
365,Angus Gunn,Southampton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
366,Alex McCarthy,Southampton,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
367,Michael Verrips,Sheffield Utd,0.0,0.0,2,0,0.0,0.0,,,,
368,Phil Jagielka,Sheffield Utd,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
369,Max Lowe,Sheffield Utd,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
370,Jayden Bogle,Sheffield Utd,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
371,Aaron Ramsdale,Sheffield Utd,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
372,Luke Freeman,Sheffield Utd,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
373,Daniel N'Lundulu,Southampton,0.0,0.0,1,1,0.0,,,,,
374,Hugo Lloris,Spurs,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
375,Danny Rose,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
376,Juan Foyth,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
377,Kamil Grosicki,West Brom,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
378,Kieran Gibbs,West Brom,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
379,David Button,West Brom,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
380,Joe Rodon,Spurs,0.0,0.0,1,1,0.0,,,,,
381,Carlos Vinicius Alves Morais,Spurs,0.0,0.0,2,0,0.0,0.0,,,,
382,Cameron Carter-Vickers,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
383,Joe Hart,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
384,Oliver Skipp,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
385,Moussa Sissoko,Spurs,0.0,0.0,6,4,0.0,0.0,0.0,0.0,0.0,0.0
386,Japhet Tanganga,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
387,Gedson Carvalho Fernandes,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
388,Karl Darlow,Newcastle,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
389,Ryan Sessegnon,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
390,Harry Winks,Spurs,0.0,0.0,6,4,0.0,0.0,0.0,0.0,0.0,0.0
391,Paulo Gazzaniga,Spurs,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
392,Toby Alderweireld,Spurs,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
393,Martin Dubravka,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
394,Mateusz Bogusz,Leeds,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
395,Ciaran Clark,Newcastle,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
396,Edouard Mendy,Chelsea,0.0,0.0,4,2,0.0,0.0,0.0,0.0,,
397,Billy Gilmour,Chelsea,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
398,Fikayo Tomori,Chelsea,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
399,Hakim Ziyech,Chelsea,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0
400,Kepa Arrizabalaga,Chelsea,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
401,Emerson Palmieri dos Santos,Chelsea,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
402,Antonio Rudiger,Chelsea,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
403,Olivier Giroud,Chelsea,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
404,Willy Caballero,Chelsea,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
405,Will Norris,Burnley,0.0,0.0,2,0,0.0,0.0,,,,
406,Mace Goodridge,Burnley,0.0,0.0,4,0,0.0,0.0,0.0,0.0,,
407,Anthony Driscoll-Glennon,Burnley,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
408,Josh Benson,Burnley,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
409,Bobby Thomas,Burnley,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
410,Bailey Peacock-Farrell,Burnley,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
411,Nick Pope,Burnley,0.0,0.0,5,5,0.0,0.0,0.0,0.0,0.0,
412,Ben Gibson,Burnley,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
413,Matthew Lowton,Burnley,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0.0,
414,Ben Mee,Burnley,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
415,Jack Cork,Burnley,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,
416,Danny Welbeck,Brighton,0.0,0.0,1,0,0.0,,,,,
417,Andi Zeqiri,Brighton,0.0,0.0,2,0,0.0,0.0,,,,
418,Thiago Thiago,Chelsea,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0
419,Gary Cahill,Crystal Palace,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0
420,Federico Fernandez,Newcastle,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
421,Wayne Hennessey,Crystal Palace,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
422,Jonjoe Kenny,Everton,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
423,Jordan Pickford,Everton,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
