,Name,Team,Threat per fixture adj,Threat per game adj,Team games,Played,Threat GW5 adj,Threat GW4 adj*,Threat GW4 adj,Threat GW3 adj,Threat GW2 adj,Threat GW1 adj
428,Jairo Riedewald,Crystal Palace,0.0,0.0,5,3,0.0,,0.0,0.0,0.0,0.0
429,Max Meyer,Crystal Palace,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
430,Patrick van Aanholt,Crystal Palace,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
431,Luka Milivojevic,Crystal Palace,0.0,0.0,5,4,0.0,,0.0,0.0,0.0,0.0
432,Connor Wickham,Crystal Palace,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
433,Martin Kelly,Crystal Palace,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
434,Joel Ward,Crystal Palace,0.0,0.0,5,5,0.0,,0.0,0.0,0.0,0.0
435,Christian Benteke,Crystal Palace,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
436,Andi Zeqiri,Brighton,0.0,0.0,5,0,0.0,,,,,
437,Jason Steele,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
438,Teden Mengi,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
439,Emile Smith Rowe,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
440,Henri Lansbury,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
441,Ahmed El Mohamady,Aston Villa,0.0,0.0,4,1,0.0,,0.0,0.0,0.0,
442,Tom Heaton,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
443,Emiliano Martinez,Aston Villa,0.0,0.0,4,4,0.0,,0.0,0.0,0.0,
444,Thomas Partey,Arsenal,0.0,0.0,5,1,0.0,,,,,
445,Runar Alex Runarsson,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,,
446,Matt Macey,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
447,William Saliba,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
448,Gabriel Teodoro Martinelli Silva,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
449,Matteo Guendouzi,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
450,Reiss Nelson,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
451,Christian Walton,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
452,Joseph Willock,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
453,Lucas Torreira,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
454,Rob Holding,Arsenal,0.0,0.0,5,3,0.0,,0.0,0.0,0.0,0.0
455,Sead Kolasinac,Arsenal,0.0,0.0,5,1,0.0,,0.0,0.0,0.0,0.0
456,Calum Chambers,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
457,Hector Bellerin,Arsenal,0.0,0.0,5,5,0.0,,0.0,0.0,0.0,0.0
458,Pablo Mari,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
459,Bernd Leno,Arsenal,0.0,0.0,5,5,0.0,,0.0,0.0,0.0,0.0
460,Shkodran Mustafi,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
461,Cedric Soares,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
462,Neil Taylor,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
463,Jed Steer,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
464,Jose Ignacio Peleteiro Romallo,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
465,Ørjan Nyland,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
466,Bernardo Fernandes da Silva Junior,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
467,Matthew Clarke,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
468,Jose Izquierdo,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
469,Mathew Ryan,Brighton,0.0,0.0,5,5,0.0,,0.0,0.0,0.0,0.0
470,Joel Veltman,Brighton,0.0,0.0,5,1,0.0,,0.0,0.0,0.0,0.0
471,Florin Andone,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
472,Martin Montoya,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
473,Aaron Mooy,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
474,Davy Propper,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
475,Shane Duffy,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
476,Glenn Murray,Brighton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
477,Jacob Ramsey,Aston Villa,0.0,0.0,4,1,0.0,,0.0,0.0,,
478,Indiana Vassilev,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
479,Keinan Davis,Aston Villa,0.0,0.0,4,1,0.0,,0.0,0.0,0.0,
480,Mbwana Samatta,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
481,Wesley Moraes,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
482,Frederic Guilbert,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
483,Anwar El Ghazi,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
484,James Bree,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
485,Kortney Hause,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
486,Bjorn Engels,Aston Villa,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
487,Jordan Pickford,Everton,0.0,0.0,5,5,0.0,,0.0,0.0,0.0,0.0
488,Alex Iwobi,Everton,0.0,0.0,5,4,0.0,,0.0,0.0,0.0,0.0
489,Jonjoe Kenny,Everton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
490,Alex Oxlade-Chamberlain,Liverpool,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
491,Nicolas Otamendi,Man City,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
492,Claudio Bravo,Man City,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
493,Caoimhin Kelleher,Liverpool,0.0,0.0,5,0,0.0,,0.0,,,
494,Harvey Elliott,Liverpool,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
495,Neco Williams,Liverpool,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
496,Curtis Jones,Liverpool,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
497,Joseph Gomez,Liverpool,0.0,0.0,5,4,0.0,,0.0,0.0,0.0,0.0
498,Harry Wilson,Liverpool,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
499,Divock Origi,Liverpool,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
500,Alisson Ramses Becker,Liverpool,0.0,0.0,5,3,0.0,,0.0,0.0,0.0,0.0
501,Xherdan Shaqiri,Liverpool,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
502,Jean-Philippe Gbamin,Everton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
503,Adrian San Miguel del Castillo,Liverpool,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
504,Konstantinos Tsimikas,Liverpool,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
505,James Milner,Liverpool,0.0,0.0,5,3,0.0,,0.0,0.0,0.0,0.0
506,Raphael Dias Belloli,Leeds,0.0,0.0,5,1,0.0,,,,,
507,Diego Llorente,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,,
508,Mateusz Bogusz,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,
509,Sokratis Papastathopoulos,Arsenal,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
510,Oliver Casey,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
511,Leif Davis,Leeds,0.0,0.0,5,1,0.0,,0.0,0.0,0.0,0.0
512,Illan Meslier,Leeds,0.0,0.0,5,5,0.0,,0.0,0.0,0.0,0.0
513,Ilkay Gundogan,Man City,0.0,0.0,4,1,0.0,,0.0,0.0,0.0,
514,John Stones,Man City,0.0,0.0,4,1,0.0,,0.0,0.0,0.0,
515,Joao Pedro Cavaco Cancelo,Man City,0.0,0.0,4,1,0.0,,0.0,0.0,0.0,
516,Ederson Santana de Moraes,Man City,0.0,0.0,4,4,0.0,,0.0,0.0,0.0,
517,Brandon Williams,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
518,James Garner,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
519,Tahith Chong,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
520,Jose Diogo Dalot Teixeira,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
521,Eric Bailly,Man Utd,0.0,0.0,4,2,0.0,,0.0,0.0,0.0,
522,Axel Tuanzebe,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
523,Dean Henderson,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
524,Andreas Pereira,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
525,Jesse Lingard,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
526,Phil Jones,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
527,Marcos Rojo,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
528,Odion Ighalo,Man Utd,0.0,0.0,4,1,0.0,,0.0,0.0,0.0,
529,Chris Smalling,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
530,David de Gea,Man Utd,0.0,0.0,4,4,0.0,,0.0,0.0,0.0,
531,Sergio Romero,Man Utd,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
532,Cole Palmer,Man City,0.0,0.0,4,0,0.0,,0.0,0.0,,
533,Zack Steffen,Man City,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
534,Adrian Bernabe,Man City,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
535,Eric Garcia,Man City,0.0,0.0,4,1,0.0,,0.0,0.0,0.0,
536,Tommy Doyle,Man City,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
537,Oleksandr Zinchenko,Man City,0.0,0.0,4,0,0.0,,0.0,0.0,0.0,
538,Jordan Stevens,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
539,Pascal Struijk,Leeds,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
540,Jamie Shackleton,Leeds,0.0,0.0,5,1,0.0,,0.0,0.0,0.0,0.0
541,Ola Aina,Fulham,0.0,0.0,5,2,0.0,,0.0,,,
542,Alphonse Areola,Fulham,0.0,0.0,5,4,0.0,,0.0,0.0,0.0,0.0
543,Zeze Steven Sessegnon,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
544,Jean Michael Seri,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
545,Josh Onomah,Fulham,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
546,Marek Rodak,Fulham,0.0,0.0,5,1,0.0,,0.0,0.0,0.0,0.0
547,Alfie Mawson,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
548,Marcus Bettinelli,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
549,Cyrus Christie,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
550,Anthony Knockaert,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
551,Tim Ream,Fulham,0.0,0.0,5,4,0.0,,0.0,0.0,0.0,0.0
552,Stefan Johansen,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
553,Kevin McDonald,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
554,Fabricio Agosto Ramirez,Fulham,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
555,Robin Olsen,Everton,0.0,0.0,5,0,0.0,,,,,
556,Ben Godfrey,Everton,0.0,0.0,5,1,0.0,,,,,
557,Niels Nkounkou,Everton,0.0,0.0,5,0,0.0,,0.0,,,
558,Jarrad Branthwaite,Everton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
559,Anthony Gordon,Everton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
560,Joao Virginia,Everton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
561,Mason Holgate,Everton,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
562,Tom Davies,Everton,0.0,0.0,5,3,0.0,,0.0,0.0,0.0,0.0
563,Kenny Tete,Fulham,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
564,Joachim Andersen,Fulham,0.0,0.0,5,0,0.0,,,,,
565,Kamil Miazek,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
566,Terence Kongolo,Fulham,0.0,0.0,5,0,,,,,,
567,Jay-Roy Grot,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
568,Adam Forshaw,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
569,Barry Douglas,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
570,Francisco Casilla Cortes,Leeds,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
571,Wesley Fofana,Leicester,0.0,0.0,5,1,0.0,,0.0,,,
572,Cengiz Under,Leicester,0.0,0.0,5,1,0.0,,0.0,0.0,,
573,Luke Thomas,Leicester,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
574,Filip Benkovic,Leicester,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
575,Wilfred Ndidi,Leicester,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
576,Hamza Choudhury,Leicester,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
577,Demarai Gray,Leicester,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
578,Daniel Amartey,Leicester,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
579,Ricardo Domingos Barbosa Pereira,Leicester,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
580,Danny Ward,Leicester,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
581,Matty James,Leicester,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
582,Marc Albrighton,Leicester,0.0,0.0,5,2,0.0,,0.0,0.0,0.0,0.0
583,Adrien Silva,Leicester,0.0,0.0,5,0,0.0,,0.0,0.0,0.0,0.0
584,Jonny Evans,Leicester,0.0,0.0,5,3,0.0,,0.0,0.0,0.0,0.0
585,Christian Fuchs,Leicester,0.0,0.0,5,1,0.0,,0.0,0.0,0.0,0.0
586,Kasper Schmeichel,Leicester,0.0,0.0,5,5,0.0,,0.0,0.0,0.0,0.0
587,Wes Morgan,Leicester,0.0,0.0,5,1,0.0,,0.0,0.0,0.0,0.0
588,Owen Otasowie,Wolves,0.0,0.0,5,0,0.0,,,,,
