,Name,Team,Position,xA per fixture adj,xA per game adj,Team games,Played,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
1,Trent Alexander-Arnold,Liverpool,Defender,38.743729624708706,43.214159966021256,29,26,,54.031472383170495,,16.538473732042764,16.285811232175817,,124.50794966800456,,,25.560877452210605,0.0,,34.83955945631257,6.010707643125495,,0.0,,70.22247534898048,,47.26430336307008,9.183248516212819,,116.3367629780785,8.625565529730567,11.819311253154073,23.85033540368593,58.941708368158906,16.920152829741575,153.13399128554636,49.76856658923167,5.517638946940874,86.87817010466806,1.0489155720158667,0.0,5.643939714692507,0.0,71.64299547312704,59.52193708497701,94.72491092619217,8.77985064447611
2,Dejan Kulusevski,Spurs,Midfielder,37.88729381183006,37.88729381183006,9,9,,45.655423702557556,53.36890655193284,13.29367254373187,17.79605732036412,,113.28459168997377,,3.0477055926978163,11.895042925006063,122.47590533162874,,3.273326975592497,2.550435375542924,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bruno Miguel Borges Fernandes,Man Utd,Midfielder,27.487491282669787,29.523601748052734,29,27,,36.07894519823362,,,0.0,,18.394138081519067,,39.35129894124507,,35.63184243805131,79.90488374484177,10.093014348777308,29.84592022059434,,30.91620466598146,94.09508703030997,8.847357811294357,,10.692964261395012,0.0,34.68047121601151,,,0.9201878989541682,18.14017415317102,29.79669355929188,0.0,23.328974780488906,0.0,14.763494278669226,23.225308395437313,31.875516103457045,17.083843681137328,41.33059628365157,87.55274725047525,41.07023291916604,11.893614338878853,54.823305384663016,8.87937540996098
4,Mohamed Salah,Liverpool,Midfielder,27.300047921583797,29.322273693552965,29,27,,36.662187175007205,,0.0,16.982116873507817,,0.0,,,40.54127691835543,44.242061745501395,,1.812276153459204,22.137556613830004,,0.0,,0.0,,22.22849526280442,12.315216712093923,,9.29370238854101,10.46084526405507,0.0,73.42810731440439,0.0,77.38101133192586,57.079988290550915,6.316362046598758,50.40490255375696,49.08274909244028,29.788785168340414,132.7453022484611,2.9526364750296845,17.612265323838926,27.98796400145172,17.891097263059144,9.976094993382375,59.04057569054133
5,Heung-Min Son,Spurs,Midfielder,26.046059322791425,29.051373860036588,29,26,,35.0078522184456,52.22593655984537,20.18524807679897,0.0,,16.267071000753827,,4.435176147049608,25.857025075318365,266.63332928442674,,20.430596060701333,0.0,,0.0,,0.0,,57.348175965964515,63.87107761208357,9.65391102708185,86.61354689660419,,,21.26243680722068,9.876545624922404,,0.0,2.783863539411801,3.9584436677228863,14.82951050783843,19.252528437652845,12.506988751509535,23.144777032285784,4.243927537942376,0.0,8.58193184744931,0.0,11.373672900366879
6,Kevin De Bruyne,Man City,Midfielder,23.21105977076815,30.59639697055801,29,22,,32.58327181804134,,,35.97012867352191,,39.38600453197543,,57.18712584652001,,0.0,,0.0,17.45897372251433,,39.028045979437934,,63.11419019199649,,19.102678620150446,79.2591082166245,16.365810315117884,32.78213332206902,48.550829471431356,9.393637818803693,3.043111206046457,0.0,0.0,0.0,21.760193828811147,0.0,58.439320158069094,39.700103372544056,5.6800547955627,66.00651117778114,19.99450772608686,0.0,0.0,0.0,0.8982643772118843
7,Harry Kane,Spurs,Forward,23.12127105872013,23.947030739388705,29,28,,28.85695241932486,63.21837610580715,36.23081435461586,0.0,,46.09948360894495,,66.43937209272255,3.516019115181267,30.152904318021477,,0.0,37.870717607314255,,14.462202261740451,,37.99092266241511,,1.4635833968749112,9.15707394510886,0.0,92.23945246087825,,,0.0,67.06589285299839,,0.0,31.016443597505326,0.0,0.0,61.66888461444247,40.942231877807714,0.0,0.0,0.0,14.536092995959976,16.446392834544746,0.0
8,Bukayo Saka,Arsenal,Midfielder,19.912747526348113,19.912747526348113,28,28,,16.549751546618225,62.63569341005588,2.4835674374426335,15.715873198721457,,13.402434226983637,,,56.223592469429185,8.559408283621375,,,23.26034953114978,,4.074822768046958,,,,0.0,,48.69459659833277,7.030980394977724,31.10625254328433,41.27329149436395,43.404825701944176,0.0,31.52888824176691,0.0,11.714586098452417,14.17817180422972,40.41225108984405,4.701646945491916,4.5732871343232295,64.04032786273508,0.0,18.11299603981318,0.0,5.552477630937171,4.876609831799659
9,Andrew Robertson,Liverpool,Defender,19.59284483964302,25.82693183407489,29,22,,32.29189587931555,,93.3661843722157,19.27659948437533,,20.92419616248796,,,39.555126062892725,0.0,,10.116012107844034,3.5015631057854977,,35.974873464688784,,44.59247197931843,,0.0,0.0,,7.7958292251128,7.431503670678281,32.360647307697704,1.4720526104458092,36.687975759155606,129.78597629327734,0.0,32.539164020215736,0.0,0.0,5.255339152530458,0.0,2.0238068538619354,0.0,20.334318865947782,25.198859851115653,0.0,0.0
10,Michail Antonio,West Ham,Forward,19.561224116093793,20.23574908561427,30,29,,23.585294547837226,0.0,,2.2118962299261717,,0.0,,85.63879946921651,,0.0,,0.0,0.0,,0.0,,6.951704430702412,0.0,15.581557781405477,13.839271806392606,0.0,,11.998837927516401,0.0,141.48966846610426,11.394606403827636,0.0,16.87912223925727,0.0,50.038104195130344,22.24636731428091,14.99426750756542,24.058044054224116,29.46985413433542,0.0,0.0,67.17506427901044,35.227228288294484,37.642328955623945
11,Ivan Toney,Brentford,Forward,19.11975352655815,22.943704231869777,30,25,,14.661698003639389,44.52731559020201,,9.51383790198235,,3.4684969017646923,,22.738580422620842,,0.0,,0.0,0.0,,2.831383681139746,58.08311189119947,0.0,0.0,6.394501250038229,0.0,17.857909975133662,,,0.0,0.0,1.4213185932406358,0.0,0.9053749596399401,0.0,0.0,12.94796548360223,0.0,25.636747512250743,194.59871907768425,86.25966597458444,69.45011542769433,3.5598976354439364,0.0,13.3976635185231
12,Raphael Dias Belloli,Leeds,Midfielder,18.808176767423426,20.897974186026026,30,27,,22.851781108161,0.0,,84.53126581971785,0.0,17.36085657105825,,32.67866710740188,0.0,1.4672735469438871,,2.00031250160337,8.958987611089624,,37.50282626238975,,94.73264667753034,,6.458478904995453,,,0.0,0.0,10.719071164968335,68.88105771996577,4.0339757192580405,0.0,0.0,37.15512330967039,5.805080674399357,8.53859936715211,0.0,7.807773150530908,54.30732611751958,17.40492024706239,40.24242511487768,11.263794608875703,2.2699200889465048,10.1249207367455
13,Mason Mount,Chelsea,Midfielder,18.720979276847142,21.841142489655,28,24,,20.930483465426384,,,0.0,60.050324635294885,0.0,,,,0.0,,,,,22.849227023025676,6.782509803209508,0.0,,21.98290869432388,30.237314525772273,13.867072587662097,19.598150515952785,2.7701205060299188,1.137964906392234,41.163034334622395,8.033080033286328,7.612864188648845,0.0,1.07779553354087,0.0,29.99611136582369,0.0,73.93675428832212,0.0,0.0,0.0,23.386907142954346,159.7052796668579,0.0
14,Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,18.41061608127678,19.06813808417952,29,28,,20.306388587474128,,,12.894059355038179,,20.865085023257148,,8.377282295346543,,4.602069128772849,,22.0298514334249,0.0,,20.406982811338946,,0.0,,2.4504956349444322,2.6277363182879747,34.37583899430321,71.6370508980067,1.1028682226948214,4.283236409483607,48.518240607341866,12.744820138076934,10.134978605870401,2.486225180722182,2.1560021853950047,0.0,119.84704320636133,22.98927710417746,57.129479049799066,5.157899088739083,4.521179867603255,42.57016479804076,0.0,0.0,0.0
15,Michael Olise,Crystal Palace,Midfielder,18.319858608033964,24.148904528772047,29,22,,19.92038312607785,,,19.2548446516055,,9.537090173613649,,52.28184744204602,0.0,60.303697887975815,,0.0,4.932726751014312,,140.96437666900704,,0.0,,56.85838170429163,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.44625427809551,81.82852071274539,13.294232134704254,9.573927227885951,0.0,0.0,0.0,0.0,0.0,0.0
16,Phil Foden,Man City,Midfielder,17.436285565275995,24.078680066333515,29,21,,25.64230613088067,,,0.0,,0.0,,0.0,,5.805315027207673,,0.0,34.61805772901099,,43.17738790783691,,10.434252232213248,,0.0,2.2474745460497507,0.0,0.0,22.52314610920588,7.957208201995913,122.96678388812228,0.0,0.0,42.47880789768099,41.6670660733427,13.501580979290775,56.517729486006324,0.0,12.942895907295528,88.81457540774491,0.0,0.0,0.0,0.0,0.0
17,Jarrod Bowen,West Ham,Midfielder,17.164565769691155,18.390606181811954,30,28,,21.43473225904275,0.0,,0.0,,17.064855062894512,,5.177979084242527,,0.0,,12.080458856299922,37.44299843676967,,2.0717073327500017,,0.0,0.0,0.0,103.58861691260724,44.82523554375681,,0.0,16.312688051083327,0.0,0.0,0.0,0.0,140.27485006636041,4.958602309593994,4.319453921587329,51.01785444522881,0.0,0.0,17.496075510057445,4.334397499615876,26.509284916115828,25.553867951496645,1.9080471902743632
18,Philippe Coutinho Correia,Aston Villa,Midfielder,17.003678573673657,17.003678573673657,10,10,,16.44313203773572,1.4654144595584788,,2.1488007095690627,12.364004098840987,76.23846574725366,,7.535311256342079,,2.274145328491946,,5.138593469474236,61.017070051477766,,1.8549806157283601,,0.0,,,,,,,,,,,,,,,,,,,,,,
19,James Ward-Prowse,Southampton,Midfielder,16.801883034104932,18.04646696255715,29,27,,23.3162760576738,,,22.350307691711812,13.642932863241406,0.0,,34.55954943744539,,134.15819965988396,,2.9304615947106316,34.51948272913813,,10.481231168600637,,2.2381986675232914,,56.387665714439045,0.0,11.497362008236964,,30.89142896076699,12.005094810682904,0.0,38.14410745462789,10.788689292025506,14.423635544926723,15.635750774514014,4.608473491361293,0.0,0.0,0.0,4.658729238612037,4.898712410873198,11.975552999533683,4.958971257085611,4.962030813263771,6.538039405838194
20,Jack Grealish,Man City,Midfielder,16.131922749087355,24.62240840650175,29,19,,26.22134320900206,,,102.50945401315906,,54.99168631556191,,0.0,,0.0,,0.0,0.0,,2.4871415660567213,,20.084579069238796,,0.0,1.1981765048895743,0.0,0.0,4.2091364640622695,13.050939822589335,8.017162025667401,0.0,0.0,0.0,0.0,23.66732146032126,65.05807277721486,0.0,0.0,4.651082301616112,9.871031813189596,16.746965253389355,123.59538677349725,2.6813898904871714,15.006233672592701
21,Ashley Westwood,Burnley,Midfielder,15.676447116002816,18.40278574487287,27,23,21.44892785817972,9.217351439343107,,,29.856346633418493,,0.0,4.939325152938628,0.0,0.0,0.0,,0.0,3.3018155344543456,24.376546302292745,14.75234327586537,,,,10.654927410183383,15.239585006141516,,,,8.055480949538696,10.502570079733594,0.0,,9.393827086451111,7.059448970290452,102.37759390402378,5.305833974944788,12.282006003618992,6.377660189608916,6.602204502812676,14.4688149145695,58.065516523325144,3.5311785622573653,0.0,76.12104715560649
22,Martin Ødegaard,Arsenal,Midfielder,15.492656017769058,16.088527403067868,27,26,,13.371390910240848,15.224603334234933,2.587895295036466,32.10735765500003,,28.346920571463418,,,35.21143126164089,2.7501344574910034,,,8.325360926778492,,16.20715451623769,,,,0.0,,16.04883507154532,113.9285764673999,17.505262772083146,48.69885006836023,16.257495140888118,19.31934195245307,12.341255658318637,0.0,0.0,14.073673992843723,0.0,0.0,0.0,8.513774310422795,8.153411353544639,2.7003776740220506,0.0,0.0,
23,Reece James,Chelsea,Defender,15.465487746527668,25.472568053104393,28,17,,24.41049797234631,,,0.0,0.0,81.03243066814456,,,,0.0,,,,,0.0,0.0,0.0,,0.0,8.80087310874777,0.0,2.4977014163604854,87.08002234483685,10.424505536965462,14.094414066193405,0.0,3.200520030170559,15.33744331263368,49.71739640883735,43.11456223216664,3.0341992994756053,0.0,0.0,0.0,0.0,0.0,3.304453890849122,111.3951345873932,0.0
24,James Maddison,Leicester,Midfielder,15.431258492506945,16.024768434526443,27,26,,17.01974858873973,63.851951264598874,,14.676691947017188,,0.0,,0.0,,0.0,,2.2911647647715356,15.662062888787373,,2.1049366661137325,,2.6921148592547857,,,3.419685220652956,67.21856849275744,,,38.07482635489243,0.0,9.360858036122139,43.46507072770461,74.00832008885827,0.0,37.267771524990664,4.813024773774538,0.0,0.0,1.8237312369312164,0.0,19.63260734869797,0.0,7.916867999369414,8.363725102392403
25,Sadio Mane,Liverpool,Midfielder,15.350304470248341,17.12149344758469,29,26,,21.40732345831091,,0.0,0.0,,15.316710082416765,,,17.967627908825644,1.744083503473729,,62.06535319886746,0.0,,0.0,,0.0,,51.08940508207758,0.0,,9.050752061613531,42.54530793658719,7.488150824169761,1.470611846745793,11.779943416374055,0.0,100.4705203838543,9.47319486206845,16.063171305861484,0.0,0.0,0.0,41.08316953912183,0.0,29.31015139572039,0.0,17.28121230932963,10.95946398009431
26,Conor Gallagher,Crystal Palace,Midfielder,15.204319924761524,17.637011112723368,29,25,,14.548735249905235,,,0.0,,0.0,,2.0543403997553913,0.0,0.0,,7.328586725265198,2.316896197992268,,0.0,,0.0,,0.0,0.0,7.937021680708259,,10.079291711769713,25.803418603113165,3.1288971648254953,0.0,7.393220260665368,61.25916166688553,28.71775751476038,106.66584949365608,11.12125240391616,0.0,8.686666000682902,0.0,7.6231435176852935,65.76935228817953,78.2734578282139,6.766964360009536,0.0
27,Pablo Fornals,West Ham,Midfielder,14.596554256170144,15.639165274468011,30,28,,18.227855955322983,10.837100826723162,,10.628114104697097,,6.640650434522629,,38.84620299201857,,0.0,,9.956180416665317,0.0,,0.0,,12.74545095032515,66.1473463108992,0.0,0.0,0.0,,0.0,0.0,0.0,71.34456467771795,3.0673311048214846,0.0,32.45899071750316,5.236770255477341,69.27526315600728,0.0,0.0,2.339951075321413,16.781737380117505,0.0,2.216152790442007,33.68833069905431,45.68648979279079
28,Daniel Castelo Podence,Wolves,Midfielder,14.02327844010431,17.529098050130386,30,24,,17.204430876620556,33.05040784805103,,18.259163399856124,0.0,43.3745750332181,,8.103229406532227,81.00278575065066,4.8782033104246345,,0.0,18.798493684354792,,2.33027548692855,,11.540252826991098,,17.163604382667682,,,42.15688303731104,0.0,13.731489720306762,0.0,0.0,0.0,17.841140655681386,0.0,0.0,0.0,74.77489964341157,0.0,2.7175044288112105,0.0,30.975444587932458,0.0,0.0,0.0
29,Cristiano Ronaldo dos Santos Aveiro,Man Utd,Forward,13.833000172102974,14.98575018644489,26,24,,18.313147032164697,,,0.0,,0.0,,10.337705962099983,,9.577405835403887,119.59117720818271,52.07333721105461,0.0,,10.443730365436824,0.0,0.0,,10.912270418260794,8.402167257495856,0.0,,,0.0,2.6958905129229187,0.0,0.0,60.24668453221965,0.0,63.681359439865325,0.0,3.453174883869968,4.578731684826351,1.8904534156663744,0.0,1.7739157473720815,,,
30,Daniel James,Leeds,Midfielder,13.743470095681143,14.725146531086938,30,28,,16.101839456716416,76.02599003957351,,5.792246444724166,0.0,18.878934344337786,,6.175924727214209,0.0,83.44308744369073,,0.0,0.0,,0.0,,0.0,,31.49052801767459,,,0.0,0.0,11.224598068057428,7.585130254699753,89.8705708587005,5.341589071059537,4.3921421763270745,0.0,9.3861006442691,3.044714718563183,0.0,0.0,0.0,5.022930151069959,0.0,53.02264661655439,0.0,1.6069692939183324
31,Dwight McNeil,Burnley,Midfielder,13.70959782949731,13.70959782949731,27,27,15.97889465683047,6.866687632970924,,,8.211524507769075,,13.445480299404222,10.229062343651904,0.0,43.748612427872594,3.5279135474645633,,0.0,13.581804984066405,1.338802811156755,6.861031435058003,,,,1.106915252149682,0.0,,,,9.500097425411088,7.96382969922953,0.0,,41.35026980501055,0.0,14.97762890526013,10.019988813453448,70.71030522113,0.0,0.0,13.349888439477812,39.37696313467675,41.13625134633491,11.002292134045767,8.720478863804225
32,Ilkay Gundogan,Man City,Midfielder,13.612533574240025,19.738173682648036,29,20,,21.019935089491078,,,0.0,,55.990321111471516,,4.363959637914224,,3.7072155217565026,,53.44559691577022,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,9.30173170308944,2.274043778092935,56.08752567379728,0.0,27.071465724547814,9.391954523004888,0.0,0.0,39.346598467757715,0.0,0.0,0.0,9.29220622491314,39.16894730534903,78.74528542789157,6.576621637604401,0.0
33,Pascal Groß,Brighton,Midfielder,13.478565450088787,19.54391990262874,29,20,,27.231044820475272,,8.826068862415275,0.0,,66.93064690804312,,0.0,,0.0,18.602659054222975,13.554004435443833,,,0.0,43.330655034231434,33.30039868409083,,0.0,0.0,0.0,,0.0,,8.462513312410263,0.0,58.21220731863141,12.054407562607635,0.0,8.686465751954339,16.30214935939979,3.9614134024341214,21.301076500462056,15.250389580198684,0.0,0.0,17.003727743907792,13.483832103453775,31.615782438667487
34,Lucas Rodrigues Moura da Silva,Spurs,Midfielder,13.437353232986064,14.987817067561378,29,26,,18.06080798471486,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,10.042331380805203,44.91486757360667,,0.0,,35.424927288955786,,33.643591374736005,0.0,116.02383874483237,0.0,,,9.691144752919202,0.0,,51.899410024461964,7.942857541721708,39.4180266258568,0.0,1.7521975804850252,14.627831617224597,1.802104283120536,0.0,0.0,0.0,0.0,22.500114967870005
35,Joao Pedro Cavaco Cancelo,Man City,Defender,13.354522622001713,14.343746519927766,29,27,,15.27520355411858,,,10.61062510170431,,0.0,,0.0,,7.4309192479780215,,0.0,0.0,,14.458715256115442,,2.672034992643759,,8.021399318925564,5.048522452721303,0.0,45.697463156523305,0.0,72.31613853341865,0.0,2.6403704626829554,7.922939116860796,41.34760758235907,38.29555172464485,0.0,0.0,1.9347970242185137,24.058006822098474,17.29503481312273,0.0,4.804681669102441,0.0,0.0,82.7263487629294
36,Kelechi Iheanacho,Leicester,Forward,13.339877326972,18.956667780433893,27,19,,20.133689982571166,5.930530579061836,,0.0,,6.543027365709976,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,9.238792932376931,155.23303828021554,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.961632159761387,3.2235484379303947,19.458027634799723,46.00823818109571,5.754676918642617,101.82517533864986,0.0,0.0,0.0
37,John McGinn,Aston Villa,Midfielder,13.218732772394254,14.743971169208976,29,26,,14.25791858187855,10.375326522851411,,0.0,0.0,23.411631264055806,,3.3495718137867247,,3.2002614069198336,,4.7471550055704945,0.0,,0.0,,0.0,,48.76338637932458,,0.0,,15.957837922233052,0.0,66.20377853802746,3.1870294498962104,1.7400884264106322,4.864346601447187,4.457749142135851,7.219084901324351,0.0,64.94091922116775,5.216529740759095,0.0,0.0,109.09954366883636,0.0,6.609010394686535,0.0
38,Wilfried Zaha,Crystal Palace,Midfielder,13.008243194823727,15.718293860412004,29,24,,12.965989219702543,,,0.0,,40.96780206255316,,14.729984960762078,16.745412505919596,17.68008382692198,,1.6778011383343505,0.0,,0.0,,0.0,,0.0,0.0,0.0,,30.77602805525553,15.46480020428845,14.388830679719417,23.91897859797725,0.0,16.41150443402305,19.377145522189682,15.93032262348179,7.216287714877862,0.0,15.318272900865887,0.0,0.0,87.64737619631133,3.7916307309784427,35.196790495428175,0.0
39,Said Benrahma,West Ham,Midfielder,12.917508654561503,14.904817678340196,30,26,,17.371954635243682,4.053475643113788,,60.37848848825742,,0.0,,0.0,,16.179661173862335,,0.0,0.0,,0.0,,0.0,0.0,72.39167131198772,15.916431713289413,0.0,,0.0,2.0058446691864202,0.0,5.807587479994364,0.0,0.0,21.387751761888392,12.030468681726457,0.0,3.967925716649148,11.790528744131729,55.05826328304281,35.35444800392852,15.598354221418479,9.576499794237115,13.975653251471527,32.05220569865951
40,Mateo Kovacic,Chelsea,Midfielder,12.816245978952844,17.94274437053398,28,20,,17.194627732945403,,,0.0,25.29571070525447,0.0,,,,0.0,,,,,19.21913758866339,6.001731502380296,93.454106605625,,0.0,0.0,53.52893492932936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.62384606156869,0.0,40.43401101441169,0.0,2.557102287500152,43.32919842351247,0.0,11.689601075400073,5.721507217034045
41,Allan Saint-Maximin,Newcastle,Forward,12.528657648979449,13.974271993092461,29,26,,12.887683143640245,,3.324217990584463,2.941679897587203,0.0,0.0,,0.0,,0.0,,13.606680010967592,23.94673182453079,,40.67635929619866,,0.9936100511688652,,,,0.0,0.0,3.3648257120372755,1.5112719525530096,16.633049140940063,3.674342835938032,2.7867410847913767,7.659875262336721,0.0,0.0,0.0,8.815429929026024,0.0,97.83784283848186,10.948561716577249,33.01224078910553,4.0282933713260105,0.0,87.56931811625336
42,Sergio Reguilon,Spurs,Defender,12.5077752807923,15.770673180129423,29,23,,19.00417511182994,4.595275518432197,7.297598066518119,6.83439390608413,,8.229072614745625,,0.0,0.0,0.0,,0.0,65.77427182856202,,0.0,,18.665676698222768,,1.8674158654287556,0.0,65.06415084276064,0.0,,,0.0,92.22307171226312,,8.713091230210274,9.629578478219225,0.0,14.685076615234713,5.569321634879959,0.0,38.77519179962683,0.0,3.3427577221996865,3.707170195645452,0.0,7.752368413943226
43,Raheem Sterling,Man City,Midfielder,12.495607540537039,15.755331246764092,29,23,,16.7784540477294,,,0.0,,0.0,,5.834712045357411,,10.594834384144589,,4.336147236439374,18.841242424113037,,0.0,,20.513222733155043,,26.975996120630693,0.0,0.0,0.0,0.0,75.33405848813747,30.425136854667215,13.842540367258563,80.64639485772376,20.00215268666528,0.0,6.889187970624351,0.0,4.573310022646581,17.141343143777785,0.0,6.014513507780457,7.875237377282368,12.5325884551702,0.0,0.0
44,Diogo Jota,Liverpool,Midfielder,12.41673965437502,13.849440383725984,29,26,,17.31621431965911,,0.0,0.0,,0.0,,,0.0,0.0,,1.482643321106421,16.67139750472252,,13.819925278521822,,0.0,,0.0,28.9307906361194,,0.0,5.380530290480398,0.0,4.620859171681509,60.9613675557084,7.686833582053186,0.0,3.1909760076641493,11.395515864785539,49.924402660757124,0.0,0.0,44.77175174833678,3.3648068526069257,86.81444740894733,0.0,21.069202093384,0.0
45,Gabriel Fernando de Jesus,Man City,Forward,12.325338270666611,17.871740492466586,29,20,,19.032299093513636,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,2.4077292267360337,0.0,0.0,90.39990648704173,0.0,3.746120939322308,7.090194908715846,37.18607234305517,12.062027642849998,0.0,13.065511809782166,4.038232539841465,21.111137589232435,0.0,29.069504106607347,0.0,0.0,0.0,36.231368402551325,89.66312668787936,11.363877165716541
46,Joshua King,Watford,Forward,12.272547046637705,13.688610167403594,29,26,,9.5213314306316,,,13.410452016382557,8.80159663972541,0.0,,13.459037761671745,0.0,45.496251834613375,,0.0,12.417621450085086,11.170109068898038,29.17967692953522,,16.544034319949883,,10.532360312936433,9.474893619142067,,,,0.0,20.526984313010058,7.212791401477832,0.0,3.0643284324960196,4.272553384284443,50.701285954235644,1.8367068276942582,0.0,0.0,31.27198922211954,47.210423715241234,0.0,8.577178629136876,10.743588519857676,0.0
47,Jordan Henderson,Liverpool,Midfielder,12.260076703590608,13.674700938620294,29,26,,17.09773432352122,,0.0,0.0,,5.8311646328865105,,,42.28481603743631,31.911260375249356,,0.0,0.0,,2.1041828150649327,,9.482677900676757,,0.0,0.0,,0.0,8.310520944647378,4.555979330855724,0.0,28.652032106907086,20.03549699106868,0.0,21.727325011412415,2.2193754168707613,78.3722159761517,0.0,0.0,42.9851457882864,42.83439072127333,9.508050123868502,0.0,4.727590231471846,0.0
48,Emiliano Buendia Stati,Aston Villa,Midfielder,12.239127700296134,13.651334742637996,29,26,,13.20130221774878,3.488727724917599,,6.078781668886469,7.564839271462642,0.0,,0.0,,47.78105322570639,,2.342878854626221,0.0,,0.0,,22.87179425420757,,34.857083292109394,,0.0,,7.052148936885427,0.0,8.75505426265226,85.53289168712584,0.0,0.0,17.334687517612643,42.18410443908354,16.80312427942078,35.09515875068204,0.0,4.245260671195085,0.0,0.0,7.88310604465733,5.0640084273566774,0.0
49,Youri Tielemans,Leicester,Midfielder,12.121893033662277,14.876868723130976,27,22,,15.800575620789433,0.0,,0.0,,0.0,,4.391697644067232,,8.94400664945681,,8.946212130561996,0.0,,10.91576711820067,,0.0,,,0.0,15.449353764113818,,,0.0,0.0,0.0,0.0,0.0,1.7913683265205507,73.19171136950871,23.478507569282556,19.70555816851068,5.968615695705304,51.84074691303908,83.31136200337937,0.0,5.548491276791551,0.0,13.807713279743082
50,Luke Shaw,Man Utd,Defender,12.0996459744348,18.46788069782154,29,19,,22.56844071093617,,,0.0,,0.0,,1.4337574653593823,,9.564303699704853,0.0,70.17622063838938,26.98222200287477,,0.0,0.0,0.0,,1.7793843452439557,41.09820409188172,0.0,,,0.0,0.0,0.0,0.0,0.0,40.722990039219674,3.0543620132033262,9.135274609936339,0.0,7.478333607003028,8.385391480137654,23.690999980893253,52.297705666580235,2.3405622896835117,42.97938739618069,9.770633932317422
51,Alexandre Lacazette,Arsenal,Forward,12.051857184746522,14.671826137952287,28,23,,12.193951487458069,0.0,57.77569187256262,0.0,,10.574299619578094,,,9.693849439741783,19.794038507810015,,,95.69970593420355,,18.663736541264914,,,,7.2837706904789465,,2.883006189985342,34.87118510889337,37.92683367243888,3.889435045524495,0.0,0.0,0.0,15.768057402057307,3.386360833562156,0.0,4.790187511062254,14.451842803738936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Emmanuel Dennis,Watford,Forward,11.993806602220904,12.882236720903935,29,27,,8.960445500863012,,,8.617747755217776,0.0,7.611658274858841,,0.0,3.26198435451362,7.079725676756256,,0.0,2.5491039932047066,0.0,1.0965074714802585,,47.74592590084931,,0.0,0.0,,,,34.06514503153728,4.144901113229761,63.51725381729135,4.050197769199746,52.16610497351961,0.0,0.0,80.50152803318032,0.0,3.027643193488532,2.9470524173383694,0.0,0.0,0.0,3.808057055706754,21.62985463303377
53,Matt Targett,Newcastle,Defender,11.7138719702013,14.154261963993237,29,24,,13.05367774537326,,3.3403339746102305,12.627294022931551,2.532944790040066,28.44800349360475,,34.63416796523395,,14.686848371717044,,0.0,4.875584341345368,,0.0,,0.0,,4.689780325486382,,17.527060170376625,,4.275745440454426,0.0,0.0,0.0,0.0,54.34242833533069,3.4195124976711706,8.27149152279701,50.84096698553148,5.271756504806083,78.58884515621824,0.0,8.59942770098556,1.3661499798542192,0.0,0.0,1.3639455568429129
54,Marcos Alonso,Chelsea,Defender,11.661489489372604,17.185352931706998,28,19,,16.468815473136544,,,0.0,0.0,0.0,,,,9.823545195920927,,,,,0.0,0.0,0.0,,70.17396592609784,0.0,10.092235266196218,37.54629042363381,56.269882022259175,24.735196542072533,3.055352231199604,0.0,10.505724950716441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.188388766349604,0.0,19.067595403095613,34.33594205304637,20.727586921844807
55,Jadon Sancho,Man Utd,Midfielder,11.474774624335806,13.865352671072431,29,24,,16.943979377678698,,,84.82829614778946,,0.0,,0.0,,61.47872600208418,3.203050290394539,49.218085131296945,8.968441559015783,,0.0,0.0,6.7471682746566835,,0.0,4.574777358419638,29.372420877140783,,,2.6844275510182793,13.293304271016774,17.27379040486141,2.3353019238915547,13.498171112997897,0.0,0.0,0.0,17.44330475773546,12.63217226229627,0.0,0.0,3.79663772003856,0.0,1.4203884610841238,0.0
56,Rodrigo Bentancur,Spurs,Midfielder,11.465315952181706,12.89848044620442,9,8,,15.5430892693302,0.0,48.08198715102041,45.841590017024394,,0.0,,0.0,0.0,0.0,,9.264266401590568,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Paul Pogba,Man Utd,Midfielder,11.41941449546478,20.697688773029913,29,16,,25.293349549449683,,,0.0,,9.915076196241346,,71.06620447012479,,61.60401693241952,48.028694680796654,5.834325178988485,1.5306678246067795,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.391425438323576,9.370261738049246,10.569105774784639,12.081158810806619,34.30926550548711,1.9325435385979806,9.335539270772157,54.19473500847971
