,Name,Team,Position,xA per fixture adj,xA per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
193,Tyrone Mings,Aston Villa,Defender,3.831372267961508,4.044226282848259,38,36,0.0,0.0,0.0,25.337081494919605,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,11.871567375189054,3.2949757612594364,0.0,,34.44724397264702,,0.0,,0.0,10.833962404595908,,41.064190345586994,,4.843086623214964,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.507163678326566,0.0,0.0,7.392874526797745,0.0
194,Bamidele Alli,Everton,Midfielder,3.781230695707122,6.842226973184316,38,21,2.3884329486377682,2.787763123038588,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,20.151062875685025,,0.0,,33.47483194507729,4.145337192290864,,0.0,,0.0,,0.0,2.5496553565297346,0.0,78.18968299561136,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Kieran Tierney,Arsenal,Defender,3.709843776936423,6.407911978344731,38,22,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.828311308747395,,9.67975396484232,,,15.306704687005945,0.0,,,0.0,,5.431421993110859,,,,21.320299999629906,,0.0,0.0,0.0,9.68939362493469,9.502444250247839,0.0,0.0,0.0,0.0,0.0,0.0,2.3842499347979795,0.0,0.0,0.0,4.866825137825766,25.10604190891871,0.0,29.858616713522657
196,Joachim Andersen,Crystal Palace,Defender,3.6946802702635817,4.129348537353415,38,34,0.0,0.0,20.286851327942923,,1.7461347681520816,0.0,,0.0,,4.2726604350052915,8.51392540233508,,54.820921092503035,,,0.0,,19.572884509920957,,0.0,0.0,0.0,,3.181869096003332,3.8826906524924487,,6.0026045198571545,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.781665975619937,0.0,0.0,0.0,0.0,1.4123583302574796,6.663965682612237,0.0,0.0,1.2593184773141637,0.0,0.0
197,Armando Broja,Southampton,Forward,3.683892492547478,4.37462233490013,38,32,0.0,,0.0,,0.0,0.0,,0.0,0.0,83.6134158282848,0.0,,6.182097813409624,,,0.0,0.0,4.441987153165574,,30.065015928896496,,0.0,,0.0,2.247786450652856,,0.0,,0.0,,0.0,0.0,0.0,,8.766406260251303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.671205282143508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Adama Traore,Wolves,Midfielder,3.6524665712089908,6.9396864852970825,38,20,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,58.126032754066195,0.0,0.0,4.569587606575522,0.0,0.0,0.0,0.0,2.777982480040651,0.0,0.0,0.0,6.052361692204831,6.0614292911939645,34.91414681289217,19.682006902905982,6.61018216606234
199,Nelson Cabral Semedo,Wolves,Defender,3.651901408461237,5.55089014086108,38,25,0.0,,0.0,0.0,0.0,0.0,,9.08894848056721,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.900966444905563,,28.109981973958163,9.600838931822013,,8.41448652861541,,0.0,,4.560513145805183,,,0.0,0.0,0.0,0.0,3.918830744113609,0.0,0.0,0.0,31.331513920268314,7.747241335924213,5.086866859987228,0.0,0.0,0.0,0.0,1.5599941800570805,23.45207097550299,0.0
200,Hassane Kamara,Watford,Defender,3.6403846124838397,3.831983802614568,20,19,0.0,,0.0,0.0,0.0,0.0,,0.0,,4.321945719006126,1.6287870482872608,,0.0,,,3.133634301491878,0.0,1.6791280399705517,,0.0,37.470760249364446,0.0,,0.0,10.966560161405328,12.533946880039148,0.0,,1.072929850112052,,,,,,,,,,,,,,,,,,,,,,
201,Marc Guehi,Crystal Palace,Defender,3.611647735391579,3.812294831802222,38,36,0.0,0.0,93.13245384635447,,0.0,0.0,,4.6085286349248,,0.0,0.0,,0.0,,,19.131109384805093,,0.0,,0.0,0.0,1.8545672773102644,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.515954801485375
202,Kyle Walker,Man City,Defender,3.583340558366122,6.808347060895632,38,20,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,3.3717028685029122,,5.06393350660613,,0.0,,10.648139869273473,,6.593721988891953,0.0,,3.119590017361691,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.431526130185221,0.0,0.0,11.206183440063507,47.14294695113797,0.0,0.0,0.0,0.0,11.497236849418524,32.09195959647124,0.0,0.0,0.0,0.0
