GW1,GW2,GW3,GW4,GW5,GW6,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW20*,GW21,GW22,GW22*,GW23,GW23*,GW24,GW25,GW25*,GW26,GW27,GW27*,GW28,GW29,GW29*,GW30,GW31,GW32,GW33,GW34,GW34*,GW35,GW36,GW36*,GW37,GW37*,GW38,GW7
0.0,61.69639825820923,0.0,11.012300103902817,0.0,12.097200006246569,2.035910077393055,41.938701272010796,6.212979927659035,0.0,,39.48040008544922,3.7171099334955215,5.405480042099953,0.0,6.973069906234741,0.0,24.2575004696846,,10.553599894046783,,0.0,7.998339831829071,,2.1209100261330605,2.2664200514554977,3.81086990237236,0.0,0.0,0.0,14.0407994389534,,66.69579744338989,29.160600900650024,,3.0329199507832527,0.0,0.0,1.5315484255552292,94.22397017478943,,0.0,5.840321630239488,,0.0,,122.44017124176024,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.861420094966887,0.0,,0.0,8.589089661836624,4.466357082128526,14.501331746578215,0.0,,0.0,0.0,,0.0,,0.0,
4.902610182762147,23.104900121688843,0.0,0.0,0.0,0.0,0.0,4.415449872612953,0.0,0.0,,0.0,10.414800047874449,69.64060068130493,0.0,2.3140700533986087,4.6820200979709625,3.40660996735096,,8.656430244445799,,11.758200079202652,2.0025499165058136,,1.5744099393486977,0.0,0.0,0.0,0.0,54.75159883499146,0.0,,8.535739779472351,0.0,,0.0,0.0,7.007993757724763,5.7942185550928125,0.0,,0.0,0.0,,0.0,,0.0,
11.073599755764008,4.5948799699544915,66.51219725608826,15.22749960422516,27.729201316833496,11.72650009393692,0.0,10.817799717187881,19.2100003361702,18.479199707508084,,5.80178014934063,20.76079994440079,9.523139894008636,143.77399682998654,33.728200197219856,6.089939922094345,16.225500404834747,,12.420699745416641,,44.64330077171326,9.133189916610716,,10.249300301074983,5.3350698202848434,35.65480113029479,18.13109964132309,57.967698574066155,53.01089882850647,28.08830142021179,,19.01730000972748,0.0,,3.0986500903964043,60.03199815750122,24.37267303466797,0.0,51.31592154502869,,48.24216961860657,5.098133906722068,,1.83616541326046,,4.854479059576988,
0.0,0.0,0.0,1.0292300023138523,16.63919985294342,0.0,2.504689991474152,1.7350500449538233,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,3.4970499575138088,0.0,0.0,0.0,0.0,,0.0,0.0,,4.979477450251579,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6584500670433044,0.0,0.0,,0.0,10.429099947214127,7.710129767656326,2.871979959309101,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,1.2009399943053722,0.0,0.0,0.0,4.9656499177217475,0.0,,0.0,64.60340023040771,,0.0,0.0,4.766674339771272,0.0,0.0,,0.0,0.0,,0.0,,0.0,
0.0,7.0892803370952615,26.579898595809933,56.056302785873406,8.096729964017866,0.0,0.0,0.0,0.0,4.365190118551253,,6.749510020017624,0.0,0.0,0.0,51.00370049476624,98.4611988067627,11.285100132226946,,156.6509962081909,,180.07999658584598,13.606199622154234,,1.912589929997921,77.78450250625609,104.98199462890624,0.0,43.0774986743927,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,74.52603578567505,
0.0,0.0,8.002720028162003,0.0,0.0,7.163619995117188,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,14.074000716209412,3.7080299109220505,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
