GW1,GW2,GW3,GW4,GW5,GW6,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW20*,GW21,GW22,GW22*,GW23,GW23*,GW24,GW25,GW25*,GW26,GW27,GW27*,GW28,GW29,GW29*,GW30,GW31,GW32,GW33,GW34,GW34*,GW35,GW36,GW36*,GW37,GW37*,GW38,GW7
4.9202118553861105,8.74151698295904,9.218156776057755,13.93117828075825,5.215215165971858,1.3723214561724106,77.75687628884982,5.217948502340168,0.0,0.0,,20.646534063887774,16.906232449355485,0.0,0.0,13.676322877565942,13.816818583919828,23.127316201378825,,41.98407965870855,,85.26332466142694,7.832065152274248,,15.4928274832174,0.0,0.0,4.2818697412927005,0.0,0.0,8.783407694971151,,3.5943316057198254,31.12595137787324,,0.0,4.317482796041419,0.0,1.5059824750584327,43.02930416749162,,18.646128462677872,14.732257488565072,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
6.328900603819023,0.0,0.0,0.0,0.0,0.0,0.0,13.775863403960921,6.238611308030853,0.0,,3.0421259896499215,7.7968056865608375,0.0,1.8319639864810766,0.0,11.477088759827232,6.537427339292644,,7.706434215011186,,3.2607725219025387,0.0,,12.01384907320123,0.0,0.0,0.0,35.368018401862514,9.834439014220663,0.0,,10.830274156918813,0.0,,0.0,0.0,9.138381581370087,6.21949565915072,0.0,,0.0,43.81277085600263,,0.0,,0.0,
0.0,6.743630528975526,0.0,11.744437632563082,19.93732233226395,41.9669957946159,0.0,35.93292748045896,45.93763648402169,36.43691846421781,,74.5882913918664,59.67085638270357,15.83900166287172,0.0,89.7732897988992,111.18901335932337,32.75359609619194,,12.954754688176157,,7.553758868861569,7.693179759615612,,8.380213534989178,1.9917508469936578,87.36709127632271,14.8473862594231,9.541216412118919,7.779095781542868,17.8333538535567,,6.9227990067701475,26.39889586451673,,0.0,0.0,5.020743616557085,9.609672231332109,12.561307266103189,,59.11360200058624,16.023200926791738,,1.8984239714150546,,30.06938275303432,
0.0,0.0,0.0,2.4830676557628086,0.0,0.0,10.099389023194767,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.1925182540856225,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.58937779427077,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
8.6637290255137,0.0,11.19219802342926,0.0,59.87301201362085,0.0,5.574988252868657,38.00202797815352,0.0,0.0,,33.890867412711664,0.0,2.1442096516506384,23.77787575086315,1.4984379286652956,0.0,1.7608606934402276,,0.0,,0.0,0.0,,8.117028073764658,0.0,44.69284019290841,0.0,11.17531736825545,10.745988071399339,31.135171840129807,,11.2517595229052,0.0,,0.0,93.23896455958675,1.79318463538169,0.0,16.31534982917499,,0.0,0.0,,3.8216828124826367,,0.0,
10.550243456472133,0.0,6.626275592135023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.7057228641331657,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,7.498644048021594,,3.830594814939165,0.0,37.080031316422925,0.0,54.91720822872336,0.0,0.0,,0.0,0.0,,0.0,0.0,6.3533233465517664,0.0,0.0,,0.0,5.490721773901367,,0.0,,0.0,
0.0,6.728667080845892,22.008233786393053,0.0,2.1865849431183744,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,48.60112248390663,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,8.92142307671257,
