GW1,GW2,GW3,GW4,GW5,GW6,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW20*,GW21,GW22,GW22*,GW23,GW23*,GW24,GW25,GW25*,GW26,GW27,GW27*,GW28,GW29,GW29*,GW30,GW31,GW32,GW33,GW34,GW34*,GW35,GW36,GW36*,GW37,GW37*,GW38
149.79166872799397,307.2914335876703,184.70143787562847,247.53523031249642,281.3147373497486,142.23747067153457,132.0205718278885,248.4038818627596,284.3241799622774,82.17565901577473,,157.89707154035568,314.85923528671265,237.84610964357853,229.0239745751023,189.4622189924121,331.1382509768009,97.06354103982449,,206.36080652475354,,296.3631050661206,69.18193958699703,,136.84683069586754,170.29011426493526,287.31541596353054,72.20590095967054,311.51851899921894,249.35443680733442,264.4992932677269,,153.56834884732962,329.5474661514163,,153.63092757761478,271.7815548181534,243.16489286720753,39.83722887933254,284.95892882347107,,130.74511140584946,95.8650816231966,,49.01997856795788,,303.16485799849033
48.889540042728186,266.6959594935179,80.38271944969893,30.45553993433714,29.716810677200556,27.939198911190033,139.96438011527061,195.37202324718237,65.71860909461975,244.90976184606552,71.14876993000507,420.3964030370116,27.08140015602112,57.856368366628885,115.43667875230312,169.15503665804863,121.7325398698449,103.22548011317849,,164.5985720679164,,117.1940129250288,151.54654886573553,,27.534763142466545,,33.57525020837784,206.03686068207023,,89.06044960021973,204.65006520971656,,351.404388807714,76.57942771911621,100.15908665955067,142.71820485591888,198.45041539520025,166.60231268033385,83.91595296561718,43.47379617393017,,150.1576617360115,179.98674903064966,,146.94815874099731,,255.84469810128212
59.263450279831886,12.394599989056587,21.133500151336193,18.099109968170524,36.20349057018757,90.50417002290487,97.69474752247334,75.8128397166729,115.83825759589672,162.82914280891418,81.04519918560982,73.04423060268164,88.75334160402419,155.85560835897923,259.6237927675247,44.30701062083244,89.58190903067589,67.90219992399216,,26.96125004440546,,181.27117967233062,91.48213919252157,,161.9216926395893,,115.27398899197578,112.11631139740348,,174.26729947328568,110.12766361236572,,50.01390017569065,351.3505157083273,116.11979808658361,196.33298832923174,120.59759125113487,97.46873518452048,99.52862933278084,252.65248864889145,,121.7550503090024,26.202250365167856,,81.57232720404863,,43.20843601599336
93.1573498994112,138.7852406129241,159.35221072286367,249.44774098694324,161.80813871324062,278.7346076220274,54.01097983121872,104.66668140143156,113.46622034907341,190.63625391572714,145.22832743823528,101.00398771464825,131.2869985587895,122.04020880162714,329.01250049471855,236.46509759128097,161.42179975286126,252.55027823150158,,129.81521151959896,,17.114020138978958,238.93063478171825,,217.53759384155276,,61.010549776256084,,,244.67162918299437,195.08835952728987,173.6628506332636,47.64663055539131,127.88036800920963,64.49901014566422,206.5210655331612,157.7815644443035,203.6056738346815,70.0558040291071,137.45564334094524,,18.38922966271639,469.47374530136585,,115.3444429859519,,144.4928617216647
176.14002600312233,160.83521889522672,182.64503981918097,160.98625035956502,175.3585545346141,273.1660768389702,,236.56669855117795,89.9735102429986,216.61345260217786,217.181009426713,52.863039262592785,293.8380405306816,193.24164120480418,82.91073935106397,100.71439854800701,115.66323805600405,250.8185898885131,,246.17885202169418,,194.59226643666625,314.35745470225805,,264.9804912507534,,274.6275305747986,,,349.9928003177047,152.44733281433582,58.87276940047741,,382.90530163794756,263.39220721274614,147.54861872643232,254.26757093518972,,234.57260876893997,369.1228225827217,209.95251834392548,358.55177007615566,222.08128422498703,59.349289163947105,241.41833577305079,211.7983864620328,123.11669439077377
192.3145506531,183.945332467556,69.24922121688724,174.91663694381714,150.46953028067946,70.7333498634398,,131.13839272409678,243.09227000921965,123.6426070332527,55.74046019464731,120.23750096559525,107.55349192768335,27.88142953068018,35.91053932905197,191.3775935769081,137.30462156236172,50.27807019650936,242.96584613621235,212.98672556877136,,184.46713835000992,141.47131713107228,,90.04650190472604,,169.9918390251696,26.228080224245787,,186.9857169687748,149.47837069630623,,190.02731889486313,239.07400518655777,218.9031532034278,81.53088986873627,46.331039629876614,,121.12427167594433,78.52016342803836,,176.85217503458261,99.91808831691742,,115.64807295799255,168.54042122140527,201.9853375852108
121.01055774837732,167.32547469437122,336.8956913240254,9.197600185871124,77.73627769201994,92.11926944553852,,70.98695114254951,165.19405264407396,34.680790081620216,125.61714369803667,59.7167007625103,100.38414262235165,103.47141735255718,114.55252151936293,42.17529967427254,175.35372069105506,78.75240985304117,,83.73653199523687,41.333850286901,33.3153897896409,141.15025363862514,,92.82798729836941,,113.21427822113037,98.90850055962801,,15.27612954378128,18.549769744277004,121.4516768231988,119.19431164860725,196.19243200868368,,329.3138868175447,86.30601726472378,36.813669465482235,58.02936628460884,231.88761826604605,,30.666861310601234,140.23743197321892,,212.2380431741476,,100.7861103862524
55.106719955801964,141.4894923567772,144.09062173217535,167.0596443116665,117.34088957309723,139.8363090120256,39.77309949696064,204.30929996073246,36.5844801068306,56.003919802606106,6.095670163631438,193.3960474096239,119.16640773415565,137.29021772742271,77.04648114740849,123.07861279696226,7.600189931690693,116.89568217843771,,118.21859888732433,,28.682570345699787,209.1905215755105,,40.23315962404013,,154.17242161929607,156.50766864418983,164.1514491289854,171.2678786367178,178.26602952554822,,167.21573658287525,82.33650028705597,,95.04832830280066,226.11071914434433,43.37122701108456,77.87380311638117,331.51707872748375,,294.2229928448796,123.6755933612585,,246.975951269269,,112.93305531144142
126.8215999007225,109.32195298373699,305.50211016088724,92.95147750526667,108.25219675898552,38.155599776655436,134.95954126119614,68.3700691908598,54.984840378165245,161.73748262226582,291.1142049357295,247.5114829838276,176.72693235799673,84.38838170841336,170.21780014038086,278.22630051523447,149.30501878261566,133.49290983751416,71.31653036922216,99.23695102334023,,109.33922212570906,49.579590279608965,,171.3586324825883,,22.42139996960759,91.31323099136353,,173.7514168024063,61.92397028207779,,,60.104888863861554,,45.65235935151577,193.31027697771788,143.87714341282845,7.986400276422501,43.18132046610117,74.0125373005867,176.30268055945635,127.08536311984062,,195.51862776279452,,188.16658649593592
45.569488406181335,69.38949003815651,24.294819869101048,196.0230277851224,61.600649543106556,106.54899775981903,159.44942645728588,125.18082037568092,118.1250685825944,97.3426204174757,65.52493926137687,98.90748849138618,69.35977144166827,226.78958270698786,161.17384936660528,31.341459788382053,86.33122742176056,145.3093321993947,,80.34214228391646,,145.39893101900816,249.78369772434235,,142.0232106000185,,139.80945087969303,2.0346300676465034,,167.05106310546398,236.3903382793069,,142.1328440308571,19.895849749445915,67.15971156954765,73.19647092372179,197.39345759153366,271.6682110913098,208.8885024189949,337.36648224294186,,320.34614756703377,52.749551460146904,,8.390722423791884,,203.01333386451006
