,Name,Team,Threat per fixture,Threat per game,Team games,Played,Threat GW47 7 - average,Threat GW46 7 - average,Threat GW45 7 - average,Threat GW44 7 - average,Threat GW43 7 - average,Threat GW42 7 - average,Threat GW41 7 - average,Threat GW40 7 - average,Threat GW39* 7 - average,Threat GW39 7 - average,Threat GW38 7 - average,Threat GW37 7 - average,Threat GW36 7 - average,Threat GW35 7 - average,Threat GW34 7 - average,Threat GW33 7 - average,Threat GW32 7 - average,Threat GW31 7 - average,Threat GW30 7 - average,Threat GW29 7 - average,Threat GW28 7 - average,Threat GW27 7 - average,Threat GW26 7 - average,Threat GW25 7 - average,Threat GW24* 7 - average,Threat GW24 7 - average,Threat GW23 7 - average,Threat GW22 7 - average,Threat GW21 7 - average,Threat GW20 7 - average,Threat GW19 7 - average,Threat GW18 7 - average,Threat GW17 7 - average,Threat GW16 7 - average,Threat GW15 7 - average,Threat GW14 7 - average,Threat GW13 7 - average,Threat GW12 7 - average,Threat GW11 7 - average,Threat GW10 7 - average,Threat GW9 7 - average,Threat GW8 7 - average,Threat GW7 7 - average,Threat GW47 color,Threat GW47,Threat GW46 color,Threat GW46,Threat GW45 color,Threat GW45,Threat GW44 color,Threat GW44,Threat GW43 color,Threat GW43,Threat GW42 color,Threat GW42,Threat GW41 color,Threat GW41,Threat GW40 color,Threat GW40,Threat GW39* color,Threat GW39*,Threat GW39 color,Threat GW39,Threat GW38 color,Threat GW38,Threat GW37 color,Threat GW37,Threat GW36 color,Threat GW36,Threat GW35 color,Threat GW35,Threat GW34 color,Threat GW34,Threat GW33 color,Threat GW33,Threat GW32 color,Threat GW32,Threat GW31 color,Threat GW31,Threat GW30 color,Threat GW30,Threat GW29 color,Threat GW29,Threat GW28 color,Threat GW28,Threat GW27 color,Threat GW27,Threat GW26 color,Threat GW26,Threat GW25 color,Threat GW25,Threat GW24* color,Threat GW24*,Threat GW24 color,Threat GW24,Threat GW23 color,Threat GW23,Threat GW22 color,Threat GW22,Threat GW21 color,Threat GW21,Threat GW20 color,Threat GW20,Threat GW19 color,Threat GW19,Threat GW18 color,Threat GW18,Threat GW17 color,Threat GW17,Threat GW16 color,Threat GW16,Threat GW15 color,Threat GW15,Threat GW14 color,Threat GW14,Threat GW13 color,Threat GW13,Threat GW12 color,Threat GW12,Threat GW11 color,Threat GW11,Threat GW10 color,Threat GW10,Threat GW9 color,Threat GW9,Threat GW8 color,Threat GW8,Threat GW7 color,Threat GW7,Threat GW6 color,Threat GW6,Threat GW5 color,Threat GW5,Threat GW4 color,Threat GW4,Threat GW3 color,Threat GW3,Threat GW2 color,Threat GW2,Threat GW1 color,Threat GW1
272,Alireza Jahanbakhsh,Brighton,2.789473684210526,10.6,38,10,0.0,0.0,0.0,0.0,3.0,3.0,3.2857142857142856,3.2857142857142856,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,4.857142857142857,5.428571428571429,5.571428571428571,11.857142857142858,11.571428571428571,11.571428571428571,11.571428571428571,10.0,10.285714285714286,9.714285714285714,6.571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,pink,21.0,red,0.0,red,2.0,red,0.0,white,,pink,11.0,red,0.0,red,4.0,pink,22.0,light green,44.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
273,Ondrej Duda,Norwich,2.763157894736842,10.5,38,10,1.4285714285714286,2.857142857142857,2.857142857142857,2.857142857142857,7.714285714285714,7.714285714285714,6.285714285714286,8.285714285714286,7.142857142857143,7.142857142857143,12.142857142857142,12.142857142857142,12.142857142857142,12.142857142857142,12.142857142857142,12.142857142857142,12.142857142857142,12.142857142857142,12.142857142857142,12.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,10.0,red,0.0,pink,10.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,light green,34.0,red,0.0,red,0.0,pink,14.0,white,,red,2.0,light green,35.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,
274,Hector Bellerin,Arsenal,2.710526315789474,6.866666666666666,38,15,6.428571428571429,9.0,9.285714285714286,9.285714285714286,7.285714285714286,5.142857142857143,5.428571428571429,4.857142857142857,3.5714285714285716,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,2.7142857142857144,1.8571428571428572,1.2857142857142858,1.2857142857142858,0.0,0.0,0.8571428571428571,0.8571428571428571,1.4285714285714286,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,1.2857142857142858,1.2857142857142858,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,red,0.0,red,0.0,red,0.0,pink,14.0,pink,19.0,red,4.0,red,8.0,pink,18.0,red,2.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,white,,red,4.0,red,6.0,red,4.0,white,,red,9.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,6.0,red,0.0,red,4.0,red,5.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
275,Chris Basham,Sheffield Utd,2.710526315789474,2.710526315789474,38,38,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.1428571428571428,2.5714285714285716,2.5714285714285716,3.4285714285714284,3.142857142857143,4.571428571428571,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,2.0,1.4285714285714286,2.2857142857142856,2.5714285714285716,2.5714285714285716,1.7142857142857142,2.0,2.0,1.7142857142857142,1.7142857142857142,1.4285714285714286,1.7142857142857142,2.857142857142857,3.0,3.5714285714285716,4.428571428571429,3.857142857142857,red,0.0,red,4.0,red,0.0,red,2.0,red,2.0,red,0.0,red,2.0,red,0.0,red,2.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,12.0,white,,red,2.0,red,6.0,red,0.0,white,,pink,10.0,red,6.0,red,0.0,red,0.0,red,2.0,red,6.0,red,0.0,red,0.0,red,2.0,red,6.0,red,2.0,red,2.0,red,0.0,red,2.0,red,0.0,red,0.0,red,6.0,red,0.0,red,4.0,red,8.0,red,3.0,red,4.0,red,6.0,red,2.0
276,Max Meyer,Crystal Palace,2.710526315789474,6.0588235294117645,38,17,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,3.5714285714285716,3.5714285714285716,4.285714285714286,5.142857142857143,5.142857142857143,5.285714285714286,5.285714285714286,4.714285714285714,1.7142857142857142,1.7142857142857142,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,8.142857142857142,red,0.0,red,0.0,red,0.0,red,4.0,red,0.0,red,0.0,red,4.0,red,1.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,4.0,pink,21.0,red,0.0,red,5.0,red,6.0,red,1.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,green,55.0
277,Marc Albrighton,Leicester,2.6842105263157894,5.1,38,20,4.857142857142857,3.7142857142857144,4.285714285714286,4.857142857142857,4.857142857142857,4.571428571428571,6.0,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.4285714285714286,1.4285714285714286,3.857142857142857,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,3.0,3.0,3.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,2.142857142857143,1.5714285714285714,1.5714285714285714,1.8571428571428572,1.8571428571428572,1.8571428571428572,2.5714285714285716,1.0,1.0,2.5714285714285716,red,8.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,pink,24.0,red,0.0,white,,red,4.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,4.0,red,0.0,red,0.0,pink,10.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,pink,17.0,red,0.0,red,0.0,red,0.0,red,4.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,11.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,red,5.0,red,0.0,red,0.0,pink,11.0
278,Oleksandr Zinchenko,Man City,2.6842105263157894,5.368421052631579,38,19,3.142857142857143,3.7142857142857144,5.571428571428571,5.571428571428571,5.857142857142857,4.714285714285714,3.0,3.142857142857143,3.2857142857142856,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.8571428571428571,0.8571428571428571,1.5714285714285714,1.5714285714285714,1.4285714285714286,1.4285714285714286,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,2.2857142857142856,2.2857142857142856,4.571428571428571,4.714285714285714,4.714285714285714,6.714285714285714,4.571428571428571,red,0.0,red,2.0,red,0.0,red,0.0,red,8.0,pink,12.0,red,0.0,red,4.0,pink,15.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,2.0,white,,red,0.0,red,0.0,red,1.0,white,,red,5.0,red,0.0,red,0.0,red,0.0,red,5.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,16.0,red,0.0,red,0.0,pink,16.0,red,1.0,red,0.0,pink,14.0,red,1.0
279,Etienne Capoue,Watford,2.6842105263157894,3.4,38,30,0.0,0.14285714285714285,0.14285714285714285,1.2857142857142858,1.5714285714285714,1.5714285714285714,1.8571428571428572,2.5714285714285716,2.4285714285714284,2.4285714285714284,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.142857142857143,6.142857142857143,5.857142857142857,5.142857142857143,5.142857142857143,6.0,4.285714285714286,3.142857142857143,3.0,3.857142857142857,4.0,4.0,3.142857142857143,3.0,3.0,4.142857142857143,1.2857142857142858,1.1428571428571428,1.1428571428571428,1.2857142857142858,2.7142857142857144,2.857142857142857,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,1.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,8.0,red,2.0,red,0.0,red,2.0,red,5.0,white,,red,0.0,pink,13.0,red,8.0,red,1.0,pink,14.0,red,0.0,red,0.0,red,6.0,red,1.0,red,0.0,red,0.0,pink,20.0,red,1.0,red,0.0,red,0.0,red,0.0,red,0.0,red,8.0,red,0.0,red,0.0,red,0.0,red,1.0,pink,10.0,red,1.0
280,Yves Bissouma,Brighton,2.6578947368421053,4.590909090909091,38,22,3.142857142857143,2.142857142857143,2.2857142857142856,2.142857142857143,2.2857142857142856,3.4285714285714284,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.2857142857142858,1.4285714285714286,3.0,3.0,5.0,5.0,8.142857142857142,8.142857142857142,8.142857142857142,7.857142857142857,5.142857142857143,5.142857142857143,3.142857142857143,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,red,7.0,red,0.0,red,6.0,red,0.0,red,0.0,red,9.0,red,0.0,red,0.0,white,,red,1.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,5.0,red,1.0,red,8.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,2.0,pink,19.0,red,0.0,pink,14.0,pink,22.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,7.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
281,James Milner,Liverpool,2.6315789473684212,4.545454545454546,38,22,0.0,0.0,0.0,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,0.0,0.0,0.2857142857142857,0.2857142857142857,2.7142857142857144,3.142857142857143,4.857142857142857,6.0,6.0,5.714285714285714,5.714285714285714,3.2857142857142856,3.2857142857142856,2.857142857142857,1.1428571428571428,3.142857142857143,3.142857142857143,3.142857142857143,3.142857142857143,3.142857142857143,3.142857142857143,5.571428571428571,2.4285714285714284,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,19.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,pink,17.0,white,,red,3.0,pink,12.0,red,8.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,22.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,17.0,red,0.0
282,Brandon Williams,Man Utd,2.6315789473684212,5.882352941176471,38,17,3.7142857142857144,3.4285714285714284,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,3.4285714285714284,0.8571428571428571,1.7142857142857142,1.7142857142857142,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.285714285714286,4.285714285714286,4.857142857142857,4.0,4.0,4.0,3.142857142857143,2.857142857142857,0.5714285714285714,1.1428571428571428,3.0,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.142857142857143,,,,,,,red,2.0,red,6.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,18.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,6.0,red,0.0,white,,red,6.0,red,2.0,pink,16.0,red,0.0,red,4.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,4.0,pink,17.0,pink,19.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,white,,white,,white,,white,,white,
283,Oliver Norwood,Sheffield Utd,2.6315789473684212,2.6315789473684212,38,38,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,3.2857142857142856,3.2857142857142856,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,3.7142857142857144,3.7142857142857144,4.857142857142857,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,2.857142857142857,3.857142857142857,2.7142857142857144,1.4285714285714286,2.4285714285714284,3.5714285714285716,4.571428571428571,4.285714285714286,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,white,,red,0.0,pink,16.0,red,7.0,white,,red,0.0,red,1.0,red,0.0,red,0.0,red,0.0,pink,18.0,red,0.0,red,0.0,red,1.0,red,7.0,red,0.0,red,8.0,red,9.0,red,0.0,red,0.0,red,1.0,red,2.0,red,7.0,red,0.0,red,0.0,red,7.0,red,8.0,red,8.0,red,0.0
284,Shane Duffy,Brighton,2.6315789473684212,5.2631578947368425,38,19,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,5.714285714285714,6.285714285714286,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,5.714285714285714,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.8571428571428572,2.5714285714285716,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,4.0,3.2857142857142856,0.2857142857142857,1.1428571428571428,1.5714285714285714,1.8571428571428572,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,4.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,light green,36.0,red,4.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,11.0,red,7.0,pink,21.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,6.0,red,3.0,red,2.0
285,Neco Williams,Liverpool,2.5789473684210527,16.333333333333332,38,6,10.428571428571429,13.285714285714286,13.285714285714286,13.285714285714286,6.428571428571429,3.5714285714285716,3.5714285714285716,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,red,5.0,red,0.0,red,0.0,light green,48.0,pink,20.0,red,0.0,red,0.0,light green,25.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,
286,Adam Smith,Bournemouth,2.5526315789473686,4.041666666666667,38,24,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8571428571428571,1.2857142857142858,1.5714285714285714,1.8571428571428572,1.8571428571428572,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.857142857142857,2.857142857142857,2.2857142857142856,1.8571428571428572,1.2857142857142858,1.2857142857142858,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.1428571428571428,1.1428571428571428,1.4285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,3.4285714285714284,8.142857142857142,8.428571428571429,9.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,2.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,4.0,red,3.0,red,4.0,white,,red,2.0,red,4.0,red,3.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,4.0,red,0.0,red,0.0,red,0.0,red,4.0,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,22.0,light green,33.0,red,4.0,red,4.0
287,Jack Stephens,Southampton,2.5526315789473686,3.4642857142857144,38,28,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,7.714285714285714,7.714285714285714,7.428571428571429,6.571428571428571,9.571428571428571,9.571428571428571,10.714285714285714,9.857142857142858,5.285714285714286,5.285714285714286,5.0,4.714285714285714,2.0,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,4.0,red,8.0,red,0.0,white,,red,0.0,red,6.0,light green,36.0,red,0.0,red,2.0,red,2.0,pink,21.0,red,8.0,red,0.0,red,4.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0
288,Diego Rico,Bournemouth,2.526315789473684,3.5555555555555554,38,27,3.2857142857142856,3.2857142857142856,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.0,2.7142857142857144,2.7142857142857144,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,4.857142857142857,5.285714285714286,5.285714285714286,3.7142857142857144,4.857142857142857,4.857142857142857,4.857142857142857,1.5714285714285714,1.1428571428571428,1.5714285714285714,red,0.0,red,1.0,pink,22.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,4.0,red,2.0,red,0.0,pink,17.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,pink,11.0,red,0.0,red,0.0,red,0.0,pink,23.0,red,3.0,red,0.0,red,0.0,red,8.0,red,0.0,red,0.0,red,0.0,red,0.0,red,3.0
289,Andreas Christensen,Chelsea,2.526315789473684,4.571428571428571,38,21,0.0,4.714285714285714,4.714285714285714,4.714285714285714,6.428571428571429,6.428571428571429,6.714285714285714,6.714285714285714,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5714285714285716,1.8571428571428572,1.8571428571428572,1.5714285714285714,1.5714285714285714,1.5714285714285714,0.5714285714285714,3.2857142857142856,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,2.4285714285714284,2.7142857142857144,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,light green,33.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,pink,12.0,red,0.0,red,2.0,red,0.0,white,,red,7.0,red,0.0,red,4.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,19.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,17.0,red,0.0,red,2.0
290,Jan Bednarek,Southampton,2.5,2.7941176470588234,38,34,5.428571428571429,6.428571428571429,6.428571428571429,6.428571428571429,1.8571428571428572,1.2857142857142858,1.2857142857142858,1.8571428571428572,0.8571428571428571,0.8571428571428571,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.2857142857142856,3.0,4.0,4.0,4.0,4.0,4.0,2.142857142857143,2.4285714285714284,2.4285714285714284,1.4285714285714286,1.4285714285714286,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,red,0.0,red,0.0,red,0.0,light green,34.0,red,4.0,red,0.0,red,0.0,red,7.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,2.0,red,0.0,red,0.0,red,4.0,white,,red,0.0,pink,17.0,red,0.0,red,0.0,red,7.0,red,0.0,red,4.0,red,0.0,red,4.0,red,2.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,10.0
291,Ben Davies,Spurs,2.473684210526316,5.222222222222222,38,18,8.0,5.714285714285714,5.714285714285714,5.142857142857143,7.285714285714286,5.285714285714286,4.285714285714286,3.7142857142857144,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,1.1428571428571428,1.1428571428571428,0.8571428571428571,pink,18.0,red,0.0,red,4.0,red,7.0,pink,14.0,red,9.0,red,4.0,red,2.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,pink,22.0,red,0.0,red,2.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,red,2.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,red,2.0,red,0.0,red,4.0,red,0.0,red,0.0
292,Bernardo Fernandes da Silva Junior,Brighton,2.4210526315789473,6.571428571428571,38,14,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0.0,4.142857142857143,7.285714285714286,7.285714285714286,7.857142857142857,7.857142857142857,7.857142857142857,7.857142857142857,7.857142857142857,7.857142857142857,7.857142857142857,7.857142857142857,7.857142857142857,7.857142857142857,8.428571428571429,8.428571428571429,8.428571428571429,11.428571428571429,7.285714285714286,7.285714285714286,4.142857142857143,3.5714285714285716,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,10.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,light green,29.0,white,,pink,22.0,red,4.0,red,4.0,red,0.0,red,0.0,pink,21.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.0,red,0.0,red,0.0,red,0.0
