,Name,Team,xG per fixture,xG per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
208,Luke Shaw,Man Utd,4.921052631578948,7.791666666666667,38,24,0.0,0.0,0.0,2.0,10.0,45.0,4.0,2.0,,2.0,,,,,,,,,,0.0,10.0,7.0,0.0,4.0,,26.0,0.0,0.0,2.0,2.0,25.0,6.0,24.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0
209,Mateo Kovacic,Chelsea,4.894736842105263,6.0,38,31,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,16.0,,,,,,,,,,0.0,0.0,1.0,26.0,0.0,,44.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0,2.0,7.0,0.0,10.0,18.0,8.0,0.0,0.0,0.0,8.0,0.0,8.0,20.0,0.0,0.0
210,Reiss Nelson,Arsenal,4.868421052631579,10.882352941176471,38,17,22.0,0.0,21.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,,,,,,,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,0.0,0.0,37.0,4.0
211,Michy Batshuayi,Chelsea,4.868421052631579,11.5625,38,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,4.0,0.0,16.0,0.0,,6.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,0.0,6.0,36.0,20.0,0.0,0.0,19.0,8.0,8.0,49.0,0.0,0.0,0.0,0.0
212,Jannik Vestergaard,Southampton,4.815789473684211,9.631578947368421,38,19,2.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,34.0,33.0,10.0,4.0,33.0
213,Toby Alderweireld,Spurs,4.7894736842105265,5.515151515151516,38,33,7.0,4.0,2.0,17.0,4.0,0.0,0.0,0.0,,0.0,,,,,,,,,,11.0,0.0,17.0,17.0,0.0,,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,6.0,19.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0
214,Aaron Cresswell,West Ham,4.7368421052631575,5.806451612903226,38,31,0.0,0.0,8.0,2.0,0.0,1.0,15.0,0.0,,2.0,,,,,,,,,,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,8.0,,0.0,0.0,1.0,17.0,8.0,22.0,4.0,21.0,0.0,4.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0
215,Fabian Schar,Newcastle,4.7105263157894735,8.136363636363637,38,22,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,9.0,0.0,0.0,,26.0,0.0,0.0,7.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,5.0,10.0,23.0,4.0,17.0,5.0
216,Scott Dann,Crystal Palace,4.657894736842105,11.0625,38,16,18.0,0.0,0.0,4.0,41.0,0.0,18.0,0.0,,0.0,,,,,,,,,,2.0,4.0,19.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0
217,Martin Montoya,Brighton,4.657894736842105,6.555555555555555,38,27,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,0.0,4.0,0.0,0.0,2.0,,0.0,2.0,2.0,10.0,0.0,0.0,2.0,62.0,0.0,0.0,0.0,35.0,0.0,4.0,2.0,20.0,10.0,0.0,2.0,0.0,2.0,10.0,2.0,2.0
218,Giovani Lo Celso,Spurs,4.631578947368421,6.285714285714286,38,28,19.0,0.0,8.0,1.0,0.0,4.0,30.0,2.0,,2.0,,,,,,,,,,4.0,22.0,0.0,18.0,0.0,,8.0,0.0,9.0,14.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
219,Seamus Coleman,Everton,4.605263157894737,6.481481481481482,38,27,19.0,0.0,2.0,18.0,0.0,2.0,2.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,36.0,8.0,0.0,20.0,6.0,3.0,19.0
220,Fernando Luiz Rosa,Man City,4.605263157894737,5.833333333333333,38,30,11.0,0.0,1.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,,,,,,,,,,0.0,,7.0,0.0,18.0,,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,0.0,6.0,43.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
221,Alexander Tettey,Norwich,4.552631578947368,5.766666666666667,38,30,0.0,18.0,0.0,0.0,0.0,8.0,0.0,9.0,,0.0,,,,,,,,,,0.0,10.0,10.0,3.0,9.0,,9.0,2.0,1.0,8.0,0.0,18.0,15.0,27.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Ezri Konsa Ngoyo,Aston Villa,4.552631578947368,6.92,38,25,0.0,4.0,17.0,33.0,0.0,4.0,0.0,2.0,0.0,0.0,,,,,,,,,,0.0,,2.0,2.0,2.0,,23.0,19.0,0.0,4.0,20.0,20.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Naby Keita,Liverpool,4.447368421052632,9.38888888888889,38,18,23.0,7.0,7.0,2.0,2.0,6.0,0.0,0.0,,4.0,,,,,,,,,,0.0,0.0,2.0,47.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Jefferson Lerma,Bournemouth,4.447368421052632,5.121212121212121,38,33,22.0,8.0,8.0,0.0,11.0,0.0,0.0,12.0,,27.0,,,,,,,,,,2.0,17.0,0.0,0.0,9.0,,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,5.0,0.0,0.0,9.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
225,Kyle Walker,Man City,4.447368421052632,5.827586206896552,38,29,6.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,21.0,,,,,,,,,,0.0,,0.0,5.0,2.0,,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,4.0,8.0,1.0,0.0,36.0,19.0,0.0,0.0,7.0,0.0,1.0,6.0,2.0,8.0,4.0,20.0
226,Angelo Ogbonna,West Ham,4.421052631578948,5.419354838709677,38,31,0.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,,0.0,,,,,,,,,,8.0,6.0,0.0,2.0,2.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,,20.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0
227,Mark Noble,West Ham,4.315789473684211,4.96969696969697,38,33,0.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,0.0,0.0,8.0,1.0,2.0,1.0,17.0,3.0,0.0,26.0,0.0,0.0,,3.0,9.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,6.0,7.0,31.0,4.0,21.0,0.0,0.0
228,Christian Kabasele,Watford,4.315789473684211,6.074074074074074,38,27,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,,40.0,,,,,,,,,,20.0,0.0,34.0,0.0,7.0,,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
229,Kurt Zouma,Chelsea,4.2631578947368425,5.785714285714286,38,28,0.0,0.0,4.0,0.0,6.0,19.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,6.0,2.0,0.0,0.0,18.0,2.0,19.0,24.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,4.0,4.0,0.0,19.0,8.0
230,Steve Cook,Bournemouth,4.184210526315789,5.482758620689655,38,29,0.0,19.0,2.0,6.0,0.0,0.0,0.0,0.0,,20.0,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,18.0,39.0,10.0,0.0,22.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
231,Jorge Luiz Frello Filho,Chelsea,4.157894736842105,5.096774193548387,38,31,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,53.0,10.0,17.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,4.0,10.0,1.0,8.0
232,Callum Robinson,Sheffield Utd,4.105263157894737,9.75,38,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,36.0,10.0,0.0,0.0,40.0,4.0,21.0,29.0
233,Patrick Cutrone,Wolves,4.078947368421052,12.916666666666666,38,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,62.0,38.0,0.0,0.0,0.0
234,Sean Longstaff,Newcastle,4.078947368421052,6.739130434782608,38,23,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,0.0,,,,,,,,,,8.0,0.0,8.0,16.0,25.0,,3.0,0.0,9.0,0.0,0.0,1.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,8.0,17.0,0.0,0.0
235,Shkodran Mustafi,Arsenal,4.078947368421052,10.333333333333334,38,15,0.0,0.0,0.0,24.0,7.0,0.0,0.0,0.0,17.0,0.0,,,,,,,,,,0.0,,4.0,24.0,4.0,,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Mason Holgate,Everton,4.0,5.62962962962963,38,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,0.0,2.0,0.0,0.0,33.0,,7.0,2.0,4.0,0.0,19.0,33.0,2.0,10.0,0.0,0.0,26.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Fabian Balbuena,West Ham,3.9210526315789473,8.764705882352942,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,,0.0,2.0,2.0,19.0,0.0,2.0,81.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Daniel Castelo Podence,Wolves,3.8947368421052633,16.444444444444443,38,9,0.0,57.0,9.0,42.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,22.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
239,Steven Bergwijn,Spurs,3.8684210526315788,10.5,38,14,0.0,0.0,0.0,2.0,2.0,0.0,2.0,8.0,,17.0,,,,,,,,,,3.0,25.0,0.0,65.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
240,Matteo Guendouzi,Arsenal,3.8421052631578947,6.083333333333333,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,2.0,0.0,2.0,9.0,6.0,14.0,17.0,13.0,0.0,25.0,0.0,17.0,0.0
241,Reece James,Chelsea,3.763157894736842,5.958333333333333,38,24,8.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,8.0,9.0,23.0,2.0,,0.0,0.0,28.0,18.0,0.0,0.0,18.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Joao Pedro Cavaco Cancelo,Man City,3.710526315789474,8.294117647058824,38,17,14.0,28.0,0.0,0.0,5.0,10.0,0.0,0.0,3.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2.0,,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Arnaut Danjuma Groeneveld,Bournemouth,3.6578947368421053,9.928571428571429,38,14,0.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,30.0,4.0,4.0,0.0,21.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Chris Mepham,Bournemouth,3.6315789473684212,11.5,38,12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,4.0,8.0,27.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,68.0
245,Odion Ighalo,Man Utd,3.5526315789473686,12.272727272727273,38,11,8.0,10.0,0.0,0.0,0.0,8.0,0.0,21.0,,0.0,,,,,,,,,,0.0,33.0,38.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Ashley Westwood,Burnley,3.5526315789473686,3.857142857142857,38,35,2.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,,0.0,,,,,,,,,,1.0,2.0,9.0,7.0,0.0,,0.0,17.0,18.0,12.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,10.0,4.0,0.0,1.0,4.0,0.0
247,Aaron Wan-Bissaka,Man Utd,3.5,3.8,38,35,0.0,0.0,20.0,2.0,7.0,4.0,4.0,6.0,,0.0,,,,,,,,,,2.0,0.0,4.0,0.0,0.0,,4.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,2.0,5.0,2.0
248,Matt Targett,Aston Villa,3.4210526315789473,4.642857142857143,38,28,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,2.0,,4.0,4.0,22.0,,59.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Daniel Ceballos Fernandez,Arsenal,3.4210526315789473,5.416666666666667,38,24,0.0,11.0,0.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,,,,,,,,,,2.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,19.0,2.0,10.0,4.0,2.0,17.0,0.0,20.0,0.0
250,Jamal Lewis,Norwich,3.4210526315789473,4.642857142857143,38,28,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,17.0,17.0,2.0,18.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,2.0,11.0,2.0,4.0,0.0,8.0,2.0,4.0,0.0
251,Juan Mata,Man Utd,3.4210526315789473,6.842105263157895,38,19,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,9.0,,13.0,21.0,10.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,23.0,8.0,0.0,0.0,0.0
252,Ciaran Clark,Newcastle,3.3684210526315788,9.142857142857142,38,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,2.0,50.0,33.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Dan Burn,Brighton,3.3684210526315788,3.764705882352941,38,34,4.0,2.0,2.0,0.0,7.0,7.0,2.0,0.0,,2.0,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,0.0,2.0,0.0,2.0,17.0,1.0
254,Robbie Brady,Burnley,3.3684210526315788,7.529411764705882,38,17,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,10.0,17.0,0.0,0.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Jamaal Lascelles,Newcastle,3.289473684210526,5.208333333333333,38,24,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,,4.0,,,,,,,,,,1.0,2.0,18.0,17.0,6.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,18.0,0.0
256,Mario Vrancic,Norwich,3.236842105263158,6.15,38,20,2.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,,0.0,,,,,,,,,,35.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,7.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0
257,Tanguy Ndombele,Spurs,3.210526315789474,5.809523809523809,38,21,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,,0.0,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,12.0,0.0,13.0,22.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,14.0
258,Andros Townsend,Crystal Palace,3.210526315789474,5.083333333333333,38,24,13.0,7.0,8.0,2.0,0.0,0.0,21.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,23.0,2.0,0.0,4.0,0.0,0.0,17.0,0.0,4.0,0.0,0.0,14.0,0.0
259,Joao Filipe Iria Santos Moutinho,Wolves,3.210526315789474,3.210526315789474,38,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,11.0,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,17.0,8.0,7.0,18.0,8.0,0.0,1.0,1.0,8.0,4.0,27.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Djibril Sidibe,Everton,3.1842105263157894,4.84,38,25,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,,0.0,,,,,,,,,,0.0,8.0,8.0,6.0,0.0,,11.0,0.0,1.0,0.0,9.0,31.0,0.0,0.0,4.0,0.0,5.0,0.0,22.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,James Tomkins,Crystal Palace,3.1842105263157894,6.722222222222222,38,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,9.0,,2.0,7.0,37.0,4.0,36.0,4.0,0.0,4.0,0.0,2.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Tyrone Mings,Aston Villa,3.1315789473684212,3.606060606060606,38,33,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,31.0,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0
263,Willy Boly,Wolves,3.1315789473684212,5.409090909090909,38,22,20.0,20.0,17.0,2.0,0.0,6.0,0.0,19.0,,2.0,,,,,,,,,,0.0,2.0,0.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,4.0
264,Ben Godfrey,Norwich,3.1315789473684212,3.966666666666667,38,30,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,17.0,17.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0
265,Cedric Soares,Arsenal,3.1052631578947367,5.619047619047619,38,21,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,17.0,4.0,2.0,21.0,0.0,8.0,3.0,15.0,9.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0
266,Sokratis Papastathopoulos,Arsenal,2.8947368421052633,5.7894736842105265,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,,0.0,0.0,0.0,,0.0,0.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,19.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0
267,Granit Xhaka,Arsenal,2.8947368421052633,3.5483870967741935,38,31,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,,,,,,,1.0,,6.0,0.0,0.0,,0.0,2.0,18.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,4.0,4.0,4.0,3.0,9.0,0.0,0.0,5.0
268,Phil Bardsley,Burnley,2.8684210526315788,5.190476190476191,38,21,0.0,19.0,2.0,2.0,2.0,7.0,0.0,0.0,,0.0,,,,,,,,,,4.0,25.0,0.0,1.0,0.0,,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Adam Masina,Watford,2.8684210526315788,4.1923076923076925,38,26,24.0,0.0,2.0,0.0,2.0,14.0,0.0,8.0,,1.0,,,,,,,,,,4.0,2.0,10.0,2.0,21.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Johann Berg Gudmundsson,Burnley,2.8421052631578947,9.0,38,12,8.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,20.0,4.0,22.0
271,Benjamin Mendy,Man City,2.789473684210526,5.578947368421052,38,19,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,,,,,,,,,,0.0,,20.0,7.0,0.0,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Alireza Jahanbakhsh,Brighton,2.789473684210526,10.6,38,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,21.0,0.0,2.0,0.0,,11.0,0.0,4.0,22.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Ondrej Duda,Norwich,2.763157894736842,10.5,38,10,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,0.0,,,,,,,,,,0.0,34.0,0.0,0.0,14.0,,2.0,35.0,,,,,,,,,,,,,,,,,,,,,,
274,Hector Bellerin,Arsenal,2.710526315789474,6.866666666666666,38,15,0.0,0.0,0.0,14.0,19.0,4.0,8.0,18.0,2.0,0.0,,,,,,,,,,0.0,,4.0,6.0,4.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Chris Basham,Sheffield Utd,2.710526315789474,2.710526315789474,38,38,0.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,12.0,,2.0,6.0,0.0,,10.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,8.0,3.0,4.0,6.0,2.0
276,Max Meyer,Crystal Palace,2.710526315789474,6.0588235294117645,38,17,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,21.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0
277,Marc Albrighton,Leicester,2.6842105263157894,5.1,38,20,8.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,,4.0,,,,,,,,,,4.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,11.0
