,Name,Team,xA per fixture adj,xA per game adj,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Riyad Mahrez,Man City,24.56621515175775,28.288368962630138,38,33,11.817565359477122,2.069059368924779,0.8358585858585857,53.68319327731092,21.657918079833024,18.449014514896867,32.76013022789882,75.17384148982242,9.288140599616009,8.069641849971799,,,,,,,,,,32.944143613890525,,85.4791617704661,0.0,24.295750465016447,,46.14641191245066,1.744139541672748,31.433443586916567,50.215093678865344,37.45870111230714,2.0865144418423105,62.44659224441831,3.2810631697687533,26.034510496370412,10.960005907546892,7.547456300547872,23.015179731485485,0.0,0.0,0.0,0.0,6.014071038251366,65.74212922430397,48.71694332286525,13.79939309056956,61.47142857142856,11.367676767676766,0.8998426098154241,46.61215981470758
12,Dwight McNeil,Burnley,23.638478249440606,23.638478249440606,38,38,65.82913165266105,33.47086834733893,8.71426619828259,17.01006761833208,30.316111754487544,11.846878363832076,3.121091811414392,33.19899805592941,,1.254663341645885,,,,,,,,,,33.38416082415223,15.83325071745369,33.43434343434343,25.079129106187928,61.010039481105466,,2.2209535020600355,24.633764198981584,21.380965786054563,23.806210951855928,14.312811457720224,47.68231483102783,4.012121212121212,26.90832246282285,31.494491343539842,0.4704987531172069,31.11912129616114,24.264423508299682,60.08598726114649,1.4667563688554,35.816522304027714,21.18503721112416,2.532778847837506,23.266911674629423,25.690359477124176,5.841176470588235,30.39762083646381,37.31178766588602,23.765538635081782,5.092696715049656
13,Pascal Groß,Brighton,23.11042069645521,30.28262022294131,38,29,0.0,29.533524654317763,0.28826585179526354,39.83556109725685,24.885098923115446,8.294316059757236,0.0,0.0,,13.92234912577552,,,,,,,,,,0.0,0.0,0.0,7.805996710034393,52.71179791546033,,18.22171717171717,14.252909469557759,18.500297671160915,0.0,0.0,41.662712834454126,5.754198062432723,54.435513063786296,36.575370804059325,70.40984207557811,45.36018031555221,0.0,20.72889935256033,30.681629318394016,2.753020486779898,53.69879946098247,52.19087136929459,45.621805976613246,33.88151578398121,64.18105154334661,1.254663341645885,14.31720397249809,66.18562536189924,10.25124869149095
14,Oliver Norwood,Sheffield Utd,22.116998563323545,22.116998563323545,38,38,0.19217723453017568,1.5416914725967428,39.66036036036035,22.74281074058033,21.11061670569867,30.83662679072515,1.4397481757046784,27.51514616441044,3.117427602400208,18.72138919514884,,,,,,,,,,12.77177871148459,,59.61708683473388,2.591161616161616,25.06053130929791,,8.625810473815461,21.637281443880426,37.1440648523451,17.797570748810415,58.655511221945126,40.722850306564965,14.092997198879548,19.260688472375346,0.9542133520074695,6.727080615705712,20.374199843871974,28.37885030410045,16.377135498640715,2.600679367892482,4.460929357266937,13.92234912577552,40.440705847166136,30.555121462559473,0.8809665557695674,52.656562261268135,23.559917713295796,39.16768507638072,56.730433513355706,17.803787878787876
15,Gylfi Sigurdsson,Everton,22.067591759367012,23.959099624455614,38,35,17.5530303030303,43.21289917473986,0.6933847850055126,4.050292740046838,13.932849503437737,1.979653741593933,3.9414022718370534,0.6606092436974789,,6.300025043826696,,,,,,,,,,1.2256604590731917,22.949852854620364,29.26353637901861,12.208976791709238,28.68468670554807,,0.0,0.0,15.483753501400557,63.67416458852867,27.810735716149225,64.36681435533893,1.507515510434292,0.0,21.517150281507142,25.515101427498116,20.446024285154717,16.001423902894487,41.125928189457596,1.0798111317785088,1.2980392156862741,0.728314997104806,26.192556490917145,105.54855361596007,65.43989953354861,12.287121212121209,87.8790788446526,17.719833394585322,24.264423508299682,12.025383155743686
16,Sadio Mane,Liverpool,21.849291517898852,23.722087933718754,38,35,2.1329767805896163,6.945409268081419,47.79710941906373,54.61426672574213,11.867787114845937,10.092600759524682,19.133615960099746,57.5566048752007,,27.0897215899142,,,,,,,,,,23.90555555555555,3.950022431583669,11.197843080486392,1.908426704014939,0.0,0.0,20.865144418423103,31.463507945850495,9.538331664043495,17.826731252242553,19.02410226385636,44.71028202115157,,14.295319276207563,0.0,30.943950271406056,30.503921568627444,22.673814041745725,34.97374064837905,35.20853852750214,29.334869079982823,44.78922895821071,20.322855464159808,4.06178686759957,4.630272845387613,21.32976780589616,15.418313395362574,45.40282007896221,53.809625668449186,0.9542133520074695
17,Mason Mount,Chelsea,21.81592966800676,22.4055493887637,38,37,67.13667056986728,2.8350112697220133,0.0,15.570182992465014,16.52342723689972,5.736937341109614,29.58779675738274,3.4503241895261842,,12.557968883988728,,,,,,,,,,14.646068989669057,17.218686868686866,4.49921304907712,21.59260349225034,43.97126909518213,,4.522546531302876,41.593047221497514,43.004090976222116,15.854621848739495,15.518542019176536,21.716027501909853,15.117355844899125,8.274999999999999,24.006338644720714,6.317505818939114,29.951954255935142,0.9409975062344138,31.02732447817836,13.542934051144009,22.01289322108994,15.915288285937905,22.484736440030552,25.58991596638655,26.460105184072123,54.985792349726765,20.308934337997844,22.16711017740429,28.45199764982373,63.91410633706101
18,Mohamed Salah,Liverpool,21.66519510229197,24.214041584914554,38,34,19.68901643621184,22.87899523603291,2.926353637901861,34.36612021857923,22.808403361344535,27.19609212299399,35.757905236907725,30.38474675229893,,0.0,,,,,,,,,,37.446464646464634,3.103589053387168,13.929024319629413,18.130053688141917,31.22880061115355,26.219339895773015,22.70618657298985,40.34732195409064,36.17367291458005,45.35662002152853,47.25341530054644,19.58384253819036,,3.667877972184835,43.04671717171716,0.0,11.775070028011202,0.0,5.175486284289275,0.9245130466740167,13.767591930175987,0.0,46.43464551508029,15.00604592752063,20.83622780424426,34.29170362640229,35.666459902525474,14.720445572476029,11.338456837280367,29.14020774976657
19,Youri Tielemans,Leicester,21.109891500287535,21.680429108403416,38,37,46.14647832058073,47.24173701530976,45.92075708647291,20.47853535353535,32.18989001692047,26.070296307108446,6.387007529329363,2.5960784313725482,,15.329848960669953,,,,,,,,,,16.5641920862428,1.1010154061624646,24.465935162094755,4.663973458235753,37.178367258553486,,14.65733931673422,6.037291389750405,10.569747899159664,21.575880511348814,0.0,5.985023791635361,19.290448877805485,16.074824929971985,19.877030503491362,13.82507851054284,22.795009630537557,12.88767507002801,39.550112803158484,16.06444314698584,45.642093200916726,34.55188303057155,6.7725269221136974,20.75550482650665,26.365388467591927,11.968471649990189,26.663888888888884,39.71524937208468,6.5368557817236885,37.67999609679937
20,Adama Traore,Wolves,21.041255910855845,21.60993850304114,38,37,0.9532914681680378,24.234359947452923,43.468498006202914,2.642899667308702,9.477502691065661,37.06714608009024,13.482481930662743,13.122979797979795,,13.655906195715112,,,,,,,,,,10.198879551820728,17.456946630419225,0.5138071895424835,30.66903642773207,37.50943692368059,,63.47275231655396,25.463483575248276,21.657918079833024,30.56564976820696,2.0475081392436763,72.29997506234413,36.62711251167133,16.917041064529972,3.152380952380952,24.853749276201505,18.842177969142444,28.66994949494949,14.484037731226262,24.208925549915396,27.56462301069658,3.5552788388082504,22.427107231920196,19.27987139225362,45.71481535542256,21.517150281507142,1.431570653125547,0.7430512479692807,19.618422601530312,0.0
21,Ashley Westwood,Burnley,20.6907453051797,22.46423775990939,38,35,21.139495798319327,53.80295284780578,32.034133489461354,2.2050087653393433,7.101071221771857,47.838823107283815,22.673814041745725,22.571556751906677,,4.077655860349127,,,,,,,,,,26.99527829446272,12.633785546569266,18.89040404040404,20.659052711993887,38.92937112239142,,2.2209535020600355,2.832882882882882,2.859874404504114,39.754061006982724,46.02309201491072,21.473559796883205,10.698989898989897,21.82199321680146,0.0,0.0,0.0,9.028622700762671,15.294614939200924,21.21155364190886,4.357903854482459,39.29085389737563,43.3876028716512,15.100379762342275,36.92071661998131,30.040336134453774,24.09759579263711,37.18905152224824,20.04108855047941,11.050190985485102
22,Bernardo Mota Veiga de Carvalho e Silva,Man City,19.74826458492469,22.07158983020995,38,34,0.22020308123249294,46.93002841333931,23.487626262626257,23.92100840336134,12.059522567179753,68.31900687547746,0.4725018782870022,17.84016890428757,45.14036331413381,3.3697405527354762,,,,,,,,,,4.195134392780067,,21.677712495103794,34.594962362478284,10.88809557876663,,0.0,40.11520945847322,0.0,0.0,46.14641191245066,4.173028883684621,22.047218958088518,12.592188381274674,32.573984696880515,40.12476739034116,1.0664883902948081,0.0,38.27265214124718,24.118242933537047,36.82643635918166,39.0136476426799,6.014071038251366,0.33036245841358775,31.035890533871683,24.36914098972922,1.0198879551820728,18.22171717171717,19.256631850050073,0.0
23,Raheem Sterling,Man City,19.083663251887582,21.975127380961457,38,33,27.672187208216616,6.959563331837892,1.2537878787878785,39.77563025210083,1.4766762327158882,3.7474560733384252,1.7325068870523415,29.00729753139887,0.0,55.06865482233503,,,,,,,,,,18.631332156170295,,0.0,0.0,25.01562455286879,,10.154467168998922,12.392570427674789,0.0,0.0,29.560782203085754,2.2092505854800937,44.71028202115157,27.84469825155104,37.756209535020595,7.709156697681287,28.54907383250717,5.992117799913382,7.7175306786877025,47.659954163483576,28.73694720078402,38.37106991680046,22.215241998438717,57.59318858343546,0.0,42.425793650793636,13.443977591036411,10.698989898989897,27.535183860351975,11.562000579038793
24,Cesar Azpilicueta,Chelsea,18.64272177481849,19.678428540086184,38,36,2.945667447306791,19.37257700976709,48.66488095238094,25.047685683530677,1.8359363596555245,52.57291760131598,14.56629994209612,2.822992518703242,,35.054453019723134,,,,,,,,,,3.1935037646646816,35.35681818181818,2.1596222635570177,5.428997449480086,9.607168037602817,,20.927862380146642,12.797860683537696,12.910515433466253,3.059663865546218,12.237478849407783,5.092696715049656,2.789512090427815,46.640909090909076,36.44999124496585,26.656792845767484,0.0,20.85877805486284,0.0,7.52385225063556,12.26034559149313,4.347991129663448,2.1139495798319325,11.218767507002799,86.4678437265214,15.34201795472287,35.653462504485105,16.148225957049483,37.56649040344691,20.72889935256033
25,Roberto Firmino,Liverpool,18.36018412903263,18.36018412903263,38,38,22.806444038612053,17.70398440883499,14.099703891708968,61.85901639344261,11.775070028011202,1.5408550777900278,17.094788029925184,4.589840899138811,,15.306793906496235,,,,,,,,,,5.265909090909091,2.257155675190668,17.11540243196294,10.789950980392154,42.08681436210848,17.570599305153443,33.26149492583918,44.54245634687071,40.85285448562025,6.3183351273771065,5.6458626073380165,28.69833529181355,,12.32030806041573,18.305303030303026,11.34244440553318,2.8742296918767503,3.671872719311049,17.251620947630922,35.054453019723134,13.317670625268276,7.156405728860112,32.6397375636506,16.81128453534266,17.159246427024684,40.69063396817114,24.98509821296706,5.143288212069937,6.918380443086325,10.863352007469652
26,Raul Jimenez,Wolves,18.231774262028928,18.231774262028928,38,38,4.630272845387613,2.6621077215005102,3.0650863978732823,5.616161793030992,32.49429494079656,27.401311336717423,4.314394217812078,3.1762626262626257,,21.667371163867976,,,,,,,,,,22.530252100840332,13.587623408212904,9.028326330532211,8.86815511163337,2.467726113400039,,57.17272727272726,6.630114591291061,4.430028698147665,4.420263197248391,16.22256448785374,59.91017456359101,19.231069094304384,15.657261410788378,41.53725490196077,24.6716705269253,33.62256907068532,20.227777777777774,35.67079505083914,12.769543147208122,26.498134620401768,3.4591902215431625,48.61820448877805,11.285778375953338,38.187476280834915,7.2177782589865735,3.0833829451934855,22.66306306306306,3.084657641750049,15.026596161378764
27,David Silva,Man City,17.792807205314276,25.041728659331202,38,27,13.43238795518207,0.0,16.466414141414138,17.245378151260503,42.82361074876076,39.87677616501146,0.0,5.992117799913382,50.434603455914925,12.858220530174844,,,,,,,,,,0.0,,0.0,35.59639548349739,0.0,,0.0,16.06444314698584,50.69413205929192,1.6518122920679388,0.0,0.0,0.0,0.0,60.82944869531096,48.20544971200709,41.34693451604487,24.104655695106104,0.0,5.477051184110008,24.499595736861444,25.611312217194566,21.11061670569867,0.33036245841358775,20.596545536114846,7.046498599439774,39.312044817927166,24.574242424242417,0.5399055658892544,29.405718008106536
28,Ryan Fraser,Bournemouth,17.31765583985556,23.502532925518263,38,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,46.777685950413215,41.40008661758336,1.3932210899424011,56.639361320416214,23.65212544407693,,25.77535014005602,22.24051120448179,51.53838791685358,15.385654313839025,10.01344537815126,14.897800338409475,17.647467139270415,18.11253789519272,42.21016779363887,12.484367245657568,15.567277149806836,20.61967213114754,25.677758935559613,29.982872277810475,34.89186481232241,5.578478057889821,14.18838127467569,0.0,0.09608861726508784,3.633987042549465,52.46991774383078,3.136658354114713,24.191424721303438,27.868371008252595
29,John Fleck,Sheffield Utd,16.900023374149406,21.40669627392258,38,30,14.605469824293351,19.49138504640168,2.093869956913435,0.0,0.0,0.0,0.0,5.922542672160094,25.1034959561701,0.0,,,,,,,,,,4.257259570494863,,18.079831932773107,30.759595959595952,25.335921763246237,,9.409975062344138,19.775056401579242,36.7799073537927,12.915051339844725,4.391321695760597,16.740571257664122,0.0,6.548634080607618,13.872794117647056,15.669175580485259,42.95765027322404,41.334412399450656,23.1259550722564,15.604076207354895,39.42004921829762,41.50101522842639,10.533393150889783,51.975206611570236,18.280056032218525,37.666737967914436,0.0,0.0,14.228506787330314,23.821969696969692
30,Nicolas Pepe,Arsenal,16.66106278816674,20.423238256462454,38,31,32.16446837146702,20.416329780717867,4.882519408965689,3.869323222206323,0.0,0.0,0.5872082166199812,16.91159663865546,16.318207282913164,0.0,,,,,,,,,,5.2802837290098426,,56.491980388723505,48.23809026871901,0.0,,2.3151364226938065,32.832777179763184,14.687490877244196,66.13505983912106,0.40855348635773053,1.0866161616161616,0.0,20.2314463840399,7.0100318471337575,13.722128851540614,0.0,1.6335064935064934,1.3548570309439871,0.0,61.50386804846007,40.39221385001793,16.38282828282828,7.403178340200117,47.612421903711855,13.354837744878118,26.275404206610382,27.877610818933128,24.427809776990102,1.312601095747456
31,Aaron Mooy,Brighton,16.260760742292803,19.932545426036338,38,31,10.58848028356225,6.727080615705712,1.0569747899159663,3.920822942643391,23.625093914350106,32.51665499533146,0.37015891701000586,20.692361927144532,,4.433869148336153,,,,,,,,,,21.84703356752537,47.0917676251642,47.274686042339425,19.373919545386567,2.822220613781123,,57.507070707070696,4.391436971701579,0.0,42.62574707665656,57.0891414141414,11.96790671054514,37.00739146035163,19.277331776383008,5.523126463700233,33.78608291032149,25.04259954921112,52.10041128084605,0.0,0.0,0.0,1.1556413083425208,13.40765488624982,1.0894759636206148,12.3056352726324,0.8359326539654408,0.0,0.0,0.4551968731905037,0.0
32,Leandro Trossard,Brighton,16.02551644321224,19.644181446518232,38,31,0.0,19.853091573180272,10.858013750954926,7.684812967581046,26.932607062359125,9.835737628384686,14.436197763390227,1.7243634939287107,,10.907318104906937,,,,,,,,,,49.462665886026535,11.291008611881477,0.0,3.103589053387168,35.59639548349739,,0.6686868686868686,12.866139899546733,18.39017685168972,58.15077955825032,38.11515151515151,9.71830018600658,1.353928955866523,16.431630418916942,38.04820452771272,0.4433869148336153,18.900075131480087,17.613141402271832,35.53525603296057,39.41635154061624,15.747277184381018,0.0,0.0,0.0,0.0,0.0,5.959650872817954,77.83177998472115,2.093905616676317,0.0
33,Ilkay Gundogan,Man City,15.994623721101998,19.60631294844761,38,31,2.055228758169934,0.0,7.188383838383837,0.0,2.625202191494912,0.0,2.0475081392436763,13.48226504980511,0.0,27.84469825155104,,,,,,,,,,44.1722974298607,,21.061868390129256,1.6387087434858134,30.504664472742874,,0.0,39.105444460662675,0.6933847850055126,25.43790929784626,4.287441693577323,2.7001951600312255,18.228985507246374,17.38076706147772,13.942652540710222,0.0,21.575880511348814,14.027003031615417,56.70022539444026,40.74157372039725,24.499595736861444,38.83005400671434,50.56729117876659,16.297881281737,0.0,17.102439309056955,2.132492997198879,11.200505050505049,36.26365717556159,3.459496236247828
34,Enda Stevens,Sheffield Utd,15.622059741883737,15.622059741883737,38,38,1.1530634071810542,19.050901768516894,6.651116333725028,23.015179731485485,2.8229313036690082,11.981701373504652,11.338016883674344,3.578202864430056,3.2815027393686402,3.2357956633590588,,,,,,,,,,9.3953314659197,,6.397478991596637,27.248989898989894,4.86523135308714,,31.523416458852864,26.95792442188381,16.387087434858135,5.355021287252692,44.38371571072319,22.947749364438454,25.404481792717082,12.866139899546733,5.725280112044816,25.677758935559613,21.724297423887585,22.949852854620364,15.657261410788378,24.334928370993943,12.563433700057903,2.4829667230682455,7.241707791236727,74.65529676934634,1.8720539310103308,22.773002291825815,16.750692940666955,4.680415197806501,12.117179973726461,2.591161616161616
35,Jonjo Shelvey,Newcastle,15.612577769633832,22.818382894080216,38,26,33.39013273228149,27.536974789915963,35.99370439261696,1.4107222969941673,1.254663341645885,37.1440648523451,24.908585858585855,17.565747886806317,,1.8052386078220306,,,,,,,,,,41.60637127578303,10.49559887756609,0.0,0.0,0.0,,0.0,48.20931139021221,0.0,46.55781433607519,32.4856417440028,0.0,14.412100423295866,0.0,44.777295645530934,23.69375672766415,17.251620947630922,12.943182653436235,33.26717171717171,5.189244354371742,0.0,0.0,0.0,0.0,44.875070028011194,2.5200100175306783,0.0,0.0,29.72741596638655,4.256514382402707
36,Wilfried Zaha,Crystal Palace,15.603291789975694,15.603291789975694,38,38,5.489039919874086,14.482864949258392,4.195134392780067,28.891032708563024,43.17048505846686,21.30820603211907,17.647467139270415,0.787503130478337,,3.5106060606060603,,,,,,,,,,13.260789591745175,1.2980392156862741,11.73137229324289,23.455734547364735,42.08462504485109,,16.142887700534757,18.349451371571067,17.11473491257755,16.074824929971985,11.626722689075628,22.577764910248984,5.988742499347769,15.020168067226887,13.260789591745175,11.952777777777776,27.400014768867223,15.277560731279737,16.205954958856648,27.34347826086956,5.852707275803722,23.211271820448875,13.564866821077011,43.08640289449112,7.9778493364558924,1.979653741593933,11.556413083425209,2.467726113400039,16.698457122353783,0.8809665557695674
37,Gerard Deulofeu,Watford,15.578507515781652,21.142260199989384,38,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,17.48256949661908,8.266882479890132,10.569747899159664,24.667063561547884,,13.79065294622075,14.2175132350837,16.215656565656563,29.824882903981262,56.08712483155701,16.359974883387153,17.767628016480284,5.985023791635361,41.58395854619762,20.076517822169993,2.6904812834224594,55.078673755722924,9.762336601307187,36.088891294932864,6.352525252525251,10.88809557876663,12.749497667743093,15.832962529274004,0.4704987531172069,81.58319232938521,0.8203756848421601,29.405718008106536,32.26540010506041,5.099439775910364
38,Heung-Min Son,Spurs,15.473075318653697,19.599228736961347,38,30,4.589840899138811,19.58384253819036,6.809118184189929,33.25401861252115,8.525757575757574,28.41117142356855,32.94560459275206,36.7799073537927,,3.4548165587600543,,,,,,,,,,0.0,0.0,0.0,20.878586304054878,3.6071571072319193,,2.715838001867413,42.88595782862269,4.25251690458302,0.0,0.0,0.0,1.7703984408834992,4.050292740046838,49.41290798995716,6.662860506180106,42.79595959595959,33.68456861609727,33.28408683171869,14.095464892313078,3.937515652391685,4.420263197248391,2.225210084033613,33.438838808250566,44.58711320015667,14.13670996934754,21.903313592780595,28.877224106444036,0.0,0.0
39,Mark Noble,West Ham,15.447690948589749,17.78825018322456,38,33,30.89414430969006,95.99454581126152,22.289412292507844,72.96062091503266,0.0,14.110461779285153,0.0,13.317670625268276,,45.28963700234191,,,,,,,,,,34.67285673998872,11.818899923605805,4.725018782870022,24.622768079800494,21.046778711484592,3.465013774104683,2.093869956913435,29.842742076694094,2.595030498744169,12.036363636363635,0.0,13.035148153554223,,3.1709243697478984,13.124252679075013,7.48690476190476,1.9065829363360756,20.606395764773207,0.09288140599616009,1.312601095747456,4.625923932543953,16.73836455962178,13.585929061450882,2.3404040404040396,18.26117323916029,3.4669239250275625,13.725992063492061,11.756019141618061,0.0,0.0
40,Mesut Ozil,Arsenal,15.422157943896533,32.557888992670456,38,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,16.478126809496235,,19.931868324286462,39.049882598486825,25.821030866932507,,4.2217193590298825,60.13701112307139,4.589840899138811,21.96276240926035,49.97970983109571,42.46161616161615,0.0,21.642942643391518,28.495324261725536,32.63641456582633,52.33493230625582,58.32579067990832,23.03256952604778,67.25940671350506,0.0,0.0,0.0,0.0,0.0,17.681052788993565,0.0,0.0,0.0,0.0
