,Teams,Threat allowed av adj,Matches,Threat allowed GW47 adj 7 - average,Threat allowed GW46 adj 7 - average,Threat allowed GW45 adj 7 - average,Threat allowed GW44 adj 7 - average,Threat allowed GW43 adj 7 - average,Threat allowed GW42 adj 7 - average,Threat allowed GW41 adj 7 - average,Threat allowed GW40 adj 7 - average,Threat allowed GW39 adj* 7 - average,Threat allowed GW39 adj 7 - average,Threat allowed GW38 adj 7 - average,Threat allowed GW37 adj 7 - average,Threat allowed GW36 adj 7 - average,Threat allowed GW35 adj 7 - average,Threat allowed GW34 adj 7 - average,Threat allowed GW33 adj 7 - average,Threat allowed GW32 adj 7 - average,Threat allowed GW31 adj 7 - average,Threat allowed GW30 adj 7 - average,Threat allowed GW29 adj 7 - average,Threat allowed GW28 adj 7 - average,Threat allowed GW27 adj 7 - average,Threat allowed GW26 adj 7 - average,Threat allowed GW25 adj 7 - average,Threat allowed GW24 adj* 7 - average,Threat allowed GW24 adj 7 - average,Threat allowed GW23 adj 7 - average,Threat allowed GW22 adj 7 - average,Threat allowed GW21 adj 7 - average,Threat allowed GW20 adj 7 - average,Threat allowed GW19 adj 7 - average,Threat allowed GW18 adj 7 - average,Threat allowed GW17 adj 7 - average,Threat allowed GW16 adj 7 - average,Threat allowed GW15 adj 7 - average,Threat allowed GW14 adj 7 - average,Threat allowed GW13 adj 7 - average,Threat allowed GW12 adj 7 - average,Threat allowed GW11 adj 7 - average,Threat allowed GW10 adj 7 - average,Threat allowed GW9 adj 7 - average,Threat allowed GW8 adj 7 - average,Threat allowed GW7 adj 7 - average,Threat allowed GW47 adj color,Threat allowed GW47 adj,Threat allowed GW46 adj color,Threat allowed GW46 adj,Threat allowed GW45 adj color,Threat allowed GW45 adj,Threat allowed GW44 adj color,Threat allowed GW44 adj,Threat allowed GW43 adj color,Threat allowed GW43 adj,Threat allowed GW42 adj color,Threat allowed GW42 adj,Threat allowed GW41 adj color,Threat allowed GW41 adj,Threat allowed GW40 adj color,Threat allowed GW40 adj,Threat allowed GW39 adj* color,Threat allowed GW39 adj*,Threat allowed GW39 adj color,Threat allowed GW39 adj,Threat allowed GW38 adj color,Threat allowed GW38 adj,Threat allowed GW37 adj color,Threat allowed GW37 adj,Threat allowed GW36 adj color,Threat allowed GW36 adj,Threat allowed GW35 adj color,Threat allowed GW35 adj,Threat allowed GW34 adj color,Threat allowed GW34 adj,Threat allowed GW33 adj color,Threat allowed GW33 adj,Threat allowed GW32 adj color,Threat allowed GW32 adj,Threat allowed GW31 adj color,Threat allowed GW31 adj,Threat allowed GW30 adj color,Threat allowed GW30 adj,Threat allowed GW29 adj color,Threat allowed GW29 adj,Threat allowed GW28 adj color,Threat allowed GW28 adj,Threat allowed GW27 adj color,Threat allowed GW27 adj,Threat allowed GW26 adj color,Threat allowed GW26 adj,Threat allowed GW25 adj color,Threat allowed GW25 adj,Threat allowed GW24 adj* color,Threat allowed GW24 adj*,Threat allowed GW24 adj color,Threat allowed GW24 adj,Threat allowed GW23 adj color,Threat allowed GW23 adj,Threat allowed GW22 adj color,Threat allowed GW22 adj,Threat allowed GW21 adj color,Threat allowed GW21 adj,Threat allowed GW20 adj color,Threat allowed GW20 adj,Threat allowed GW19 adj color,Threat allowed GW19 adj,Threat allowed GW18 adj color,Threat allowed GW18 adj,Threat allowed GW17 adj color,Threat allowed GW17 adj,Threat allowed GW16 adj color,Threat allowed GW16 adj,Threat allowed GW15 adj color,Threat allowed GW15 adj,Threat allowed GW14 adj color,Threat allowed GW14 adj,Threat allowed GW13 adj color,Threat allowed GW13 adj,Threat allowed GW12 adj color,Threat allowed GW12 adj,Threat allowed GW11 adj color,Threat allowed GW11 adj,Threat allowed GW10 adj color,Threat allowed GW10 adj,Threat allowed GW9 adj color,Threat allowed GW9 adj,Threat allowed GW8 adj color,Threat allowed GW8 adj,Threat allowed GW7 adj color,Threat allowed GW7 adj,Threat allowed GW6 adj color,Threat allowed GW6 adj,Threat allowed GW5 adj color,Threat allowed GW5 adj,Threat allowed GW4 adj color,Threat allowed GW4 adj,Threat allowed GW3 adj color,Threat allowed GW3 adj,Threat allowed GW2 adj color,Threat allowed GW2 adj,Threat allowed GW1 adj color,Threat allowed GW1 adj
11,Watford,174.13854373492995,38,169.36748119964298,158.2589895257882,145.23956841718953,150.50108669075732,139.96581514185678,150.50653166171372,139.68882556039546,149.15235929768622,164.2532102124906,164.2532102124906,183.5679164479428,183.5679164479428,183.5679164479428,183.5679164479428,183.5679164479428,183.5679164479428,183.5679164479428,183.5679164479428,183.5679164479428,183.5679164479428,173.2415549149574,186.1094477530755,176.532365223722,209.42082094349118,208.337223218323,208.337223218323,196.31825378025312,165.77577150273572,180.03890089436482,183.08631714213718,195.5830545132932,171.5145041840683,173.54602545399823,178.49070792167217,200.8139281101175,193.176279148354,179.7415597624236,178.1419261300503,163.67298843383182,169.53518448823417,190.02113545820694,177.54380926012632,170.33649621055034,red,215.06314542068728,red,215.94619904517072,green,115.19509244859165,light green,146.5036001694197,light green,148.51073380171738,red,223.86341059602648,light green,120.49018691588783,light green,137.3037037037037,white,,light green,124.81025128497998,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,152.02572036356602,green,72.75669932711602,red,222.29574944071584,light green,148.13946788679883,red,186.73492307692302,white,,red,243.00966010733447,red,260.01319493314566,green,79.74118963266828,pink,162.83194919394234,pink,155.25617173524148,red,378.3586579251831,pink,179.14973900074568,pink,158.8768740408452,green,46.21581899052408,pink,179.58309537407192,red,184.1638629283489,red,242.7333333333333,red,209.8788056206089,red,193.37038789025542,red,193.48965131456274,red,202.4783603096411,light green,126.1195526417277,green,90.12082722683601,red,231.53589790672046,green,108.59624174707972,red,234.40576027107156,red,336.89130810437183,green,115.1370769230769,green,75.6683612946958
12,Southampton,170.32716640957693,38,147.553986846335,150.8595874137847,144.3011924819131,169.1822065234551,185.27563549217712,184.24059434727556,169.24330950931864,181.86009027432183,170.09984615770585,170.09984615770585,170.29856752921796,170.29856752921796,170.29856752921796,170.29856752921796,170.29856752921796,170.29856752921796,170.29856752921796,170.29856752921796,170.29856752921796,170.29856752921796,139.27117890633318,130.39227053210877,126.60835695700594,121.46887914969464,128.23628014676157,128.23628014676157,142.0378692504987,162.03747567387026,163.96889016231407,150.64762379075097,174.40065266006974,207.9339220831727,210.24985211348022,234.91695944622893,203.0670494427052,202.03882943143503,212.19884115335506,193.9670255480326,183.90768525315585,184.0191048307348,161.14087843393278,171.84504698478435,183.185358863767,light green,141.88449672194366,pink,173.55435390639565,pink,153.46822572445348,light green,120.99642058165546,green,100.62399999999998,red,236.15506793977224,green,106.19534305012441,pink,165.02370069409173,white,,light green,127.64558938329428,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,327.63532401524776,red,233.6504233627095,green,93.37871198568871,light green,131.17407407407404,red,194.51280840514693,white,,green,82.70199187777992,light green,129.03663898387882,green,110.44360365505423,pink,171.49806474313863,green,66.89131695996905,green,95.19772942289498,red,241.88461538461533,pink,179.31311560393985,red,269.03388394747986,light green,123.96350507416079,green,78.24920014219693,red,233.16251904520055,red,329.93061538461535,red,258.0961255967682,red,351.98286693318096,green,46.08451392281387,green,116.76596499526963,light green,149.36928219563686,green,105.53980980794331,red,259.51523332047816,red,258.876062639821,red,191.83528215556683,light green,121.01369377877462,red,196.14814814814812
13,Everton,152.79676554781372,38,180.68801645660182,165.95222501246832,157.76661676021703,162.21160018760565,156.70816563903057,138.6354442767854,148.5589166779978,141.74787369961862,152.1121601436732,152.1121601436732,163.48253754688957,163.48253754688957,163.48253754688957,163.48253754688957,163.48253754688957,163.48253754688957,163.48253754688957,163.48253754688957,163.48253754688957,163.48253754688957,155.18742104161336,150.26562082103345,178.05872002435322,157.95027672180817,149.90537773364298,149.90537773364298,150.08329837303057,147.76784901997442,146.57853231378934,160.9041964452167,148.99128242006535,151.88833033580485,149.30880648083962,134.1416868572691,129.3156614763155,135.36736954473943,127.06312349211169,97.19498439779099,116.83004419243629,135.52999023605548,144.20152566475977,144.7080042319247,153.74145635963325,red,235.70557523774005,pink,151.5860007713073,light green,147.38085867620748,pink,179.21755414427616,red,259.59267912772583,green,111.75035186488387,pink,179.58309537407192,light green,132.5550351288056,white,,green,94.28674300554832,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,178.49574266792808,light green,140.69351230425053,light green,133.08362959200946,red,181.2146586733707,light green,131.9057945254177,white,,red,205.1050402371876,pink,173.87938482806288,light green,120.42992713099473,green,106.24091076019094,red,327.63532401524776,green,40.45555555555555,green,75.59150160826137,red,206.3504847129008,pink,157.6712393566698,green,112.10471018769918,red,206.5205596801827,red,244.24492583918808,green,60.73489096573208,green,57.534834623504565,green,100.18064734790713,light green,123.88906168999479,pink,154.46666666666664,light green,148.39083731178843,green,35.167952178943295,red,198.1803095282491,red,188.43445692883893,pink,160.88139534883717,light green,127.43441166014928,red,217.70083156062657
14,Sheffield Utd,146.6504841988353,38,127.95585001810619,129.4282167033908,155.19236031919897,160.88725097567166,178.75308168533044,190.76790773511604,192.56553620453272,198.56754893640922,188.31839943988138,175.85864089896108,149.19953293598317,149.19953293598317,149.19953293598317,149.19953293598317,149.19953293598317,149.19953293598317,149.19953293598317,149.19953293598317,149.19953293598317,149.19953293598317,146.15341132534553,146.15341132534553,142.1471560755304,136.66247335873246,126.19851656413009,126.19851656413009,112.35298821192991,122.1408016255169,129.58429276242614,130.06947835346546,134.58929711031897,146.94589195992913,137.1429363134554,154.3339107346081,142.26466367087247,140.65475481023353,125.21520390560332,138.13798031487633,134.27721190272808,143.7834812684582,137.48213570091372,133.45544133955212,149.5724176615794,red,198.85778816199374,green,58.05230769230768,red,206.5205596801827,green,113.04730368968778,green,50.18091516039732,green,115.23703703703703,pink,153.79503870513722,red,209.1643549589858,red,238.40131300296483,red,246.38479427549188,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,238.10811865729895,white,,light green,134.28469750889678,light green,127.82043632295355,red,195.80912782827306,white,,light green,137.42030848329046,pink,151.18300321652274,green,59.771038534646614,red,216.7852673828355,green,106.24091076019094,green,89.42765730536792,light green,122.56143026605658,green,40.50161001788908,red,219.69769711163153,green,111.87547649301143,red,220.1815665201107,light green,137.87964205816553,pink,175.923821252639,green,53.940740740740736,pink,160.83843096595817,light green,135.2129676654816,green,100.60611446853892,green,112.10471018769918,red,228.33907692307687,light green,148.89844236760123,light green,120.48462630085146,green,116.72901199314674,green,107.02610713595048,red,213.4249487227298
15,Wolves,137.14941036805408,38,121.22140210397065,113.15000222397317,110.69807568307576,101.4820401981028,122.71030288263852,119.28395549997637,115.06929673366076,121.23912493019414,137.1348335283166,137.1348335283166,139.73896169828828,139.73896169828828,139.73896169828828,139.73896169828828,139.73896169828828,139.73896169828828,139.73896169828828,139.73896169828828,139.73896169828828,139.73896169828828,137.49128796669305,121.08209501725692,118.43344750586148,106.76252482026739,111.82934270009473,111.82934270009473,112.21801543266507,118.92072482386824,124.6265859902089,127.57063847342319,131.2728466861126,144.43417597080526,140.3733665518325,147.2906362557657,147.5850341186791,153.87477490314967,164.9836399964932,175.75743281238343,179.99801816320561,190.9514736090633,189.7173140183599,180.1067011106699,176.98583125375464,green,95.19772942289498,light green,120.4043705279443,light green,134.85185185185182,green,94.8187692307692,light green,147.94793675279595,pink,159.70035551041136,green,95.628801431127,green,38.69793026291254,white,,green,103.24088474166234,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,70.33960345704116,red,243.4166080225193,light green,123.96350507416079,light green,130.19774414620215,light green,138.81759880686053,white,,light green,149.96789044976975,light green,121.46978193146415,green,54.60588733587463,light green,128.55225737646637,green,105.42297249439261,green,48.50128534704369,pink,174.28532396565183,pink,152.68859957776212,pink,168.38874766988644,green,94.54691550025919,light green,149.1606247589664,light green,131.33842998321833,light green,140.63059033989265,light green,145.85965803284236,red,201.10948750529434,pink,170.44953271028035,light green,138.5751009915534,red,226.92268041237108,red,206.75497969444982,pink,170.31468779564804,red,222.5338461538461,red,192.47037037037035,green,103.1752423564504,green,116.72901199314674
16,Man Utd,133.89849039034004,38,131.29670686725984,124.27104139755541,120.05857534562429,97.9159705529278,99.66546266206477,104.53879005144718,112.46451817746933,136.6264130216194,139.00147143080818,139.00147143080818,144.46317232050885,144.46317232050885,144.46317232050885,144.46317232050885,144.46317232050885,144.46317232050885,144.46317232050885,144.46317232050885,144.46317232050885,144.46317232050885,151.2621146291108,149.66812958622072,149.55345000897452,135.97892996096272,130.86227704650057,130.86227704650057,129.29228355850708,143.43117415845734,152.72578106687524,144.10114561398203,155.00703019946553,155.73316897396677,157.5248308037209,166.82299734599988,143.3508858411134,141.64479915133143,145.85866288060376,133.82027440709538,135.85465389844896,121.99294474407147,122.16672233230906,122.04698461463293,118.30775783175152,green,112.23943460879495,light green,143.45049248315186,red,199.45774511699864,red,184.1638629283489,green,84.37835420393559,light green,120.784449002424,green,74.60260972716488,green,63.05977632086385,white,,green,113.96323011963405,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,44.45951156812338,red,196.41030769230764,green,118.49164592961249,pink,176.26454588457898,red,243.73587363621556,white,,green,79.68518518518518,pink,152.1951363475386,green,92.05210772833722,red,185.25241239207716,green,117.68888888888887,green,81.2429055484964,red,207.91930323498042,green,68.69523076923076,red,251.16737054719053,pink,157.11435608726248,light green,124.87996422182466,red,194.03008098727338,green,86.32587697000507,red,220.46093604325935,light green,133.78239656518343,green,86.86259001298546,light green,145.17174925878862,pink,154.37701032673098,green,109.76136167271468,green,100.56653340948027,light green,123.4289719626168,light green,134.99883968284664,green,86.02442598925255,green,118.99716177861872
17,Leicester,132.86991683528922,38,118.867927958453,123.75063010648203,132.53859212994868,119.81482039947733,126.75740126776182,122.82693430500835,133.8351709318619,137.2159326044372,133.8738468179061,133.8738468179061,133.2898027819957,133.2898027819957,133.2898027819957,133.2898027819957,133.2898027819957,133.2898027819957,133.2898027819957,133.2898027819957,133.2898027819957,133.2898027819957,157.78393401481418,135.9416236388755,147.19507078795053,146.75078219899646,162.52429737039984,162.52429737039984,172.32828200549667,176.1254254305471,160.07441460298082,169.94609355257845,154.577976469808,146.95272910128273,135.23262358471965,118.79876193832982,119.55505766671857,135.2608305120005,117.96883934602967,122.99328423609411,120.43345103150067,117.39146257286653,127.45164594973392,116.04828976546479,101.8519869993942,green,102.23728560775538,green,111.75035186488387,green,111.56729656768219,pink,173.55435390639565,pink,166.08836973082782,green,82.70199187777992,green,84.17584615384614,light green,136.41620064395863,white,,pink,173.26608602915036,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,22.500894454382824,red,222.15241998438717,light green,138.5751009915534,pink,159.75964826575475,green,107.84117786187322,white,,green,113.02160013824087,pink,169.17777777777775,red,193.9598130841121,green,69.25624735281659,red,217.3492310350786,pink,156.64962814307634,red,218.25578406169663,red,181.6494925839188,red,195.75778175313056,green,81.60273729114823,light green,138.35799999999998,green,109.77241145568546,green,103.27289656339933,light green,136.21504544575515,green,66.61246105919003,red,201.05185185185184,red,191.54314720812178,green,17.314061838204147,light green,144.94352568613652,green,85.35406413124532,green,114.92112623531604,light green,137.03374469726182,light green,121.22835856196782,green,92.16902784562774
18,Chelsea,126.44294713085188,38,139.73646273869676,139.31899988763934,141.46874089152982,141.248517182374,136.08843135339586,110.20939574352646,115.07349530244248,102.52198506137937,101.49680613581127,101.49680613581127,92.52714933850457,92.52714933850457,92.52714933850457,92.52714933850457,92.52714933850457,92.52714933850457,92.52714933850457,92.52714933850457,92.52714933850457,92.52714933850457,116.2085355818908,126.02167713629034,126.01849286929095,123.86801726622488,115.48283895653476,115.48283895653476,148.4804606933867,169.23737177129647,166.68432542057573,148.72621813647763,151.5708746097693,144.5020777903224,157.85919344141752,144.31931003492963,119.18631739351767,107.64121559609029,105.50229332103378,103.42922878636789,122.91418220738683,110.68654760918866,103.1794431644964,112.53722520725513,123.02224171945285,green,67.590620420127,green,114.33195608546805,green,39.275565964090546,red,206.15696104897796,red,266.3490620769677,green,68.18858869534304,red,216.26248487990318,green,64.66838046272493,white,,light green,129.38014311270123,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,37.733999999999995,pink,170.0363602461309,green,85.19581280788177,green,102.23728560775538,light green,128.40191319246142,white,,green,57.492127983748084,green,66.59254553155442,red,203.50370370370368,red,238.7283511269276,green,85.17352293888605,green,87.18395638629282,green,69.70566502463053,red,288.47548014171167,red,211.89092307692303,red,185.63237924865828,green,113.02160013824087,green,105.086118251928,green,37.70237865016438,pink,163.20547458229646,red,193.69629629629628,green,35.95997458703938,green,104.81666666666665,green,98.04914421284528,green,90.57466650926689,pink,174.09705259729682,green,77.61203239490935,light green,141.1465651834504,green,101.46444888635064,pink,178.21178225205068
19,Man City,107.65691857572759,38,98.86387673072424,120.29741606220973,119.28765055550146,88.44352975457335,107.22746073809832,100.68409253528864,95.31166352851201,86.70512815261817,67.38747040923793,83.18842516403141,94.95869099451549,94.95869099451549,94.95869099451549,94.95869099451549,94.95869099451549,94.95869099451549,94.95869099451549,94.95869099451549,94.95869099451549,94.95869099451549,87.39236912548223,87.39236912548223,88.9558432396626,126.8448243598906,122.5400296216787,122.5400296216787,117.5445727039536,122.49267870694574,118.43268022136586,110.5626414689281,112.31492564867806,86.06008655155082,87.1916119028219,104.38956755679939,97.0090500279902,96.48048764608147,121.35155936555216,124.57301425778088,127.45342334232714,136.9362645095254,140.2025233819358,138.41113555808806,138.13294553106707,green,79.77849336455893,green,15.649840028439385,red,240.3962334514264,green,29.84104389086595,green,118.53473104616687,green,73.4696261682243,light green,134.37716916538778,red,229.81326868495742,green,8.58148148148148,green,24.487387844929742,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,161.3285607755406,white,,green,72.73115362649914,green,35.862623120787966,green,74.1314215341309,white,,green,94.58966448129577,green,119.18816476503576,green,106.87924865831842,green,108.36430769230768,green,83.67547242576164,red,301.0854909623839,green,43.99785836664762,green,59.62146605722024,pink,153.8249067859806,green,78.45925925925924,green,53.27403642524354,green,95.94146168401134,green,117.30161728249318,green,51.91853582554516,red,180.0071556350626,green,102.16128408431638,green,74.75932258589805,red,227.37153846153842,green,118.49164592961249,light green,137.4644808743169,green,118.29842399593288,red,202.87096774193546,green,89.62156931738213,green,72.81199239675134
20,Liverpool,107.00326785117153,38,96.13324655854477,91.51733837307138,91.9747582323039,105.3104178524318,116.63443465273724,111.17884109198239,103.55219967791656,124.15571261661918,136.36493653599868,136.36493653599868,139.77318738106632,139.77318738106632,139.77318738106632,139.77318738106632,139.77318738106632,139.77318738106632,139.77318738106632,139.77318738106632,139.77318738106632,139.77318738106632,130.89219283890222,122.38939553898588,115.3599422944992,118.44337847195257,88.85708348939191,88.10354691787765,76.97936949407456,83.85603547239154,80.86315607039845,97.57169651754513,106.507658086126,116.28825921172134,116.28825921172134,125.01755877777194,125.01605968598105,111.98053721530495,121.50269367153199,105.68965587254232,98.2218998301202,95.22929966542702,87.90749245780391,104.7775650079304,120.79414609524356,green,35.95997458703938,green,107.09744560075686,green,53.23345183680378,green,115.23703703703703,pink,157.73123199457717,green,114.75456171735239,green,88.91902313624676,green,3.6486172887255846,white,,green,110.2993846153846,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,146.58306917769903,red,194.50515463917523,green,119.54207706929323,green,61.36807181889148,red,233.14361370716506,green,89.11318472438222,light green,134.15714053085813,green,84.41610738255032,light green,134.9855735397607,green,70.33590435788659,green,82.95212506106496,green,26.039548829240427,white,,green,83.83842872378243,green,56.28789856423643,light green,132.5527692307692,green,114.03541772580917,red,187.29568748791334,light green,145.50385604113106,green,94.50375670840786,light green,144.94352568613652,green,56.27740492170022,green,41.30411193603654,red,180.69051291939834,green,76.6044228949858,green,93.22956374417619,green,73.55555555555554,green,93.69087523277466,pink,174.36791277258564,pink,153.4201795472287
