,Name,Team,xA per fixture,xA per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
136,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,7.992105263157894,8.93235294117647,38,34,1.5,11.7,0.9,2.3,12.3,10.6,0.0,1.9,0.6,0.8,,,,,,,,,,0.0,,12.3,0.0,0.0,,25.3,11.8,15.1,26.4,0.0,27.9,18.5,0.0,1.4,0.9,1.3,0.0,15.6,2.3,12.0,17.0,0.3,14.3,24.0,0.0,1.2,11.5,7.6,14.4
137,Phil Foden,Man City,7.936842105263159,13.11304347826087,38,23,36.0,8.3,14.4,4.2,24.3,5.0,27.0,0.0,17.9,16.3,,,,,,,,,,22.2,,0.0,4.0,0.0,,0.0,0.0,13.3,28.8,1.1,0.0,0.3,23.6,0.0,0.8,11.6,2.2,0.0,1.0,38.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
138,Chris Wood,Burnley,7.884210526315787,9.362499999999997,38,32,22.0,22.9,2.8,1.4,2.1,0.3,0.0,0.0,,0.0,,,,,,,,,,23.7,2.6,0.0,0.1,43.5,,13.2,2.2,13.1,24.3,2.1,0.8,1.7,3.4,1.7,11.6,15.6,11.8,1.3,0.0,0.0,17.7,1.1,1.3,14.4,0.4,13.2,13.8,12.8,0.7
139,Emerson Palmieri dos Santos,Chelsea,7.860526315789474,19.913333333333334,38,15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,73.4,1.0,0.0,0.0,1.0,29.5,0.0,5.5,0.0,0.0,42.3,7.1,13.3,26.4,0.0,0.0,0.0,0.0,0.1,0.0,3.4,53.7,22.0,19.7
140,Granit Xhaka,Arsenal,7.855263157894737,9.629032258064516,38,31,2.6,3.6,1.7,15.6,14.4,2.5,13.4,4.1,0.0,0.0,,,,,,,,,,7.3,,7.2,9.2,13.3,,1.0,7.5,1.8,7.3,0.0,41.3,4.3,0.0,9.2,22.8,4.3,0.0,0.0,0.0,13.1,4.0,2.3,2.7,16.5,2.0,37.1,2.2,0.0,24.2
141,Alex Oxlade-Chamberlain,Liverpool,7.847368421052633,9.940000000000001,38,30,19.0,0.1,4.0,10.9,15.8,3.1,1.3,3.7,,5.1,,,,,,,,,,19.4,25.6,30.6,28.1,13.6,15.4,2.3,6.6,15.2,0.0,0.0,0.0,,0.8,8.9,0.0,13.8,2.2,0.3,14.9,0.0,2.6,0.0,0.0,0.0,20.3,1.3,0.1,13.2,0.0
142,Juan Mata,Man Utd,7.734210526315789,15.468421052631578,38,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,,,,,,,,,,0.0,10.9,0.0,0.0,11.6,,68.1,6.5,44.1,16.3,0.0,22.7,19.7,11.1,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,2.8,0.0,14.3,13.2,34.1,0.7,0.7,0.9
143,Roberto Pereyra,Watford,7.7210526315789485,10.47857142857143,38,28,31.8,1.1,0.0,0.0,0.0,1.8,3.1,0.0,,2.3,,,,,,,,,,4.1,12.0,12.8,1.5,2.3,,15.4,0.6,4.2,0.0,0.0,11.8,10.8,0.0,14.3,0.0,0.0,0.0,12.4,14.6,4.4,12.3,13.0,37.5,1.4,21.9,35.4,0.0,7.3,3.3
144,Douglas Luiz Soares de Paulo,Aston Villa,7.71578947368421,8.144444444444444,38,36,10.9,1.7,15.0,10.9,11.8,12.4,2.9,5.6,16.5,3.4,,,,,,,,,,4.1,,4.7,16.6,24.6,,2.4,11.0,2.1,26.7,17.7,4.2,21.8,1.2,1.6,4.2,0.8,3.8,3.4,3.3,4.9,1.9,0.6,0.0,0.0,14.9,1.4,0.6,13.6,10.0
145,Dale Stephens,Brighton,7.705263157894739,8.872727272727275,38,33,11.8,4.8,1.2,0.3,14.1,0.4,1.8,31.7,,0.0,,,,,,,,,,0.2,0.0,0.0,0.0,13.3,,2.2,13.0,6.7,0.0,0.7,12.4,16.6,0.0,14.3,22.8,14.2,4.1,2.1,15.0,4.8,25.2,4.0,2.7,25.6,7.8,1.8,3.3,2.6,11.3
146,Theo Walcott,Everton,7.607894736842105,11.563999999999998,38,25,33.3,16.3,15.3,11.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.2,4.0,0.0,14.6,3.4,,41.6,13.1,16.2,1.6,11.0,0.0,0.0,0.0,13.8,0.0,0.0,3.2,39.1,14.3,2.1,27.0,0.0,0.0,5.2,0.7,0.0,0.6,1.5,0.0
147,Marc Albrighton,Leicester,7.576315789473684,14.395,38,20,2.1,0.0,0.0,1.1,29.7,44.3,38.5,0.0,,7.8,,,,,,,,,,29.3,0.8,0.0,1.5,0.0,,0.0,0.0,0.0,0.0,13.6,0.7,4.3,0.0,10.9,0.0,0.5,0.0,0.0,0.0,16.2,0.0,4.8,30.5,0.0,0.0,25.3,0.0,10.9,15.1
148,Joao Pedro Cavaco Cancelo,Man City,7.568421052631581,16.917647058823533,38,17,23.6,29.8,0.0,0.0,12.9,41.8,0.1,0.0,5.9,0.0,,,,,,,,,,15.0,,0.0,0.0,1.6,,0.0,15.4,16.3,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,6.0,55.2,29.8,0.0,3.1,0.0,0.0,0.0,0.0,0.0
149,Erik Lamela,Spurs,7.478947368421053,11.368,38,25,0.0,0.3,0.8,0.0,21.1,0.3,4.2,2.4,,4.7,,,,,,,,,,22.8,0.0,3.5,0.0,1.7,,2.9,13.5,0.5,0.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,24.9,11.8,39.6,19.2,11.9,14.5,15.1,38.3
150,Tammy Abraham,Chelsea,7.452631578947371,8.329411764705885,38,34,1.1,0.0,0.3,0.9,0.1,0.3,14.3,0.0,,0.5,,,,,,,,,,0.0,0.0,0.3,0.0,10.9,,11.9,1.8,11.1,12.4,1.1,2.7,2.2,18.3,4.4,23.0,0.0,22.7,1.8,13.2,12.3,2.6,10.3,28.3,0.8,1.9,46.8,12.5,11.6,0.8
151,Jesse Lingard,Man Utd,7.321052631578947,12.645454545454545,38,22,3.1,0.0,13.3,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.6,,1.9,0.0,0.0,15.3,0.9,18.6,4.1,32.3,2.2,46.3,1.9,43.6,2.6,22.7,11.1,0.0,0.0,13.5,0.8,0.0,12.2,14.3,3.6,13.3
152,Moussa Sissoko,Spurs,7.255263157894738,9.50689655172414,38,29,2.8,1.8,12.9,2.2,3.4,13.6,2.4,33.7,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.7,0.0,25.0,13.8,12.4,1.6,2.4,16.3,0.0,13.9,1.4,4.4,18.0,4.5,3.3,1.5,5.9,3.8,50.0,1.7,20.3
153,Stuart Armstrong,Southampton,7.234210526315792,9.163333333333336,38,30,1.5,13.6,0.8,23.7,22.7,11.9,2.1,14.6,,12.7,,,,,,,,,,0.0,3.0,53.7,4.3,0.0,,14.8,1.4,30.2,29.8,1.1,16.7,2.1,1.3,0.0,0.0,0.0,2.8,1.8,5.3,0.7,0.0,0.0,0.6,0.4,0.3,0.3,0.0,0.7,0.0
154,Erik Pieters,Burnley,7.205263157894737,11.408333333333333,38,24,30.9,31.0,1.3,3.0,15.5,22.3,16.5,0.3,,0.3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,16.8,0.8,0.8,0.0,0.0,10.9,2.7,1.8,14.6,29.2,13.7,15.9,1.3,11.3,5.3,25.1
155,Oriol Romeu Vidal,Southampton,7.181578947368422,9.096666666666668,38,30,14.7,39.2,13.1,13.6,12.5,1.8,15.3,0.0,,0.0,,,,,,,,,,0.0,1.3,21.2,0.0,0.9,,23.5,0.0,0.1,0.0,0.0,0.1,0.1,4.9,0.0,0.6,0.0,0.0,1.5,2.5,3.4,12.3,4.8,5.9,34.1,2.9,12.7,2.9,14.4,12.6
156,David McGoldrick,Sheffield Utd,7.063157894736843,9.585714285714287,38,28,0.0,3.9,0.2,13.5,0.0,36.1,3.4,14.3,0.0,1.7,,,,,,,,,,0.3,,14.8,0.0,0.0,,0.0,0.0,0.8,6.5,1.0,25.6,2.7,15.1,23.7,0.8,3.2,3.9,44.8,18.3,13.9,2.3,0.0,0.0,0.0,4.1,2.7,3.0,2.5,5.3
157,James McCarthy,Crystal Palace,7.060526315789474,8.13030303030303,38,33,45.0,2.0,3.3,10.9,0.7,0.7,3.1,1.5,,10.3,,,,,,,,,,29.3,32.8,26.5,12.9,2.3,,1.9,19.1,2.6,25.9,3.7,0.3,2.9,1.6,0.3,0.0,0.0,0.0,0.7,1.3,0.0,0.0,4.1,0.6,11.0,10.2,0.0,0.0,0.8,0.0
158,Andriy Yarmolenko,West Ham,6.992105263157896,11.55217391304348,38,23,1.9,0.3,0.7,1.3,24.8,15.9,1.3,0.0,,11.1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,0.0,1.3,0.1,1.2,17.5,0.6,48.6,14.8,18.6,29.3,14.8,12.8,24.3,22.8,1.3,0.0
159,Shane Long,Southampton,6.968421052631579,10.184615384615386,38,26,0.0,1.4,0.0,0.8,12.8,0.9,0.9,10.3,,0.0,,,,,,,,,,8.3,4.5,36.4,16.3,31.9,,13.8,0.4,23.3,3.0,0.0,0.0,11.0,14.5,23.9,23.2,1.8,21.4,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.2,0.0,0.0,0.0
160,Jack O'Connell,Sheffield Utd,6.902631578947369,7.948484848484849,38,33,0.0,2.3,1.2,4.3,25.7,0.8,0.0,0.0,0.0,0.0,,,,,,,,,,1.8,,31.8,21.1,5.8,,1.4,11.3,1.2,15.2,5.9,22.2,1.2,2.3,1.7,4.9,1.4,11.1,12.3,10.9,24.3,11.2,3.0,1.3,0.3,1.6,1.1,15.9,1.2,4.6
161,Jamal Lewis,Norwich,6.8999999999999995,9.364285714285714,38,28,0.3,2.6,4.8,45.6,27.5,22.6,2.1,5.0,,11.8,,,,,,,,,,2.1,1.9,4.3,0.2,0.0,,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.5,2.6,0.8,2.2,18.2,23.3,22.9,1.2,16.8,5.8,7.2,25.1
162,Ondrej Duda,Norwich,6.884210526315789,26.159999999999997,38,10,0.0,0.0,0.0,0.0,0.0,6.3,0.0,17.8,,0.2,,,,,,,,,,27.6,36.0,12.8,21.8,73.1,,41.8,24.2,,,,,,,,,,,,,,,,,,,,,,
163,Sergio Aguero,Man City,6.747368421052631,10.683333333333332,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,,,,,,,,,,1.5,,14.0,18.3,5.0,,20.6,2.2,25.3,0.0,5.1,1.3,0.0,0.0,0.0,0.0,0.0,22.3,1.7,1.1,0.3,0.0,12.6,2.8,38.1,13.3,23.1,34.6,10.9,0.3
164,Wilfred Ndidi,Leicester,6.694736842105264,7.950000000000001,38,32,1.3,6.2,3.1,3.1,1.8,14.7,14.8,13.8,,3.2,,,,,,,,,,2.8,1.7,0.0,0.0,0.0,,2.2,0.0,0.0,15.4,0.5,3.3,0.4,12.5,2.8,1.5,49.4,2.3,12.2,1.7,16.0,5.6,4.8,14.9,1.3,3.3,22.2,0.0,1.8,13.8
165,Nemanja Matic,Man Utd,6.58684210526316,11.919047619047623,38,21,3.1,19.3,2.3,1.5,13.6,18.8,6.1,17.1,,10.3,,,,,,,,,,15.0,23.3,58.9,2.9,0.0,,17.8,3.3,9.6,16.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.4,2.8,0.0,0.0,0.0
166,Christian Benteke,Crystal Palace,6.534210526315791,10.345833333333335,38,24,0.0,0.0,0.0,0.6,7.5,6.7,0.0,0.0,,12.3,,,,,,,,,,46.8,24.3,2.1,21.8,22.5,,0.0,0.0,0.0,0.0,0.0,0.0,12.7,18.5,0.3,0.0,0.0,0.8,0.0,0.2,10.3,0.0,0.0,0.0,11.3,21.7,0.3,0.3,12.3,15.0
167,Andros Townsend,Crystal Palace,6.502631578947368,10.295833333333333,38,24,36.1,11.0,6.9,15.3,4.7,27.8,7.2,1.8,,3.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.7,17.2,41.1,4.8,0.0,22.4,0.8,0.5,15.2,0.0,1.3,10.5,0.0,3.6,11.7
168,Charlie Taylor,Burnley,6.394736842105263,10.125,38,24,0.0,0.0,0.5,0.6,34.3,2.5,2.5,5.1,,0.9,,,,,,,,,,9.8,10.9,11.8,5.6,16.3,,4.6,25.4,1.1,53.9,0.6,10.3,5.0,0.0,0.0,0.0,0.8,0.9,6.1,18.9,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Demarai Gray,Leicester,6.3763157894736855,11.53809523809524,38,21,19.0,40.7,0.3,0.0,23.8,0.0,4.8,7.5,,31.9,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,3.0,22.0,0.0,0.9,4.1,0.0,0.0,0.0,0.0,16.3,11.3,1.3,15.1,0.0,0.7,0.0,24.3,15.0,0.0,0.0,0.0
170,Harry Wilson,Bournemouth,6.371052631578949,7.80967741935484,38,31,0.1,0.7,1.0,0.0,0.1,1.6,1.8,5.7,,2.7,,,,,,,,,,0.0,0.0,28.9,5.8,16.1,,13.4,11.6,3.4,0.9,1.4,11.0,0.0,0.0,0.0,15.1,0.6,1.0,1.4,3.3,24.2,6.4,14.8,20.5,0.8,2.3,13.5,27.7,4.3,0.0
171,Frederic Guilbert,Aston Villa,6.355263157894737,9.66,38,25,14.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.8,,14.5,19.9,19.1,,17.7,2.0,0.0,4.9,11.2,0.0,5.4,1.6,0.3,0.0,14.5,7.4,1.5,0.5,15.7,16.8,11.9,16.1,15.8,11.3,15.6,1.1,0.0,0.0
172,Dominic Calvert-Lewin,Everton,6.352631578947368,6.705555555555555,38,36,0.6,1.4,1.8,1.1,0.6,2.6,4.8,5.2,,11.5,,,,,,,,,,1.9,3.8,5.2,13.9,5.6,,38.1,7.9,4.8,2.0,55.0,2.6,3.3,3.1,17.2,0.7,5.0,21.3,1.2,0.3,0.6,0.0,0.8,1.7,0.0,0.8,0.6,2.5,0.7,11.2
173,Philip Billing,Bournemouth,6.310526315789475,7.05294117647059,38,34,1.3,25.2,1.8,4.1,0.0,1.0,0.8,1.8,,0.0,,,,,,,,,,25.6,13.3,3.2,3.2,22.8,,22.1,0.9,2.0,0.0,3.2,11.4,5.8,2.1,0.5,6.4,0.0,1.3,14.6,1.4,1.0,3.9,1.5,1.1,13.8,12.2,3.6,1.3,1.3,24.3
174,Solomon March,Brighton,6.305263157894737,12.610526315789475,38,19,1.3,15.4,4.8,0.0,0.0,0.0,0.3,0.7,,16.6,,,,,,,,,,12.8,14.9,0.0,26.8,2.3,,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,6.1,0.0,0.0,11.7,0.0,0.0,0.0,39.8,16.8,24.4,31.4,1.7
175,Scott McTominay,Man Utd,6.273684210526315,8.829629629629629,38,27,0.0,0.0,2.7,0.0,1.5,0.0,1.6,0.5,,17.3,,,,,,,,,,0.1,3.2,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.3,2.2,46.3,0.7,1.8,0.0,0.0,21.8,14.2,5.7,1.7,13.6,12.0,14.6,2.4,32.2,14.6,3.9,1.2
176,Onel Hernandez,Norwich,6.197368421052632,9.057692307692308,38,26,0.7,3.6,11.9,12.0,21.9,23.0,10.9,12.7,,1.3,,,,,,,,,,0.0,0.0,0.0,0.0,0.8,,0.5,0.0,0.8,0.0,1.8,0.1,0.3,10.3,22.4,31.9,23.9,12.9,18.6,11.3,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
177,Matteo Guendouzi,Arsenal,6.186842105263158,9.795833333333333,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.1,,,,,,,,,,0.0,,0.0,0.0,3.9,,1.5,0.0,0.9,0.3,2.2,0.0,0.0,6.8,2.3,0.0,15.4,19.8,12.6,12.8,22.5,15.1,20.4,4.5,37.8,14.9,18.1,1.4,3.9,14.4
178,Jarrod Bowen,West Ham,6.184210526315789,18.076923076923077,38,13,1.7,17.0,15.2,24.4,34.6,26.8,35.4,33.0,,15.9,,,,,,,,,,15.3,15.1,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Naby Keita,Liverpool,6.176315789473684,13.03888888888889,38,18,7.9,3.1,3.6,2.8,45.3,28.4,4.3,1.2,,13.9,,,,,,,,,,0.0,0.0,23.4,20.2,14.3,0.4,0.0,0.0,0.0,0.0,1.4,18.0,,0.0,43.5,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Pedro Lomba Neto,Wolves,6.105263157894738,8.000000000000002,38,29,4.9,14.8,0.1,22.8,0.0,1.3,0.6,3.3,,1.6,,,,,,,,,,0.0,11.1,1.6,37.0,11.0,,7.9,19.4,6.3,13.1,14.4,1.3,15.3,0.0,0.1,11.0,0.0,0.0,0.3,0.1,5.8,0.0,0.0,21.9,0.7,0.0,1.3,1.4,1.6,0.0
181,Danny Rose,Newcastle,6.0736842105263165,10.034782608695654,38,23,0.1,14.9,0.0,0.9,0.7,0.0,0.0,11.6,,1.1,,,,,,,,,,4.8,12.0,4.9,2.9,0.3,,0.0,0.0,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,9.7,0.0,12.4,16.3,24.5,0.3,26.9,0.3,53.0
182,Isaac Hayden,Newcastle,5.989473684210528,7.848275862068967,38,29,0.0,0.0,0.0,0.0,0.0,1.3,1.1,1.8,,25.3,,,,,,,,,,13.4,31.2,0.0,0.4,0.9,,16.9,1.4,6.8,0.6,13.9,0.0,5.7,20.3,1.8,1.4,0.7,1.8,13.3,12.3,0.0,0.0,0.0,1.1,12.5,0.3,14.2,0.5,14.7,12.0
183,Pedro Rodriguez Ledesma,Chelsea,5.976315789473683,20.64545454545454,38,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,0.0,,,,,,,,,,25.8,40.3,0.0,40.8,6.8,,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,26.8,55.3
184,Mason Greenwood,Man Utd,5.860526315789475,7.183870967741937,38,31,13.8,21.1,21.7,2.8,16.7,3.3,16.7,5.3,,2.2,,,,,,,,,,0.0,13.3,31.8,0.0,1.0,,13.4,0.7,2.4,2.0,0.0,26.9,1.6,11.6,0.0,3.4,0.3,0.3,0.0,0.5,3.3,0.0,1.7,0.9,0.0,0.0,0.3,1.1,2.0,0.6
185,Tom Cleverley,Watford,5.768421052631578,12.177777777777777,38,18,0.3,0.4,17.8,0.0,1.8,1.1,0.0,18.2,,0.1,,,,,,,,,,0.0,0.0,0.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,28.7,25.9,11.8,37.4,37.4,35.3,0.3,0.0
186,Cedric Soares,Arsenal,5.760526315789474,10.423809523809526,38,21,0.0,13.8,0.3,0.7,0.0,2.3,4.7,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.3,30.5,1.5,17.6,2.7,1.0,1.4,32.8,15.2,15.5,20.9,1.8,0.3,0.0,0.0,0.0,0.0,0.0,47.1,2.8,5.7,0.0,0.0,0.0
187,Sean Longstaff,Newcastle,5.713157894736841,9.439130434782607,38,23,0.2,0.0,0.0,0.0,0.0,0.0,1.1,0.0,,0.0,,,,,,,,,,0.5,0.0,16.9,11.3,1.3,,3.3,0.4,12.6,0.2,0.0,15.2,1.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,34.7,1.3,48.0,11.2,0.0,0.0,41.7,0.5,11.5,1.8
188,Johann Berg Gudmundsson,Burnley,5.668421052631579,17.95,38,12,10.6,17.3,30.4,0.3,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,27.8,14.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,11.2,63.1,33.1
189,Harry Maguire,Man Utd,5.647368421052632,5.647368421052632,38,38,1.1,11.8,11.7,0.3,0.9,4.4,11.6,1.1,,4.1,,,,,,,,,,0.2,1.3,1.1,0.2,12.2,,2.1,0.8,2.0,2.4,11.2,3.2,2.0,2.8,0.1,0.2,13.3,11.8,0.8,11.8,21.4,0.1,23.2,1.4,0.3,0.4,12.6,6.4,11.5,10.8
190,Steven Alzate,Brighton,5.6342105263157904,11.268421052631581,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,1.4,0.0,1.4,0.0,,24.3,4.1,2.6,3.1,23.5,2.8,0.0,0.3,24.4,18.4,19.6,0.0,23.6,26.0,3.8,0.1,3.8,6.5,24.4,0.0,,,,
191,Jeff Hendrick,Burnley,5.623684210526316,8.904166666666667,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,12.2,23.1,2.8,20.9,30.8,,1.3,1.9,1.6,0.0,0.8,0.0,0.1,1.4,2.0,11.7,48.4,11.3,7.7,3.1,12.4,2.4,11.5,2.8,2.8,0.7,0.0,0.0,0.0,0.0
192,Chris Basham,Sheffield Utd,5.5815789473684205,5.5815789473684205,38,38,14.5,12.8,1.3,2.0,3.6,2.4,11.1,1.1,17.0,2.8,,,,,,,,,,6.6,,14.8,27.3,0.9,,11.1,1.3,1.3,0.0,1.5,16.0,0.6,4.1,0.8,18.5,1.1,1.5,1.7,1.3,0.6,0.7,3.2,1.2,1.0,1.1,11.3,1.7,10.8,1.5
193,Jose Holebas,Watford,5.484210526315789,14.885714285714286,38,14,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,0.3,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,11.2,27.6,0.0,0.0,4.3,1.6,21.4,10.5,20.8,0.0,44.8,27.9,3.8
194,Lucas Torreira,Arsenal,5.450000000000001,7.1413793103448295,38,29,1.6,2.5,1.1,0.0,0.3,0.9,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,10.6,0.9,21.5,,11.7,6.7,4.1,2.2,3.0,13.9,13.2,11.8,13.6,13.3,0.8,2.1,2.1,2.8,0.0,0.0,0.5,5.3,17.6,0.6,27.3,14.8,0.3,0.0
195,Kelechi Iheanacho,Leicester,5.373684210526315,10.209999999999999,38,20,13.9,12.0,0.0,3.5,0.5,1.8,14.6,15.3,,0.3,,,,,,,,,,2.8,13.6,1.0,0.0,0.4,,11.3,26.1,0.3,13.3,12.6,0.0,0.0,2.0,46.2,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Sofiane Boufal,Southampton,5.360526315789475,10.185000000000002,38,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.3,,,,,,,,,,2.0,22.6,0.0,19.7,1.3,,0.0,0.9,0.0,0.0,3.8,0.2,0.0,0.0,11.3,0.0,15.7,10.8,1.1,0.0,0.0,0.7,0.3,24.8,14.9,28.9,11.8,10.3,0.0,12.3
197,Dominic Solanke,Bournemouth,5.328947368421054,6.328125000000002,38,32,0.8,0.3,10.9,22.7,0.0,1.2,2.7,0.0,,2.7,,,,,,,,,,0.8,0.0,0.2,0.3,0.0,,21.1,1.5,4.3,4.3,11.5,0.0,0.3,0.3,0.3,14.8,46.5,0.0,1.8,0.0,0.5,1.3,11.9,2.4,12.4,11.8,2.1,0.3,10.5,0.0
198,Adam Masina,Watford,5.2973684210526315,7.742307692307692,38,26,15.7,0.0,15.0,0.3,1.8,1.0,1.5,1.1,,14.3,,,,,,,,,,9.6,25.2,6.8,0.7,15.8,,19.3,5.3,5.1,0.5,0.0,0.0,0.0,0.0,12.1,15.8,0.4,11.5,0.0,10.3,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Jack Cork,Burnley,5.215789473684211,6.606666666666667,38,30,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.8,,1.3,,,,,,,,,,1.5,2.9,22.9,2.2,2.6,,5.2,11.5,1.8,25.2,1.3,3.6,1.8,2.5,3.2,1.0,1.8,4.8,23.3,4.1,16.0,0.0,0.0,2.0,23.1,1.3,21.4,1.8,1.8,2.1
200,Toby Alderweireld,Spurs,5.157894736842106,5.93939393939394,38,33,0.3,0.1,0.6,0.1,0.5,0.3,0.0,0.0,,0.0,,,,,,,,,,0.7,0.0,0.1,2.1,0.1,,14.3,10.9,6.5,4.3,14.6,14.2,0.3,0.2,3.1,17.3,13.3,0.1,0.0,3.2,10.1,30.8,2.0,0.3,0.3,12.8,0.1,5.8,0.1,26.5
201,Jetro Willems,Newcastle,5.157894736842106,10.315789473684212,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,21.6,0.9,39.3,1.7,0.0,2.0,3.2,5.3,1.3,1.5,1.1,41.1,15.8,1.9,30.6,0.0,1.9,12.3,3.3,0.0,0.0,11.2
202,James Justin,Leicester,5.131578947368421,15.0,38,13,12.3,34.3,16.8,18.8,21.7,2.0,14.4,5.2,,26.3,,,,,,,,,,13.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,1.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Tanguy Ndombele,Spurs,5.126315789473685,9.276190476190477,38,21,0.0,0.0,0.0,0.0,9.9,0.0,2.6,0.0,,0.0,,,,,,,,,,3.0,1.6,2.7,0.0,11.8,,0.0,0.0,0.0,0.4,24.8,0.0,11.8,0.0,0.0,1.6,13.7,0.0,23.8,1.1,24.0,1.2,0.9,11.5,14.3,2.3,0.0,0.0,11.5,20.3
204,Brandon Williams,Man Utd,5.031578947368422,11.247058823529413,38,17,3.7,20.4,0.0,0.0,0.9,0.0,11.1,0.0,,0.0,,,,,,,,,,28.8,0.3,0.0,13.9,0.0,,13.4,2.0,18.3,0.0,27.8,0.0,0.0,0.0,0.0,0.0,3.0,23.3,12.8,11.5,0.0,0.0,0.0,0.0,,,,,,
