,Name,Team,xG per fixture adj,xG per game adj,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
1,Mohamed Salah,Liverpool,56.83726294181521,63.52399975849935,38,34,27.892773284633442,72.17778258986573,70.94190637337844,67.80342637719686,123.31372549019606,30.046674016905545,87.82643391521195,64.25777258794336,,0.0,,,,,,,,,,36.77777777777777,28.214445939883348,101.96409959467283,59.4548319327731,96.08861726508783,43.698899826288354,105.55308352849336,67.86246811850107,26.99527829446272,101.54467168998923,38.04820452771272,30.79220524872698,,117.56019141618061,76.06313131313131,0.0,27.81512605042016,0.0,75.2798004987531,26.964963861325487,83.68536271283443,0.0,115.77869173521346,76.7226408324363,49.026418362927664,59.88742499347769,53.87121547777285,59.41384658770445,27.865699006875474,28.626400560224084
2,Raheem Sterling,Man City,47.50461551503336,54.70228453246265,38,33,57.25280112044817,96.86959772693282,3.343434343434343,106.62464985994396,41.018784242108005,31.70924369747899,51.975206611570236,20.427674317886527,0.0,56.75352509870276,,,,,,,,,,41.951343927800664,,0.0,0.0,25.195593074831873,,60.926803013993535,47.734345351043636,0.0,0.0,20.308934337997844,73.64168618266977,84.98648648648647,45.22546531302876,86.37041396900136,75.23393885688967,76.29493869032089,8.171069727154611,97.65038817931378,44.20076394194041,63.94548572828616,33.04685447379944,60.14071038251365,83.6918227981089,0.0,69.73097572362278,9.271708683473388,54.33080808080807,109.78079839748173,67.36913723219455
3,Raul Jimenez,Wolves,45.445351887105964,45.445351887105964,38,38,13.618449545257686,35.80075901328273,55.72884359769605,57.26282612502188,4.513096519555076,7.094190637337845,20.03111601127036,29.2550505050505,,74.65228720324261,,,,,,,,,,28.7422969187675,49.49134353984832,33.03046218487394,51.73090481786133,46.886796154600745,,85.0503380916604,76.87089381207028,54.96517088442472,24.45251981456557,31.50012521913348,170.94788029925184,48.44467787114845,31.494491343539842,11.126050420168065,62.81716850028951,116.21223537854321,72.71969696969695,31.587529094695572,102.86576424139875,10.66488390294808,22.100381970970204,47.04987531172069,12.226259907282785,24.785140855349578,17.70398440883499,59.4652425144458,39.939004578348836,27.14498724740043,36.95064629847238
4,Roberto Firmino,Liverpool,43.4547448561579,43.4547448561579,38,38,4.92225410905296,28.59874404504114,8.867738296672306,53.87121547777285,56.55742296918766,6.933847850055125,54.89152119700747,30.292949934316155,,14.31570653125547,,,,,,,,,,25.911616161616156,11.285778375953338,34.594962362478284,25.690359477124176,63.41848739495798,28.22220613781123,89.59738485558157,56.7577006082009,73.78709400486477,65.43989953354861,29.45667447306791,77.596357226792,,35.73829819051891,47.643939393939384,2.2024163894239184,33.3781512605042,55.9960589694935,45.48154613466333,35.439666789170644,101.68221490914291,54.28997449480086,50.49921660791225,11.282741298887691,78.98700736249457,23.790894860422643,66.87461231723526,87.79060913705582,30.74835752482811,48.44467787114845
5,Danny Ings,Southampton,43.030570923184094,43.030570923184094,38,38,57.54198062432722,24.239898989898986,74.17366946778711,27.14498724740043,127.74015058658726,9.409975062344138,24.45251981456557,28.37676254935138,,44.77462651727357,,,,,,,,,,27.892773284633442,21.849449913144177,34.66923925027563,19.505095259193617,159.07563235662406,,0.0,27.001951600312253,126.86388562475516,36.893547002432385,100.97649978105385,0.0,51.61864510596593,9.103937463810075,25.431646230106963,52.11472922502333,52.66696575444892,23.056119571347995,38.542286814918576,10.978304239401494,1.2316882099490791,100.64363778298204,83.07254222607187,40.49291744169408,36.77777777777777,2.256548259777538,29.612713360800466,12.053221288515404,92.92536939644376,0.0
6,Gabriel Fernando de Jesus,Man City,40.703076158413964,45.49167335352149,38,34,66.79493464052287,31.035890533871683,38.44949494949495,128.8767507002801,36.9169058178972,97.04950343773872,23.625093914350106,0.0,14.861024959385613,13.30160744500846,,,,,,,,,,23.443398077300373,,44.340775558166854,61.9067747539085,15.297324366862208,,42.874416935773226,12.85155451758867,58.55249295602106,102.4123621082122,0.0,0.0,125.63219741480607,22.169345741680765,66.62860506180105,59.44409983754245,82.03756848421601,0.0,3.150012521913348,25.943926661573716,36.980521866960665,117.49992701795357,12.273614363778297,64.9712834880056,0.0,35.96650326797385,0.0,0.0,43.19244527114035,38.236537348002315
7,Neal Maupay,Brighton,38.380002666931794,39.41730003630833,38,37,13.003396839462411,36.09653013305505,45.16165011459129,3.136658354114713,83.47533183070371,4.4040616246498585,20.975671963900332,24.633764198981584,,58.52707275803722,,,,,,,,,,12.273614363778297,66.09370894759888,53.02888410477215,5.642889187976669,0.0,,147.1111111111111,50.077790028175905,24.226580283663104,44.94088349935036,20.896464646464644,0.0,15.795837818442768,55.07809078966574,94.50683060109289,73.60222786238015,0.0,32.023893458676056,9.870904453600156,68.26295518207282,31.935037646646816,45.45522479480582,66.58835312634137,2.723689909051537,77.93569006000521,35.29493427854083,15.683291770573565,89.36241405653169,12.745512449334104,17.869149095259456
8,Jamie Vardy,Leicester,36.3160930238836,39.428900997359335,38,35,14.806356680400233,130.4771784232365,53.02888410477215,94.45202020202018,24.829667230682457,51.40621807035468,11.012081947119592,41.72268907563025,,38.55974278450724,,,,,,,,,,27.7353914002205,0.0,34.503241895261844,2.454722872755659,23.151364226938064,,19.118268674001158,39.01019051838723,1.9217723453017568,0.0,0.0,9.450037565740043,48.61820448877805,51.38071895424835,73.19061619502632,36.67877972184836,75.9833654351252,88.08123249299719,42.56514382402707,36.71872719311049,89.36241405653169,19.505095259193617,15.75006260956674,52.504043829898244,40.49291744169408,4.935452226800078,37.61363636363636,30.463401506996767,13.618449545257686,4.909445745511318
9,Anthony Martial,Man Utd,35.14115764564036,41.730124704197934,38,32,34.48726987857422,45.51968731905037,33.9648226536272,46.12253628724216,23.88325370574543,35.94191919191919,9.271708683473388,95.90330104054539,,31.494491343539842,,,,,,,,,,133.30798004987528,26.42899667308702,38.55974278450724,55.83564313555651,14.728337236533955,,34.36612021857923,25.200100175306783,50.64670868347338,12.414833615341228,61.30172795746566,33.63540307852856,44.202631972483914,11.012081947119592,69.00648379052369,0.0,46.99607987259585,27.07857911733046,41.72268907563025,9.194444444444443,77.8050887021475,0.0,0.0,0.0,0.0,0.0,0.0,33.04685447379944,35.59348165495706,96.69099177132956
10,Tammy Abraham,Chelsea,34.921063625208305,39.0294240517034,38,34,13.500975800156127,51.975206611570236,0.0,58.670254754215996,19.277331776383008,0.0,16.387087434858135,133.30798004987528,,3.0817101555800557,,,,,,,,,,0.0,0.0,31.494491343539842,0.0,4.9267528397963165,,35.47095318668922,42.65953561179232,76.16275291685128,35.232492997198875,76.26254935138184,13.452406417112297,30.594648733724416,56.83838383838383,37.44107862020662,52.389072644860946,0.0,32.93491271820449,22.949204495694055,71.47659638103782,4.644070299808004,51.68366814505608,33.63101604278074,71.39215686274508,39.37515652391684,69.95960187353629,68.82472192321492,35.23249299719887,6.158441049745396,29.612713360800466
