GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW20*,GW21,GW22,GW22*,GW23,GW23*,GW24,GW25,GW25*,GW26,GW27,GW27*,GW28,GW29,GW29*,GW30,GW31,GW32,GW33,GW34,GW34*,GW35,GW36,GW36*,GW37,GW37*,GW38
0.8178623955429174,0.8243032976524767,0.7801677976759855,0.8749320824704544,0.8677331968241019,1.1981880295786032,,0.9484858827952801,1.1117374792640253,1.3214771285058944,0.9594086133894894,,0.7923533952892354,0.6957246903307736,0.9570700582533604,0.7788616628107503,0.9160489996589432,1.2868229282714776,1.2610328980849304,,1.1117374792640253,,1.1981880295786032,0.8898385463025213,,0.9484858827952801,1.3568671975671618,0.8677331968241019,0.8243032976524767,0.8898385463025213,0.7801677976759855,0.8749320824704544,,0.8178623955429174,0.9594086133894894,,1.3214771285058944,0.9160489996589432,0.7923533952892354,1.3568671975671618,0.9570700582533604,,1.2610328980849304,1.2868229282714776,,0.6957246903307736,,0.7788616628107503
0.7801677976759855,0.8898385463025213,0.8178623955429174,0.9160489996589432,1.361083719731617,1.3568671975671618,,0.7923533952892354,0.9594086133894894,0.6957246903307736,0.9570700582533604,0.8749320824704544,0.9484858827952801,1.2610328980849304,1.1981880295786032,1.2868229282714776,1.3214771285058944,1.1117374792640253,0.7788616628107503,,0.9594086133894894,,0.7923533952892354,0.8243032976524767,,1.3568671975671618,,1.361083719731617,0.8898385463025213,,0.8178623955429174,0.9160489996589432,,0.7801677976759855,0.9570700582533604,0.8243032976524767,0.6957246903307736,1.2610328980849304,0.9484858827952801,0.8749320824704544,1.1981880295786032,,0.7788616628107503,1.1117374792640253,,1.3214771285058944,,1.2868229282714776
0.8677331968241019,1.3568671975671618,1.361083719731617,1.3214771285058944,0.7788616628107503,0.6957246903307736,,1.2610328980849304,0.9484858827952801,0.8243032976524767,0.8749320824704544,0.7923533952892354,0.9160489996589432,1.1117374792640253,0.9594086133894894,0.8898385463025213,0.9570700582533604,0.8178623955429174,1.1981880295786032,,0.9484858827952801,,0.6957246903307736,1.2868229282714776,,1.2610328980849304,,0.7788616628107503,1.3568671975671618,,1.361083719731617,1.3214771285058944,,0.8677331968241019,0.8749320824704544,1.2868229282714776,0.8243032976524767,1.1117374792640253,0.9160489996589432,0.7923533952892354,0.9594086133894894,,0.9570700582533604,0.8178623955429174,,1.1981880295786032,,0.8898385463025213
0.8243032976524767,1.1981880295786032,0.8749320824704544,0.8898385463025213,0.8178623955429174,0.9594086133894894,,1.361083719731617,0.7801677976759855,1.2610328980849304,1.2868229282714776,0.9570700582533604,0.8677331968241019,0.7788616628107503,0.6957246903307736,1.3568671975671618,1.1117374792640253,0.9160489996589432,1.3214771285058944,,0.7801677976759855,,0.9594086133894894,0.7923533952892354,,1.361083719731617,,0.8178623955429174,,,0.8749320824704544,0.8898385463025213,0.7923533952892354,0.8243032976524767,1.2868229282714776,1.1981880295786032,1.2610328980849304,0.7788616628107503,0.8677331968241019,0.9570700582533604,0.6957246903307736,,1.3214771285058944,0.9160489996589432,,1.1117374792640253,,1.3568671975671618
1.1981880295786032,1.2610328980849304,0.9160489996589432,0.9594086133894894,0.8749320824704544,0.8243032976524767,,,1.3214771285058944,1.1117374792640253,0.9484858827952801,0.6957246903307736,1.3568671975671618,0.9570700582533604,0.7788616628107503,0.8677331968241019,0.7923533952892354,1.361083719731617,0.8898385463025213,,1.3214771285058944,,0.8243032976524767,0.7801677976759855,,0.8178623955429174,,0.8749320824704544,,,0.9160489996589432,0.9594086133894894,0.8178623955429174,,0.9484858827952801,0.7801677976759855,1.1117374792640253,0.9570700582533604,,0.6957246903307736,0.7788616628107503,1.1981880295786032,0.8898385463025213,1.361083719731617,1.2610328980849304,0.7923533952892354,1.3568671975671618,0.8677331968241019
0.8898385463025213,1.1117374792640253,0.9594086133894894,0.8243032976524767,0.7923533952892354,0.9160489996589432,,,0.8178623955429174,0.7788616628107503,0.8677331968241019,0.9484858827952801,1.1981880295786032,1.2868229282714776,1.361083719731617,1.2610328980849304,0.7801677976759855,0.6957246903307736,1.3568671975671618,0.8749320824704544,0.8178623955429174,,1.3214771285058944,0.8749320824704544,,0.9160489996589432,,0.7923533952892354,1.1117374792640253,,0.9594086133894894,0.8243032976524767,,0.8898385463025213,0.8677331968241019,1.3214771285058944,0.7788616628107503,1.2868229282714776,,0.9484858827952801,1.361083719731617,,0.7801677976759855,0.6957246903307736,,1.3568671975671618,1.1981880295786032,1.2610328980849304
1.361083719731617,1.3214771285058944,0.8677331968241019,1.3568671975671618,0.9484858827952801,1.2610328980849304,,,0.9570700582533604,0.9594086133894894,0.8243032976524767,0.7788616628107503,0.8898385463025213,0.7923533952892354,0.9160489996589432,0.6957246903307736,0.8749320824704544,0.7801677976759855,1.1117374792640253,,0.9570700582533604,1.1981880295786032,1.2610328980849304,1.1981880295786032,,1.2868229282714776,,0.9484858827952801,1.3214771285058944,,0.8677331968241019,1.3568671975671618,1.2868229282714776,1.361083719731617,0.8243032976524767,,0.9594086133894894,0.7923533952892354,0.8898385463025213,0.7788616628107503,0.9160489996589432,,1.1117374792640253,0.7801677976759855,,0.8749320824704544,,0.6957246903307736
0.9570700582533604,0.8677331968241019,0.6957246903307736,0.9484858827952801,0.9594086133894894,1.3214771285058944,,0.9160489996589432,0.7923533952892354,1.1981880295786032,1.1117374792640253,1.2610328980849304,0.8178623955429174,0.8749320824704544,0.8243032976524767,0.7801677976759855,0.7788616628107503,1.3568671975671618,1.2868229282714776,,0.7923533952892354,,0.9160489996589432,1.361083719731617,,1.3214771285058944,,0.9594086133894894,0.8677331968241019,1.361083719731617,0.6957246903307736,0.9484858827952801,,0.9570700582533604,1.1117374792640253,,1.1981880295786032,0.8749320824704544,0.8178623955429174,1.2610328980849304,0.8243032976524767,,1.2868229282714776,1.3568671975671618,,0.7788616628107503,,0.7801677976759855
1.3214771285058944,0.7788616628107503,0.9484858827952801,1.361083719731617,1.2868229282714776,1.1117374792640253,,0.6957246903307736,1.2610328980849304,0.9160489996589432,0.7801677976759855,0.8677331968241019,0.9594086133894894,0.8898385463025213,1.3568671975671618,1.1981880295786032,0.8178623955429174,0.7923533952892354,0.8243032976524767,0.9570700582533604,1.2610328980849304,,1.1117374792640253,0.9570700582533604,,0.6957246903307736,,1.2868229282714776,0.7788616628107503,,0.9484858827952801,1.361083719731617,,,0.7801677976759855,,0.9160489996589432,0.8898385463025213,0.9594086133894894,0.8677331968241019,1.3568671975671618,1.3214771285058944,0.8243032976524767,0.7923533952892354,,0.8178623955429174,,1.1981880295786032
0.9484858827952801,1.361083719731617,0.7923533952892354,0.9570700582533604,1.1981880295786032,1.2868229282714776,,1.1117374792640253,0.6957246903307736,0.7801677976759855,0.8178623955429174,0.9594086133894894,0.7788616628107503,1.3568671975671618,0.8898385463025213,0.9160489996589432,1.2610328980849304,1.3214771285058944,0.8749320824704544,,0.6957246903307736,,1.2868229282714776,0.8677331968241019,,1.1117374792640253,,1.1981880295786032,1.361083719731617,,0.7923533952892354,0.9570700582533604,,0.9484858827952801,0.8178623955429174,0.8677331968241019,0.7801677976759855,1.3568671975671618,0.7788616628107503,0.9594086133894894,0.8898385463025213,,0.8749320824704544,1.3214771285058944,,1.2610328980849304,,0.9160489996589432
