GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW20,GW21,GW21*,GW22,GW22*,GW23,GW23*,GW24,GW25,GW25*,GW26,GW26*,GW27,GW27*,GW28,GW28*,GW29,GW29*,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,1.7599193317765514,2.7740133899786072,16.9098568846702,29.443372801935926,3.158637672675954,3.011722074666012,17.18699252241338,24.62074837700414,2.4000461517606695,1.5824871799719826,15.956454821747377,5.129094925984019,2.1919407498441132,0.29600142877926017,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,28.15870930842482,1.9814381356990052,10.747153486701507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701482843799713,0.0,,0.0,,,,0.0,,10.103789511062432,,,41.79041655661811,2.7010130376107493,,,,,,,,,,,,,,,
0.0,0.0,0.5944314407097016,0.0,0.0,0.0,2.5814760639994385,29.152620227891052,28.423953410850306,2.560049228544714,10.110334760932112,37.64484001635546,0.2652980134129665,0.0,1.677341429749141,12.077849654489343,31.161592540177143,19.180411099689422,15.18129373645947,,21.99396330625896,,,,27.947586483121,,23.008629579647124,,,30.996209436543765,27.21020541593051,,,,,,,,,,,,,,,
24.460267510627187,35.19838663553103,0.5944314407097016,0.0,0.0,2.1057584484506364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.960014287792602,4.327896126192014,8.47205797186066,25.32150763599349,29.235263680607595,,4.755451525677612,,,,0.0,,1.8006753584071662,,,44.860328673336504,24.309117338496744,,,,,,,,,,,,,,,
1.2873825005593258,14.891625115032356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000307678404463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.0,0.5944314407097016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84693875190625,0.7745851855217173,9.108565127178517,17.535525998752906,0.0,0.0,0.0,0.0,0.22546475846226935,,1.5851505085592044,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.0,0.19814381356990055,20.291828261604245,0.3936279786355071,0.28714887933417765,0.0,0.0,0.30025302898785533,0.0,10.901578350918104,1.084419259730404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.40613523040997335,0.3962876271398011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025949884829781,0.0,0.0,0.22546475846226935,,0.19814381356990055,,,,1.6532375102691297,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.5260844364119618,12.045016146246518,21.63188224317472,16.887155918662994,14.902645415004006,6.805735323724721,1.520029229448424,0.0,3.098340742086869,3.4488741743685645,5.323284678192845,6.216030004364463,26.06802550427283,6.719218391475697,6.309345756476784,10.221069050289545,,23.975401441957963,,,,0.0,,1.7006378384956569,,,26.638914819266045,37.81418252655048,,,,,,,,,,,,,,,
86.15559811435487,2.842946612869814,28.334565340495775,21.19368729545332,2.440493467540144,10.81594112158736,1.1831765293330763,21.211794568801324,0.0,0.0,0.0,0.0,0.0,0.0,12.629394294581768,14.493419585387212,4.187338997586304,1.7666168118134995,2.1794926651352706,,30.31600347619478,,,,21.019734059136077,,1.400525278761129,,,5.743706540956992,31.21170621239088,,,,,,,,,,,,,,,
43.47391674965723,11.236408041342598,0.0,63.656216805847386,21.72826442067999,0.0,7.099059175998456,16.64310035398258,0.0,0.7200138455282009,0.0,0.0,0.0,0.0,0.0,0.5032437356037226,0.0,0.0,0.9018590338490774,,0.0,,,,0.0,,0.0,,,2.376706154878755,2.4009004778762213,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,
