,Name,Team,Position,xA per fixture,xA per game,Team games,Played,GW38,GW37,GW36,GW35**,GW35*,GW35,GW34,GW33,GW32*,GW32,GW31,GW30,GW29,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
419,Daniel Amartey,Leicester,2,0.2868421052631579,0.9083333333333333,38,12,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.3,0.5,,0.0,,2.6,2.7,0.3,,0.2,,0.2,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
420,Will Norris,Burnley,1,0.2857142857142857,5.0,35,2,0.0,10.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
421,Michael Obafemi,Southampton,4,0.28421052631578947,2.7,38,4,0.3,0.0,0.0,,0.1,10.3,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
422,Mathew Ryan,Arsenal,1,0.2815789473684211,0.7642857142857143,38,14,0.0,0.0,,,0.0,0.0,0.0,0.0,,10.4,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
423,Jordan Pickford,Everton,1,0.2657894736842105,0.3258064516129032,38,31,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
424,Sam Johnstone,West Brom,1,0.2631578947368421,0.2702702702702703,38,37,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,10.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Illan Meslier,Leeds,1,0.2631578947368421,0.2857142857142857,38,35,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
426,Ederson Santana de Moraes,Man City,1,0.2631578947368421,0.2777777777777778,38,36,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
427,Reiss Nelson,Arsenal,3,0.2552631578947368,4.85,38,2,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Fabian Schar,Newcastle,2,0.23684210526315794,0.5000000000000001,38,18,0.0,0.0,0.0,,,0.0,0.3,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.3,1.5,0.4,1.5,1.1,0.0,0.3,0.4,0.0,0.6,0.0,0.0,0.0,,0.0,0.3,0.7,0.3,0.5,0.7,0.1,0.0,0.0,0.0
429,Fabian Balbuena,West Ham,2,0.23684210526315788,0.6428571428571429,38,14,0.0,0.0,0.0,,,0.0,0.0,1.3,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.6,0.5,0.0,0.2,0.6,0.1,0.3,1.9,0.0,0.0,0.3,0.1,3.1,0.0,0.0
430,Eric Bailly,Man Utd,2,0.21842105263157896,0.6916666666666668,38,12,0.3,0.0,,0.9,1.1,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.9,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,0.6,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,
431,Tim Ream,Fulham,2,0.2131578947368421,1.157142857142857,38,7,3.3,0.1,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.2,1.8,0.0,0.8
432,Jonjoe Kenny,Everton,2,0.2131578947368421,2.025,38,4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0
433,Dale Stephens,Burnley,3,0.21282051282051279,1.1857142857142855,39,7,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,2.5,4.1,0.0,0.0
434,Caleb Watts,Southampton,3,0.20952380952380953,1.4666666666666668,21,3,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.4,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,,0.0,,,,,,,,,,,,,,,,,,
435,Josh Benson,Burnley,3,0.20789473684210527,1.3166666666666667,38,6,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.4,2.3,0.0,0.0,0.0,0.3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
436,Emerson Palmieri dos Santos,Chelsea,2,0.2026315789473684,3.8499999999999996,38,2,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,William Smallbone,Southampton,3,0.19473684210526318,2.4666666666666672,38,3,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.2
438,Shane Long,Southampton,4,0.16842105263157894,0.5818181818181818,38,11,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.3,,0.0,1.8,3.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.5,0.0
439,Niels Nkounkou,Everton,2,0.16285714285714287,2.85,35,2,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,,,
440,Axel Tuanzebe,Man Utd,2,0.15789473684210525,0.6666666666666666,38,9,0.0,1.3,,0.0,0.7,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,
441,Terence Kongolo,Fulham,2,0.14242424242424243,4.7,33,1,0.0,0.0,0.0,,,0.0,0.0,,,0.0,4.7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
442,Sead Kolasinac,Arsenal,2,0.14210526315789473,5.4,38,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0
443,Davy Propper,Brighton,3,0.13421052631578947,0.7285714285714285,38,7,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.3,,0.5,0.7,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Virgil van Dijk,Liverpool,2,0.12631578947368421,0.96,38,5,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.7,1.8,0.8
445,Joe Rodon,Spurs,2,0.1090909090909091,0.3,33,12,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.1,0.2,0.5,0.3,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.3,0.9,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,,,,
446,Charlie Austin,West Brom,4,0.10263157894736843,0.78,38,5,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.8,0.0,0.1,0.1,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Sidnei Tavares,Leicester,3,0.0923076923076923,0.6,13,2,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Thakgalo Leshabela,Leicester,3,0.08235294117647059,1.4,17,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.4,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
449,Shola Shoretire,Man Utd,3,0.07857142857142858,0.55,14,2,0.3,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Gaetano Berardi,Leeds,2,0.075,0.44999999999999996,12,2,0.8,0.1,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Joel Mumbongo,Burnley,4,0.07200000000000001,0.45000000000000007,25,4,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.3,0.0,,0.0,,0.0,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,
452,Carney Chukwuemeka,Aston Villa,3,0.06875,0.55,16,2,0.3,0.8,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Jack O'Connell,Sheffield Utd,2,0.06578947368421052,1.25,38,2,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3
454,Rekeem Harper,West Brom,3,0.06052631578947368,1.15,38,2,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
455,Kortney Hause,Aston Villa,2,0.057894736842105256,0.3142857142857142,38,7,0.0,0.3,0.4,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,1.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
456,Phil Jagielka,Sheffield Utd,2,0.05000000000000001,0.19000000000000003,38,10,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.3,,0.0,,0.0,0.1,0.3,,0.1,,0.0,0.0,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Mamadou Sakho,Crystal Palace,2,0.042105263157894736,0.39999999999999997,38,4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0
458,Maxime Le Marchand,Fulham,2,0.042105263157894736,0.7999999999999999,38,2,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0
459,Niall Huggins,Leeds,4,0.04090909090909091,0.9,22,1,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.9,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,
460,Jaden Philogene-Bidace,Aston Villa,3,0.038461538461538464,0.5,13,1,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Demarai Gray,Leicester,3,0.034210526315789476,1.3,38,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Jose Izquierdo,Brighton,3,0.034210526315789476,1.3,38,1,0.0,0.0,0.0,,,0.0,0.0,1.3,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Moise Kean,Everton,4,0.034210526315789476,0.65,38,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0
464,Wesley Moraes,Aston Villa,4,0.028947368421052635,0.3666666666666667,38,3,0.0,0.0,0.0,,0.0,0.8,0.0,0.3,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
465,Shkodran Mustafi,Arsenal,2,0.02631578947368421,0.3333333333333333,38,3,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
466,Jean-Philippe Gbamin,Everton,3,0.02368421052631579,0.9,38,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.9,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Neil Taylor,Aston Villa,2,0.018421052631578946,0.7,38,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
468,Iliman Ndiaye,Sheffield Utd,3,0.01764705882352941,0.3,17,1,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.3,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
469,Leif Davis,Leeds,2,0.015789473684210527,0.3,38,2,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
470,Alexandre Jankewitz,Southampton,3,0.015,0.15,20,2,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
471,Oskar Buur,Wolves,2,0.013157894736842105,0.5,38,1,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
472,Sam Field,West Brom,3,0.013157894736842105,0.16666666666666666,38,3,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0
473,Felipe Anderson Pereira Gomes,West Ham,3,0.010526315789473684,0.19999999999999998,38,2,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
474,Elliot Anderson,Newcastle,3,0.010344827586206896,0.3,29,1,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,
475,Ahmed El-Sayed Hegazy,West Brom,2,0.007894736842105263,0.3,38,1,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
476,Liam Delap,Man City,4,0.007894736842105263,0.3,38,1,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,
477,Antwoine Hackford,Sheffield Utd,4,0.004545454545454546,0.10000000000000002,22,1,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,,,,,,,,,,,,,,,,
478,Odion Ighalo,Man Utd,4,0.002631578947368421,0.09999999999999999,38,1,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,
479,Fikayo Tomori,Chelsea,2,0.002631578947368421,0.09999999999999999,38,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
480,Wes Morgan,Leicester,2,0.002631578947368421,0.03333333333333333,38,3,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Alisson Ramses Becker,Liverpool,1,0.002631578947368421,0.00303030303030303,38,33,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.1,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Konstantinos Tsimikas,Liverpool,2,0.002631578947368421,0.049999999999999996,38,2,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Taylor Gardner-Hickman,West Brom,3,0.0,0.0,4,0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Toby King,West Brom,3,0.0,0.0,2,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Jamal Baptiste,West Ham,2,0.0,0.0,15,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
486,Caleb Taylor,West Brom,2,0.0,0.0,4,0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Conor Coventry,West Ham,3,0.0,0.0,15,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
488,Andy Lonergan,West Brom,1,0.0,0.0,21,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
489,Tim Iroegbunam,West Brom,3,0.0,0.0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Ademipo Odubeko,West Ham,4,0.0,0.0,21,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
491,Rui Pedro dos Santos Patricio,Wolves,1,0.0,0.0,38,37,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Lukasz Fabianski,West Ham,1,0.0,0.0,38,35,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,David Martin,West Ham,1,0.0,0.0,38,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Nathan Trott,West Ham,1,0.0,0.0,13,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Darren Randolph,West Ham,1,0.0,0.0,38,3,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
