,Teams,Threat av adj,Matches,Threat GW47 adj 7 - average,Threat GW46 adj 7 - average,Threat GW45 adj 7 - average,Threat GW44 adj 7 - average,Threat GW43 adj 7 - average,Threat GW42 adj 7 - average,Threat GW41 adj 7 - average,Threat GW40 adj 7 - average,Threat GW39 adj* 7 - average,Threat GW39 adj 7 - average,Threat GW38 adj 7 - average,Threat GW37 adj 7 - average,Threat GW36 adj 7 - average,Threat GW35 adj 7 - average,Threat GW34 adj 7 - average,Threat GW33 adj 7 - average,Threat GW32 adj 7 - average,Threat GW31 adj 7 - average,Threat GW30 adj 7 - average,Threat GW29 adj 7 - average,Threat GW28 adj 7 - average,Threat GW27 adj 7 - average,Threat GW26 adj 7 - average,Threat GW25 adj 7 - average,Threat GW24 adj* 7 - average,Threat GW24 adj 7 - average,Threat GW23 adj 7 - average,Threat GW22 adj 7 - average,Threat GW21 adj 7 - average,Threat GW20 adj 7 - average,Threat GW19 adj 7 - average,Threat GW18 adj 7 - average,Threat GW17 adj 7 - average,Threat GW16 adj 7 - average,Threat GW15 adj 7 - average,Threat GW14 adj 7 - average,Threat GW13 adj 7 - average,Threat GW12 adj 7 - average,Threat GW11 adj 7 - average,Threat GW10 adj 7 - average,Threat GW9 adj 7 - average,Threat GW8 adj 7 - average,Threat GW7 adj 7 - average,Threat GW47 adj color,Threat GW47 adj,Threat GW46 adj color,Threat GW46 adj,Threat GW45 adj color,Threat GW45 adj,Threat GW44 adj color,Threat GW44 adj,Threat GW43 adj color,Threat GW43 adj,Threat GW42 adj color,Threat GW42 adj,Threat GW41 adj color,Threat GW41 adj,Threat GW40 adj color,Threat GW40 adj,Threat GW39 adj* color,Threat GW39 adj*,Threat GW39 adj color,Threat GW39 adj,Threat GW38 adj color,Threat GW38 adj,Threat GW37 adj color,Threat GW37 adj,Threat GW36 adj color,Threat GW36 adj,Threat GW35 adj color,Threat GW35 adj,Threat GW34 adj color,Threat GW34 adj,Threat GW33 adj color,Threat GW33 adj,Threat GW32 adj color,Threat GW32 adj,Threat GW31 adj color,Threat GW31 adj,Threat GW30 adj color,Threat GW30 adj,Threat GW29 adj color,Threat GW29 adj,Threat GW28 adj color,Threat GW28 adj,Threat GW27 adj color,Threat GW27 adj,Threat GW26 adj color,Threat GW26 adj,Threat GW25 adj color,Threat GW25 adj,Threat GW24 adj* color,Threat GW24 adj*,Threat GW24 adj color,Threat GW24 adj,Threat GW23 adj color,Threat GW23 adj,Threat GW22 adj color,Threat GW22 adj,Threat GW21 adj color,Threat GW21 adj,Threat GW20 adj color,Threat GW20 adj,Threat GW19 adj color,Threat GW19 adj,Threat GW18 adj color,Threat GW18 adj,Threat GW17 adj color,Threat GW17 adj,Threat GW16 adj color,Threat GW16 adj,Threat GW15 adj color,Threat GW15 adj,Threat GW14 adj color,Threat GW14 adj,Threat GW13 adj color,Threat GW13 adj,Threat GW12 adj color,Threat GW12 adj,Threat GW11 adj color,Threat GW11 adj,Threat GW10 adj color,Threat GW10 adj,Threat GW9 adj color,Threat GW9 adj,Threat GW8 adj color,Threat GW8 adj,Threat GW7 adj color,Threat GW7 adj,Threat GW6 adj color,Threat GW6 adj,Threat GW5 adj color,Threat GW5 adj,Threat GW4 adj color,Threat GW4 adj,Threat GW3 adj color,Threat GW3 adj,Threat GW2 adj color,Threat GW2 adj,Threat GW1 adj color,Threat GW1 adj
11,Burnley,130.25395160850795,38,114.91869227973335,109.62552997761296,90.73953672587272,108.09728991649222,106.36822422097937,132.21380645117398,125.12039980962878,150.6139607593839,151.5985950461194,151.5985950461194,176.32668828359283,176.32668828359283,176.32668828359283,176.32668828359283,176.32668828359283,176.32668828359283,176.32668828359283,176.32668828359283,176.32668828359283,176.32668828359283,142.78398229189318,161.32090941393594,131.3450869824506,128.05875325954068,99.47983266124204,99.47983266124204,101.46949982105947,92.03423342208042,86.93587771421308,87.55928744148558,117.2823927408762,135.84745196172668,144.58781074710095,170.1528167606928,183.90090108554529,182.59353293638063,174.34606528192262,162.37682434340218,139.34148599525062,140.93360115494653,123.97505852657378,113.1957017872076,116.80948719831112,pink,132.3119432829819,pink,136.64028388343775,green,220.1567435558495,red,62.02770892911876,red,83.97822285612853,pink,135.38375101986233,red,33.932192430754654,red,95.25980716813926,white,,red,4.438331121256087,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,341.6610158901859,red,49.92424906052872,green,264.8972984674909,red,85.72990452904583,green,212.38711907904076,white,,red,102.15224717528764,light green,177.53498378357017,red,106.86207394828833,light green,179.6827389148282,red,55.066541447093414,red,62.725568468676165,red,12.334674890950291,red,116.0799172940098,red,111.48811899071676,red,71.17358399321687,light green,184.04660700573572,green,263.12827854282784,light green,192.6809830146293,red,73.51718638857022,green,295.03495938915273,green,207.7247092646844,red,62.02200694906406,pink,126.31433342452983,light green,179.34359197318463,red,31.433614577568637,red,84.6619925064415,light green,176.3251609905434,pink,132.26921208912117,red,87.31850482678857
12,Watford,129.5551176234113,38,129.65398151250332,82.94813084120187,96.63111508995385,90.04332417144222,109.71255895435765,107.94953760108082,100.08902916999021,109.64935487640905,122.32988653513526,122.32988653513526,140.2802711002679,140.2802711002679,140.2802711002679,140.2802711002679,140.2802711002679,140.2802711002679,140.2802711002679,140.2802711002679,140.2802711002679,140.2802711002679,162.941061155959,129.08785364695933,158.45054293119713,163.59026615269298,181.42547739814523,181.42547739814523,181.3767047705003,168.15121969907165,142.6992704266468,127.67006938202307,105.39329212761409,111.21143802710051,106.56073589006395,94.9828202774285,85.99546071034031,103.88778526077722,119.34343662420586,113.46040646532882,137.2554580954866,122.36777307657121,140.25939464243362,146.95078747830067,134.44222715480785,green,377.24703292611264,red,19.290053095937253,red,88.46170648014659,green,252.89409266510225,red,54.34736257461885,red,80.25171267610557,red,35.08591016950009,red,50.30607822700253,white,,red,115.07094283720109,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,42.34717005056518,green,390.5787361455102,red,42.00621310168101,red,25.22815365847127,red,102.00819011443204,white,,pink,139.06979983808594,green,240.7236347931296,green,200.97270044040286,light green,153.60628358251262,green,247.5450380913457,red,61.206216208942024,green,226.8546688325977,pink,138.72839144457188,light green,148.14523929312898,red,22.809055533428698,red,48.40187627014659,red,91.6075973104828,red,101.93323750534704,light green,194.2997538733417,red,57.68298215612384,red,85.23372232351147,light green,148.05532738648708,light green,156.59143581414705,red,50.42638619834352,green,268.49859891645144,red,90.08595874093413,light green,182.9243331171607,pink,132.07347217458064,red,60.49540512203734
13,Spurs,127.1916915593533,38,93.13868656469117,114.4963156358916,112.8663702015853,106.29510201540145,121.54473647528984,120.6983504925952,159.53710689837132,153.44123257445094,152.8445829393651,152.8445829393651,164.66347081371416,164.66347081371416,164.66347081371416,164.66347081371416,164.66347081371416,164.66347081371416,164.66347081371416,164.66347081371416,164.66347081371416,164.66347081371416,169.84199325128475,144.89277015983973,159.39225680288015,125.71742603020257,122.14288870475093,122.14288870475093,117.47922462739723,129.53883940292974,118.908996780916,140.32981939330276,146.0324675578315,154.89057282121007,153.54045278293398,160.18048394164768,136.8750953603495,131.99968443873215,112.05839604406329,108.66821867798363,100.66691072421129,124.1707397650698,111.81850133654392,101.92153545171492,123.6764885483233,red,29.25549530790431,red,87.58079982595625,light green,161.3921288789612,light green,171.82957995653612,red,40.96286599318624,red,56.79714079830481,red,104.15279519198928,light green,178.75889880630731,white,,red,76.17118178581211,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,115.39325157567427,green,278.57702117575474,red,35.038164114323905,green,328.66843563873766,red,61.48167492454681,white,,light green,174.5823513607062,light green,158.90339690625547,light green,151.6429086386683,red,103.93245953563977,pink,136.53457061560695,red,92.9446202299945,red,36.45991364638528,light green,141.93670281923028,green,243.32070033498312,red,77.23401028457204,green,253.87821782234695,light green,176.4531077673083,light green,154.9513570736446,red,27.009073378452513,light green,188.4169209302261,red,80.18298026589606,red,43.10613383325066,red,114.28919905966485,light green,152.72186620475048,red,98.94220139723822,light green,191.53587666446205,red,101.95125193054503,red,10.904219072093062,light green,195.39080550950953
14,Brighton,126.96759754376781,38,105.2905114343735,103.15391880435979,102.32762149892231,99.31933988082153,120.26342227765528,88.99556551824911,89.11728044686141,105.95804089377955,113.42408812478762,113.42408812478762,118.42353865868633,118.42353865868633,118.42353865868633,118.42353865868633,118.42353865868633,118.42353865868633,118.42353865868633,118.42353865868633,118.42353865868633,118.42353865868633,136.39834317882364,142.97364644722197,140.41056783657453,146.29420159548891,129.4219129274555,129.4219129274555,138.27198342266203,144.07328286099673,140.57755195038155,126.92830450494786,126.75291188089741,134.378738509944,156.5244272590465,140.46406848638063,134.91673441517577,153.03539536379503,147.6410479118822,149.12775072572953,150.29817560845274,139.86794067226043,135.38175588546926,148.4811645856129,120.54307381873471,light green,141.09017394694212,red,69.18570289337111,red,65.37690047496837,red,21.8822191988178,green,327.6559213127791,red,67.67544047986004,red,44.167221733875984,pink,126.13402553684608,white,,red,63.401621755308874,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,44.31892914826286,light green,168.49079597665394,red,108.7809239969359,red,68.52744498014626,light green,162.0525448623029,white,,light green,178.39635615390247,red,98.39777549259996,light green,170.14256078922418,green,214.5179188554421,red,90.83937372240389,red,109.71288129254688,red,43.94652418606907,green,240.3468496203483,pink,139.00687156094276,light green,145.67244441491798,red,118.97318673740611,red,89.61162535405079,light green,163.09366769587285,light green,198.96634542978677,pink,127.92433821168713,red,100.17553306250876,green,272.503071055253,red,81.212754574016,red,100.0185450509821,light green,171.2866418749354,pink,125.95470087644065,red,96.52104470414898,light green,191.87139396351407,red,76.93643568710586
15,Bournemouth,126.6228389200614,38,167.81945484146607,145.8702129248919,142.76800013318865,133.3229291404294,121.7750076772455,133.45037477437742,118.81810627849661,133.3960841910954,156.87685110260912,156.87685110260912,157.95622946520783,157.95622946520783,157.95622946520783,157.95622946520783,157.95622946520783,157.95622946520783,157.95622946520783,157.95622946520783,157.95622946520783,157.95622946520783,136.69549381012297,114.96694089310508,95.92743399119539,100.3196459752177,72.49409172079658,72.49409172079658,70.56915865730616,67.62083612265619,68.12104813484252,74.71151974403553,86.3023269339031,87.51340374716014,124.40664155827221,113.14249943305984,117.34615675842315,121.96189886145233,133.5889347709494,133.35793345756647,133.59945316037735,103.74693946817558,131.75493219789445,142.1196911211271,161.23912655183426,light green,162.52658338037165,red,55.99939562766723,green,243.75842446352382,green,290.41804384283313,red,96.65696116171229,green,218.58037876107568,red,106.79639665307876,red,8.881889964352363,white,,red,34.2839060857446,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,177.64292751420922,green,209.58259360054558,light green,178.38453084163572,red,116.15449928990999,green,208.84224204127045,white,,light green,173.24725834494816,red,41.83955462393569,red,28.81777792861507,red,57.48272318142052,red,45.10798252826782,light green,146.89998317806626,red,14.063362260322442,light green,159.77272690051532,red,21.201296881385833,red,32.31926201391953,red,103.61602444577153,pink,126.24363285734078,light green,155.37752087086554,green,272.3160269381069,red,80.92373202402877,red,50.62689815892892,red,64.62945673512382,light green,185.00527581225114,pink,124.62662366366023,light green,157.06815879054173,red,63.34843109269449,green,276.97968113206093,pink,123.18021062155736,light green,198.46550475007396
16,Sheffield Utd,125.82112649281798,38,132.55924253704214,115.40701685891203,114.57520872173431,106.3548046161879,80.62563503695529,92.22043500485303,94.50402793362194,83.22848701215078,97.22396466139135,106.74005473907914,127.309058565412,127.309058565412,127.309058565412,127.309058565412,127.309058565412,127.309058565412,127.309058565412,127.309058565412,127.309058565412,127.309058565412,126.9165826575456,126.9165826575456,131.33372475414757,131.68723853772713,141.3130155725158,141.3130155725158,145.5289473066643,137.05050311177462,126.53847835131282,144.2993321339744,154.7503815570358,141.7668062128618,157.8854572858856,151.76074474595677,156.21974899437893,148.15678719945163,141.34760583708518,113.17359823230345,125.62808618318498,107.85628495389842,104.24517335138914,117.10983904921629,137.1215766815012,pink,135.45813899430132,red,51.98471955378709,red,75.39501028193654,green,269.8745730820088,red,68.35066654720639,light green,165.82166410553785,light green,161.02992519451703,red,15.39255924739066,red,46.16206259354301,red,17.852181543111577,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,89.77038602738057,white,,light green,149.5142663224906,light green,181.80681460692003,red,82.10113874421889,white,,red,113.36090279207467,red,112.77469313735766,light green,161.83520832744162,red,87.02305467231575,light green,180.43426099870442,light green,184.28141109197688,light green,149.48157798773966,light green,142.87242493111398,red,53.4255837731299,red,88.25103500420904,green,211.34903115094687,green,253.59160696013433,red,93.39638368275878,green,262.3121354989062,red,99.99943715161226,red,84.63861351208502,red,31.810302439717926,light green,163.68476161438176,red,56.37355372666226,light green,180.57779933892937,pink,137.9095268939003,red,74.72165593404739,light green,174.69127339687515,light green,171.89246586571224
17,Aston Villa,123.15637091451883,38,100.16442740484983,102.8825991155851,130.96051378929727,121.6452613268739,109.74987346119701,104.0460427521867,115.16524034724179,124.63012913390186,124.56289019796672,101.86809768330936,110.60719408021406,110.60719408021406,110.60719408021406,110.60719408021406,110.60719408021406,110.60719408021406,110.60719408021406,110.60719408021406,110.60719408021406,110.60719408021406,124.99064561661471,124.99064561661471,126.35991977313077,108.731858288871,103.63386314477243,103.63386314477243,103.75286593924113,110.87258860943157,103.55588267466706,105.44539203971726,128.75746341850805,131.45386994970025,133.34585693168953,141.55599896185828,161.44844387558882,189.98924221965277,176.0051010924139,168.0001980201352,174.3090117036194,163.86916169063787,154.97397085796112,134.98388120834494,99.43277878172103,red,80.3872202459175,red,54.246011905824716,light green,168.6963490180718,light green,160.05977354452972,red,85.28876380536886,red,94.58816167982582,red,57.8847116344104,red,99.41442222106434,green,250.7914146218099,red,103.48958178110819,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,76.79205848479157,white,,red,45.361948842296606,light green,172.42254484521152,pink,124.138933141031,white,,red,98.94374966951834,red,91.9278670192084,light green,164.663256559441,light green,177.47621923959608,red,54.946867937909154,red,49.02611445539308,red,88.45296713234097,red,99.77676923079927,light green,141.76592571054152,red,113.44631501608929,light green,190.70278479494755,green,218.1313675894447,red,67.9009601737384,red,101.69687600626598,light green,157.24776344198068,green,281.0130401066554,green,313.23190342453654,red,92.81379690427539,light green,162.0970460834939,red,112.06265595812789,red,28.61792591539531,red,94.98142761324365,light green,141.082412559342,red,64.37418643816903
18,Norwich,101.23236370343932,38,56.89885404488406,46.33511186035435,46.95811640605228,85.73052209605973,88.39632574863363,81.16292366958905,81.660861423077,107.54646882255176,121.95165215873381,121.95165215873381,134.46827344139697,134.46827344139697,134.46827344139697,134.46827344139697,134.46827344139697,134.46827344139697,134.46827344139697,134.46827344139697,134.46827344139697,134.46827344139697,100.1331039055299,113.7182180405543,110.17984467644037,118.35798431910459,116.33247496474635,116.33247496474635,114.83836984485899,101.92196079088895,108.66157964556116,96.41238914390787,121.29060708844034,113.57955743370461,93.4989733299245,92.70375055582134,89.03738174389933,96.85894813873833,95.46121402328973,78.3515547169098,106.76075896531059,114.20565171876852,116.36258886073666,135.6444408943747,131.96919016712454,red,116.5044271253926,red,58.5350644084644,red,8.316921525742817,red,48.91199908808013,red,102.38128062293417,red,49.10269691443223,red,14.539588629142113,red,42.55823183368465,white,,red,62.89609622834983,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,279.723761355795,red,67.57262465609749,red,51.74746606962211,red,52.58826118884785,light green,195.7388404254654,white,,light green,143.39451518695896,light green,150.51244520699186,red,39.37757460472558,light green,162.66842360126824,red,26.978852520824603,red,109.8352386874974,light green,181.56027494495788,pink,132.93577934774737,red,60.097581829201566,red,86.55490658743112,red,76.92409008969526,green,201.12637813255185,red,55.857891104347246,red,40.99618621849704,pink,127.36921992902533,red,34.43300014574759,light green,141.30587135130392,red,67.13995128155511,red,81.35876298789225,green,254.72232084315277,red,93.11043549270265,light green,142.46777992280235,light green,169.40596438121398,red,115.57911626055258
19,Newcastle,95.29010580161503,38,102.00385897507759,102.51166635196917,122.08634720499472,151.3751532517654,148.2263975157561,145.91906730248243,144.67615540357852,127.97710710685907,130.24741195084445,130.24741195084445,115.52741943683289,115.52741943683289,115.52741943683289,115.52741943683289,115.52741943683289,115.52741943683289,115.52741943683289,115.52741943683289,115.52741943683289,115.52741943683289,74.81561480382561,71.29301027185457,94.95086402190141,100.56869288694226,99.60572224748299,99.60572224748299,105.94882699553797,104.49320315570796,108.53427145730805,100.1594003515977,81.8300823254269,89.44127116840882,101.83211759275036,98.46205112019568,86.81650050009955,92.22395440534376,88.75514797090183,95.34249017540105,72.06748050129275,63.464383222114535,58.460964485237625,64.62518260794397,56.531886312936486,red,46.52701898906724,red,83.69741419362936,red,106.43342566041831,pink,135.78724904880414,red,31.65996720574272,red,118.93680276524816,light green,190.98513496263314,red,50.081670627308256,white,,green,220.72018016480834,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,311.45506798781304,red,113.74595889673911,red,15.508655712826979,red,110.23641947292072,red,74.09179688559686,white,,red,65.97380453520599,red,117.68023256672743,red,26.472435556762246,red,89.0877271729418,light green,181.1136319631547,light green,149.56122152820672,red,67.35100240938212,red,110.37553777159086,red,107.49086568791724,red,54.75991366796297,red,30.46362943296926,red,52.808405779959074,green,202.83954342908032,light green,154.08692737977293,red,86.7850724637079,red,25.972011347244365,red,92.61209100467248,red,6.181984391875775,red,98.91980121145372,red,39.91447571032201,red,93.86524642552551,red,51.761141305569474,red,69.1215382061888,red,35.95901693962008
20,Crystal Palace,89.98358415853241,38,94.36515538494167,80.66873741346315,81.27404622830205,80.6323194520563,97.96294195186432,93.87351467477005,99.34952144970295,98.08157451526897,106.0723100763884,106.0723100763884,108.70638439007037,108.70638439007037,108.70638439007037,108.70638439007037,108.70638439007037,108.70638439007037,108.70638439007037,108.70638439007037,108.70638439007037,108.70638439007037,101.99866148933924,87.95827993923288,69.57697767054377,80.22656359344282,77.38840788447193,77.38840788447193,74.37336782829234,64.81992865062288,65.21480841647829,64.89320147379601,83.09121242180495,67.71257348330907,63.55940179916907,81.33295540398869,91.86114124011237,110.74072349657604,116.47960418967796,116.59600860034996,115.87002148679825,123.95183611051498,113.71194489191767,104.02165949733667,94.27350874793979,red,104.72365896621781,red,63.15076605697291,red,81.48162178431298,red,74.31404181611447,light green,170.53222694833295,red,57.95954855106653,red,108.39422357157405,red,8.84873316586812,white,,red,67.38792776084536,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,76.9895343505926,light green,195.62839931477077,light green,141.90623600867295,red,96.2915959755968,red,99.51859503053622,white,,red,64.78388209370414,red,85.8264479566191,red,30.035474045474746,red,97.34572846402625,red,13.23712012784914,light green,170.83869743589008,red,79.65150506774009,red,43.67860170044701,red,18.952373712932907,red,32.799632406462614,red,95.09447986525026,light green,140.62319676391178,red,63.188224866418786,red,50.579303278760186,light green,168.0934769341843,red,92.64967456579873,light green,164.9567082017083,pink,135.26664471696353,light green,141.43802763861595,red,58.10631507155678,red,107.15200564477732,red,96.41423840400297,red,24.8176768037318,red,96.71965295593003
