,Name,Team,Creativity per fixture adj,Creativity per game adj,Team games,Played,Creativity GW47 adj 7 - average,Creativity GW46 adj 7 - average,Creativity GW45 adj 7 - average,Creativity GW44 adj 7 - average,Creativity GW43 adj 7 - average,Creativity GW42 adj 7 - average,Creativity GW41 adj 7 - average,Creativity GW40 adj 7 - average,Creativity GW39 adj* 7 - average,Creativity GW39 adj 7 - average,Creativity GW38 adj 7 - average,Creativity GW37 adj 7 - average,Creativity GW36 adj 7 - average,Creativity GW35 adj 7 - average,Creativity GW34 adj 7 - average,Creativity GW33 adj 7 - average,Creativity GW32 adj 7 - average,Creativity GW31 adj 7 - average,Creativity GW30 adj 7 - average,Creativity GW29 adj 7 - average,Creativity GW28 adj 7 - average,Creativity GW27 adj 7 - average,Creativity GW26 adj 7 - average,Creativity GW25 adj 7 - average,Creativity GW24 adj* 7 - average,Creativity GW24 adj 7 - average,Creativity GW23 adj 7 - average,Creativity GW22 adj 7 - average,Creativity GW21 adj 7 - average,Creativity GW20 adj 7 - average,Creativity GW19 adj 7 - average,Creativity GW18 adj 7 - average,Creativity GW17 adj 7 - average,Creativity GW16 adj 7 - average,Creativity GW15 adj 7 - average,Creativity GW14 adj 7 - average,Creativity GW13 adj 7 - average,Creativity GW12 adj 7 - average,Creativity GW11 adj 7 - average,Creativity GW10 adj 7 - average,Creativity GW9 adj 7 - average,Creativity GW8 adj 7 - average,Creativity GW7 adj 7 - average,Creativity GW47 adj color,Creativity GW47 adj,Creativity GW46 adj color,Creativity GW46 adj,Creativity GW45 adj color,Creativity GW45 adj,Creativity GW44 adj color,Creativity GW44 adj,Creativity GW43 adj color,Creativity GW43 adj,Creativity GW42 adj color,Creativity GW42 adj,Creativity GW41 adj color,Creativity GW41 adj,Creativity GW40 adj color,Creativity GW40 adj,Creativity GW39 adj* color,Creativity GW39 adj*,Creativity GW39 adj color,Creativity GW39 adj,Creativity GW38 adj color,Creativity GW38 adj,Creativity GW37 adj color,Creativity GW37 adj,Creativity GW36 adj color,Creativity GW36 adj,Creativity GW35 adj color,Creativity GW35 adj,Creativity GW34 adj color,Creativity GW34 adj,Creativity GW33 adj color,Creativity GW33 adj,Creativity GW32 adj color,Creativity GW32 adj,Creativity GW31 adj color,Creativity GW31 adj,Creativity GW30 adj color,Creativity GW30 adj,Creativity GW29 adj color,Creativity GW29 adj,Creativity GW28 adj color,Creativity GW28 adj,Creativity GW27 adj color,Creativity GW27 adj,Creativity GW26 adj color,Creativity GW26 adj,Creativity GW25 adj color,Creativity GW25 adj,Creativity GW24 adj* color,Creativity GW24 adj*,Creativity GW24 adj color,Creativity GW24 adj,Creativity GW23 adj color,Creativity GW23 adj,Creativity GW22 adj color,Creativity GW22 adj,Creativity GW21 adj color,Creativity GW21 adj,Creativity GW20 adj color,Creativity GW20 adj,Creativity GW19 adj color,Creativity GW19 adj,Creativity GW18 adj color,Creativity GW18 adj,Creativity GW17 adj color,Creativity GW17 adj,Creativity GW16 adj color,Creativity GW16 adj,Creativity GW15 adj color,Creativity GW15 adj,Creativity GW14 adj color,Creativity GW14 adj,Creativity GW13 adj color,Creativity GW13 adj,Creativity GW12 adj color,Creativity GW12 adj,Creativity GW11 adj color,Creativity GW11 adj,Creativity GW10 adj color,Creativity GW10 adj,Creativity GW9 adj color,Creativity GW9 adj,Creativity GW8 adj color,Creativity GW8 adj,Creativity GW7 adj color,Creativity GW7 adj,Creativity GW6 adj color,Creativity GW6 adj,Creativity GW5 adj color,Creativity GW5 adj,Creativity GW4 adj color,Creativity GW4 adj,Creativity GW3 adj color,Creativity GW3 adj,Creativity GW2 adj color,Creativity GW2 adj,Creativity GW1 adj color,Creativity GW1 adj
1,Kevin De Bruyne,Man City,52.66876909972357,57.18323502255702,38,35,69.9927066703267,58.83570065611694,48.2627746087527,54.893644508624504,47.113262074415545,32.94856986227185,44.98690930310147,26.398368723149723,36.773519661328,44.34094863869187,42.7941317174432,42.7941317174432,42.7941317174432,42.7941317174432,42.7941317174432,42.7941317174432,42.7941317174432,42.7941317174432,42.7941317174432,42.7941317174432,44.77848398649903,44.77848398649903,48.72152272974731,42.86500004947415,58.25403403243786,58.25403403243786,55.75724851269553,55.784957858765004,61.246611601887864,65.15611301377508,62.77570900981887,60.61816584141567,52.28763201158912,44.188754253760656,35.95516053810148,25.409453816355494,30.540901158069307,53.51199186082657,49.7630343808029,42.23708209201428,47.667856972580125,66.7701084727382,76.28293741036535,green,90.72814668728137,green,86.29762571947967,red,0.0,green,54.462677039462754,green,105.18461422928941,red,5.64416923242356,green,147.63171378435007,pink,12.629104587813117,pink,12.287143387930014,light green,46.41608929910261,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,white,,red,6.031768744283604,green,89.91254531823087,pink,17.511929724687832,white,,green,85.25516115506106,green,65.25914622947712,light green,35.588370850361954,pink,13.890465883390785,light green,33.63303994702155,light green,48.91688655631869,green,125.23516760543382,green,67.7776625168648,green,65.45311165196352,green,73.81994705222189,light green,41.25697576660133,pink,16.97021191932805,light green,33.81408437749624,green,66.92143079664797,pink,11.085518212065628,red,7.817955642349232,red,0.0,green,77.177107158598,green,177.7678468386289,red,7.571382017330552,pink,14.239764775127632,light green,49.100942376026495,green,141.5337161434558,green,66.58980256339008
2,Riyad Mahrez,Man City,30.072194720624452,34.62858786011301,38,33,26.25124916183803,34.10250893098729,34.10250893098729,34.10250893098729,26.088693471505803,38.11804209884929,36.98246792417545,33.63429766339323,34.490103437408074,34.490103437408074,40.46686855314363,40.46686855314363,40.46686855314363,40.46686855314363,40.46686855314363,40.46686855314363,40.46686855314363,40.46686855314363,40.46686855314363,40.46686855314363,43.66495717778952,43.66495717778952,31.03979076466362,31.03979076466362,41.84437692757342,41.84437692757342,32.21699603407291,39.928046994920535,34.59898729903739,22.621537274532468,21.125185248115567,21.125185248115567,8.887842352598796,8.887842352598796,1.176791391751171,0.5290859718987626,23.314207416009314,31.792772600633764,32.758693992844506,37.75062507553865,39.10353266217188,39.10353266217188,52.631290949414975,red,6.442207452354831,red,0.0,red,0.0,green,117.55223801538362,pink,18.348790488686497,red,7.949019222716876,light green,33.46648895372437,green,61.40102583639965,red,0.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,61.45552979901324,white,,green,102.5542308800909,red,0.0,pink,10.02929712824879,white,,green,67.39166625450358,red,0.0,light green,41.83735581014888,green,83.84215017153446,pink,14.178065988209651,red,0.0,green,85.6614002686174,red,0.0,green,53.977356725933376,red,4.533937938966857,red,0.0,red,3.7036018032913383,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,green,159.49585010877385,green,63.0535580956625,red,6.761449745475171,light green,34.943517578859016,red,9.47035310643266,red,0.0,green,94.69430801070165
3,Trent Alexander-Arnold,Liverpool,29.5085541661802,29.5085541661802,38,38,18.642497489132193,18.642497489132193,13.799372264677741,11.391617332586435,10.072769944266645,21.946885491172843,28.364552478157922,26.0356029552838,27.73873206485113,27.73873206485113,26.21863947588178,26.21863947588178,26.21863947588178,26.21863947588178,26.21863947588178,26.21863947588178,26.21863947588178,26.21863947588178,26.21863947588178,26.21863947588178,24.258957266000994,24.986723591584102,22.86816402008272,25.52676822754748,40.13422485471168,39.278548261683895,39.583120930913324,39.185781355339266,39.389574476495234,33.08103233528654,27.106666567281632,16.895772899488808,16.895772899488808,22.54733867199611,23.271122770304064,39.35728140342295,38.425721956683866,40.41737214640261,39.62010344879003,37.529362733672485,36.76345049614074,38.141803302790194,31.62748372030415,red,0.0,green,55.11102830440273,light green,45.46618246686846,red,9.231931718238533,red,4.385693274296795,red,0.0,pink,16.302646660118867,red,0.0,white,,pink,21.20915173322153,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,28.611897942229326,red,0.0,green,87.50450210264017,light green,44.92366890889557,red,0.0,pink,11.92190376697134,pink,10.568503610436034,pink,14.89412247306384,red,5.0943642790817485,green,72.67458510213051,green,63.533898361148886,green,102.25219639014941,white,,red,5.932167615776821,pink,12.700512295042044,pink,12.112745444045443,red,6.520916127173587,light green,28.51479011366958,pink,21.71333798511456,light green,30.775940715599617,light green,45.49312802332794,pink,17.767000983197704,green,124.71585587587765,red,0.0,light green,42.45634144170084,pink,16.13245710182653,pink,16.14075570977673,light green,40.131742360605706,light green,27.415470629743933,green,79.11561879847528
4,Andrew Robertson,Liverpool,22.878120899832428,24.149127616489785,38,36,27.895424073493494,28.410334928770432,14.795997090827992,5.0151829434943105,5.485599535827116,5.08666745123272,7.381342267262278,7.381342267262278,6.40203041564265,6.40203041564265,8.573954484719868,8.573954484719868,8.573954484719868,8.573954484719868,8.573954484719868,8.573954484719868,8.573954484719868,8.573954484719868,8.573954484719868,8.573954484719868,16.759328053038868,16.288911460706064,23.8839945748609,22.875214375170568,32.12834534663948,33.97691781148838,31.804993742411163,26.034815201055704,26.034815201055704,20.431732252786784,24.29049831928342,15.917623428737953,15.917623428737953,20.831651489242372,33.492120631046824,31.358531827192476,32.683519753227436,36.38458189744474,33.0743016247776,32.19404554385415,33.269838174767315,20.960145297143782,21.16810244983299,red,3.2508069743988144,green,95.30036486559707,green,68.46569903133577,red,0.0,light green,28.251097643122783,red,0.0,red,0.0,red,6.855182961337394,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,3.292916146329638,light green,25.458573050962002,pink,16.06272371220691,red,0.0,red,0.0,pink,15.203468483540526,green,57.29761497823301,red,0.0,green,78.62415485004584,red,9.001262314374607,green,64.77191680028236,white,,pink,12.940007253942326,red,0.0,pink,16.906365188744818,red,0.0,light green,39.40257421216339,light green,36.01262477985106,red,6.161792566464089,light green,47.33820367747327,green,88.62328399263119,red,1.971243561764357,red,9.274915482244742,green,65.31000922168448,pink,12.840662871181012,red,0.0,green,54.8687520938654,red,2.4554338492664805,red,3.4269436305888226
5,Willian Borges Da Silva,Chelsea,22.61822816600985,23.87479639745484,38,36,22.302935480318208,35.45063992363323,38.484678981235156,48.353734366083394,47.340766078445554,33.122451655994084,33.37561148139388,32.31481457010338,19.16711012678835,19.16711012678835,17.103194702704627,17.103194702704627,17.103194702704627,17.103194702704627,17.103194702704627,17.103194702704627,17.103194702704627,17.103194702704627,17.103194702704627,17.103194702704627,3.1243775088219152,3.7791250962302882,12.91731809213471,12.935091741305467,18.09741017292689,18.09741017292689,24.311000621975122,32.51630040051308,33.280662349912085,32.62591476250372,24.1307709545497,36.96367821119596,35.136611068367856,31.36091957808061,23.683247961060292,32.75793730723302,33.01384899135351,32.37079980340311,18.268147183987598,14.932895895194283,12.494996936433298,10.997245141397466,0.2559116841204931,red,0.0,red,0.0,light green,35.084307795177935,red,7.090778013464861,green,99.5282009571603,red,6.991683217390837,red,7.425578379033527,green,92.03393110320519,white,,pink,21.238273403213412,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,104.1676954891156,red,0.0,red,0.0,red,8.763801995189441,red,0.0,white,,red,0.0,red,6.7908654346273485,red,6.315975131936616,red,4.583233111858612,green,63.96735097133095,red,8.888217539384742,light green,36.13622902134997,light green,43.495133143337625,green,64.22796388439303,pink,11.666508777729684,red,0.0,red,4.5013443156528545,green,98.7185683359086,pink,23.34675902155318,pink,17.065292711326908,pink,10.48426256525083,green,75.1893342009388,red,1.7913817888434516,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
6,Mohamed Salah,Liverpool,22.519972778933855,25.16938134116137,38,34,15.959730936689677,19.351511471349543,17.96877440003208,26.031712838062276,21.153915961801633,19.8723117999842,15.537572737436752,26.35228313275848,29.8826085756556,29.8826085756556,31.022309273821367,31.022309273821367,31.022309273821367,31.022309273821367,31.022309273821367,31.022309273821367,31.022309273821367,31.022309273821367,31.022309273821367,31.022309273821367,32.92298927885181,41.255849953210635,50.69241909046178,54.615522930102614,51.75942067886126,43.98922642818166,50.609906453310195,40.646288010249556,33.92849781682897,24.035979679792103,19.687618009175473,9.375451204232547,9.375451204232547,9.882896822874255,2.122516099579942,5.5102980802317045,3.895227599293469,4.782186256751113,10.886614210626076,13.808389549712624,14.48954130344916,15.0197279697332,14.909167248091224,red,5.936617911858302,red,9.67915949922225,red,0.0,light green,34.14457813382453,pink,12.162872131222032,light green,33.31997825466272,pink,16.474910626037914,light green,29.67908165447736,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,56.440569066211395,red,0.0,red,3.1916429985000065,red,2.9768048168306063,green,92.17788339328997,green,54.39135975475718,red,7.977904887160388,green,69.74532910142452,green,58.330024720511744,green,69.24762695925806,light green,30.438531694316435,green,72.18516763460048,white,,red,0.0,green,54.32266506306018,red,0.0,pink,11.30549336656765,red,0.0,red,0.0,red,0.0,red,3.5521193304919434,red,0.0,pink,23.714473864562336,red,0.0,red,6.20871060220351,light green,42.73099567712474,pink,20.452427373605833,red,8.320181606647703,red,3.711306663988283,pink,22.9405488130685
7,Emiliano Buendia,Norwich,21.051828039261803,22.221374041443013,38,36,5.212247781798153,5.672463752939038,5.355217052476897,7.225750923730894,8.695445076012653,8.6652135587279,8.430385168204312,8.430385168204312,7.970169197063427,7.970169197063427,12.11006507371182,12.11006507371182,12.11006507371182,12.11006507371182,12.11006507371182,12.11006507371182,12.11006507371182,12.11006507371182,12.11006507371182,12.11006507371182,12.742253936442625,22.488051540864195,23.80475475919527,27.567421947189434,49.2739693396919,49.2739693396919,54.974420000024466,52.63895873544374,50.13623600145893,40.79365210071514,39.04394642760908,33.23455078246429,12.79432328704497,10.358897277539933,9.271047337488707,11.05467126791162,10.871993826923399,11.139079161135296,25.459127463792587,24.192807566709437,24.811491908468845,25.169157672154352,30.998068402482726,red,0.0,pink,14.870601767760967,red,0.0,red,2.401596966688375,red,3.2426378044182114,pink,15.970897933719518,red,0.0,red,3.2215117979861927,white,,pink,12.649874864525986,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,13.093737098777977,pink,12.689456032660688,red,3.0310171834249258,pink,14.327099200054409,red,0.0,white,,red,0.0,light green,41.62914600106473,pink,17.519059137893613,green,80.91003926361168,pink,12.247939711742443,light green,40.665769516013555,green,151.94583174751727,light green,39.90315462232797,light green,25.28091714899961,red,0.0,pink,15.511951958405154,red,0.0,red,0.0,red,8.864239279582055,pink,22.855172555792706,pink,17.665967568641033,pink,12.485367512960408,pink,14.233209871487595,red,1.8695973394832728,green,100.24033811860104,red,0.0,light green,27.185962948108575,pink,20.169627914439594,green,53.28774262525903
8,Adama Traore,Wolves,20.25699383283246,20.804480152638742,38,37,8.90813056430046,10.740662008357905,16.965561502748592,15.678518652351256,16.131483184967053,16.131483184967053,15.305767734559511,17.838683887126965,28.297090383905154,28.297090383905154,29.078362140732764,29.078362140732764,29.078362140732764,29.078362140732764,29.078362140732764,29.078362140732764,29.078362140732764,29.078362140732764,29.078362140732764,29.078362140732764,34.821267170179944,35.4320466037694,35.4320466037694,49.576502822076854,49.28409575169735,49.28409575169735,37.453058131741365,28.558123150367027,23.031378399942092,23.690295576256556,30.314841490394908,15.457898715211586,13.165071881998163,16.74079266701214,16.74079266701214,21.408676997130538,21.32410947122395,21.85172405692154,21.361602723049085,20.380214805174536,16.344593699280914,16.734934758645387,10.12128902401093,red,0.0,pink,13.221346111092252,pink,21.116507831238152,red,0.0,red,0.0,pink,20.783120325472673,red,7.23593968230015,pink,12.82772010840211,white,,green,56.795642571827074,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,12.107207878456784,red,3.1707517283105773,red,0.0,pink,15.003112172619897,pink,24.96635275027232,white,,green,86.03656558584943,green,62.264544869620316,green,52.307543084587024,red,7.446207763436831,red,0.0,green,114.01430570077203,pink,22.91950325761582,red,3.2193022461574947,red,0.0,pink,13.620329831612459,pink,12.058627997638084,light green,46.371821398968436,pink,10.015706274488824,red,6.86971542512185,light green,28.24934774125535,red,0.0,light green,46.29552014244122,pink,11.466655316291954,green,50.0651234988516,red,6.584856937381623,red,0.0,red,0.0,red,2.732387415551315,red,0.0
9,Raul Jimenez,Wolves,20.131419921783028,20.131419921783028,38,38,7.007372134688552,7.007372134688552,7.8620914648431235,9.335579382210708,10.356654916427946,8.97188778303661,3.978959620680002,3.978959620680002,17.944368739919963,17.944368739919963,17.089649409765393,17.089649409765393,17.089649409765393,17.089649409765393,17.089649409765393,17.089649409765393,17.089649409765393,17.089649409765393,17.089649409765393,17.089649409765393,15.61616149239781,14.595085958180572,14.774475901142997,28.264332934587156,29.249838983582745,29.249838983582745,15.943130280148438,29.26860957416357,34.69029538532785,41.378012362693234,42.27325962566726,31.515536752584364,31.13769718203366,38.554132000980005,25.228652706964876,34.61557951687129,28.782425121698033,35.39860157478643,32.66646741442516,32.058800935980294,24.877294424579706,24.877294424579706,15.02723522715736,red,0.0,red,0.0,red,0.0,red,0.0,pink,14.101107806323611,light green,34.95049713649625,red,0.0,red,0.0,white,,red,5.983035311081998,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,10.314415421573091,red,7.147528739520659,red,4.407737872584267,red,0.0,red,0.0,white,,green,97.75786383467974,red,0.0,red,0.0,red,0.0,red,5.6634674733212504,green,94.4289992341091,red,6.898542342969101,red,4.610902910639623,green,93.2783550581059,light green,37.95180067814999,light green,46.81401884155763,pink,11.930198314139421,pink,19.124939122528872,red,4.253665349114128,green,56.52594664326407,red,0.0,green,103.66028834749491,red,5.981938075344815,green,58.243433485758246,red,0.0,red,0.0,red,6.255401063459977,red,0.0,light green,34.709873965538485
10,Sadio Mane,Liverpool,19.667829476546373,21.35364343167892,38,35,19.48569738151167,30.99564354168732,33.87593242249079,30.06197162372851,18.592639641720833,17.766620284809598,17.766620284809598,15.583167759455458,4.073221599279811,4.073221599279811,3.4405732265344318,3.4405732265344318,3.4405732265344318,3.4405732265344318,3.4405732265344318,3.4405732265344318,3.4405732265344318,3.4405732265344318,3.4405732265344318,3.4405732265344318,6.432480307418623,6.432480307418623,7.984520246558253,8.867809645744419,11.863603686361538,13.137912456012591,10.890271947954497,25.41257125357743,29.373862690422047,29.35894155317692,32.348744589331915,35.22683059113142,35.22683059113142,34.60977163941007,38.859034269586914,21.550387485573662,17.589096048729044,16.051977246834543,13.457343985757266,8.453875679382877,11.902616000764908,19.702405291827983,18.30391297085777,red,0.0,red,0.0,light green,35.04825462067032,green,80.28532387405376,red,5.782135498378645,red,0.0,pink,15.284167677478974,green,80.56962312122954,white,,pink,20.162022165624315,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,8.35052902933436,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,15.733483556406663,light green,29.293878595523697,red,0.0,pink,10.864279573977408,red,6.183025794303172,pink,20.970558284319814,white,,red,8.920161387557389,red,0.0,green,130.94997373488422,light green,27.72904005791233,pink,10.759831613261507,light green,27.111647047388136,light green,41.11716029691634,red,4.600748725507947,light green,29.744838411237883,red,9.789446246791494,red,0.0,red,0.0,red,8.949214219847187,red,6.092882152295637,light green,28.74193097518216,green,84.34336344867941,red,0.0
