,Name,Team,xG per fixture adj,xG per game adj,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Raul Jimenez,Wolves,42.927791780035385,42.927791780035385,38,38,1.7725666659009907,17.255250986384134,27.30765171773253,104.39193275631442,0.0,10.08816178195121,7.716276193031521,12.82772010840211,,66.57405262622274,,,,,,,,,,44.134338507231035,65.1790672099499,94.4268310301622,81.08442707035589,14.168036021200832,,100.59377398630473,172.96834620571067,57.28326488045213,14.710514584446413,9.151296307804252,117.04812900094574,39.78038797987047,19.9550457144333,0.0,34.898062332482695,54.49736277875749,68.8450998727701,42.15859990514441,27.77645120731735,3.860044290338343,73.09850743415096,18.751290610812482,16.89308334290275,10.382911505531201,12.890632905665715,55.617053072749826,93.32137531654679,15.248518983125173,24.600022748242065
12,Pierre-Emerick Aubameyang,Arsenal,42.00460719883413,44.338196487658244,38,36,119.44240266841811,9.661656004152794,0.0,21.908316194600953,63.860286275585956,16.318492740338733,62.05401848426721,32.31302656366952,40.755090012605294,56.664944208669624,,,,,,,,,,2.037659857415055,,48.974442385095166,43.645509170808445,72.73034295334875,,0.0,0.0,40.92596693544145,14.904303506169043,58.460989645071386,53.06233444022656,88.3948241549461,14.41391182358495,52.15710780177644,20.111621915446225,88.38631216384363,45.387650075046544,15.165447287650142,74.42081661317674,14.658080990177988,9.17126454254391,66.41326835184041,58.798419159632566,48.13182039265722,67.46799102124412,57.30826818410136,38.66477823015927,21.84552808323238,57.558180718752425
13,Sadio Mane,Liverpool,39.24772108139221,42.61181145979725,38,35,4.591601363495631,0.0,75.14611106184681,23.759154622958455,7.04959564690767,42.304452238806896,24.807092265181183,24.419543516169476,,0.0,,,,,,,,,,51.667778572948045,0.0,67.83351515380245,6.964241863501179,0.0,0.0,0.0,89.90393593341923,14.370314381149324,149.54016401598233,94.30133849967412,132.51623197963738,,12.382940726733645,0.0,66.39418636886253,45.22518442661532,33.13500204423311,77.82216699358767,68.77432787821513,19.426801622486927,0.0,87.6034725776034,99.65486829695807,12.999888021995549,66.76572929356665,37.69671484622852,26.050536262752168,28.306510617584728,0.0
14,Sergio Aguero,Man City,38.53575624600474,61.014947389507505,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.185236079079717,49.87348939920538,,,,,,,,,,0.0,,124.72135570387827,45.621040758680536,100.90772504237096,,64.46204550842405,138.66603765396934,100.1996781842884,0.0,38.67939440049445,0.0,0.0,0.0,0.0,0.0,0.0,54.19567477356373,28.009722221026266,103.41486876304529,0.0,0.0,38.94035913385455,12.383035451570208,209.80361779870674,71.89306915203262,41.456859356640855,103.04186937672016,69.1968640245704,60.706794566058115
15,Neal Maupay,Brighton,34.89014189106794,35.83311869893464,38,37,11.887367847968871,11.849722302276257,23.686360567278907,0.0,77.86448086373692,6.436794749007748,6.797943182728861,90.33522625477643,,40.216134717744865,,,,,,,,,,0.0,53.735916230060276,67.32179821698185,0.0,0.0,,112.05607163250609,18.1562012825175,6.915008169642905,51.3803697230058,19.775024004869145,0.0,3.2589822582468924,120.08800524501304,43.882448403090585,37.15123173326487,0.0,12.40205513519802,6.436011434877364,73.82075090779418,90.8571215845994,26.133277717600894,111.06540763504914,0.0,50.7452652598698,17.55591044493386,14.247231374251188,42.81430985287847,41.461574104605795,35.49138902420573
16,Michail Antonio,West Ham,34.84080730984917,55.16461157392785,38,24,28.177860322263342,152.3258097105013,41.63116125319974,220.31431739582564,57.70735677912487,52.6668671769959,162.1150261942459,45.90227396956995,,2.3218930728752953,,,,,,,,,,109.87207913310473,90.81876900566174,0.0,11.677505874652272,37.694897142867895,0.0,26.833594449659678,0.0,0.0,0.0,3.6813286757912915,21.751946372623514,,11.989328855404692,14.907967055103828,0.0,129.8091305321449,17.28276204187414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.867150761838026,43.60165199893968,0.0
17,Anthony Martial,Man Utd,34.637926989698485,41.13253830026695,38,32,9.716496099367687,12.625271810644591,40.57608464267481,48.74782008620704,14.397528999527038,15.226320081365152,0.0,160.01542886231505,,43.02964667210206,,,,,,,,,,172.89796915930617,10.851472824912312,44.728010693903116,18.667158686527152,0.0,,36.48411405980204,49.108280980077375,43.55354361650215,0.0,95.49401223458216,43.227428376598425,17.90479301137482,3.8892854206490344,31.175710354498396,0.0,61.0547900118542,4.8088292667934684,16.2703199858646,1.6359195179342159,174.9970878896109,0.0,0.0,0.0,0.0,0.0,0.0,27.600605561338128,16.235071499547008,101.32222520266303
18,Teemu Pukki,Norwich,32.92299892144499,34.75205441708082,38,36,44.40121377813374,0.0,0.0,5.896446311514804,3.0539548236265484,4.485375001110374,0.0,0.0,,18.512596518765363,,,,,,,,,,64.7436456190447,17.686997606705603,31.76996176571856,14.327099200054409,51.42430868135786,,93.65755437106768,100.37029388171953,0.0,12.405373220222685,0.0,10.603665601147085,122.76157459052865,92.50936680120559,21.689448700905185,35.79927285588438,14.09471062096689,10.372286542213068,16.492370874228957,13.46089345395175,75.99435490770556,5.36631615406688,12.065071163192762,5.880684715225119,42.294559388018946,130.35791595075187,4.017595398820052,19.266556640104245,91.61920225704172,63.6932916199091
19,Harry Kane,Spurs,32.63458574816788,42.76256063553032,38,29,8.156662033318783,61.440913299444745,116.09892574350829,64.66924824333793,6.97320916996627,10.734009854344682,71.67111718427053,138.7235925176481,,5.429037229695669,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15.802873763969126,80.34467208995464,27.22152039098502,22.957412716821036,14.346386940987694,21.296977499927607,13.580382970491579,39.636847646427,34.84806234330141,51.45794416100454,0.0,83.63136741604968,7.764962896534938,7.49580637534667,55.968366773358184,94.89309299610993,2.8359821940494787,82.47231837094094,35.74022495868595,0.9098159353648598,63.01252471453421
20,Diogo Jota,Wolves,31.004073030220386,34.65161103377573,38,34,7.975967141903495,0.0,17.308846060150536,99.13075711074313,12.871820777780224,7.1923370883389435,20.77185355329271,0.0,,5.839465696318395,,,,,,,,,,5.4196785494412385,134.7107036425185,123.08604889377257,7.903485116175944,38.1307288400699,,95.91994087337017,0.0,0.0,4.1312620529534225,5.959026672089479,82.29835333279351,9.182839952665647,20.099118011354363,140.05891149330677,10.281245695535489,15.30306613482376,13.096811208514326,58.59597207527909,64.85464221156732,43.503322288737614,0.0,0.0,0.0,61.15646214308779,5.299115169659851,0.0,20.552199186066847,0.0,47.52079417606371
21,Troy Deeney,Watford,29.51908546481685,41.54537954307557,38,27,125.77958788065217,0.0,29.128534225024946,161.61301848403653,0.0,0.0,2.788921833338644,6.759270650908365,,7.575570634233263,,,,,,,,,,5.634549000212645,146.8975188837991,0.0,3.2641620110496565,0.0,,99.49835470730163,129.52324308556697,19.996567233453113,0.0,138.86608085265334,10.002364599763105,166.6533531816837,0.0,5.753254497936645,6.300691529957276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.91801124872149,3.772193122747587
22,Richarlison de Andrade,Everton,29.01526272648125,30.627221766841316,38,36,12.303989231320957,4.425949623639993,3.3690911983572494,0.0,28.504195455811015,2.884384173107836,28.237890105316303,9.863784723146994,,40.445972853267506,,,,,,,,,,11.762139898015894,138.14670665696207,92.53398363366088,25.744015021690924,11.068490299689044,,0.0,0.0,42.26076462408291,92.36328773875847,11.79818431539709,4.6845138820563,10.299063824492102,0.0,87.95776595347876,50.49053410628058,89.56900764292389,5.62479655984432,41.81708198781175,23.940407027710798,17.334216390248642,16.415072511903077,10.315338180607174,14.576200008261543,46.156555472021566,16.790886270878254,64.36494851681056,1.392189161003403,30.76261578974883,14.37596076798069
23,Callum Wilson,Bournemouth,27.106487885993783,29.429901133364677,38,35,38.17488999225748,13.455628545605547,62.48513737556229,0.0,21.9675090723466,0.0,0.0,0.0,,5.912576777163565,,,,,,,,,,103.72885960989629,33.26148175083071,69.87524898791871,52.60840034124399,24.67287123682397,,80.95485034004017,5.409881415712279,13.316507537441593,0.0,3.8438017669152154,9.250772225730943,0.0,0.0,0.0,0.0,6.367672173742492,17.039164470327858,4.679748762572786,15.006606176914747,0.0,5.173893915038156,4.724282350357018,121.57842864957499,47.57802475692447,93.59748989356085,35.316107481689045,54.67602650184114,3.5339855586732623,81.8566920010573
24,Heung-Min Son,Spurs,24.882914220499938,31.518358012633254,38,30,1.4984878829094355,22.722900140719144,7.705253657770106,82.83040577580947,9.191219183667204,23.663363207498996,0.0,0.0,,44.87609672219118,,,,,,,,,,0.0,0.0,0.0,154.05326181095305,53.13839382553539,,90.8208605892183,15.890305167356757,28.357628238682096,0.0,0.0,0.0,5.2792541734422285,11.427954169553578,69.99407055300382,10.757865293420677,18.959943653253017,24.594577516491764,78.14233688955872,2.392716460788784,78.02442854045505,4.044704294989859,0.0,0.9988448353718639,48.398139263087785,29.27443674045985,13.953271474761188,14.560020318048391,0.0,0.0
25,Alexandre Lacazette,Arsenal,23.698487727163478,30.018084454407074,38,30,0.0,0.0,88.65201129452296,1.4439277878138248,45.997903374104766,70.13703171952145,24.536270042076566,30.7532536651171,12.379564971375178,0.0,,,,,,,,,,44.018469201466296,,0.0,38.99173266517317,44.07190902274651,,0.0,8.862627714970507,103.29420590918514,36.303482220225106,0.0,27.887449432407948,0.0,0.0,0.0,3.5447666542849214,11.103631036670837,66.61012533047729,92.75057646068448,31.02504289461738,23.053041909571512,0.0,0.0,0.0,0.0,0.0,52.62225834824069,0.0,42.50325197695834,0.0
26,David McGoldrick,Sheffield Utd,22.925229440595025,31.112811383664678,38,28,0.0,13.711370239664722,9.44086656953945,154.29817481282504,0.0,1.5581120251955063,10.400957851363842,4.191637171835454,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,3.2319522956968156,4.5254412655736145,0.0,0.0,99.30178375586733,85.45308529971922,36.3457703040163,6.15321007489079,74.68349522244995,67.77464185841205,1.6213069517911154,10.174435360931906,63.992441585102306,0.0,0.0,0.0,0.0,114.88597576324737,0.0,0.0,61.206178398624616,48.20788193586365
27,Christian Pulisic,Chelsea,22.55837567648042,34.28873102825024,38,25,9.575794800502429,50.296731696210394,33.57543549637605,13.627289571032353,8.12995577244992,19.215753924904117,14.216904458887472,132.292857847436,,28.214591781911427,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,22.930463863687617,0.0,8.608210049910873,0.0,45.66612509518931,7.317071965894794,31.62304886837513,87.81560258203389,0.0,104.12079836531984,77.2750463062128,43.74072499658144,37.77874042624713,0.0,0.0,0.0,0.0,58.76488367691189,15.803970361154136,0.0,6.628273799026798
28,Riyad Mahrez,Man City,22.38539992988153,25.77712719198479,38,33,33.01231780695705,2.8588281693562663,0.0,82.258849257425,50.38338757566473,31.07531758717941,19.146345421966103,3.658261136204353,83.4160001259958,37.25720091369554,,,,,,,,,,0.0,,13.405128808802472,0.0,3.968811738743599,,36.66288885720215,4.749351899264577,47.81108598697711,37.59560156628928,26.305906207946396,0.0,88.8590942008997,9.365823271877497,33.03457584683734,8.998919040921665,0.0,46.973353300473455,0.0,0.0,0.0,0.0,8.844622319066136,42.406377922440946,48.77435086586064,0.0,15.785514641676844,0.0,0.0,34.03728286577392
29,Jay Rodriguez,Burnley,22.12993033496511,23.359370909129836,38,36,66.35378138027112,32.26549651708237,21.49596668296633,20.306664914411403,8.017613549244654,7.188560245918056,0.0,48.38907319621497,,0.0,,,,,,,,,,65.82925300937742,33.77373041597294,101.10243991485791,53.41859841677236,66.07567300830651,,8.114309911769958,1.120554113508364,0.0,72.84478343019119,5.226028808977923,1.8081802249781516,11.094633686376604,0.0,69.56211173599901,0.0,7.5793195826187585,12.443313062713433,0.0,5.063187049332175,26.75787541454661,1.6827942170470824,11.630097413374983,29.528891084368162,0.0,0.0,49.981564725981336,0.0,2.282857015494245,0.0
30,Kevin De Bruyne,Man City,22.11278966199613,24.008171633024368,38,35,9.32086891322055,21.628312981398352,0.0,4.923057287321079,2.095358180039619,17.2615146012926,148.8753807368809,7.800176019088328,3.2720177620216,99.56162425533488,,,,,,,,,,0.0,,18.58389158731612,10.038578764443619,14.434504488768507,,4.532388925419409,15.827413277138872,0.0,2.1192823973534503,27.5058802743972,7.05026492299754,26.277686401730378,29.110130931922253,44.084563045531,14.336136171884348,20.94532358088924,31.832126266267853,7.125432885139107,16.919028502583597,4.765155323124642,47.33006633613622,0.0,14.01517314240451,53.875815936270556,0.0,62.799387885638325,21.396873318762108,26.775850555594513,3.8667414975413057
31,Harvey Barnes,Leicester,21.582445316529032,22.7814700563362,38,36,15.998615483670262,3.529612299065751,116.94671839725994,8.020660735480906,3.757807097366448,0.0,1.7483176980834862,0.0,,3.0376995735040495,,,,,,,,,,50.72635551341002,12.3066325525397,0.0,11.476340477647263,93.27132276160344,,87.6202805420527,56.056023232112466,2.6242699123467377,0.0,6.186730299097007,0.0,76.95932131522815,9.125435927659423,80.20921218049222,56.239481601781954,0.0,26.5075112741973,15.623077385696535,5.723156832047265,22.099848941892805,15.961694388557541,0.0,4.544779692030615,24.761573977117855,0.0,3.955938590533064,2.589787015779445,0.0,2.5247163298488657
32,Oliver McBurnie,Sheffield Utd,21.537322550563783,22.73384047003955,38,36,7.47396642306835,10.691315513889547,0.0,25.574887399378966,6.582695779773307,20.621808764145946,65.32491673298145,1.4711781178172734,1.9086332542616118,5.425487149680783,,,,,,,,,,18.107528462078,,119.78990151072973,12.467556507483295,1.280475787398831,,85.73849708019065,52.02757840722424,63.513497072617625,76.75284900598376,0.0,23.821016605721127,38.58920597861073,0.0,0.0,37.564665117015664,20.258484795547602,16.314296479931745,0.0,0.0,0.0,2.519915711322644,1.3998725687986289,36.15130948446669,0.0,0.0,0.0,4.438739820201296,16.593894694908755,46.014082696195814
33,Willian Borges Da Silva,Chelsea,21.34623607705588,22.53213808133676,38,36,0.0,49.96777190547636,9.00160372750301,0.0,46.18639296437609,86.81003210194008,68.04851391878685,111.34592753921069,,10.208521065938609,,,,,,,,,,17.03674915221767,0.0,12.76832426492764,9.482866770494487,0.0,,5.177870853382615,20.88175841755488,36.807371404179605,0.0,0.0,0.0,81.36312107448299,13.13766004419754,0.0,21.62881720300824,0.0,27.30273126792257,58.85398192198636,5.658723226048963,22.352481739859073,43.737240933464626,4.263711802710184,26.092483910644525,3.055224171177356,9.40221943700355,0.0,5.710961503914738,4.873908605714152,0.0
34,Mason Mount,Chelsea,21.098616378718987,21.6688492538195,38,37,19.380599524497768,57.41780349584392,0.0,0.0,9.647778105957347,7.63765327576144,0.0,52.11556944359324,,1.8278521643881027,,,,,,,,,,43.42127611126817,8.588181146679913,12.152507168916046,12.300713586937029,17.7962709529499,,0.0,34.23588475915599,17.86492699115346,4.814761206296734,4.805923394998673,8.074329189175607,17.73237775129363,25.497314952080256,24.749966788742675,16.952177548453488,7.800826099123132,7.46579326692071,28.418074660304978,20.750807537016296,17.937021977281574,10.254757298043286,84.78043323216615,0.0,55.142086194802374,79.54066337262698,11.94558697347031,38.538881115515785,35.52280027508961,6.635822830816998
35,Sebastien Haller,West Ham,21.02426136491245,24.966310370833536,38,32,8.615722785477809,0.0,1.155972375068182,0.0,39.43113333035881,0.0,0.0,0.0,,0.0,,,,,,,,,,7.7604648145362605,72.78230785795778,11.57922811086744,0.0,0.0,0.0,0.0,96.75570201352905,37.26827528454026,14.899580339137804,28.883476660558134,2.2055503463651283,,32.98696841019462,0.0,0.0,0.0,35.87869471013653,2.414457439762122,26.488790740710105,0.0,7.748426267371497,78.20765984769709,12.38518638537044,8.330770135217374,13.25091635421672,84.76989823172954,163.85123812074121,0.0,11.271511305129206
36,Jordan Ayew,Crystal Palace,20.066667802357223,20.609010175393905,38,37,17.582982774654337,14.03474687429236,15.155253504558418,0.0,12.807676819575608,4.657862105765764,45.25282728563142,0.0,,34.238405412666005,,,,,,,,,,19.69809742479839,28.119314031516684,34.1746515551223,0.0,0.0,,10.8808937882863,0.0,8.437591121798,8.280519300438364,3.6146097110889683,79.3324002340774,1.329164254007573,6.016724207192169,5.4166271704385505,14.060951475587316,11.079604937496285,42.47941466453233,0.0,20.727509109349377,64.38526323054624,68.11771653796724,50.8511703615049,14.207773412809184,3.4169006898253085,8.704789748975186,15.13033932331657,41.95794842608542,0.0,58.38364699567041
37,Bamidele Alli,Spurs,19.878411118239015,30.215184899723305,38,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.753322976664147,,0.0,,,,,,,,,,90.64845586148071,124.31403305217813,0.0,105.76759643448335,0.0,,58.87379674901392,45.69665890795863,10.104622345324582,7.99081377748832,23.865829623572598,13.719040168020143,0.0,22.69413957260319,5.891834121832044,41.16563379680767,132.09533821477604,5.624264292918109,0.0,10.802741301823831,3.6052984553848355,46.76620284075228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Miguel Almiron,Newcastle,19.826021257718896,20.927466883147723,38,36,0.0,7.307015465061906,19.665755297174808,10.061880895594562,0.0,69.71370490623603,10.385226167682573,10.197964182374252,,43.41373052589077,,,,,,,,,,81.7193992393308,32.62231638010184,0.0,0.0,30.197564660481728,,0.0,0.0,20.441097914478842,12.288307222825106,91.56166129398183,3.138936652334437,52.506822722402376,0.0,13.668747002718707,3.485301256210835,3.703293805068401,2.260962351624623,15.334385972909457,56.21370307330838,24.815788473551113,3.4853119974485067,51.573784051564644,0.0,40.20018720259776,0.0,11.691762439502746,21.746147686499217,3.1156350182874126,6.872413936074485
39,Joshua King,Bournemouth,19.575760220490647,28.610726476101714,38,26,88.94831358791362,0.0,16.823998665897243,0.0,4.454093826593426,108.40211441557099,4.572412084766763,0.0,,1.590707687531024,,,,,,,,,,0.0,110.23559837565507,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.067800481514904,19.287618650304985,0.0,33.769682895495144,0.0,0.0,0.0,0.0,55.88215242475898,177.79444020093808,4.404006596892736,0.0,2.4001598715239254,32.72258383956834,4.777526454596449,2.776309677839821,0.0,4.771304563326685,63.34038123905563,2.857682838900768
40,James Ward-Prowse,Southampton,18.939175896040968,18.939175896040968,38,38,12.627201624968286,16.39667603017895,11.104259313759735,0.0,102.87031139013082,0.0,50.73456766231489,3.591964837178032,,22.57727568019735,,,,,,,,,,0.0,0.0,2.6288805127206785,0.0,2.752026048652789,,0.0,0.0,9.321431644425767,0.0,8.105073059102438,0.0,7.779052551172011,7.504773156288116,10.177921889039728,0.0,19.20720702889775,137.31092711887672,5.4706180121082975,127.00052552119338,6.3986895481284645,29.411128978888826,12.737413194337044,5.443265634658297,91.54656839418145,0.0,0.0,10.480874585915235,0.0,6.510050632241981
41,Bernardo Mota Veiga de Carvalho e Silva,Man City,18.84550616962004,21.062624542516517,38,34,0.0,11.676870364350846,6.4029505597051255,64.08598425707459,0.0,20.92977026939839,0.0,23.147710280639625,50.70747956872916,9.372894454765127,,,,,,,,,,0.0,,10.26832862500071,15.1912648375546,11.434759781450479,,0.0,15.538796842507914,0.0,0.0,0.0,5.512435352445346,0.0,0.0,13.754483411436714,56.1026998911269,28.91313465628558,0.0,7.203963585797187,10.948623548611408,42.81148936559024,9.203211128656733,61.79429614329323,0.0,129.76539137101327,6.7257908960262185,24.562831801810134,26.215507632230384,53.85856582006158,0.0
42,Olivier Giroud,Chelsea,18.70788651033849,39.49442707738125,38,18,79.5580675195916,97.13735446918277,138.70940448002457,8.154026029506355,83.55676816764867,74.77179473985353,10.099480819247914,2.1407897939049363,,9.794363540580738,,,,,,,,,,67.86674963196036,61.545947585466436,26.261855767678277,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.92451088310848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.378573965107891,0.0
43,Ashley Barnes,Burnley,18.31469353004565,36.6293870600913,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.2208608188034635,7.312107637157058,0.0,1.2400412045736873,6.2891822131538495,0.0,0.0,2.235026875160599,81.73512699999152,46.89397606680123,50.82634957605939,230.15641921531602,0.0,10.277491530596201,0.0,20.068984057333942,1.8928680028825289,14.89105391471933,61.28677924443631,90.05535802639803,69.57672875835141
