,Name,Team,xA per fixture,xA per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
1,Kevin De Bruyne,Man City,54.26501824863647,58.916305527091026,38,35,121.06565237045288,95.9610641002655,0.0,60.45682430267334,130.1237940788269,5.877227708697318,107.65902996063231,9.583289176225662,12.103497982025145,49.121689796447754,,,,,,,,,,0.0,,5.281861871480941,112.73090839385986,17.399220168590546,,83.10295343399049,69.21800971031189,47.02849984169006,12.517409026622774,32.78399705886841,34.091851115226746,109.6651554107666,71.72843217849731,45.95931470394135,72.71662354469301,51.03896856307984,12.877433001995088,24.65860098600388,69.6847438812256,14.649035036563873,8.292222023010254,0.0,69.548237323761,197.6739406585693,10.10308638215065,15.80698937177658,57.44912028312683,140.62278270721436,83.48922729492188
2,Trent Alexander-Arnold,Liverpool,29.386753814392968,29.386753814392968,38,38,0.0,41.81966483592986,48.11641275882721,9.0939499437809,4.868381470441818,0.0,11.14460751414299,0.0,,19.11265105009079,,,,,,,,,,33.476513624191284,0.0,109.71174240112305,59.945160150527954,0.0,14.947491884231567,7.365551590919495,10.45822948217392,5.0615761429071435,70.83996534347534,44.27894651889801,89.53956961631775,,6.596440076828003,14.859862625598907,10.915414243936539,7.238606363534927,30.244603753089905,14.843395352363586,40.66908061504364,45.20032703876496,12.475483119487762,109.21040773391724,0.0,32.21696317195892,19.957448542118076,15.89951366186142,42.47102737426758,28.54750752449036,105.57014942169191
3,Riyad Mahrez,Man City,29.10486605312479,33.514694242992185,38,33,8.596340566873549,0.0,0.0,130.4900050163269,22.699272632598877,8.277249336242676,24.405120313167572,46.59267663955689,0.0,0.0,,,,,,,,,,43.152326345443726,,89.80405330657959,0.0,9.964746981859207,,65.6904101371765,0.0,55.28626441955566,75.55444836616515,13.8201504945755,0.0,75.01144409179688,0.0,37.90136575698853,4.466173052787782,0.0,2.810388244688511,0.0,0.0,0.0,0.0,0.0,143.72986555099487,70.11417150497437,9.022330492734907,38.78939151763915,11.080509424209595,0.0,118.72620582580566
4,Mohamed Salah,Liverpool,22.96326979994774,25.664830952882767,38,34,7.344184815883636,7.3447950184345245,0.0,33.63424837589264,13.501514494419098,44.030916690826416,11.26236841082573,31.479525566101074,,0.0,,,,,,,,,,66.03663563728333,0.0,4.0016308426857,3.9721831679344177,95.98408341407776,68.19501519203186,5.560074746608733,48.97318780422211,57.95460343360901,67.49951839447021,21.213653683662415,63.2106602191925,,0.0,63.55864405632019,0.0,12.54977285861969,0.0,0.0,0.0,3.5292573273181915,0.0,20.766143500804898,0.0,4.7113291919231415,52.86247730255127,20.14674246311188,8.805166184902191,3.864553570747376,30.611366033554077
5,Willian Borges Da Silva,Chelsea,22.840597995213773,24.10952010605898,38,36,0.0,0.0,46.81573212146759,6.911776214838027,105.5659532546997,7.774598151445389,9.310071170330046,62.91506290435791,,28.0654639005661,,,,,,,,,,93.87083649635315,0.0,0.0,6.153692677617072,0.0,,0.0,8.400973677635193,6.221575662493706,5.087662488222122,67.69601702690126,9.25522893667221,35.903650522232056,50.89020729064941,57.87910223007202,15.416789054870605,0.0,3.0771516263484955,104.70720529556273,25.961083173751828,16.810232400894165,12.970072031021118,78.29404473304749,1.9885407760739329,0.0,0.0,0.0,0.0,0.0,0.0
6,Andrew Robertson,Liverpool,20.78287693622865,21.937481210463577,38,36,4.021570459008217,72.3163664340973,72.45657444000244,0.0,31.360405683517453,0.0,0.0,7.271043956279755,,0.0,,,,,,,,,,0.0,3.6616504192352295,31.91955089569092,21.433746814727787,0.0,0.0,10.595817118883133,40.232756733894355,0.0,76.63934230804443,6.273287534713745,56.71907067298889,,14.389003813266756,0.0,15.235190093517305,0.0,41.79288148880005,24.6184915304184,8.142543584108353,47.03352749347687,62.22875118255615,1.726166345179081,9.040776640176773,49.55891370773315,15.88517278432846,0.0,58.06705951690674,2.556823380291462,4.572838544845581
7,David Silva,Man City,20.134177735369455,28.33699088681627,38,27,11.082533746957779,0.0,24.29974526166916,67.32077598571777,105.90766668319702,19.548484683036804,0.0,0.0,62.65726089477539,3.748741745948792,,,,,,,,,,0.0,,0.0,15.797160565853119,0.0,,0.0,8.832576870918274,79.97496724128723,0.0,0.0,0.0,0.0,0.0,28.353631496429443,20.70075422525406,52.94225811958313,5.995062738656997,0.0,0.0,14.598326385021211,60.370564460754395,4.104353114962579,0.0,3.4872807562351227,0.0,65.31784534454346,97.22671508789062,0.0,12.832048535346985
8,Jack Grealish,Aston Villa,20.09998770724786,21.21665369098385,38,36,3.760701045393944,35.59814989566803,38.191559910774224,7.468461990356445,0.0,10.346417129039763,9.305062890052797,19.822613894939426,4.586518928408624,14.886246621608734,,,,,,,,,,0.0,,30.448150634765625,96.44492864608765,27.67030000686645,,21.03072553873062,34.7653478384018,5.888154357671738,33.64745378494263,10.099562257528305,18.02698224782944,16.426874697208405,2.18588225543499,12.731562554836273,2.1453486755490303,1.9386934116482732,63.02846074104309,0.0,0.0,0.0,33.08548629283905,5.419651418924332,6.190413609147072,74.62794780731201,76.25421285629271,0.0,3.463933616876602,30.442625284194946,13.871102035045626
9,Dwight McNeil,Burnley,19.901131578770123,19.901131578770123,38,38,18.38527172803879,18.67153644561768,0.0,3.53872962296009,14.358106255531313,0.0,0.0,18.284128606319424,,0.0,,,,,,,,,,9.245540946722029,8.76597985625267,80.28539419174193,14.734706282615662,137.67435550689694,,0.0,4.795866459608078,31.466808915138245,24.68655556440353,1.6270386055111885,5.56185394525528,0.0,13.750657439231873,69.47411298751831,0.0,12.060345709323885,35.27406454086304,59.491974115371704,0.0,12.330835312604904,5.851050466299058,0.0,13.561026751995088,116.52730703353882,0.0,5.921008437871933,6.449872255325317,13.468872010707855,0.0
10,Adama Traore,Wolves,19.871135090330714,20.408192795474786,38,37,0.0,14.023402333259584,20.800897479057312,0.0,0.0,21.994571387767788,9.561982750892641,15.008698403835295,,71.20946645736693,,,,,,,,,,13.43972384929657,3.1503442674875264,0.0,13.137832283973696,17.530663311481472,,62.74135112762451,64.83556628227235,64.70961570739746,8.280019462108612,0.0,77.94100642204285,30.58328330516815,3.1985823065042496,0.0,17.076951265335087,11.754216253757475,54.25599217414856,13.235324621200562,7.270152121782303,34.94724333286285,0.0,31.64795339107513,12.750668823719025,53.10226082801819,4.996758699417113,0.0,0.0,1.9186047837138176,0.0
11,Roberto Firmino,Liverpool,19.333305273597176,19.333305273597176,38,38,13.357038795948027,9.869354218244553,10.393992811441422,38.080844283103936,6.118977069854736,0.0,8.480673283338549,0.0,,7.866119593381883,,,,,,,,,,0.0,0.0,7.040759176015854,1.7398709431290629,113.00530433654785,7.68907368183136,18.319509923458103,26.37364566326141,34.759950637817376,0.0,0.0,13.02395761013031,,4.99369315803051,68.14159154891968,11.3641619682312,0.0,0.0,3.921619430184364,25.738537311553955,4.7991931438446045,0.0,49.86129701137543,61.2823486328125,6.65121003985405,111.3609790802002,33.75020921230316,0.0,0.0,36.681687831878655
12,Sadio Mane,Liverpool,19.041298623932036,20.67340993455478,38,35,0.0,0.0,37.091222405433655,79.08536791801454,6.418515741825104,0.0,10.448367893695833,85.45727729797362,,18.16902905702591,,,,,,,,,,9.770292043685911,0.0,0.0,0.0,0.0,0.0,10.965202748775482,20.569328963756558,0.0,10.590018332004547,4.309162124991417,18.363368511199948,,9.919023513793944,0.0,118.0057168006897,30.780890583992004,11.412563174962996,18.533718585968014,54.334557056427,4.5711375772953025,20.885980129241947,8.572361618280409,0.0,0.0,11.071065068244934,6.001817062497139,30.41730225086212,87.8260612487793,0.0
13,Raul Jimenez,Wolves,19.018265379494743,19.018265379494743,38,38,0.0,0.0,0.0,0.0,13.745135068893433,36.98776662349701,0.0,0.0,,7.501433789730072,,,,,,,,,,11.449617147445679,7.1015261113643655,5.8815889060497275,0.0,0.0,,71.28899693489075,0.0,0.0,0.0,4.130030050873756,64.55234885215759,9.205263853073118,4.581226408481598,103.54454517364502,47.58335947990418,45.63223123550415,13.958579301834106,25.27278363704681,4.50161211192608,69.92819905281067,0.0,70.86292505264281,6.651783734560013,61.77669763565064,0.0,0.0,6.1619069427251825,0.0,30.394527316093445
14,Raheem Sterling,Man City,18.96996390760729,21.844200863305367,38,33,39.271488785743706,0.0,0.0,23.5888347029686,0.0,0.0,0.0,1.91658828407526,0.0,63.4626030921936,,,,,,,,,,4.565981775522231,,0.0,0.0,72.01912403106691,,0.0,0.0,0.0,0.0,16.618582606315613,0.0,24.32473748922348,20.93166708946228,23.975707590579987,0.0,14.638237655162813,0.0,0.0,26.012906432151798,84.95988249778749,113.26656341552734,9.837381541728972,36.38700842857361,0.0,61.65524125099182,58.39196443557739,8.133267611265182,16.900859773159027,0.0
15,Emiliano Buendia,Norwich,18.92358476884271,19.974895033778417,38,36,0.0,14.64834362268448,0.0,3.0110837891697884,3.6057420074939732,17.728650569915768,0.0,2.9030689969658847,,13.172212243080141,,,,,,,,,,12.763194739818573,11.111824214458467,2.112419530749321,10.447901487350462,0.0,,0.0,48.706963658332825,12.301385402679445,85.81834435462952,12.169110029935837,53.73806357383728,105.89624643325806,34.94214713573456,24.642717838287354,0.0,16.416145861148838,0.0,0.0,9.839835017919539,16.048252582550052,20.669548213481907,16.498875617980953,15.096649527549744,1.8416540697216988,68.52502226829529,0.0,20.62940746545792,24.95182901620865,38.85958194732665
16,Ashley Westwood,Burnley,18.623425987990277,20.21971964410373,38,35,2.219472639262676,54.811447858810425,6.592802703380585,0.0,0.0,10.020982474088667,4.693089798092841,20.03045082092285,,0.0,,,,,,,,,,64.41644430160521,5.056655779480933,52.20000743865967,13.473860919475555,56.2629222869873,,0.0,0.0,0.0,58.42253565788269,17.943178117275238,46.76795303821564,12.980951368808745,88.3571207523346,0.0,0.0,0.0,0.0,1.1833795346319675,1.952379196882248,0.0,3.186560422182083,18.657644093036648,8.621738851070402,68.69326233863829,17.47491955757141,36.44858300685883,33.55255424976349,2.1619215607643127,1.50736877694726
17,Joao Filipe Iria Santos Moutinho,Wolves,17.829061971095047,17.829061971095047,38,38,0.0,7.487796992063522,66.57114624977112,2.3494228720664982,0.0,3.733485564589501,11.615248024463654,26.969623565673828,,1.7626337707042694,,,,,,,,,,0.0,43.6867356300354,11.98694184422493,32.800501585006714,46.19983732700348,,14.334724843502045,2.852267399430275,2.819180861115456,7.803209871053697,1.9001951441168785,66.88466668128967,38.06208074092865,14.793989062309265,9.390687942504883,68.3935284614563,12.785369157791138,20.124764740467068,8.571678400039673,58.80913734436035,9.37773808836937,0.0,1.4857113361358645,0.0,42.72651374340058,13.001389801502226,0.0,4.063679277896881,11.583688855171205,12.57677972316742
18,Heung-Min Son,Spurs,17.68875549498357,22.405756960312527,38,30,0.0,2.9921654611825943,0.0,16.384203732013702,0.0,7.243391126394273,69.21067833900453,59.61188673973084,,0.0,,,,,,,,,,0.0,0.0,0.0,38.23531568050385,0.0,,0.0,53.84833216667175,0.0,0.0,0.0,0.0,0.0,0.0,56.58619403839111,0.0,130.899178981781,105.98386526107788,14.091932773590088,9.734902530908583,0.0,0.0,0.0,24.10392165184021,62.453043460845954,4.164893180131912,13.039810955524445,3.588992729783058,0.0,0.0
19,Richarlison de Andrade,Everton,17.547722043175447,18.522595490018528,38,36,0.0,0.0,0.0,0.0,10.069629549980164,0.0,0.0,0.0,,13.664652407169342,,,,,,,,,,35.66674590110779,44.36896741390228,134.42757129669192,50.29408931732178,45.33451497554779,,0.0,0.0,25.07748007774353,0.0,81.9796919822693,2.006554789841175,7.444898784160613,2.0473944023251534,0.0,6.408388167619705,21.173767745494846,0.0,8.803478628396988,0.0,40.890070796012886,2.203493006527424,9.884300827980043,0.0,33.355972170829766,85.67647933959961,3.634372353553772,0.0,0.0,2.4009237065911293
20,Lucas Digne,Everton,16.815865880466607,18.25722581307803,38,35,15.971662104129793,0.0,5.880743637681007,5.680397152900696,30.89659810066223,0.0,16.125936806201935,13.844576478004456,,5.8066096156835565,,,,,,,,,,0.0,0.0,0.0,7.581119984388351,0.0,,45.52050232887268,72.46209979057313,38.87118399143218,1.5302874147891998,0.0,15.21083563566208,5.8848146349191675,6.888668239116669,9.402912110090256,6.461112201213838,15.311075747013092,8.166166394948961,38.622263073921204,55.10717630386353,21.72481417655945,21.136422455310818,45.534098148345954,64.54362273216248,1.4639410190284252,17.38409698009491,8.176141232252121,17.064818739891052,6.6714413464069375,14.076764881610869
