,Name,Team,xA per fixture adj,xA per game adj,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
1,Kevin De Bruyne,Man City,52.66876909972357,57.18323502255702,38,35,90.72814668728137,86.29762571947967,0.0,54.462677039462754,105.18461422928941,5.64416923242356,147.63171378435007,12.629104587813117,12.287143387930014,46.41608929910261,,,,,,,,,,0.0,,6.031768744283604,89.91254531823087,17.511929724687832,,85.25516115506106,65.25914622947712,35.588370850361954,13.890465883390785,33.63303994702155,48.91688655631869,125.23516760543382,67.7776625168648,65.45311165196352,73.81994705222189,41.25697576660133,16.97021191932805,33.81408437749624,66.92143079664797,11.085518212065628,7.817955642349232,0.0,77.177107158598,177.7678468386289,7.571382017330552,14.239764775127632,49.100942376026495,141.5337161434558,66.58980256339008
2,Riyad Mahrez,Man City,30.072194720624452,34.62858786011301,38,33,6.442207452354831,0.0,0.0,117.55223801538362,18.348790488686497,7.949019222716876,33.46648895372437,61.40102583639965,0.0,0.0,,,,,,,,,,61.45552979901324,,102.5542308800909,0.0,10.02929712824879,,67.39166625450358,0.0,41.83735581014888,83.84215017153446,14.178065988209651,0.0,85.6614002686174,0.0,53.977356725933376,4.533937938966857,0.0,3.7036018032913383,0.0,0.0,0.0,0.0,0.0,159.49585010877385,63.0535580956625,6.761449745475171,34.943517578859016,9.47035310643266,0.0,94.69430801070165
3,Trent Alexander-Arnold,Liverpool,29.5085541661802,29.5085541661802,38,38,0.0,55.11102830440273,45.46618246686846,9.231931718238533,4.385693274296795,0.0,16.302646660118867,0.0,,21.20915173322153,,,,,,,,,,28.611897942229326,0.0,87.50450210264017,44.92366890889557,0.0,11.92190376697134,10.568503610436034,14.89412247306384,5.0943642790817485,72.67458510213051,63.533898361148886,102.25219639014941,,5.932167615776821,12.700512295042044,12.112745444045443,6.520916127173587,28.51479011366958,21.71333798511456,30.775940715599617,45.49312802332794,17.767000983197704,124.71585587587765,0.0,42.45634144170084,16.13245710182653,16.14075570977673,40.131742360605706,27.415470629743933,79.11561879847528
4,Andrew Robertson,Liverpool,22.878120899832428,24.149127616489785,38,36,3.2508069743988144,95.30036486559707,68.46569903133577,0.0,28.251097643122783,0.0,0.0,6.855182961337394,,0.0,,,,,,,,,,0.0,3.292916146329638,25.458573050962002,16.06272371220691,0.0,0.0,15.203468483540526,57.29761497823301,0.0,78.62415485004584,9.001262314374607,64.77191680028236,,12.940007253942326,0.0,16.906365188744818,0.0,39.40257421216339,36.01262477985106,6.161792566464089,47.33820367747327,88.62328399263119,1.971243561764357,9.274915482244742,65.31000922168448,12.840662871181012,0.0,54.8687520938654,2.4554338492664805,3.4269436305888226
5,Willian Borges Da Silva,Chelsea,22.61822816600985,23.87479639745484,38,36,0.0,0.0,35.084307795177935,7.090778013464861,99.5282009571603,6.991683217390837,7.425578379033527,92.03393110320519,,21.238273403213412,,,,,,,,,,104.1676954891156,0.0,0.0,8.763801995189441,0.0,,0.0,6.7908654346273485,6.315975131936616,4.583233111858612,63.96735097133095,8.888217539384742,36.13622902134997,43.495133143337625,64.22796388439303,11.666508777729684,0.0,4.5013443156528545,98.7185683359086,23.34675902155318,17.065292711326908,10.48426256525083,75.1893342009388,1.7913817888434516,0.0,0.0,0.0,0.0,0.0,0.0
6,Mohamed Salah,Liverpool,22.519972778933855,25.16938134116137,38,34,5.936617911858302,9.67915949922225,0.0,34.14457813382453,12.162872131222032,33.31997825466272,16.474910626037914,29.67908165447736,,0.0,,,,,,,,,,56.440569066211395,0.0,3.1916429985000065,2.9768048168306063,92.17788339328997,54.39135975475718,7.977904887160388,69.74532910142452,58.330024720511744,69.24762695925806,30.438531694316435,72.18516763460048,,0.0,54.32266506306018,0.0,11.30549336656765,0.0,0.0,0.0,3.5521193304919434,0.0,23.714473864562336,0.0,6.20871060220351,42.73099567712474,20.452427373605833,8.320181606647703,3.711306663988283,22.9405488130685
7,Emiliano Buendia,Norwich,21.051828039261803,22.221374041443013,38,36,0.0,14.870601767760967,0.0,2.401596966688375,3.2426378044182114,15.970897933719518,0.0,3.2215117979861927,,12.649874864525986,,,,,,,,,,13.093737098777977,12.689456032660688,3.0310171834249258,14.327099200054409,0.0,,0.0,41.62914600106473,17.519059137893613,80.91003926361168,12.247939711742443,40.665769516013555,151.94583174751727,39.90315462232797,25.28091714899961,0.0,15.511951958405154,0.0,0.0,8.864239279582055,22.855172555792706,17.665967568641033,12.485367512960408,14.233209871487595,1.8695973394832728,100.24033811860104,0.0,27.185962948108575,20.169627914439594,53.28774262525903
8,Adama Traore,Wolves,20.25699383283246,20.804480152638742,38,37,0.0,13.221346111092252,21.116507831238152,0.0,0.0,20.783120325472673,7.23593968230015,12.82772010840211,,56.795642571827074,,,,,,,,,,12.107207878456784,3.1707517283105773,0.0,15.003112172619897,24.96635275027232,,86.03656558584943,62.264544869620316,52.307543084587024,7.446207763436831,0.0,114.01430570077203,22.91950325761582,3.2193022461574947,0.0,13.620329831612459,12.058627997638084,46.371821398968436,10.015706274488824,6.86971542512185,28.24934774125535,0.0,46.29552014244122,11.466655316291954,50.0651234988516,6.584856937381623,0.0,0.0,2.732387415551315,0.0
9,Raul Jimenez,Wolves,20.131419921783028,20.131419921783028,38,38,0.0,0.0,0.0,0.0,14.101107806323611,34.95049713649625,0.0,0.0,,5.983035311081998,,,,,,,,,,10.314415421573091,7.147528739520659,4.407737872584267,0.0,0.0,,97.75786383467974,0.0,0.0,0.0,5.6634674733212504,94.4289992341091,6.898542342969101,4.610902910639623,93.2783550581059,37.95180067814999,46.81401884155763,11.930198314139421,19.124939122528872,4.253665349114128,56.52594664326407,0.0,103.66028834749491,5.981938075344815,58.243433485758246,0.0,0.0,6.255401063459977,0.0,34.709873965538485
10,Sadio Mane,Liverpool,19.667829476546373,21.35364343167892,38,35,0.0,0.0,35.04825462067032,80.28532387405376,5.782135498378645,0.0,15.284167677478974,80.56962312122954,,20.162022165624315,,,,,,,,,,8.35052902933436,0.0,0.0,0.0,0.0,0.0,15.733483556406663,29.293878595523697,0.0,10.864279573977408,6.183025794303172,20.970558284319814,,8.920161387557389,0.0,130.94997373488422,27.72904005791233,10.759831613261507,27.111647047388136,41.11716029691634,4.600748725507947,29.744838411237883,9.789446246791494,0.0,0.0,8.949214219847187,6.092882152295637,28.74193097518216,84.34336344867941,0.0
11,Jack Grealish,Aston Villa,18.971000307042722,20.024944768545097,38,36,2.9994808698864204,33.63741987067505,42.38086003627336,7.041309843749434,0.0,14.18793474961126,13.351422433873791,16.023464504057387,6.044232431653495,15.271771968096393,,,,,,,,,,0.0,,29.240744703940255,97.06968452538608,23.64941011226512,,18.912896581202627,31.318448054899516,8.613358510072505,34.15798390748884,9.082519580234097,13.509650819089444,15.775475334000829,2.24249242959968,14.539161180794245,2.8271955799945765,2.760996702169244,50.948593802117465,0.0,0.0,0.0,29.805140700729552,4.06155601776699,6.284340259249312,70.51747413386946,60.819259481110336,0.0,3.8438986554821084,26.01887692078801,13.960956967496704
