,Name,Team,Creativity per fixture,Creativity per game,Team games,Played,Creativity GW47 7 - average,Creativity GW46 7 - average,Creativity GW45 7 - average,Creativity GW44 7 - average,Creativity GW43 7 - average,Creativity GW42 7 - average,Creativity GW41 7 - average,Creativity GW40 7 - average,Creativity GW39* 7 - average,Creativity GW39 7 - average,Creativity GW38 7 - average,Creativity GW37 7 - average,Creativity GW36 7 - average,Creativity GW35 7 - average,Creativity GW34 7 - average,Creativity GW33 7 - average,Creativity GW32 7 - average,Creativity GW31 7 - average,Creativity GW30 7 - average,Creativity GW29 7 - average,Creativity GW28 7 - average,Creativity GW27 7 - average,Creativity GW26 7 - average,Creativity GW25 7 - average,Creativity GW24* 7 - average,Creativity GW24 7 - average,Creativity GW23 7 - average,Creativity GW22 7 - average,Creativity GW21 7 - average,Creativity GW20 7 - average,Creativity GW19 7 - average,Creativity GW18 7 - average,Creativity GW17 7 - average,Creativity GW16 7 - average,Creativity GW15 7 - average,Creativity GW14 7 - average,Creativity GW13 7 - average,Creativity GW12 7 - average,Creativity GW11 7 - average,Creativity GW10 7 - average,Creativity GW9 7 - average,Creativity GW8 7 - average,Creativity GW7 7 - average,Creativity GW47 color,Creativity GW47,Creativity GW46 color,Creativity GW46,Creativity GW45 color,Creativity GW45,Creativity GW44 color,Creativity GW44,Creativity GW43 color,Creativity GW43,Creativity GW42 color,Creativity GW42,Creativity GW41 color,Creativity GW41,Creativity GW40 color,Creativity GW40,Creativity GW39* color,Creativity GW39*,Creativity GW39 color,Creativity GW39,Creativity GW38 color,Creativity GW38,Creativity GW37 color,Creativity GW37,Creativity GW36 color,Creativity GW36,Creativity GW35 color,Creativity GW35,Creativity GW34 color,Creativity GW34,Creativity GW33 color,Creativity GW33,Creativity GW32 color,Creativity GW32,Creativity GW31 color,Creativity GW31,Creativity GW30 color,Creativity GW30,Creativity GW29 color,Creativity GW29,Creativity GW28 color,Creativity GW28,Creativity GW27 color,Creativity GW27,Creativity GW26 color,Creativity GW26,Creativity GW25 color,Creativity GW25,Creativity GW24* color,Creativity GW24*,Creativity GW24 color,Creativity GW24,Creativity GW23 color,Creativity GW23,Creativity GW22 color,Creativity GW22,Creativity GW21 color,Creativity GW21,Creativity GW20 color,Creativity GW20,Creativity GW19 color,Creativity GW19,Creativity GW18 color,Creativity GW18,Creativity GW17 color,Creativity GW17,Creativity GW16 color,Creativity GW16,Creativity GW15 color,Creativity GW15,Creativity GW14 color,Creativity GW14,Creativity GW13 color,Creativity GW13,Creativity GW12 color,Creativity GW12,Creativity GW11 color,Creativity GW11,Creativity GW10 color,Creativity GW10,Creativity GW9 color,Creativity GW9,Creativity GW8 color,Creativity GW8,Creativity GW7 color,Creativity GW7,Creativity GW6 color,Creativity GW6,Creativity GW5 color,Creativity GW5,Creativity GW4 color,Creativity GW4,Creativity GW3 color,Creativity GW3,Creativity GW2 color,Creativity GW2,Creativity GW1 color,Creativity GW1
43,Jordan Henderson,Liverpool,10.81068957910726,13.693540133535862,38,30,0.0,0.0,0.0,0.0,0.0,0.0,1.327561693532126,7.285042107105254,9.707047045230865,9.707047045230865,12.813358221735273,12.813358221735273,12.813358221735273,12.813358221735273,12.813358221735273,12.813358221735273,12.813358221735273,12.813358221735273,12.813358221735273,12.813358221735273,14.117273688316345,20.07964892046792,25.78963679926736,26.21047826749938,20.25299785392625,18.467784619757108,21.443948202899524,26.506015711597033,20.543640479445457,16.484726167150907,22.336294129490852,28.51726556462901,28.51726556462901,28.78719632114683,22.704721561500005,16.33873858622142,16.33873858622142,14.687665019716535,7.0876938956124445,2.6312950466360365,1.7245725861617498,1.7245725861617498,1.7245725861617498,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,9.292931854724882,light green,41.702362895011895,pink,16.954034566879272,pink,21.744178235530853,red,9.127408266067503,light green,41.73662662506104,light green,39.96991515159607,pink,12.238822132349016,red,0.0,white,,red,4.4575419276952735,light green,42.57732331752778,light green,44.56188082695007,red,0.0,pink,11.55751496553421,green,53.19979786872864,light green,43.2668000459671,red,6.347057223320007,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,12.072008103132248,red,0.0,red,0.0,red,0.0
44,Ayoze Perez,Leicester,10.767483196564411,12.398920044528715,38,33,5.736852330820901,5.736852330820901,5.736852330820901,5.736852330820901,4.6636455825396945,3.6613079054015025,3.3029288053512573,6.872628842081342,8.636834365980965,8.636834365980965,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,9.976625336068016,24.48785294379507,37.01757863163948,35.79957942877497,32.596564585609094,32.596564585609094,30.83235906170947,29.49256809162242,31.211113158081258,14.614955947867461,3.170730359852314,3.170730359852314,2.804045166288103,10.031215633664813,10.031215633664813,9.279491326638631,9.629468406949725,9.644505275147301,9.644505275147301,9.644505275147301,3.214790246316365,3.214790246316365,2.2479694868837083,red,0.0,red,0.0,red,0.0,pink,22.10695445537567,red,7.016363739967346,pink,11.03464812040329,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,pink,14.594507217407227,red,0.0,red,8.525994420051575,pink,24.9879002571106,white,,pink,12.349438667297365,red,9.37853679060936,red,0.0,green,116.17310047149658,green,87.70807981491089,red,0.0,red,2.5667963549494743,red,0.0,red,0.0,pink,12.029815465211868,red,0.0,red,7.598500698804855,red,0.0,red,0.0,green,50.59019327163696,red,0.0,red,6.767745316028595,red,2.449839562177658,red,7.703758776187898,red,0.0,red,0.0,red,5.582188069820403,red,0.0,red,0.0
45,Harvey Barnes,Leicester,10.751142823382429,11.348428535792562,38,36,11.010383149342877,11.010383149342877,10.559704873178687,10.658786366028446,14.391659652548176,14.391659652548176,4.038086773029396,5.014813185802528,9.924890553312641,9.924890553312641,13.030734259103026,13.030734259103026,13.030734259103026,13.030734259103026,13.030734259103026,13.030734259103026,13.030734259103026,13.030734259103026,13.030734259103026,13.030734259103026,12.725520772593361,8.992647486073631,10.173038925443377,10.760971531271935,13.549783453345299,13.549783453345299,8.639706085835185,5.533862380044801,5.533862380044801,5.533862380044801,10.06744211273534,10.122520370142803,6.356982035296305,15.90256371668407,18.472491843359812,18.472491843359812,27.137949637004308,22.613990306854248,21.97097944361823,22.4313849317176,12.885803250329834,10.315875123654093,10.315875123654093,red,0.0,red,3.1547479331493378,red,1.4429239556193352,red,0.0,red,0.0,green,72.47501015663147,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,2.136494405567646,light green,26.130113005638126,red,0.0,red,0.0,red,6.837084889411926,white,,light green,34.3705415725708,pink,21.740905940532684,red,0.0,red,0.0,red,8.262740075588226,red,4.115528240799904,light green,26.35876834392548,red,0.0,red,0.0,red,0.0,red,0.0,light green,39.997798204422004,red,4.50107604265213,red,0.0,green,66.81907176971436,pink,17.989496886730198,red,0.0,green,60.658204555511475,red,8.330082893371582,red,0.0,red,3.2228384166955952,red,0.0,red,0.0,red,0.0
46,Abdoulaye Doucoure,Watford,10.748993745073676,11.039507089535126,38,37,6.592584121972322,0.13351912743278913,0.13351912743278913,1.9863773669515334,12.63981865985053,12.63981865985053,13.41640901352678,13.783383502491883,18.557795163776195,18.557795163776195,19.331653283110686,19.331653283110686,19.331653283110686,19.331653283110686,19.331653283110686,19.331653283110686,19.331653283110686,19.331653283110686,19.331653283110686,19.331653283110686,25.27846254940544,15.805051342717238,15.805051342717238,15.028460989040989,14.661486500075885,14.661486500075885,11.959999001451902,11.186140882117408,3.2529542488711223,3.0598751136234834,5.545701938016075,5.545701938016075,10.693458361285076,9.085224781717574,11.30708009004593,11.30708009004593,10.320129139082775,7.8343023146901825,8.777631074190142,3.6298746509211406,6.722803307431085,8.365739562681743,9.93422195315361,light green,45.213454961776726,red,0.0,red,0.9346338920295238,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,13.904641568660734,green,74.57408905029297,red,0.0,red,5.436132475733757,red,2.5688214227557182,white,,light green,33.42088162899017,red,5.4170068353414536,green,55.532306432724,red,8.26021060347557,red,0.0,red,0.0,red,0.0,pink,14.510469138622286,red,0.0,red,0.0,red,6.908656656742097,pink,17.400787770748142,red,0.0,light green,36.034294962883,red,3.2528340816497803,pink,15.552987158298492,red,0.0,red,0.0,red,0.0,red,6.60330131649971,red,0.0,pink,24.90333467721939,light green,27.0535409450531,pink,10.97937673330307
47,Ricardo Domingos Barbosa Pereira,Leicester,10.57618838048687,14.353398516375039,38,28,0.0,0.0,0.0,4.585987755230495,6.167899178607123,7.74170628615788,8.88431402189391,8.88431402189391,26.049108058214188,26.049108058214188,28.262810302632197,28.262810302632197,28.262810302632197,28.262810302632197,28.262810302632197,28.262810302632197,28.262810302632197,28.262810302632197,28.262810302632197,28.262810302632197,23.676822547401702,22.09491112402507,20.521104016474315,19.378496280738286,19.378496280738286,19.378496280738286,2.2137022444180077,7.838717528751919,13.882579973765782,22.64610699244908,22.64610699244908,22.859340413872683,22.859340413872683,22.859340413872683,18.14764454694731,12.103782101933446,4.158164068524327,5.618329705404384,5.405096283980778,5.691965429910591,5.691965429910591,2.5649437680840492,3.1644216871687343,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,32.101914286613464,pink,11.073379963636398,pink,11.016649752855301,red,7.998254150152206,red,0.0,white,,green,120.15355825424194,pink,15.495915710926054,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,green,54.87102270126343,light green,42.307037115097046,green,61.34468913078308,red,0.0,red,1.4926339499652386,red,0.0,red,0.0,pink,21.8891516327858,red,0.0,red,5.7253628969192505,pink,10.2211594581604,red,0.0,red,2.0080840215086937,red,0.0,red,0.0,red,4.196345433592796
48,Gylfi Sigurdsson,Everton,10.556857751094197,11.461731272616557,38,35,3.0734981277159283,2.2839628692184175,1.4061565377882548,1.4061565377882548,1.9258205379758562,3.53327782026359,3.9415526869041577,9.639783123774189,9.639783123774189,9.639783123774189,8.822049546454634,8.822049546454634,8.822049546454634,8.822049546454634,8.822049546454634,8.822049546454634,8.822049546454634,8.822049546454634,8.822049546454634,8.822049546454634,9.518914057740144,10.641986424369472,9.912770002016,12.68910254750933,6.9908721106393,6.9908721106393,6.9908721106393,7.179945853671858,7.011121764246907,6.490590250385659,6.057359530989613,4.4022045364337306,4.4022045364337306,4.4022045364337306,4.213130793401173,9.65201769556318,17.123561991112574,18.6471164226532,17.913891641157015,27.140947803854942,27.566716873220035,32.24085606634617,27.235371140497072,red,5.526746809482575,pink,11.868779361248016,red,0.0,red,0.0,red,4.118960723280907,red,0.0,red,0.0,red,0.0,white,,red,5.724135041236877,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,3.6376480013132095,pink,15.371161699295044,red,2.8579240664839745,light green,39.88761305809021,white,,red,0.0,red,0.0,red,4.878051578998567,pink,11.499154567718506,pink,10.26664674282074,pink,22.29225188493729,red,0.0,red,0.0,red,1.3235162012279034,red,3.6962829530239114,red,7.855433970689774,red,7.234031707048416,pink,10.706166923046114,red,0.0,red,0.0,red,0.0,light green,41.76849126815796,green,60.15624403953552,pink,17.898912727832798,red,5.5735934525728235,green,64.5893931388855,red,2.980383485555649,light green,32.71897435188293,red,6.730096787214278
49,Theo Walcott,Everton,10.456229707128124,15.893469154834747,38,25,20.637651426451548,7.741932783808027,1.0326841047831945,0.7678407111338207,0.0,0.0,5.045774579048158,5.045774579048158,16.057646700314116,16.057646700314116,23.820805123874123,23.820805123874123,23.820805123874123,23.820805123874123,23.820805123874123,23.820805123874123,23.820805123874123,23.820805123874123,23.820805123874123,23.820805123874123,24.069928670568128,24.069928670568128,24.069928670568128,19.024154091519968,19.024154091519968,19.024154091519968,8.012281970254012,2.0578213834336827,1.8086978367396764,1.8086978367396764,1.8086978367396764,5.558903302465167,5.922533172581877,5.922533172581877,10.246111904936177,10.246111904936177,10.246111904936177,10.246111904936177,6.495906439210688,6.132276569093977,6.132276569093977,0.0,0.0,green,90.27003049850464,light green,46.96474075317383,red,1.853903755545616,red,5.374884977936745,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,light green,35.320422053337104,red,0.0,white,,green,77.08310484886171,green,54.342108964920044,red,1.7438648268580437,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,12.660884857177734,red,0.0,red,0.0,red,0.0,light green,26.25143826007843,red,2.545409090816974,red,0.0,light green,42.925935983657844,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
50,Michail Antonio,West Ham,10.319724674091526,16.339564067311585,38,24,26.545355282723904,26.545355282723904,26.545355282723904,25.343216130776064,29.367083976311342,26.495418192020484,26.15365982055664,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,17.771756649017334,5.428378922598704,0.0,0.0,4.975539020129612,9.288819347109113,9.288819347109113,9.288819347109113,9.288819347109113,10.103260512862887,10.103260512862887,5.127721492733273,5.127721492733273,0.8144411657537731,0.8144411657537731,0.8144411657537731,0.8144411657537731,0.0,0.0,0.0,0.500234801854406,0.500234801854406,1.6009900718927383,red,0.0,red,0.0,red,8.414974063634872,green,58.23656916618347,green,58.10031294822693,red,2.3923086002469063,green,58.67332220077515,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,green,86.40364408493042,light green,37.998652458190925,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,light green,34.82877314090729,white,,light green,30.192962288856503,red,0.0,red,0.0,red,0.0,red,5.701088160276412,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,3.5016436129808426,red,0.0,red,7.705286890268326
51,Maximillian Aarons,Norwich,10.250310344915642,10.819772030744288,38,36,2.2881931492260525,2.2881931492260525,2.2881931492260525,3.0644721750702177,2.506880329123565,1.7956546640821867,1.084364072552749,11.875406945390361,11.875406945390361,11.875406945390361,12.636428885161877,12.636428885161877,12.636428885161877,12.636428885161877,12.636428885161877,12.636428885161877,12.636428885161877,12.636428885161877,12.636428885161877,12.636428885161877,11.860149859317712,13.70284796825477,13.70284796825477,19.991436015282357,9.200393142444748,9.200393142444748,18.089474790862628,17.32845285109111,21.540658601692744,19.389875446047103,19.92008052766323,13.631492480635643,13.631492480635643,11.776906305125781,12.025822140276432,8.627262791352612,8.627262791352612,8.097057709736484,8.097057709736484,14.757179389042514,7.722683916134494,11.36564484664372,10.551998444965907,red,0.0,red,0.0,red,0.0,red,6.0597382485866556,red,4.978579655289651,red,4.979034140706061,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,5.433953180909157,red,2.156595326960087,red,0.0,red,0.0,green,75.53730010986328,white,,red,0.0,red,5.327153578400613,red,0.0,pink,15.0554820895195,red,0.0,light green,44.020116329193115,red,0.0,green,62.22357153892517,red,0.0,light green,29.485440254211426,red,0.0,red,3.711435571312904,red,0.0,red,0.0,light green,49.24146831035614,red,1.742410846054554,red,5.69552481174469,red,0.0,red,0.0,red,0.0,light green,46.62085175514221,red,0.0,light green,27.24313735961914,red,0.0
52,Oliver Norwood,Sheffield Utd,10.210322172037865,10.210322172037865,38,38,6.170506775379181,7.348705402442387,7.348705402442387,6.803786541734423,6.621436295764787,7.542369993669646,4.560486280492374,5.1705223109040945,3.9923236838408878,4.817597940564156,16.55708056475435,16.55708056475435,16.55708056475435,16.55708056475435,16.55708056475435,16.55708056475435,16.55708056475435,16.55708056475435,16.55708056475435,16.55708056475435,16.389494123203413,16.389494123203413,20.81237355513232,22.09184430539608,21.99418374470302,21.99418374470302,26.69829343046461,25.87301917374134,13.109315452831131,13.432820034878594,8.01806694694928,7.637967807906016,7.125592338187355,2.421482652425766,2.6617501729301045,3.372914157807827,3.8608814190540994,3.133722847061498,8.872051350772379,9.121206322950975,9.792322851717472,13.581612865839686,14.015226545078415,red,0.0,red,0.0,pink,10.98397970199585,red,5.7496920228004464,red,5.586689710617065,pink,20.873185992240906,red,0.0,red,8.247390389442444,red,0.0,red,7.1695476770401,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,4.473240301012994,white,,pink,12.03322559595108,red,0.0,red,4.270252212882042,white,,red,0.0,red,5.776919797062874,green,89.34592604637146,red,3.3001352101564407,light green,42.99338161945343,red,8.956295251846312,red,3.5866282880306244,light green,32.92876780033112,red,0.0,red,0.0,red,5.564667284488678,red,5.090110003948212,red,6.295601278543472,red,0.0,red,0.0,red,1.6818726435303688,red,4.978147894144059,red,8.980438113212585,red,0.0,light green,46.463900804519646,red,1.7440848052501678,red,4.697815701365472,light green,28.206902742385864,red,8.013443648815155
53,John Lundstram,Sheffield Utd,10.078000963518495,11.26364813569714,38,34,5.604589836938041,0.0,0.0,0.0,7.780987024307251,7.780987024307251,7.780987024307251,9.10464950970241,9.10464950970241,9.10464950970241,10.72579494544438,10.72579494544438,10.72579494544438,10.72579494544438,10.72579494544438,10.72579494544438,10.72579494544438,10.72579494544438,10.72579494544438,10.72579494544438,2.9448079211371287,2.9448079211371287,2.9448079211371287,2.9448079211371287,1.6211454357419695,1.6211454357419695,7.703896931239536,12.559549297605242,10.938403861863273,10.938403861863273,10.938403861863273,11.168528428035122,12.816793444965567,7.461079662399634,3.013430961540767,3.509762297783579,3.67385670542717,9.984427371195384,10.875549619751316,9.227284602820873,8.50024688988924,16.369182616472244,23.930597145642555,light green,39.23212885856629,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,54.46690917015076,white,,red,0.0,red,0.0,red,9.265637397766113,white,,red,0.0,red,0.0,pink,11.348018050193787,red,0.0,red,0.0,red,0.0,red,0.0,light green,42.579260468482964,light green,33.989566564559944,red,0.0,red,0.0,red,0.0,red,1.6108719632029531,pink,11.537855118513107,red,5.089263990521432,red,2.8560256585478783,red,3.4743193536996837,red,1.1486608535051346,light green,44.1739946603775,red,7.848727703094482,red,0.0,red,0.0,green,57.9385757446289,green,56.40422105789185
54,Aaron Mooy,Brighton,9.866058733314276,12.093878447288468,38,31,13.118857464620046,12.424834019371442,12.424834019371442,12.760381028056145,17.50807405582496,17.241036306534493,7.570588721760681,7.570588721760681,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.484942162675516,18.149395153990817,14.425281515078888,15.849337168037893,15.932033689958711,17.689296975731853,17.689296975731853,6.848808058670589,6.848808058670589,11.509299491133008,11.082491385085243,16.549129677670344,16.144982033542224,14.387718747769084,13.831825980118342,13.831825980118342,9.519286906080586,8.922515623271465,0.792142642395837,0.792142642395837,0.792142642395837,0.792142642395837,0.792142642395837,0.44419028397117344,red,8.232361823320389,red,0.0,red,0.0,red,0.0,pink,13.65634948015213,green,69.9432909488678,red,0.0,red,3.374197706580162,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,2.3488290607929234,light green,33.233851194381714,pink,11.787085235118866,red,2.250157855451107,red,0.0,white,,green,79.77467179298402,red,0.0,red,0.0,red,7.165055721998215,pink,21.75547480583191,red,2.829033508896828,pink,12.300843000411987,red,3.891249373555184,red,0.0,light green,32.623440027236946,red,4.177398979663849,green,60.02194285392761,red,0.0,red,0.0,red,0.0,red,0.0,red,2.4356665089726452,red,0.0,red,3.109331987798214,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
55,Wilfried Zaha,Crystal Palace,9.853239256986662,9.853239256986662,38,38,9.700635208615235,9.700635208615235,8.29527849065406,8.29527849065406,2.252331402684961,1.8603734938161713,2.388388823185648,4.716819577983448,5.508425246391978,5.508425246391978,6.682106905749866,6.682106905749866,6.682106905749866,6.682106905749866,6.682106905749866,6.682106905749866,6.682106905749866,6.682106905749866,6.682106905749866,6.682106905749866,8.225153865558761,19.094215812427656,18.387496338358947,18.508185259997845,17.50188387398209,17.50188387398209,17.227953007178648,17.31775719672442,15.981470540698087,6.954932066478899,6.601572502404451,6.553385233772652,5.877859823937927,5.360185022332838,4.337759382490601,12.922455982438155,16.188524423965386,16.188524423965386,15.347025516842093,15.41088657187564,15.41088657187564,15.450754415776048,6.659297512045929,red,0.0,red,9.837497025728227,red,0.0,light green,42.300629615783684,pink,10.164258629083632,red,1.686873473227024,red,3.91518771648407,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,7.420553267002107,red,5.382980778813362,pink,20.214203000068665,white,,red,5.541239678859711,red,8.215771615505219,pink,10.801328718662262,green,76.08343362808229,red,2.473516948521137,red,6.2278032302856445,pink,13.170093297958374,red,3.6237236112356186,red,8.844400942325592,red,1.4473221264779568,pink,12.897664308547974,red,0.0,red,5.890492349863052,red,8.441415429115295,red,0.0,red,1.6874214634299278,green,61.54019832611084,light green,35.760143399238586,red,0.0,red,0.0,red,8.888442814350126,red,0.0,red,1.9664963707327845,red,0.0
56,Troy Deeney,Watford,9.830797429343587,13.835937122779864,38,27,12.285709381103516,6.9792517593928745,7.068394976002829,7.709820036377225,8.260971839938845,6.742764051471438,6.550980997937066,11.517733441931862,12.108836482678141,12.108836482678141,16.496452955263003,16.496452955263003,16.496452955263003,16.496452955263003,16.496452955263003,16.496452955263003,16.496452955263003,16.496452955263003,16.496452955263003,16.496452955263003,19.81523031634944,22.284929613981927,28.412035905889102,28.412035905889102,23.44528346189431,23.44528346189431,26.795470714569092,21.67761900595256,17.71741658449173,11.118033741201673,4.452771161283765,4.452771161283765,4.452771161283765,0.5114808678627014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3205318269985063,1.6656885987945969,light green,37.145203351974494,red,8.068010210990906,red,0.0,light green,25.04972219467163,pink,14.394548535346985,red,1.3424813747406006,red,0.0,red,0.0,white,,red,8.69201272726059,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,4.489975422620773,light green,28.90778481960297,red,3.7670940160751343,red,0.0,light green,34.767267107963555,white,,red,4.137721285223962,light green,39.40532803535461,light green,27.72141695022583,light green,46.195679903030396,light green,46.65683805942536,red,0.0,red,0.0,light green,27.58903205394745,red,3.58036607503891,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.243722788989544,red,9.416097402572634
57,Robert Snodgrass,West Ham,9.823423783343873,15.5537543236278,38,24,0.0,0.0,0.0,0.0,0.0,0.28399574969496044,0.28399574969496044,6.392209923693112,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,14.696557234440531,15.98460307078702,20.223362264888628,22.092732042074203,22.678319630878313,16.793070028402976,10.568933973887138,11.01137933188251,10.958227847835847,13.682848121970892,16.564219245421036,16.31839888702546,21.472398697265557,21.472398697265557,21.018719114363194,20.57627375636782,19.341379404067993,12.377999935831342,7.343263285500662,7.003496055092129,1.9506472029856272,0.3241155296564102,0.3241155296564102,7.042947358318737,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,1.9879702478647232,red,0.0,light green,42.75749921798706,green,58.130431175231934,red,0.0,red,9.016320854425429,light green,29.671314358711246,pink,15.073558688163756,red,4.099113121628761,red,1.5607520006597042,white,,pink,14.561478793621065,red,3.0971175059676166,red,8.644260466098785,light green,48.74365627765656,light green,35.24315655231476,red,2.378370612859726,light green,37.638750672340386,pink,11.38572171330452,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.2688087075948715,red,0.0,red,0.0,light green,47.03182280063629
58,Andreas Pereira,Man Utd,9.75769274917088,14.831692978739738,38,25,1.1260058198656353,1.1260058198656353,1.1260058198656353,1.1260058198656353,1.1260058198656353,1.1260058198656353,1.1260058198656353,0.0,0.49210818750517715,0.49210818750517715,4.823850627456394,4.823850627456394,4.823850627456394,4.823850627456394,4.823850627456394,4.823850627456394,4.823850627456394,4.823850627456394,4.823850627456394,4.823850627456394,9.096513369253705,9.850136509963445,17.931690173489706,18.954387307167053,18.954387307167053,18.954387307167053,18.462279119661876,16.010203851120814,11.737541109323502,17.87433113370623,9.792777470179967,10.67575067281723,11.01342641881534,13.40027887906347,13.198329295430865,13.198329295430865,7.100496494344303,14.779766489352498,13.502099205340658,13.164423459342547,10.777570999094419,9.09985341131687,17.811942473053932,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,7.882040739059447,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,3.44475731253624,light green,30.322197079658512,light green,29.908639192581177,red,5.2753619849681845,green,56.570875644683845,red,7.158879935741425,red,0.0,red,0.0,pink,13.157670199871065,red,0.0,light green,48.23289215564728,red,0.0,pink,13.33969235420227,red,2.36373022198677,pink,16.707967221736908,pink,11.744023114442825,red,0.0,red,5.548062548041344,green,53.754889965057366,red,4.396021366119385,red,0.0,red,0.0,red,0.0,green,60.984623432159424
59,Bukayo Saka,Arsenal,9.685140936390349,14.155205983955126,38,26,10.757985711097717,13.065819868019648,11.99255654854434,13.555314338632993,19.732475759727613,19.64614268924509,26.61714516580105,26.61714516580105,24.309311008879117,23.85815531015396,22.295397520065308,22.295397520065308,22.295397520065308,22.295397520065308,22.295397520065308,22.295397520065308,22.295397520065308,22.295397520065308,22.295397520065308,22.295397520065308,16.118236098970687,16.118236098970687,8.1598342529365,1.188831776380539,1.188831776380539,1.188831776380539,1.188831776380539,1.188831776380539,1.188831776380539,1.188831776380539,0.0,0.0,0.0,0.0,0.9734146296977997,2.245505686317171,8.992860466241837,14.01251671569688,14.01251671569688,,,,,red,0.0,pink,10.67093312740326,red,0.0,red,0.0,green,64.63496685028076,red,0.0,red,0.0,pink,16.154839098453518,red,3.158089891076088,pink,10.939304530620577,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,43.24012994766235,white,,green,64.03063535690308,light green,48.797017335891724,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,8.321822434663773,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,6.813902407884598,red,8.904637396335602,light green,47.231483459472656,light green,35.1375937461853,red,0.0,white,,white,,white,,white,
