,Name,Team,Threat per fixture adj,Threat per game adj,Team games,Played,Threat GW47 adj 7 - average,Threat GW46 adj 7 - average,Threat GW45 adj 7 - average,Threat GW44 adj 7 - average,Threat GW43 adj 7 - average,Threat GW42 adj 7 - average,Threat GW41 adj 7 - average,Threat GW40 adj 7 - average,Threat GW39 adj* 7 - average,Threat GW39 adj 7 - average,Threat GW38 adj 7 - average,Threat GW37 adj 7 - average,Threat GW36 adj 7 - average,Threat GW35 adj 7 - average,Threat GW34 adj 7 - average,Threat GW33 adj 7 - average,Threat GW32 adj 7 - average,Threat GW31 adj 7 - average,Threat GW30 adj 7 - average,Threat GW29 adj 7 - average,Threat GW28 adj 7 - average,Threat GW27 adj 7 - average,Threat GW26 adj 7 - average,Threat GW25 adj 7 - average,Threat GW24 adj* 7 - average,Threat GW24 adj 7 - average,Threat GW23 adj 7 - average,Threat GW22 adj 7 - average,Threat GW21 adj 7 - average,Threat GW20 adj 7 - average,Threat GW19 adj 7 - average,Threat GW18 adj 7 - average,Threat GW17 adj 7 - average,Threat GW16 adj 7 - average,Threat GW15 adj 7 - average,Threat GW14 adj 7 - average,Threat GW13 adj 7 - average,Threat GW12 adj 7 - average,Threat GW11 adj 7 - average,Threat GW10 adj 7 - average,Threat GW9 adj 7 - average,Threat GW8 adj 7 - average,Threat GW7 adj 7 - average,Threat GW47 adj color,Threat GW47 adj,Threat GW46 adj color,Threat GW46 adj,Threat GW45 adj color,Threat GW45 adj,Threat GW44 adj color,Threat GW44 adj,Threat GW43 adj color,Threat GW43 adj,Threat GW42 adj color,Threat GW42 adj,Threat GW41 adj color,Threat GW41 adj,Threat GW40 adj color,Threat GW40 adj,Threat GW39 adj* color,Threat GW39 adj*,Threat GW39 adj color,Threat GW39 adj,Threat GW38 adj color,Threat GW38 adj,Threat GW37 adj color,Threat GW37 adj,Threat GW36 adj color,Threat GW36 adj,Threat GW35 adj color,Threat GW35 adj,Threat GW34 adj color,Threat GW34 adj,Threat GW33 adj color,Threat GW33 adj,Threat GW32 adj color,Threat GW32 adj,Threat GW31 adj color,Threat GW31 adj,Threat GW30 adj color,Threat GW30 adj,Threat GW29 adj color,Threat GW29 adj,Threat GW28 adj color,Threat GW28 adj,Threat GW27 adj color,Threat GW27 adj,Threat GW26 adj color,Threat GW26 adj,Threat GW25 adj color,Threat GW25 adj,Threat GW24 adj* color,Threat GW24 adj*,Threat GW24 adj color,Threat GW24 adj,Threat GW23 adj color,Threat GW23 adj,Threat GW22 adj color,Threat GW22 adj,Threat GW21 adj color,Threat GW21 adj,Threat GW20 adj color,Threat GW20 adj,Threat GW19 adj color,Threat GW19 adj,Threat GW18 adj color,Threat GW18 adj,Threat GW17 adj color,Threat GW17 adj,Threat GW16 adj color,Threat GW16 adj,Threat GW15 adj color,Threat GW15 adj,Threat GW14 adj color,Threat GW14 adj,Threat GW13 adj color,Threat GW13 adj,Threat GW12 adj color,Threat GW12 adj,Threat GW11 adj color,Threat GW11 adj,Threat GW10 adj color,Threat GW10 adj,Threat GW9 adj color,Threat GW9 adj,Threat GW8 adj color,Threat GW8 adj,Threat GW7 adj color,Threat GW7 adj,Threat GW6 adj color,Threat GW6 adj,Threat GW5 adj color,Threat GW5 adj,Threat GW4 adj color,Threat GW4 adj,Threat GW3 adj color,Threat GW3 adj,Threat GW2 adj color,Threat GW2 adj,Threat GW1 adj color,Threat GW1 adj
130,Mbwana Samatta,Aston Villa,6.279435586808198,17.04418230705082,38,14,11.129606872512696,11.320062571429244,11.320062571429244,8.810768095092595,11.911030727463329,12.975516829681933,15.754395717637633,22.95875774158895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,24.58784825719192,red,0.0,pink,17.565061334356546,light green,31.972739164920622,red,0.0,red,0.0,red,3.7815993511197825,light green,25.921038149607757,red,0.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,53.674577591515764,white,,red,7.451402715530215,pink,19.452152215689903,green,54.212133518779,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,
131,Paul Pogba,Man Utd,6.147729480757841,14.600857516799872,38,16,2.7553859255597133,2.7553859255597133,2.9718902670528506,2.8019279889341058,2.560184993388824,2.2294767498985,1.2748352134989935,0.38922103474071607,0.38922103474071607,0.38922103474071607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.805309434084221,9.56239405215678,9.56239405215678,9.56239405215678,9.56239405215678,9.56239405215678,9.56239405215678,9.56239405215678,3.7570846180725597,0.0,0.0,0.0,0.0,0.43153324745046534,0.43153324745046534,0.43153324745046534,0.43153324745046534,3.650961439970065,19.619425721288803,20.666387597371063,red,0.0,red,1.2090168527330458,red,1.1897359468312183,red,1.6922009688169697,red,2.31495770443227,red,6.682490754796545,red,6.199299251307942,red,0.0,white,,red,2.7245472431850124,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,light green,40.63716603858955,light green,26.299592326507916,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,3.0207327321532573,red,0.0,red,0.0,red,0.0,pink,22.5359973476372,green,111.77924996923117,red,7.328733132575826
132,Alex Oxlade-Chamberlain,Liverpool,6.142261961148974,7.780198484122034,38,30,7.187062917653618,7.380914127315293,4.52227413239852,4.203289233388362,4.203289233388362,2.1276358743509824,2.4401968792258932,2.4208709640025776,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,6.304470644163116,7.164411889270888,9.077711386536555,8.876753014622677,8.564192009747767,7.795631980488947,3.4310901560091187,7.800851588191717,6.283060929448264,8.232319673783456,8.720936030996098,8.720936030996098,11.649062164339481,11.649062164339481,11.649062164339481,8.505649711728157,8.505649711728157,4.6430914701273,4.154475112914657,5.140430069157211,3.4101168576988834,3.4101168576988834,3.064730783038533,3.064730783038533,red,2.009636542603295,pink,20.010479964417417,red,6.837840188520873,red,0.0,pink,15.936282116658784,red,0.0,red,5.515201611374952,red,3.3665950102350313,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,4.604945895449763,red,0.0,red,1.4067086033971319,red,2.1879270341243737,red,5.379920204811745,light green,30.551792771358798,red,0.0,pink,10.624534611204169,pink,13.393096480859661,red,0.0,red,0.0,red,0.0,white,,red,0.0,light green,30.58833002527819,red,0.0,light green,27.03790769120601,red,3.4203145004884967,red,0.0,pink,20.496882933403672,red,0.0,red,8.584442856998926,red,0.0,red,0.0,red,0.0,red,6.901684693697876,red,8.38469045319538,red,0.0,red,6.166740334376473,red,0.0
133,Moussa Sissoko,Spurs,6.066611714166602,7.949353280632099,38,29,1.362033635516298,1.362033635516298,1.362033635516298,1.362033635516298,1.362033635516298,1.362033635516298,1.362033635516298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118636682479404,5.118636682479404,5.118636682479404,5.118636682479404,16.272757291110423,16.272757291110423,25.140660754958912,25.140660754958912,20.022024072479514,20.022024072479514,20.022024072479514,9.102136771407617,9.102136771407617,0.2342333075591265,0.2342333075591265,0.2342333075591265,2.3089618953767816,2.3089618953767816,2.0747285878176553,6.196107321727213,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,9.534235448614087,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,light green,35.83045677735583,red,0.0,red,0.0,green,78.07884426041714,red,0.0,green,62.07532424693943,red,0.0,red,0.0,red,0.0,red,0.0,red,1.6396331529138854,red,0.0,red,0.0,red,0.0,red,0.0,pink,14.523100114723587,red,0.0,red,0.0,light green,28.849651137366912
134,Luka Milivojevic,Crystal Palace,6.043256859982742,7.407863247720781,38,31,4.159374036899122,4.159374036899122,5.278171880654566,4.263758616726931,4.263758616726931,4.263758616726931,3.4580650117719927,1.6752459654435652,1.6752459654435652,1.6752459654435652,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.5564481216881213,0.7884663291745085,0.9966147552079171,1.7776497292720985,2.3501431784007307,2.3501431784007307,2.3501431784007307,2.3501431784007307,2.9114657533471537,3.3653572272044383,4.271841947474913,3.2766410524165956,2.6663694852326083,12.941283794018878,13.867663479440099,13.306340904493675,20.769426251243374,21.000921403019113,21.000921403019113,21.431931623311673,11.157017314525408,10.753824865437087,10.753824865437087,red,0.0,red,0.0,red,7.100892847493443,red,0.0,red,0.0,red,7.139016681643512,pink,14.875708729156896,red,0.0,white,,red,7.831584906288106,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,1.4991614469589476,red,2.395975404857902,white,,red,0.0,red,0.0,red,0.0,red,1.62412745240471,red,1.45703898223386,red,6.966406265408218,red,6.403429548758326,red,0.0,red,0.0,red,3.92925802462496,red,4.801367769405703,red,7.802432024127181,red,0.0,red,2.1315285784704145,green,71.92440016150388,red,6.484657797948545,red,0.0,green,57.04296519665359,red,9.422898086557385,red,0.0,red,5.148600120518337,red,0.0,red,3.6623106543302995,red,0.0
135,Jeffrey Schlupp,Crystal Palace,6.026040613816872,13.469973136767125,38,17,10.134940865594286,2.328781021015014,0.31229693772736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788175598664435,2.0708703291685255,2.4579197146164913,2.4579197146164913,3.0231811652222755,3.0231811652222755,3.0231811652222755,9.056302731297999,8.260483101097881,17.4699386263439,18.176972629142124,18.661294539499067,18.661294539499067,19.55466987276074,12.542730746818576,green,54.64311891205491,pink,14.115388583013576,red,2.18607856409152,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,6.8517229190651046,red,7.644369385114576,red,2.7093456981357598,red,0.0,red,3.9568301542404893,red,0.0,red,0.0,light green,49.083573881595164,red,2.073631973713753,green,67.1755343748579,red,4.949238019587573,red,7.347083526739074,red,0.0,red,6.253627332831721,red,0.0
136,Jarrod Bowen,West Ham,6.003907059807075,17.54988217482068,38,13,14.310793899147873,16.30272756376321,14.355449345145447,15.93899413974212,22.56604249645883,24.95525392956706,18.281844425519104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,0.0,pink,13.630947530324335,red,3.315446222502598,pink,12.711848273612448,pink,23.803448739260045,light green,46.71386652833568,red,0.0,pink,13.943535652307347,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,14.400259784679308,green,59.10118677062944,light green,40.52792877101765,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,
137,Douglas Luiz Soares de Paulo,Aston Villa,5.997679855312513,6.330884291718764,38,36,2.6264856093870947,2.6264856093870947,2.6264856093870947,2.278549524410283,2.044538162625585,1.2039961470270684,6.724636790034977,6.369965748849512,12.36471105476984,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,13.065029004074814,19.009160370661245,19.009160370661245,19.255494027697832,13.397584189749079,14.440461590067404,14.440461590067404,8.445716284147078,8.77207794895234,11.021737349966054,5.077605983379624,6.963677376043166,7.2326550102459475,6.189777609927623,6.848743580273395,6.274585102305427,4.477621187425073,4.477621187425073,2.345216137724942,1.5641825926213997,2.4351380704124748,1.7761721000667023,1.8206558355482643,1.3679603494149053,red,0.0,red,0.0,red,2.435552594837677,red,1.638079532492885,red,5.883794109189618,red,5.9452757408912245,red,2.482697288298255,red,0.0,red,0.0,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,white,,red,0.0,light green,44.589760241946585,red,0.0,white,,light green,41.96321714144229,red,4.902225645134822,red,0.0,light green,41.608919566105,red,1.724335599256121,red,3.5843913763053257,red,7.300141802228276,red,0.0,red,7.186757298771657,pink,15.747615807095988,red,0.0,pink,14.92683534790092,red,5.467234815724791,red,0.0,red,4.6127617924204065,red,3.16764795299588,red,3.168868402933512,red,0.0,red,0.0,red,0.0,red,6.096688344537525,red,0.0,red,3.479034101366812,red,0.0
138,Marcos Alonso,Chelsea,5.915850005694529,12.48901667868845,38,18,8.259613089904718,6.825230219661516,8.766431271083988,5.052340846236539,13.466460042241124,15.823427165589417,15.823427165589417,13.486199582066437,13.486199582066437,13.486199582066437,11.544998530643966,11.544998530643966,11.544998530643966,11.544998530643966,11.544998530643966,11.544998530643966,11.544998530643966,11.544998530643966,11.544998530643966,11.544998530643966,11.214107736451286,2.3569671233482907,0.0,0.0,1.2971845900071055,1.2971845900071055,1.2971845900071055,1.2971845900071055,1.2971845900071055,1.2971845900071055,1.2971845900071055,1.2971845900071055,0.0,0.0,1.1902817911321135,1.1902817911321135,7.950830696036279,8.214660514678751,9.07161705464918,9.07161705464918,9.07161705464918,7.881335263517065,7.881335263517065,pink,10.040680091702418,red,0.0,light green,28.314868533280897,red,3.1011499196888717,red,0.0,red,0.0,pink,16.36059308466084,red,0.0,white,,pink,13.588407359957305,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,2.3162355593487516,green,61.99998429172097,pink,16.498769863438035,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,9.080292130049738,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,8.331972537924795,red,0.0,light green,47.32384233432916,red,1.8468087304973047,red,5.998695779792993,red,0.0,red,0.0,red,0.0,red,0.0
139,Tomas Soucek,West Ham,5.9136234451722745,17.285976224349728,38,13,27.13970849237924,27.13970849237924,27.492066871249108,24.713651428087456,17.957872745270596,9.456772767850826,5.697964110013385,4.962818781413112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,0.0,red,0.0,pink,19.448908102131576,light green,47.29045077971804,green,59.50769984193838,light green,26.311660604862087,light green,37.419240118004595,red,0.0,white,,red,2.466508652089098,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,light green,32.27322281780269,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,,white,
140,Michael Keane,Everton,5.901498743499339,7.234095233966932,38,31,1.6974749749437328,1.517728199924034,1.517728199924034,1.517728199924034,1.517728199924034,1.517728199924034,1.517728199924034,0.7861618592150468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.985546614001857,3.985546614001857,4.947982800519035,4.947982800519035,4.947982800519035,4.947982800519035,4.947982800519035,4.947982800519035,15.756521464634503,16.264034630072093,15.30159844355491,15.30159844355491,15.30159844355491,15.30159844355491,16.036549386435382,9.294690877600148,8.787177712162562,8.787177712162562,8.787177712162562,9.303489386477976,9.303489386477976,8.568538443597502,0.516311674315413,red,6.761360439643219,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,5.120964384962909,red,5.503133014505328,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,light green,27.898826298013,red,0.0,red,6.737053305620246,red,0.0,red,0.0,red,0.0,red,0.0,green,103.55859694682127,red,3.5525921580631135,red,0.0,red,0.0,red,0.0,red,0.0,red,5.144656600163306,green,56.365587384974624,red,0.0,red,0.0,red,0.0,red,3.614181720207891,red,0.0,red,0.0,red,0.0
141,Philip Billing,Bournemouth,5.892830539508711,6.586104720627382,38,34,2.91619032252195,3.303162733519187,3.303162733519187,2.063028449707713,7.64829483344735,9.369247899306638,10.77565761409827,14.759544857345102,19.528620345371102,19.528620345371102,19.703962464583046,19.703962464583046,19.703962464583046,19.703962464583046,19.703962464583046,19.703962464583046,19.703962464583046,19.703962464583046,19.703962464583046,19.703962464583046,20.26311254416841,13.549675587967569,11.828722522108281,10.422312807316647,5.890540097820546,5.890540097820546,0.7344921987973088,0.5591500795853614,1.0835584197725054,1.0835584197725054,1.0835584197725054,1.8797863236554284,1.8797863236554284,2.2039098286403513,3.1153691737627307,2.237539263450361,2.9387312999201574,3.440763034392191,5.416501973529866,5.670524884277034,5.346401379292111,4.672079015429589,5.10227853927969,red,0.0,red,0.0,red,8.680939986680322,red,7.897194007228422,red,0.0,red,0.0,red,3.835198263744908,red,2.708806876980661,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,light green,46.99405869340588,pink,12.04667146101501,red,9.844868003541434,light green,31.722408966472724,white,,light green,36.092335293162655,red,1.2273948344836318,red,3.91405055709753,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,7.584908938407539,red,0.0,red,0.0,red,5.57359532718046,red,0.0,red,2.2688645348944614,red,6.380215415856654,red,1.4400995662209506,red,4.908344255288576,red,3.5142221413042343,pink,19.403767901144178,red,1.7781603752301824,red,0.0,red,1.6599588688190023,red,4.4514962331716585
142,Aaron Mooy,Brighton,5.879810489156848,7.207509631869685,38,31,0.24287718752379392,0.37362390154344677,1.0178896450899428,1.0178896450899428,2.4080358553436123,2.4080358553436123,7.597141547070131,12.574390970987038,14.174420198839625,14.174420198839625,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,16.60381944081737,15.213673230563701,19.58445279975306,15.365132582303826,11.562481775924722,11.562481775924722,9.958773449168834,8.118769639877923,11.38013158375378,11.93818158466273,7.567402015473375,6.597616541196088,5.423017923658286,5.05307312101814,3.819411944784808,0.8905842984667187,0.33253429755776676,2.1162033687576196,2.1162033687576196,2.1162033687576196,2.1162033687576196,2.1162033687576196,1.7836690711998526,red,1.7001403126665575,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.6153673108041273,white,,red,4.509860204825472,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,9.731023471775686,red,0.0,light green,36.32373984208564,light green,34.84074596741835,white,,pink,13.815571905772227,pink,21.5156548986697,red,0.0,red,0.0,light green,30.5954569843255,red,6.788498319941001,red,8.222190322764622,red,2.5896136184810192,red,8.635628233633325,pink,22.82953360713099,red,3.906350006362664,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,2.3277400829043673,red,0.0,pink,12.485683498398968,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
143,Junior Stanislas,Bournemouth,5.864586497819366,14.856952461142393,38,15,24.892818993091932,24.004815558699658,25.970384637849666,28.13491358416744,14.34426115093672,15.263603792090695,6.366978839993848,5.930899224362507,5.930899224362507,5.930899224362507,3.9653301452125014,3.9653301452125014,3.9653301452125014,3.9653301452125014,3.9653301452125014,3.9653301452125014,3.9653301452125014,3.9653301452125014,3.9653301452125014,3.9653301452125014,1.1413159728725417,1.1413159728725417,1.0126084849935453,1.0126084849935453,1.0126084849935453,1.0126084849935453,1.0126084849935453,1.0126084849935453,1.0126084849935453,1.0126084849935453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,red,6.216024040745899,red,0.0,red,4.616396582155311,green,96.53456703261504,red,1.553813322029963,green,62.27637466467794,red,3.0525573094193796,red,0.0,white,,pink,13.758983554050047,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,19.768099206379716,red,0.0,red,7.9892118101077925,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,7.088259394954817,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0
144,Will Hughes,Watford,5.68329809573324,7.198844254595437,38,30,2.9044565162276763,3.9613318257502295,2.8916261297727686,3.994671857350525,4.88577595315443,4.88577595315443,5.634588483870849,4.497503963129904,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,3.4406286536073507,2.1939720110609997,0.7488125307164195,1.231631884050968,0.4828193533345485,1.0785712252640989,1.0785712252640989,1.3000453172721405,1.3000453172721405,3.1266606199691074,3.1266606199691074,4.08322813598466,4.907898773586855,4.83465439896741,4.992586556302304,4.992586556302304,3.165971253605336,3.165971253605336,1.7265843842552353,2.8411700645572657,6.594772138270672,16.12758215566966,16.12758215566966,17.15759730961985,red,0.0,red,7.487939871842222,red,1.0052764047801672,red,3.8783876917847198,red,0.0,red,0.0,red,7.959591645186624,red,7.398127166657871,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,8.726596497824458,pink,10.116116362412061,red,0.0,red,5.241687715014937,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,3.3797354733418397,red,0.0,red,4.170263103506852,red,1.5503186440562922,red,0.0,pink,12.786307118878769,red,0.0,pink,10.075708085450708,red,5.772694463215367,red,3.657552481170734,red,2.6558437454005466,red,0.0,red,0.0,red,0.0,red,0.0,pink,13.574794225329583,light green,29.93276699716458,green,69.38551386719347,red,0.0,red,7.210106077651309
145,Jonjo Shelvey,Newcastle,5.67844638453395,8.299267792780388,38,26,12.5225859012393,12.886112059516675,12.87893354212403,6.424589939659643,7.779263117289192,7.779263117289192,3.0922275597431317,2.6303697928185477,2.266843634541174,2.266843634541174,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,1.8873779439073715,0.3944065544010934,1.681851518929626,1.681851518929626,2.07368288071117,2.07368288071117,2.07368288071117,3.0771181704362296,8.203077653256994,10.266196762696888,9.46544931693413,10.556192446411599,10.955172825637955,10.955172825637955,9.557330981511802,4.431371498691037,2.368252389251144,2.045788245691339,1.7342019114292686,0.9433901704213702,0.9433901704213702,1.9468752037921127,2.644040401348755,red,0.0,red,5.4673553369927905,light green,45.180405217250694,red,0.9680874831371024,red,0.0,light green,32.809248902822425,red,3.233004368472085,red,2.5446831079416166,white,,red,5.417105715244269,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,pink,10.450799726543947,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,2.7608458808076537,red,0.0,red,0.0,red,9.012114751699727,red,0.0,red,2.74281953247081,red,0.0,red,9.784892908883071,light green,35.88171637974535,pink,14.441833766079256,red,3.406882631360437,red,7.635201906342282,red,5.535682187055289,red,0.0,red,0.0,red,0.0,red,0.0,red,1.1496336264418028,red,5.454097566507788,red,0.0,red,0.0,red,7.0243952335951985,red,4.880156382896499
146,Divock Origi,Liverpool,5.634051008955956,7.646212083583083,38,28,1.9810942729820888,1.565672638530996,1.565672638530996,1.565672638530996,1.565672638530996,1.565672638530996,1.565672638530996,0.0,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,1.1675026337282888,2.926941806798102,2.926941806798102,2.926941806798102,2.926941806798102,3.2778739483498174,3.2778739483498174,21.927771198040695,20.168332024970884,20.168332024970884,20.168332024970884,20.823247677644755,20.823247677644755,19.30481290236475,19.550182962469393,0.9002857127785125,2.2252736388134755,2.2252736388134755,2.74365815078247,2.088742498108601,2.088742498108601,1.8433724380039576,4.608194516802745,red,2.90795144115765,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,pink,10.959708469716972,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,8.172518436098022,red,0.0,red,0.0,pink,12.316074211488692,red,0.0,red,0.0,red,0.0,white,,pink,10.629043426960031,red,0.0,green,130.54928074783615,red,0.0,red,0.0,red,0.0,red,4.584409568717083,red,0.0,red,1.7175904207325043,red,0.0,red,9.274915482244742,red,0.0,red,3.6286915837829605,red,0.0,red,0.0,red,0.0,pink,19.353754551591503
147,Keinan Davis,Aston Villa,5.633883015651145,11.893753033041307,38,18,6.507386322448523,7.921245310055666,4.380773997753314,14.244820616861817,14.244820616861817,14.244820616861817,14.244820616861817,14.149821252398013,12.307464997664239,12.307464997664239,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,2.4434183785557333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.362445915189598,9.154398917780643,9.154398917780643,9.154398917780643,9.154398917780643,9.92672879583111,9.92672879583111,1.5642828806415123,0.772329878050466,0.772329878050466,red,2.9994808698864204,pink,24.78329918611647,red,0.0,red,0.0,red,0.0,red,0.0,pink,17.76892420113677,pink,12.896493783136428,red,0.0,green,69.04832633375953,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,white,,red,0.0,red,0.0,pink,17.103928649890133,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,green,58.53712140632719,red,5.543671018137324,red,0.0,red,0.0,red,0.0,red,5.406309146353262,red,0.0,red,0.0,red,0.0,red,0.0
148,Dan Burn,Brighton,5.627910934568459,6.290018103341218,38,34,13.3529526770089,11.301582969036547,11.301582969036547,11.301582969036547,11.301582969036547,1.0749664103503542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5382335917650194,2.9237343715382553,3.742080656569915,3.742080656569915,3.742080656569915,3.742080656569915,3.742080656569915,3.203847064804896,1.993929936470072,8.699925911752496,8.699925911752496,8.699925911752496,8.699925911752496,8.699925911752496,13.236785264908729,12.280899516925832,pink,14.35958795580647,red,0.0,red,0.0,red,0.0,green,71.58631591080335,red,7.524764872452479,red,0.0,red,0.0,white,,red,0.0,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,white,,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,3.7676351423551355,pink,16.69850545841265,red,5.728423995221619,red,0.0,red,0.0,red,0.0,red,0.0,red,0.0,red,8.229085560068883,green,52.67039582219859,red,0.0,red,0.0,red,0.0,red,0.0,light green,31.75801547209363,red,1.5378853241886064
