,Teams,Threat allowed av adj,Matches,Threat allowed GW47 adj 7 - average,Threat allowed GW46 adj 7 - average,Threat allowed GW45 adj 7 - average,Threat allowed GW44 adj 7 - average,Threat allowed GW43 adj 7 - average,Threat allowed GW42 adj 7 - average,Threat allowed GW41 adj 7 - average,Threat allowed GW40 adj 7 - average,Threat allowed GW39 adj* 7 - average,Threat allowed GW39 adj 7 - average,Threat allowed GW38 adj 7 - average,Threat allowed GW37 adj 7 - average,Threat allowed GW36 adj 7 - average,Threat allowed GW35 adj 7 - average,Threat allowed GW34 adj 7 - average,Threat allowed GW33 adj 7 - average,Threat allowed GW32 adj 7 - average,Threat allowed GW31 adj 7 - average,Threat allowed GW30 adj 7 - average,Threat allowed GW29 adj 7 - average,Threat allowed GW28 adj 7 - average,Threat allowed GW27 adj 7 - average,Threat allowed GW26 adj 7 - average,Threat allowed GW25 adj 7 - average,Threat allowed GW24 adj* 7 - average,Threat allowed GW24 adj 7 - average,Threat allowed GW23 adj 7 - average,Threat allowed GW22 adj 7 - average,Threat allowed GW21 adj 7 - average,Threat allowed GW20 adj 7 - average,Threat allowed GW19 adj 7 - average,Threat allowed GW18 adj 7 - average,Threat allowed GW17 adj 7 - average,Threat allowed GW16 adj 7 - average,Threat allowed GW15 adj 7 - average,Threat allowed GW14 adj 7 - average,Threat allowed GW13 adj 7 - average,Threat allowed GW12 adj 7 - average,Threat allowed GW11 adj 7 - average,Threat allowed GW10 adj 7 - average,Threat allowed GW9 adj 7 - average,Threat allowed GW8 adj 7 - average,Threat allowed GW7 adj 7 - average,Threat allowed GW47 adj color,Threat allowed GW47 adj,Threat allowed GW46 adj color,Threat allowed GW46 adj,Threat allowed GW45 adj color,Threat allowed GW45 adj,Threat allowed GW44 adj color,Threat allowed GW44 adj,Threat allowed GW43 adj color,Threat allowed GW43 adj,Threat allowed GW42 adj color,Threat allowed GW42 adj,Threat allowed GW41 adj color,Threat allowed GW41 adj,Threat allowed GW40 adj color,Threat allowed GW40 adj,Threat allowed GW39 adj* color,Threat allowed GW39 adj*,Threat allowed GW39 adj color,Threat allowed GW39 adj,Threat allowed GW38 adj color,Threat allowed GW38 adj,Threat allowed GW37 adj color,Threat allowed GW37 adj,Threat allowed GW36 adj color,Threat allowed GW36 adj,Threat allowed GW35 adj color,Threat allowed GW35 adj,Threat allowed GW34 adj color,Threat allowed GW34 adj,Threat allowed GW33 adj color,Threat allowed GW33 adj,Threat allowed GW32 adj color,Threat allowed GW32 adj,Threat allowed GW31 adj color,Threat allowed GW31 adj,Threat allowed GW30 adj color,Threat allowed GW30 adj,Threat allowed GW29 adj color,Threat allowed GW29 adj,Threat allowed GW28 adj color,Threat allowed GW28 adj,Threat allowed GW27 adj color,Threat allowed GW27 adj,Threat allowed GW26 adj color,Threat allowed GW26 adj,Threat allowed GW25 adj color,Threat allowed GW25 adj,Threat allowed GW24 adj* color,Threat allowed GW24 adj*,Threat allowed GW24 adj color,Threat allowed GW24 adj,Threat allowed GW23 adj color,Threat allowed GW23 adj,Threat allowed GW22 adj color,Threat allowed GW22 adj,Threat allowed GW21 adj color,Threat allowed GW21 adj,Threat allowed GW20 adj color,Threat allowed GW20 adj,Threat allowed GW19 adj color,Threat allowed GW19 adj,Threat allowed GW18 adj color,Threat allowed GW18 adj,Threat allowed GW17 adj color,Threat allowed GW17 adj,Threat allowed GW16 adj color,Threat allowed GW16 adj,Threat allowed GW15 adj color,Threat allowed GW15 adj,Threat allowed GW14 adj color,Threat allowed GW14 adj,Threat allowed GW13 adj color,Threat allowed GW13 adj,Threat allowed GW12 adj color,Threat allowed GW12 adj,Threat allowed GW11 adj color,Threat allowed GW11 adj,Threat allowed GW10 adj color,Threat allowed GW10 adj,Threat allowed GW9 adj color,Threat allowed GW9 adj,Threat allowed GW8 adj color,Threat allowed GW8 adj,Threat allowed GW7 adj color,Threat allowed GW7 adj,Threat allowed GW6 adj color,Threat allowed GW6 adj,Threat allowed GW5 adj color,Threat allowed GW5 adj,Threat allowed GW4 adj color,Threat allowed GW4 adj,Threat allowed GW3 adj color,Threat allowed GW3 adj,Threat allowed GW2 adj color,Threat allowed GW2 adj,Threat allowed GW1 adj color,Threat allowed GW1 adj
1,Aston Villa,191.78679889147037,38,114.52580450843675,116.3023310251104,116.65470390653718,106.98595523145363,115.4052270319307,122.90727960430799,179.44783926625533,217.01185200946156,232.3356763384464,242.05452710449345,266.7529405574666,266.7529405574666,266.7529405574666,266.7529405574666,266.7529405574666,266.7529405574666,266.7529405574666,266.7529405574666,266.7529405574666,266.7529405574666,273.1873002437617,273.1873002437617,284.17688107530347,246.8058001797322,236.64860890855306,236.64860890855306,238.91064980786516,269.8770236336339,261.3204451609787,246.01166289706953,208.50746073901675,208.11688183098025,195.43977129122612,188.31388087545457,157.73227231307175,176.6517837227577,180.92409600280033,205.1423475055289,183.64175707700764,191.0600971676437,184.63677955115642,191.01709425217922,192.24465391772426,green,86.23838272696365,green,78.57706014005377,green,95.39246487618955,pink,156.13057217448727,red,237.13443531657524,green,78.12236644141878,green,70.08534988336902,green,98.67406834367924,green,81.04367031004128,green,27.711224150604554,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,215.0654747778267,white,,red,289.6488033232164,red,473.90628407505,red,333.03343908581263,white,,red,205.9408386465735,light green,149.0756256723702,red,200.6001183214168,red,260.1059925818922,red,366.57586914400895,red,212.30871780605113,red,261.9331001875584,red,221.77512494175832,red,365.840242452751,light green,140.70406901283067,pink,152.9445167345281,green,104.04645403763948,red,209.57466544979576,pink,173.1933264092796,pink,171.8938920313576,pink,151.76898251607116,red,273.14064888063217,red,182.8507026948267,red,273.5742145567395,green,59.07053245014669,red,225.12170704373202,light green,126.9306687159466,red,196.43118542323054,red,281.7335665394477
2,Norwich,191.4921555684044,38,202.5116774098906,184.94755609640043,182.17317544391537,171.29014406894183,126.75534704592687,167.7737496551315,174.9882765993836,169.16927404304997,196.0324186360834,196.0324186360834,179.8982290428083,179.8982290428083,179.8982290428083,179.8982290428083,179.8982290428083,179.8982290428083,179.8982290428083,179.8982290428083,179.8982290428083,179.8982290428083,196.85643285335001,208.19110016267618,183.96225620988102,173.0393115035811,177.84372591865235,177.84372591865235,155.09530468194595,157.43370647830974,148.06466096406947,149.409111520001,132.7365568384212,143.4293184894509,161.05059211190672,200.8347118445351,200.51772255960879,243.63099288688855,253.77928652170291,279.50322485260796,275.44234038076974,266.924644390657,232.9309218569597,240.93047931959538,193.15499726974113,red,189.09814592691566,red,199.73245667187297,red,216.89071269964228,red,438.91983372155437,green,81.2669591299803,green,103.5328908711227,red,188.14074284814617,green,66.14929673248444,white,,red,180.31179210447726,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,140.70949307482763,light green,127.17625456044959,red,368.39577739441273,pink,154.0345794808873,light green,147.40772495381097,white,,red,254.19130888371862,green,67.37246495155156,red,259.41691974861925,red,206.5189257257327,red,198.79386972484667,green,77.57396653678812,red,181.03862585930952,green,94.95236022677385,green,83.7412775260982,red,193.8336011489373,red,215.9300796172533,green,82.08598695378804,pink,152.42329809399604,red,304.3875412165003,red,373.4411983551724,green,81.52235253161406,red,495.6264934398955,red,286.96813506095424,red,262.1535552701235,light green,123.99710679112837,red,244.76366928571136,light green,135.48514061929112,light green,137.5192547700638,pink,161.19811909091553
3,West Ham,187.48122007156144,38,123.52396745939909,141.3865665756356,144.897358703111,150.893723757729,149.9630626178327,159.45732723202704,144.36444696952157,161.63690362444044,153.47562524994973,153.47562524994973,176.93674956435203,176.93674956435203,176.93674956435203,176.93674956435203,176.93674956435203,176.93674956435203,176.93674956435203,176.93674956435203,176.93674956435203,176.93674956435203,181.3900794929545,203.55527058698914,190.00833443143296,206.80421284489816,222.1759709150627,206.67204942323255,195.3506466389571,193.07949109107625,186.87442514501123,208.9353510967891,213.27549678634986,205.77560487620718,205.77560487620718,215.54416850301263,221.42830989732846,242.4682445960679,254.6115334395427,235.23891626237233,221.23445771419293,204.47996817457786,220.15633684018707,226.3866719555052,203.4589062225753,green,119.51415419562052,green,81.44953062620293,light green,124.2895617746905,green,89.70388225472973,green,115.3401137560208,red,222.33620221019623,green,112.0343273983329,red,244.552348009276,white,,green,106.02507551853076,white,,white,,white,,white,,white,,white,,white,,white,,white,,pink,166.26411715701644,green,83.18925427545567,red,181.79996605538116,green,116.68604037265797,red,232.94152398276486,red,187.42339938784122,red,270.2529457193467,red,197.4374266572337,red,238.34559193369833,green,86.97141296648785,red,234.25718926691465,red,340.54383047391656,white,,green,78.89594894503013,red,191.0031262294186,red,181.53933782206752,red,194.91013031124334,red,241.39789462893293,red,264.63820909384026,red,288.04458710291726,light green,147.2758943326685,red,232.19211598962949,red,328.81888071324363,red,279.91315221556727,green,105.78957438873977,pink,166.6069992565845,pink,170.76316032561184,red,257.0104749919327,red,275.80446179685674,pink,168.32452058273455
4,Newcastle,182.30639988224087,38,181.77937776286666,196.76171769617153,192.32658772372162,165.9698287639147,125.55066823243847,140.59989105202945,153.52422166257617,181.34881911403755,190.1318309771705,190.1318309771705,201.41046410212286,201.41046410212286,201.41046410212286,201.41046410212286,201.41046410212286,201.41046410212286,201.41046410212286,201.41046410212286,201.41046410212286,201.41046410212286,226.24379022790205,250.35478624231342,252.03148113962024,229.6060896967233,201.3856105372354,201.3856105372354,194.24160618663194,199.9813975915759,188.70314690093144,173.69559956479205,177.85895857294207,187.392731951132,190.34119953817452,195.3706617370119,192.32425913337974,185.5023334183816,189.96855208922543,164.52154087520813,161.58781200068074,154.10015802677984,146.25789570235852,166.49619902671148,172.25253650089317,green,40.95920568967664,green,98.1271531304848,red,217.85538602083005,red,350.59023337738336,pink,173.76199175397574,red,231.7289100402472,pink,159.4327643274687,light green,145.83558522281098,white,,green,67.08124332333522,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,33.35807330218186,green,67.65610965704948,red,279.10655149111267,red,322.19922431407434,red,354.20494648769846,white,,red,207.3166682647415,light green,146.03167519800164,red,207.19135618263618,red,236.43308175792902,red,290.8434157722606,pink,165.2214842137958,pink,156.66159237128315,pink,157.3086378105171,red,186.21021503260965,light green,128.24360134812494,light green,131.38025040495316,red,319.9869288293108,red,231.95789786112516,pink,177.30086548058097,red,192.51487320237865,pink,164.88539680718458,green,80.49012134313784,pink,162.6437811008599,light green,141.85785033118992,red,211.42179573943335,light green,124.8872876632745,light green,137.61903693142946,red,306.55352007765515,light green,120.78448366240966
5,Bournemouth,173.47231081559462,38,169.47081962153484,154.4382485686246,141.67650001742763,154.93673097785685,154.50694708435566,195.53863275923666,200.10959727548337,177.11847430676423,201.12941941775165,201.12941941775165,220.02106826638078,220.02106826638078,220.02106826638078,220.02106826638078,220.02106826638078,220.02106826638078,220.02106826638078,220.02106826638078,220.02106826638078,220.02106826638078,238.15395360550252,254.13641580936383,223.04149037814514,209.44669027522215,187.10073913842808,187.10073913842808,173.5595690851254,168.40075595542015,139.47355107019408,149.07110358468066,149.82938035141274,178.2781735625595,183.59971080418828,173.7591389165713,150.53719670081645,160.720581419289,134.9517566428101,146.56665981098882,117.88120276030145,139.0132608912299,151.9008554886444,171.44481497092102,186.29442426449322,pink,176.45423506061502,red,214.68667601116718,green,43.75221055946659,light green,148.06436754891715,green,52.29562309435274,red,217.87382079750938,red,333.16880427871564,green,71.22623769024354,white,,light green,125.35443615278822,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,136.5738272824714,light green,145.0558802944085,red,339.5174228185199,red,249.8705724112364,pink,172.23094349768135,white,,red,239.30285346715576,red,257.5959780931921,red,263.5040246563236,red,256.93311572143796,light green,121.85294479998879,pink,154.70697169077528,green,15.809285540123003,light green,144.5146630940368,red,221.48428618525543,green,61.01359045974117,red,324.11598332284393,light green,127.16088216711356,red,353.8485241688025,green,53.06004623152436,green,75.630659880718,green,58.930690674971785,light green,132.297283489049,light green,143.73420988749146,red,208.46520434436485,pink,153.05032481399073,red,200.98445314802322,pink,165.8438220626197,red,195.73840705090817,red,236.24454854405445
6,Brighton,154.12987344707227,38,170.38000413491892,153.8523522739968,144.68643079125968,125.33562508736448,131.981396328234,132.88956283081177,125.9827067544298,132.28418026734917,158.98079397764974,158.98079397764974,165.64378607843642,165.64378607843642,165.64378607843642,165.64378607843642,165.64378607843642,165.64378607843642,165.64378607843642,165.64378607843642,165.64378607843642,165.64378607843642,181.9372825314137,149.59341738608921,130.3744525421595,141.97374576035915,149.20228833265733,149.20228833265733,127.06103050852184,136.76011168112572,122.2370674105595,119.56163588987316,155.62146441147647,182.72790224039505,164.39254969910283,168.51979716312096,194.37692071627768,187.1347338482836,216.32248169299604,195.01903938522335,157.29059978629692,165.2141454012319,178.65594063150647,141.71328666456841,145.0049557826115,pink,160.89271309441727,light green,138.52545833369498,red,225.96936693900602,red,298.73644684765014,red,188.60052824260595,green,79.73055796355499,green,100.20495752350313,green,45.199150067962464,white,,green,74.36400795453508,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,90.51372701173959,red,345.25684553373696,red,194.95769376065013,green,31.382565428881076,light green,144.3152721139388,white,,red,232.07544604006668,light green,121.00495266004168,red,204.56820218258036,green,118.84978951646569,green,60.42493985314224,green,112.57761795627856,red,194.91507012002592,green,77.08664127111847,red,188.89852086826875,green,102.90689228861696,green,100.12176887166123,red,312.84373950436554,red,302.3226827587086,green,66.56760233098018,green,105.97737351924518,red,369.8983857403661,green,52.211584212658344,red,304.43600378464834,pink,163.71964334995693,green,38.22360556622356,light green,122.0324216355247,red,200.06994013116739,green,111.29980797179964,green,75.25326803895986
7,Arsenal,153.22602766592686,38,155.1683766676213,101.41406721518354,102.678626054543,100.61734804936886,98.00755141985655,124.60152493192894,135.43030954964658,167.38926488523083,191.6160720841097,200.65427509912925,186.75152071022708,186.75152071022708,186.75152071022708,186.75152071022708,186.75152071022708,186.75152071022708,186.75152071022708,186.75152071022708,186.75152071022708,186.75152071022708,169.4757227940182,169.4757227940182,145.313934746059,147.26589793169003,119.11173716548544,119.11173716548544,97.53227711871284,85.7315341848338,103.76154657815287,112.3129961676615,139.4335093185297,130.08786243720064,144.62572660763357,172.22343840671783,179.0274995312529,165.56910111683052,161.96487334727678,148.70577660764525,176.73969033451445,186.7781047618076,175.08830912112631,181.9630173603377,178.27754492971124,red,447.39096917725436,green,68.07414304055646,pink,162.28450939737755,red,198.41939979201345,green,89.36282838123108,green,98.1391457660735,green,22.507641118842717,green,71.11080301019,green,76.9260549160728,light green,147.85556336115843,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,180.15082338542737,white,,red,275.52064296573786,pink,173.94063809009685,red,246.22032846793235,white,,red,240.69845340234232,light green,140.1934760212096,green,50.53628263884315,green,59.22023797196522,green,106.38812663002354,red,187.60438038951423,green,49.14120310449993,green,89.6422330749342,green,57.58827548405641,pink,176.7463693920766,green,119.08038509852558,red,296.2317186861011,light green,122.18485222021066,pink,150.90625229753047,red,282.8262156685241,green,105.21670335580161,green,82.53758049112004,green,93.85079071164922,red,203.4180415086806,red,318.4222483082948,red,221.17515328858278,red,200.99764618375528,pink,153.33966103028092,green,56.73927347673495
8,Watford,152.46037771025223,38,178.6762886999318,165.5150550833794,145.6849020056163,151.98136922775623,121.94223569309482,127.76189419605087,111.89748250811297,136.3867421893428,138.44787730006567,138.44787730006567,152.5810517258872,152.5810517258872,152.5810517258872,152.5810517258872,152.5810517258872,152.5810517258872,152.5810517258872,152.5810517258872,152.5810517258872,152.5810517258872,138.6609531902498,154.07920681194315,134.81993831564378,156.72621236056014,132.09289922479604,132.09289922479604,130.1451516622988,107.38863839413013,130.995547563669,140.325287800206,175.76356758773295,154.35625619229475,158.49839783062887,157.3210936029421,166.43281222931395,143.2374041267422,132.9272126535566,137.28139863325032,139.6239249145912,139.602926052669,180.44463205083,178.5646557680919,186.64083146661625,red,208.16574084778958,red,232.680542658639,green,92.03533045791977,red,225.12638973573533,pink,166.52900104931692,red,198.41419380629995,light green,127.78282234382206,green,116.03710553192276,white,,green,93.86947111429728,white,,white,,white,,white,,white,,white,,white,,white,,white,,light green,136.1106010128993,green,14.852454993105342,red,207.26661057000942,green,87.36331199073457,red,299.207640112431,white,,light green,130.46505130698282,red,192.801692095048,green,38.669911263437484,light green,122.78023034495885,green,72.45173109591354,red,240.70723030514932,light green,126.77444816208234,green,116.83081836950196,green,33.50609921786748,red,203.91827545020953,red,188.08841200071802,red,320.51968960860205,green,90.85605053708191,pink,155.76943963042126,green,108.58968877569444,green,97.28812960247056,green,41.55041873220711,green,115.91707168841891,red,350.99899146645794,green,107.25373450646812,pink,155.622447596966,red,394.4816307628212,green,84.12829562330406,green,98.08364862187759
9,Southampton,148.44455996535356,38,104.18658392424159,115.67117187863869,119.30450109795795,177.23290781479858,203.3935984171064,201.55432913079304,189.67268984430066,223.6519215810983,203.81937934668508,203.81937934668508,221.11731064935861,221.11731064935861,221.11731064935861,221.11731064935861,221.11731064935861,221.11731064935861,221.11731064935861,221.11731064935861,221.11731064935861,221.11731064935861,161.97444650420306,134.91006271028022,130.03911428023,124.80196051555166,100.57655039748832,100.57655039748832,99.49445143476922,92.35128874118524,101.24980143965595,92.44862003689039,113.95609245389501,135.58650936526746,145.40976680867604,187.35891772494054,176.14824454735307,179.16771967009836,189.64994458968718,187.38368293933198,188.57406955339002,185.65381725285286,145.92644332501376,148.96953275957338,141.3451142176747,pink,165.6872134130604,green,70.36753011318379,green,78.04860763217623,light green,124.41368376663983,green,68.88594757686279,red,180.96178248969215,green,40.94132247807591,red,246.0793290938401,white,,green,95.80083464841869,white,,white,,white,,white,,white,,white,,white,,white,,white,,red,483.5474546500606,red,307.53851798279436,green,56.01106257266959,green,97.7903074842453,red,278.7959446356595,white,,green,107.2515334529476,red,216.8863537671334,green,69.54740563397176,green,118.08783142533437,green,21.914423562317953,green,61.13023113149705,green,109.21807380921614,green,99.67684071391398,pink,166.88421491204542,light green,131.83699452326672,green,56.47956160597547,pink,172.46673048135014,red,212.5431495111044,pink,177.9808759130761,red,393.3208971277657,green,88.40950266893311,pink,152.9733203824835,light green,129.8551360430971,pink,156.6028989288639,red,220.87585580951088,pink,157.539109809316,green,115.22927963289179,green,109.71112871085056,green,99.60239058919257
10,Crystal Palace,145.49226556140437,38,138.57491268098903,160.54945209153166,145.0803112786426,129.75434227304422,130.26559353496077,106.78245748543752,119.56699039358831,128.54776129597153,117.17985187463319,117.17985187463319,129.63986932263848,129.63986932263848,129.63986932263848,129.63986932263848,129.63986932263848,129.63986932263848,129.63986932263848,129.63986932263848,129.63986932263848,129.63986932263848,148.18168268705952,154.96579823047674,171.73756729016412,143.40167354784873,144.00444976227897,144.00444976227897,170.313785123101,176.73992012749633,156.91717336600277,151.412061906919,148.75304944230544,170.2974765154382,167.57757769916094,149.75736449192078,154.98250593107085,168.55482705472292,152.88678122487335,160.2560212312821,142.51582352676624,135.16186197793212,138.17633939795863,138.88919188219316,137.31574812266317,green,33.85841524658135,pink,152.16579175868796,pink,157.61546980364741,red,201.3119402362795,red,188.90774676789314,red,196.73921518140008,green,39.425809772433674,red,187.68019112037965,white,,green,43.88180606846468,white,,white,,white,,white,,white,,white,,white,,white,,white,,green,50.33368676445879,red,204.89069906969542,green,24.52579442123029,red,286.23094553845567,green,102.29120608911626,white,,green,108.10482517101121,light green,131.10192820450158,red,180.12638031540638,red,252.37950787361572,light green,141.92817783904204,green,87.879689342248,green,106.51063959012787,red,292.2701726967654,pink,176.0848732352689,green,41.367152984951716,red,213.843727660029,light green,123.31509058674706,red,238.69067885417738,green,87.471347876187,pink,167.5286802460844,red,212.66086330931944,light green,136.37340085051628,green,104.16740685108174,pink,174.8997706316083,green,114.50929492256643,green,35.99361703434841,red,188.6300221862698,red,217.6508306989612,light green,125.35929453380645
