,Teams,Opponent xG av adj,Matches,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
11,Crystal Palace,145.49226556140437,38,33.85841524658135,152.16579175868796,157.61546980364741,201.3119402362795,188.90774676789314,196.73921518140008,39.425809772433674,187.68019112037965,,43.88180606846468,,,,,,,,,,50.33368676445879,204.89069906969542,24.52579442123029,286.23094553845567,102.29120608911626,,108.10482517101121,131.10192820450158,180.12638031540638,252.37950787361572,141.92817783904204,87.879689342248,106.51063959012787,292.2701726967654,176.0848732352689,41.367152984951716,213.843727660029,123.31509058674706,238.69067885417738,87.471347876187,167.5286802460844,212.66086330931944,136.37340085051628,104.16740685108174,174.8997706316083,114.50929492256643,35.99361703434841,188.6300221862698,217.6508306989612,125.35929453380645
12,Southampton,148.44455996535356,38,165.6872134130604,70.36753011318379,78.04860763217623,124.41368376663983,68.88594757686279,180.96178248969215,40.94132247807591,246.0793290938401,,95.80083464841869,,,,,,,,,,483.5474546500606,307.53851798279436,56.01106257266959,97.7903074842453,278.7959446356595,,107.2515334529476,216.8863537671334,69.54740563397176,118.08783142533437,21.914423562317953,61.13023113149705,109.21807380921614,99.67684071391398,166.88421491204542,131.83699452326672,56.47956160597547,172.46673048135014,212.5431495111044,177.9808759130761,393.3208971277657,88.40950266893311,152.9733203824835,129.8551360430971,156.6028989288639,220.87585580951088,157.539109809316,115.22927963289179,109.71112871085056,99.60239058919257
13,Watford,152.46037771025223,38,208.16574084778958,232.680542658639,92.03533045791977,225.12638973573533,166.52900104931692,198.41419380629995,127.78282234382206,116.03710553192276,,93.86947111429728,,,,,,,,,,136.1106010128993,14.852454993105342,207.26661057000942,87.36331199073457,299.207640112431,,130.46505130698282,192.801692095048,38.669911263437484,122.78023034495885,72.45173109591354,240.70723030514932,126.77444816208234,116.83081836950196,33.50609921786748,203.91827545020953,188.08841200071802,320.51968960860205,90.85605053708191,155.76943963042126,108.58968877569444,97.28812960247056,41.55041873220711,115.91707168841891,350.99899146645794,107.25373450646812,155.622447596966,394.4816307628212,84.12829562330406,98.08364862187759
14,Arsenal,153.22602766592686,38,447.39096917725436,68.07414304055646,162.28450939737755,198.41939979201345,89.36282838123108,98.1391457660735,22.507641118842717,71.11080301019,76.9260549160728,147.85556336115843,,,,,,,,,,180.15082338542737,,275.52064296573786,173.94063809009685,246.22032846793235,,240.69845340234232,140.1934760212096,50.53628263884315,59.22023797196522,106.38812663002354,187.60438038951423,49.14120310449993,89.6422330749342,57.58827548405641,176.7463693920766,119.08038509852558,296.2317186861011,122.18485222021066,150.90625229753047,282.8262156685241,105.21670335580161,82.53758049112004,93.85079071164922,203.4180415086806,318.4222483082948,221.17515328858278,200.99764618375528,153.33966103028092,56.73927347673495
15,Brighton,154.12987344707227,38,160.89271309441727,138.52545833369498,225.96936693900602,298.73644684765014,188.60052824260595,79.73055796355499,100.20495752350313,45.199150067962464,,74.36400795453508,,,,,,,,,,90.51372701173959,345.25684553373696,194.95769376065013,31.382565428881076,144.3152721139388,,232.07544604006668,121.00495266004168,204.56820218258036,118.84978951646569,60.42493985314224,112.57761795627856,194.91507012002592,77.08664127111847,188.89852086826875,102.90689228861696,100.12176887166123,312.84373950436554,302.3226827587086,66.56760233098018,105.97737351924518,369.8983857403661,52.211584212658344,304.43600378464834,163.71964334995693,38.22360556622356,122.0324216355247,200.06994013116739,111.29980797179964,75.25326803895986
16,Bournemouth,173.47231081559462,38,176.45423506061502,214.68667601116718,43.75221055946659,148.06436754891715,52.29562309435274,217.87382079750938,333.16880427871564,71.22623769024354,,125.35443615278822,,,,,,,,,,136.5738272824714,145.0558802944085,339.5174228185199,249.8705724112364,172.23094349768135,,239.30285346715576,257.5959780931921,263.5040246563236,256.93311572143796,121.85294479998879,154.70697169077528,15.809285540123003,144.5146630940368,221.48428618525543,61.01359045974117,324.11598332284393,127.16088216711356,353.8485241688025,53.06004623152436,75.630659880718,58.930690674971785,132.297283489049,143.73420988749146,208.46520434436485,153.05032481399073,200.98445314802322,165.8438220626197,195.73840705090817,236.24454854405445
17,Newcastle,182.30639988224087,38,40.95920568967664,98.1271531304848,217.85538602083005,350.59023337738336,173.76199175397574,231.7289100402472,159.4327643274687,145.83558522281098,,67.08124332333522,,,,,,,,,,33.35807330218186,67.65610965704948,279.10655149111267,322.19922431407434,354.20494648769846,,207.3166682647415,146.03167519800164,207.19135618263618,236.43308175792902,290.8434157722606,165.2214842137958,156.66159237128315,157.3086378105171,186.21021503260965,128.24360134812494,131.38025040495316,319.9869288293108,231.95789786112516,177.30086548058097,192.51487320237865,164.88539680718458,80.49012134313784,162.6437811008599,141.85785033118992,211.42179573943335,124.8872876632745,137.61903693142946,306.55352007765515,120.78448366240966
18,West Ham,187.48122007156144,38,119.51415419562052,81.44953062620293,124.2895617746905,89.70388225472973,115.3401137560208,222.33620221019623,112.0343273983329,244.552348009276,,106.02507551853076,,,,,,,,,,166.26411715701644,83.18925427545567,181.79996605538116,116.68604037265797,232.94152398276486,187.42339938784122,270.2529457193467,197.4374266572337,238.34559193369833,86.97141296648785,234.25718926691465,340.54383047391656,,78.89594894503013,191.0031262294186,181.53933782206752,194.91013031124334,241.39789462893293,264.63820909384026,288.04458710291726,147.2758943326685,232.19211598962949,328.81888071324363,279.91315221556727,105.78957438873977,166.6069992565845,170.76316032561184,257.0104749919327,275.80446179685674,168.32452058273455
19,Norwich,191.4921555684044,38,189.09814592691566,199.73245667187297,216.89071269964228,438.91983372155437,81.2669591299803,103.5328908711227,188.14074284814617,66.14929673248444,,180.31179210447726,,,,,,,,,,140.70949307482763,127.17625456044959,368.39577739441273,154.0345794808873,147.40772495381097,,254.19130888371862,67.37246495155156,259.41691974861925,206.5189257257327,198.79386972484667,77.57396653678812,181.03862585930952,94.95236022677385,83.7412775260982,193.8336011489373,215.9300796172533,82.08598695378804,152.42329809399604,304.3875412165003,373.4411983551724,81.52235253161406,495.6264934398955,286.96813506095424,262.1535552701235,123.99710679112837,244.76366928571136,135.48514061929112,137.5192547700638,161.19811909091553
20,Aston Villa,191.78679889147037,38,86.23838272696365,78.57706014005377,95.39246487618955,156.13057217448727,237.13443531657524,78.12236644141878,70.08534988336902,98.67406834367924,81.04367031004128,27.711224150604554,,,,,,,,,,215.0654747778267,,289.6488033232164,473.90628407505,333.03343908581263,,205.9408386465735,149.0756256723702,200.6001183214168,260.1059925818922,366.57586914400895,212.30871780605113,261.9331001875584,221.77512494175832,365.840242452751,140.70406901283067,152.9445167345281,104.04645403763948,209.57466544979576,173.1933264092796,171.8938920313576,151.76898251607116,273.14064888063217,182.8507026948267,273.5742145567395,59.07053245014669,225.12170704373202,126.9306687159466,196.43118542323054,281.7335665394477
