,Name,Team,xG per fixture,xG per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
1,Gabriel Fernando de Jesus,Man City,55.303161306992955,61.80941557840389,38,34,94.25580501556395,50.33621788024902,43.51678192615509,182.93880224227902,64.45576548576355,152.14143991470337,15.2817502617836,0.0,33.48504900932312,16.923077404499054,,,,,,,,,,4.565981775522231,,48.379552364349365,108.3869695663452,2.2856187075376506,,88.99409174919128,6.09816424548626,144.437563419342,132.43731260299685,0.0,0.0,156.08807802200315,48.86219203472138,51.14827156066895,80.87070584297179,89.6282434463501,0.0,0.0,60.93556880950928,102.81697511672974,148.82977008819583,3.2613869756460185,79.93692755699158,0.0,19.401563704013824,0.0,0.0,50.17111301422119,20.649389922618862
2,Mohamed Salah,Liverpool,54.3771544765485,60.77446676790714,38,34,19.695945084094998,25.51367282867432,85.24229526519775,114.89335298538208,187.34793663024902,6.756497919559479,21.332748234272003,51.95972323417664,,0.0,,,,,,,,,,13.840050995349884,5.8906517922878265,25.014489889144894,40.52668809890747,141.67767763137815,102.48464345932008,54.314404726028435,80.20099401473998,9.689494222402573,80.26967048645021,46.67940139770508,31.65876865386963,,98.8244354724884,125.04796981811523,0.0,22.341564297676086,0.0,33.116385340690606,30.07439374923706,106.37078285217285,0.0,95.12023329734802,73.68565797805786,10.2439783513546,55.3731918334961,25.12352466583252,160.1673245429993,41.37240946292877,44.480910897254944
3,Raheem Sterling,Man City,52.10501705541422,59.999716609264865,38,33,102.80880928039551,174.6425747871399,0.0,136.51603460311892,52.053868770599365,12.42016851902008,65.63881635665894,31.63414001464844,0.0,24.98474419116974,,,,,,,,,,48.590433597564704,,0.0,0.0,53.68739366531372,,76.57455801963806,41.09877347946167,0.0,0.0,1.4983233064413068,189.40994739532468,16.635841131210327,75.87453126907349,9.152837097644808,80.88983297348021,76.92100405693056,0.0,35.54424047470093,8.057845383882523,61.81195378303528,123.15236330032349,14.89587128162384,74.03122186660768,0.0,81.48068785667421,0.0,63.04378509521485,88.01535964012146,158.9246869087219
4,Marcus Rashford,Man Utd,51.3255989620168,62.915250340536716,38,31,10.61781793832779,1.5782466158270836,58.288133144378655,97.80728816986084,67.8446114063263,91.62268042564392,3.546012938022613,69.6482479572296,,38.372230529785156,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,149.55458641052246,18.646185100078586,94.11808848381042,49.50995147228241,38.93045783042908,21.89304381608963,96.49302363395692,110.54030656814577,53.23774814605713,51.6410768032074,171.19821310043338,8.934634178876877,147.5190758705139,59.735673666000366,0.0,27.33687460422516,0.0,81.4305067062378,98.46126437187195,91.1713480949402,10.385707765817642,130.30972480773926
5,Jamie Vardy,Leicester,49.7461508371328,54.01010662317276,38,35,16.085927188396457,54.729437828063965,78.51542234420776,123.96745681762695,56.43991231918335,111.94027662277222,0.0,7.077717036008835,,17.692255973815918,,,,,,,,,,83.85773301124574,0.0,45.8369255065918,0.0,24.9879002571106,,11.109765619039537,109.81100797653198,0.0,0.0,0.0,6.12243190407753,43.978217244148254,45.415398478507996,162.87814378738403,88.57292532920837,105.83537817001344,176.60647630691528,66.91325306892395,23.839552700519558,198.0528712272644,11.842337250709535,0.0,80.67344427108766,26.39796137809753,0.0,66.58774614334106,39.691662788391106,4.8941932618618,0.0
6,Tammy Abraham,Chelsea,47.586319870070405,53.18471044301987,38,34,21.752677857875824,69.9198305606842,0.0,81.26364946365356,62.00789213180542,0.0,10.557676106691359,211.5164279937744,,11.242765933275225,,,,,,,,,,0.0,0.0,62.13393211364746,0.0,0.0,,43.63159537315369,110.26761531829834,68.18066835403442,21.03093415498733,66.75390005111693,26.898831129074093,17.780050635337826,33.055466413497925,62.28684186935425,77.57735848426819,0.0,8.882109820842741,88.81930708885193,87.67848610877991,7.3400236666202545,90.1057243347168,22.21529483795166,121.03472948074341,47.1162497997284,95.9131121635437,127.79209613800049,27.94158458709717,15.992042422294615,9.591280668973925
7,Chris Wood,Burnley,45.33210926150021,53.8318797480315,38,32,47.59789109230042,48.49815964698792,123.4513521194458,0.0,55.83323240280152,0.0,0.0,0.0,,0.0,,,,,,,,,,147.97601699829104,10.803035646677015,0.0,0.0,9.699336439371107,,52.302974462509155,104.85434532165527,14.757512509822845,99.22785758972168,0.0,46.76795303821564,0.0,94.07884478569031,27.31214165687561,0.0,125.37028789520264,59.67257618904114,159.67748165130615,0.0,0.0,147.87337779998782,13.890887796878815,78.55570316314697,181.1984658241272,11.801843345165253,5.448396876454353,53.64391207695007,0.0,2.326565608382225
8,Roberto Firmino,Liverpool,43.911129030350004,43.911129030350004,38,38,0.0,40.50352275371552,0.0,26.420894265174862,19.31459456682205,5.967710167169571,16.854119300842285,5.622481182217598,,5.051531642675401,,,,,,,,,,95.34710645675659,0.0,91.67350530624391,68.49954128265381,117.6682710647583,65.7996416091919,85.97580790519714,32.9514741897583,66.75509810447693,98.93476366996764,25.34586191177368,132.08887577056885,,21.706436574459076,34.983962774276726,0.0,21.040032804012302,97.47375249862672,25.11031627655029,9.79028344154358,63.748818635940545,30.619582533836365,64.16391730308533,0.0,71.53189778327942,10.41458323597908,42.545998096466064,36.22076511383057,44.65234577655792,93.84540915489195
9,Raul Jimenez,Wolves,43.44946848424642,43.44946848424642,38,38,1.3450691476464272,18.30201894044876,26.899507641792297,94.07290816307068,0.0,10.676202178001404,10.196726769208908,15.008698403835295,,83.4694802761078,,,,,,,,,,48.9917516708374,64.75956439971924,126.00109577178956,71.00350856781006,9.948392212390901,,73.35705757141112,180.11053800582886,70.8650767803192,16.357769072055813,6.673496216535567,80.01495003700256,53.08207869529724,19.82661187648773,0.0,43.75463128089905,53.12161445617676,80.5501937866211,55.710774660110474,29.39554452896118,4.775257408618927,76.11688375473021,12.818518280982973,18.784737586975094,11.01277768611908,9.781743586063383,50.11937022209168,91.92658066749573,10.707076638936996,21.54159545898437
10,Pierre-Emerick Aubameyang,Arsenal,43.03321863377565,45.42395300231874,38,36,132.81732797622678,12.767462432384493,0.0,21.767310798168182,55.92077970504761,11.372915655374527,82.80352354049683,33.647292852401726,45.24058401584625,38.73656690120697,,,,,,,,,,2.554785273969173,,44.133374094963074,53.993821144104004,71.64330482482909,,0.0,0.0,43.40868890285492,10.465378314256668,44.361701607704155,62.084031105041504,79.65709567070006,9.853454679250717,65.39374589920044,22.325101494789124,117.94075965881348,47.261792421340935,13.279984891414642,51.86641216278076,15.547294914722444,8.939742296934126,77.70490050315856,41.28657877445221,63.60412836074829,75.02292394638063,56.93942308425903,28.195923566818237,21.51902168989181,71.20517492294313
11,Dominic Calvert-Lewin,Everton,42.39432346565943,44.74956365819607,38,36,0.0,50.612616539001465,60.75095534324646,9.904399514198305,4.118960723280907,13.525840640068054,5.514124408364296,36.16280853748322,,15.690723061561586,,,,,,,,,,35.66674590110779,62.18895316123962,147.23032712936399,151.4831900596619,52.729064226150506,,54.590409994125366,123.91836643218994,90.19600152969359,2.097040973603725,137.17806339263916,37.10973858833314,5.688754469156264,11.062967032194138,109.57838296890259,22.57467210292816,7.867531478404999,0.0,13.687877357006073,47.9039877653122,31.381407380104065,0.0,0.0,135.1900577545166,0.0,86.46865487098694,2.592895552515984,40.396514534950256,0.0,5.922258272767067
12,Danny Ings,Southampton,41.20978202768847,41.20978202768847,38,38,82.02281594276428,86.16966605186462,60.89608073234558,9.504207223653793,99.47946071624756,33.409741520881646,11.947338283061981,21.047842502593998,,56.33819103240967,,,,,,,,,,2.2151153534650803,6.1480678617954245,46.37278318405152,4.2493533343076715,28.63186001777649,,0.0,13.15211057662964,165.32385349273682,52.16745138168335,64.32440876960753,0.0,80.27819395065308,5.913807079195976,18.381336331367493,82.11449384689331,87.86735534667969,42.15376973152161,66.4255678653717,2.171275578439236,1.862705498933792,89.41832780838013,97.15026617050172,51.91029906272888,14.054904878139494,0.0,4.518900811672211,1.8681135028600693,76.48205161094666,0.0
13,Sergio Aguero,Man City,40.94079032932457,64.82291802143057,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.062898367643356,52.78062224388122,,,,,,,,,,0.0,,109.21522378921507,57.19892978668213,100.25826692581177,,62.83474564552307,147.07803726196292,132.4095606803894,0.0,37.702959775924676,0.0,0.0,0.0,0.0,0.0,0.0,41.12507104873657,20.425824820995327,107.6850652694702,0.0,0.0,27.138867974281307,11.158986389636992,233.2970142364502,95.932537317276,46.01958990097046,120.56112289428712,68.75150203704834,76.11320614814757
14,Sadio Mane,Liverpool,38.361797109246254,41.649951147181646,38,35,5.68026602268219,0.0,79.52638864517213,23.40404689311981,7.825472205877304,55.90351223945618,16.958308219909668,25.90092420578003,,0.0,,,,,,,,,,60.45237183570862,0.0,85.04857420921327,9.292931854724882,0.0,0.0,0.0,63.12798857688904,14.277824759483336,145.7651257514954,65.72182774543761,116.0409927368164,,13.769558072090149,0.0,59.83119606971741,50.20265579223633,35.14509499073029,53.19979786872864,90.88231325149536,19.301767647266384,0.0,76.71206593513489,97.1391499042511,9.864649176597595,82.5958251953125,37.13329434394837,27.56902575492859,29.47534024715424,0.0
15,Neal Maupay,Brighton,35.68037700300154,36.644711516596175,38,37,11.709697544574738,14.659281075000765,24.664415419101715,0.0,56.781935691833496,8.589117974042892,4.773322492837907,79.1041910648346,,42.56033897399902,,,,,,,,,,0.0,56.99573755264282,65.62230587005615,0.0,0.0,,131.10792636871338,23.99263828992844,6.231467425823213,38.98874521255493,23.137187957763672,0.0,3.176711499691009,127.37299203872679,30.583178997039795,39.31678235530853,0.0,10.860154777765274,4.519184306263924,98.50479364395142,81.87599778175355,34.534001350402825,110.35057306289671,0.0,62.776923179626465,17.293517291545868,9.739510715007784,44.58219408988953,51.98385715484619,39.46564495563507
16,Harry Kane,Spurs,34.99227881823715,45.851951554931446,38,29,8.651475608348846,53.8021981716156,143.62587928771973,68.43882799148561,8.158799260854723,9.672965109348297,69.86182928085327,173.9294171333313,,3.812115639448166,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,16.455404460430145,107.21017122268677,30.21751344203949,17.420674860477448,9.998487681150435,20.978669822216037,9.535758942365646,46.37593328952789,43.69194209575653,50.15892386436462,0.0,60.98738312721253,8.634468168020247,8.320792764425278,58.27940702438354,83.09539556503294,3.008023463189602,87.27964162826538,44.21420097351074,0.6219567731022835,83.26833844184874
17,Michail Antonio,West Ham,34.86723466041057,55.2064548789834,38,24,37.23582923412322,106.9588541984558,46.2929368019104,293.9826011657715,56.8448543548584,65.15413522720337,123.01704883575441,45.60683965682984,,1.618206687271595,,,,,,,,,,116.2765383720398,94.56884860992432,0.0,7.9828277230262765,41.84358716011048,0.0,23.49747568368912,0.0,0.0,0.0,3.2236430794000626,23.071500658988953,,12.484391033649445,15.77695459127426,0.0,98.50250482559204,17.171527445316315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.443373918533325,48.400437831878655,0.0
18,Anthony Martial,Man Utd,34.84340731642748,41.376546188257635,38,32,8.508481085300447,15.829363465309145,43.03758144378662,50.7607102394104,19.025714695453644,17.815110087394714,0.0,155.97594976425168,,42.75270104408264,,,,,,,,,,118.19430589675905,9.778816998004912,49.73656535148621,14.16511982679367,0.0,,35.93881726264953,35.81174910068511,58.116894960403435,0.0,94.0667450428009,53.47661375999451,19.909736514091488,3.5048339515924454,21.311941742897037,0.0,80.68127632141112,4.6874336898326865,18.061026930809017,1.9140597432851791,233.512282371521,0.0,0.0,0.0,0.0,0.0,0.0,29.274961352348328,11.314776539802553,76.8859088420868
19,Diogo Jota,Wolves,31.62546072547373,35.34610316376476,38,34,6.052368879318237,0.0,17.05014556646347,89.3317937850952,12.546880543231964,7.611579447984695,27.44911015033722,0.0,,7.321428507566452,,,,,,,,,,6.016166880726813,133.84368419647214,164.2433285713196,6.920874863862991,26.77431404590607,,69.94870901107788,0.0,0.0,4.5938726514577874,4.3455637991428375,56.259751319885254,12.253380566835403,19.96975690126419,155.47375679016113,12.890461087226868,14.91675078868866,15.323540568351744,77.43205428123473,68.63502860069275,53.81792187690735,0.0,0.0,0.0,64.86644148826599,4.021104797720908,0.0,20.245023071765896,0.0,41.612714529037476
20,Troy Deeney,Watford,30.497878417372704,42.922939994820844,38,27,133.11129808425906,0.0,36.52088940143585,199.9313235282898,0.0,0.0,2.904081717133522,6.658245623111725,,6.633728742599487,,,,,,,,,,5.976361781358719,107.1236252784729,0.0,3.6234147846698765,0.0,,131.48279190063477,128.68961095809937,23.39639812707901,0.0,183.50554704666138,9.749861806631088,117.01924800872804,0.0,6.102268397808075,5.517350509762764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.78597450256348,4.187359660863876
21,Teemu Pukki,Norwich,30.327224025600835,32.01206980480088,38,36,30.352991819381714,0.0,0.0,7.392869889736175,3.395930677652359,4.979034140706061,0.0,0.0,,19.277016818523407,,,,,,,,,,63.1092369556427,15.488040447235107,22.14157283306122,10.447901487350462,63.61696720123291,,93.05475950241087,117.43532419204712,0.0,13.157929480075836,0.0,14.012287557125092,85.55673956871033,81.00802898406981,21.141913533210754,37.27749288082123,14.916293323040009,9.34699773788452,18.33915412425995,14.942395687103273,53.36107611656189,6.27870112657547,15.94347208738327,6.23742900788784,41.66241884231568,89.11361694335938,5.0371967256069174,14.619958400726318,113.34203481674194,46.44773006439209
22,Richarlison de Andrade,Everton,25.902542864021502,27.341573023133808,38,36,14.395922422409058,4.314219579100609,4.4521089643239975,0.0,29.68118786811829,2.8658198192715645,24.72718060016632,13.162018358707428,,29.494842886924747,,,,,,,,,,8.925414085388184,97.00269103050232,97.9278028011322,27.30574309825897,12.307918071746824,,0.0,0.0,46.91197276115418,63.14021348953247,14.595523476600649,4.6144984662532815,10.899397730827332,0.0,66.74461364746094,36.81974411010742,78.43323349952699,7.50560536980629,43.54378879070282,23.7863227725029,19.242015480995175,20.58095484972,10.161163657903673,9.964396059513092,44.99136507511139,19.645684957504272,44.858133792877204,1.839718036353588,34.207352995872505,15.24806022644043
23,Callum Wilson,Bournemouth,25.90229993588046,28.122497073241643,38,35,34.401345252990716,14.011237025260925,42.71529316902161,0.0,21.82612270116806,0.0,0.0,0.0,,6.271255761384964,,,,,,,,,,75.64328908920287,25.23966729640961,68.8308835029602,51.28033757209778,32.60413706302643,,89.86471891403198,7.218827307224274,14.80766385793686,0.0,4.266849532723427,9.790001064538957,0.0,0.0,0.0,0.0,6.326688826084138,11.875176429748535,5.789313092827798,10.53721234202385,0.0,6.903930753469468,4.999661445617676,152.43308544158938,49.54261183738709,84.34548377990724,30.925390124320984,37.37692832946777,4.670009762048722,79.7902762889862
24,Heung-Min Son,Spurs,25.530802279612736,32.3390162208428,38,30,1.5893917530775068,19.89784836769104,9.532162547111511,87.65860199928284,10.753916949033737,21.324266493320465,0.0,0.0,,31.510719656944275,,,,,,,,,,0.0,0.0,0.0,203.5747528076172,36.325791478157036,,121.18936777114868,17.669670283794407,20.67953199148178,0.0,0.0,0.0,4.006033763289452,7.964532077312469,68.94792914390564,7.5538672506809235,22.183527052402496,30.83628714084625,76.16968750953673,2.1561991423368454,56.89857602119446,4.497622326016425,0.0,1.040089037269354,42.3809826374054,31.05033338069916,14.76660966873169,18.01218837499618,0.0,0.0
25,Jay Rodriguez,Burnley,23.57074414183827,24.88022992749595,38,36,73.65666031837462,43.05437207221985,14.981274306774141,14.808443188667296,10.052355378866196,7.007090002298355,0.0,53.807586431503296,,0.0,,,,,,,,,,65.4055655002594,41.78145229816437,118.29195022583008,55.62435388565064,69.92723345756532,,5.6976377964019775,0.9812398813664912,0.0,96.26124501228331,3.66956889629364,1.6294436529278755,12.980951368808745,0.0,69.11439895629883,0.0,8.039109408855436,13.836690783500671,0.0,4.93537038564682,20.30456364154816,1.4735788106918335,10.480475425720217,39.02115821838379,0.0,0.0,36.44858300685883,0.0,2.4159250780940056,0.0
26,Christian Pulisic,Chelsea,23.487332659332377,35.70074564218521,38,25,6.673698872327805,36.67841553688049,44.802325963974,13.283278048038484,8.623149245977404,21.367496252059933,17.824926972389218,90.43635725975037,,37.28436827659607,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.454184412956238,0.0,8.963659405708313,0.0,53.430312871932976,6.593787670135497,41.78849756717682,110.1017951965332,0.0,110.43715476989746,85.92815399169922,43.08696985244751,46.73604667186737,0.0,0.0,0.0,0.0,57.281404733657844,21.088472008705143,0.0,4.654185473918915
27,David McGoldrick,Sheffield Utd,22.93672742518155,31.12841579131782,38,28,0.0,12.356016784906387,8.267119526863098,117.08542108535768,0.0,1.5348242595791817,10.334015637636183,2.943248488008976,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,4.052169993519783,3.3001352101564407,0.0,0.0,110.23091077804564,112.9225730895996,48.49900007247925,7.612130790948867,52.0494818687439,47.58942723274231,1.6108719632029531,10.022366791963575,80.232697725296,0.0,0.0,0.0,0.0,119.6298360824585,0.0,0.0,64.91917371749878,56.40422105789185
28,Alexandre Lacazette,Arsenal,22.801705797840107,28.882160677264135,38,30,0.0,0.0,64.64864015579225,1.4346344396471975,40.279158949852,48.88089597225189,32.74066150188446,32.02311396598816,13.742056488990785,0.0,,,,,,,,,,55.189651250839226,,0.0,48.236638307571404,43.413203954696655,,0.0,8.63889679312706,109.56041812896729,25.491273403167725,0.0,32.628893852233894,0.0,0.0,0.0,3.93490269780159,14.816442131996155,69.36058402061461,81.21924996376038,21.622413396835327,24.45152550935745,0.0,0.0,0.0,0.0,0.0,52.28357315063477,0.0,41.86799228191376,0.0
