id,name,team_name,country,team_fan,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,predict,probability
3765.0,Wesley Prickett,Lionel Wessi,England,Sheffield Utd,7619.0,25529.0,18760.0,836.0,9239.0,31659.0,20643.0,202551.0,,,,,,,,1,0.7572284833590143
223959.0,Emil Gustafsson,Wesbrook Reds,Canada,Liverpool,122727.0,1350.0,1878.0,11030.0,1927.0,1598.0,21701.0,25906.0,9296.0,,,,,,,1,0.7572266863413922
146893.0,Marcus Jansson,CaptHaddock,Sweden,,4978.0,2962.0,67824.0,18848.0,,,,,,,,,,,,1,0.7570829814610511
40082.0,Jonathan Ballantyne,Mad Moose FC,England,Southampton,496.0,489.0,807.0,286309.0,14066.0,18349.0,18964.0,58748.0,,,,,,,,1,0.7566777626820796
2950.0,Garry Murray,Sharky¢??s Machine,England,Man Utd,842.0,9192.0,1083.0,72013.0,2102.0,6322.0,421.0,160645.0,136856.0,,,,,,,1,0.756014557860453
2104.0,Joe Kelleher,Bliblablu,England,Leeds,6933.0,22037.0,8373.0,2397.0,12992.0,22282.0,3670.0,9399.0,107426.0,615238.0,,,,,,1,0.7554500103184735
88150.0,Zimi øñý?,They Zimi Rollin',Norway,Man Utd,8031.0,3783.0,27889.0,,,,,,,,,,,,,1,0.7544823584676777
2844843.0,Fabian Lindseth MÃ¦land,Sons of Pitches,Norway,Arsenal,19499.0,2514.0,6474.0,30382.0,70640.0,47432.0,,,,,,,,,,1,0.753853907968621
417.0,Marwan El-Menawy,Odinforce5000xl,England,Chelsea,52233.0,23409.0,26226.0,1779.0,20941.0,5463.0,,,,,,,,,,1,0.7531978362326974
253490.0,Tom Rowe,Aubamacare,England,,14635.0,1447.0,61875.0,1509.0,,9669.0,62564.0,,,,,,,,,1,0.7530121554472414
1198704.0,Douglas Johansson,Douglas XI,Sweden,,483.0,12477.0,22590.0,43263.0,56091.0,,,,,,,,,,,1,0.7526435670448111
643261.0,Lars Egil Grimstad Pay,PARTYLAGET,Norway,Liverpool,24585.0,921.0,10664.0,1431.0,32847.0,80518.0,2329.0,1378.0,7706.0,177822.0,,,,,,1,0.7525875695390638
2152527.0,JÃ¸rgen Marthinsen,Changed Curtains,Norway,Man Utd,19264.0,3363.0,6843.0,8883.0,773683.0,,,,,,,,,,,1,0.7523281610832249
3199384.0,Orpheus Jones,Bond James Rodriguez,England,Arsenal,20657.0,3538.0,47266.0,8311.0,213602.0,11242.0,3789.0,2682.0,258.0,,,,,,,1,0.7523195068617438
857.0,Adam Hopcroft,Adams Allstars,England,Aston Villa,47302.0,15356.0,3657.0,32588.0,673.0,7433.0,15471.0,3311.0,959.0,1413.0,,,,,,1,0.7522376293474844
1844.0,Tyler Clarke,Finding Timo,Canada,Chelsea,25140.0,9613.0,5137.0,2981.0,330521.0,,,,,,,,,,,1,0.7518071927595081
1221901.0,Tun Htet,TMT,Myanmar,Man Utd,582.0,6560.0,187366.0,23726.0,78235.0,,,,,,,,,,,1,0.7516600951187705
1813.0,Guy D,Zola¢??s Zealots,Israel,Chelsea,30522.0,15301.0,657.0,14502.0,103053.0,,,,,,,,,,,1,0.7510056620422352
443.0,Valentin Dimitrov,TheHungryMen,Bulgaria,Wolves,123208.0,23528.0,5025.0,711.0,33941.0,7606.0,,,,,,,,,,1,0.750755845742945
100392.0,Erik Skare,No Fox Given,Norway,,9589.0,2076.0,15976.0,,,,,,,,,,,,,1,0.7505420557878859
535338.0,Kevin Navarro ¢??¯ñ?,Willian dollar baby,Sweden,Arsenal,11090.0,1795.0,14771.0,,,,,,,,,,,,,1,0.7505420557878859
280.0,Jack Palmer,Rum Ham United,England,Spurs,7716.0,17457.0,23793.0,33473.0,5432.0,10096.0,353.0,164610.0,829.0,,,,,,,1,0.7502868970487556
5285743.0,David Feinberg,Sir IsaacLime*******,USA,Spurs,1513.0,2061.0,109508.0,71.0,270208.0,,,,36499.0,,,,,,,1,0.7495816380253418
50022.0,Tomasz F?ferek,DontLookBackInAnger,Poland,Liverpool,1270.0,80868.0,32313.0,1586.0,108900.0,,,,,,,,,,,1,0.7495001008248712
420756.0,Martin Elingaard,Greenwood Troopers,Denmark,Man Utd,16274.0,41294.0,32742.0,1487.0,21013.0,21400.0,,,,,,,,,,1,0.7487707292580419
511281.0,Dane Hill,Arsekickers United,England,Arsenal,1167.0,7065.0,97079.0,49184.0,,,,,,,,,,,,1,0.7480456297609226
226480.0,Marc Yonkers,Real Mushypeas,USA,,10668.0,994.0,1471.0,24292.0,2761.0,4134.0,4226.0,14853.0,3292.0,19084.0,43151.0,2947.0,4338.0,27430.0,,1,0.7478299790393294
211659.0,Damian Lee,Finding Timo,USA,Chelsea,550.0,29756.0,2577.0,215562.0,22347.0,499.0,527.0,11877.0,,,,,,,,1,0.7476011282742068
20413.0,Henrik Haukom,FC Dampveivals,Norway,Chelsea,5114.0,18642.0,9157.0,7724.0,1551.0,8935.0,8575.0,79256.0,66843.0,1159193.0,,,,,,1,0.747315880597491
108635.0,Alex Hennings,Obi-Wan Bissaka,Cayman Islands,Man Utd,1378.0,29479.0,13778.0,,,,,,,,,,,,,1,0.7469126350263738
420518.0,Aaron Milliss,Andromeda FC,Australia,Chelsea,20.0,6834.0,49787.0,92761.0,,,,,,,,,,,,1,0.7468401469772467
546291.0,Jonas Fougner,FC Luckyfootball,Norway,Arsenal,1312.0,3839.0,16997.0,15915.0,170779.0,700081.0,,,,,,,,,,1,0.746738326882929
206795.0,Andrew Wallis,Foregone Conclusion,England,Aston Villa,29850.0,2861.0,16245.0,88046.0,6894.0,,,,,,,,,,,1,0.7444749664069342
339698.0,Scott Robertson,Norfolk And Way,Scotland,,2791.0,24193.0,2004.0,70451.0,,,,,,,,,,,,1,0.7444363030816362
4594339.0,Rob .,Yellow Bentines,Tonga,,39255.0,12965.0,19369.0,261.0,1526.0,19863.0,1767.0,615.0,2579.0,1716.0,825.0,1315.0,283.0,69266.0,,1,0.7442377307094772
9581.0,Lallers Ganie,LALLERS,South Africa,Liverpool,19435.0,879.0,4003.0,157152.0,39967.0,19243.0,,,,,,,,,,1,0.7440571441150876
1912873.0,Phil Olorenshaw,Scarsi Utd,England,,1855.0,22827.0,66821.0,2423.0,96369.0,111243.0,234.0,3970.0,7864.0,,,,,,,1,0.7434577525225708
437923.0,James Pollard,Tinpot FC,England,,49461.0,5742.0,6414.0,26704.0,75233.0,,,,,,,,,,,1,0.7432888454543123
1115.0,Darsh Naidu,Darsh's Team,Australia,Arsenal,1992.0,8120.0,30824.0,12959.0,419.0,6920.0,4769.0,9714.0,404098.0,596524.0,,,,,,1,0.7432302380665825
223177.0,Rajat Gupta,Hakuna Morata,India,Man Utd,464.0,8719.0,1111.0,,,24030.0,1435.0,7063.0,558757.0,,,,,,,1,0.7429062022486688
12053.0,Annie Galanti,Alice in Hangeland,England,Liverpool,37748.0,59060.0,14898.0,124.0,14668.0,,418.0,,,,,,,,,1,0.7428945152977119
16242.0,Graham Fiddler,Mentality Monsters,England,Liverpool,5098.0,17206.0,23531.0,8231.0,20811.0,20167.0,338.0,1083631.0,,,,,,,,1,0.7428932556121494
27071.0,Frank Pedersen,Worthless Men,Norway,Everton,23889.0,23367.0,5171.0,33214.0,10351.0,47553.0,2430.0,,,,,,,,,1,0.7428073790772509
44663.0,Shoumen Myself,Run Salah Run,Bangladesh,Liverpool,27006.0,5059.0,190629.0,4020.0,28047.0,8121.0,,,,,,,,,,1,0.7427825744155977
159875.0,Knut Henrik Rolland,Frank's at the wheel,Norway,Chelsea,358.0,67239.0,1497.0,3334.0,9661.0,3145.0,5716.0,514902.0,9213.0,1535681.0,,,,,,1,0.7424263859337256
1006273.0,Theodor Ingi Palmason,Average White Ponza,Iceland,Man Utd,7849.0,1616.0,47470.0,3904.0,19335.0,2808.0,230.0,107109.0,4934.0,1769.0,13304.0,38514.0,39433.0,,,1,0.7421991735476912
910540.0,Alex Voakes,Value Pack,England,Spurs,13890.0,11958.0,67352.0,3160.0,15511.0,2676.0,49640.0,,,,,,,,,1,0.742061055019921
8122.0,Joey Fried,Great,England,Man City,7036.0,30472.0,2747.0,88596.0,22607.0,,,,,,,,,,,1,0.7420403344818572
770185.0,napat wiwattanakrai,BAIMON BAIMAI,Thailand,Chelsea,5318.0,10172.0,22540.0,41562.0,,,,,,,,,,,,1,0.7419983511480871
662219.0,Andreas Franz?n,Boba Fett,Sweden,,73033.0,7005.0,15958.0,68.0,,,,,,,,,,,,1,0.7419970695249444
628427.0,Jon Brusevold,11 edsvorne menn,Norway,Man Utd,5912.0,43678.0,10872.0,26206.0,22078.0,,,,,,,,,,,1,0.7414896839775883
198727.0,Edwin Dickinson,Das Kampfschwein,Germany,Southampton,33808.0,7288.0,34057.0,17356.0,21348.0,,,,,,,,,,,1,0.7411339340214057
1367960.0,Valentin Manov,Valqcite ï¿½,Bulgaria,Leeds,9090.0,12266.0,8281.0,3702.0,165453.0,294952.0,,,,,,,,,,1,0.7410785049389301
9270.0,Keir Randall,KnowinMeeKnowinPugh,USA,,32049.0,18763.0,15315.0,17891.0,694.0,98731.0,,,,,,,,,,1,0.7407914542060111
234818.0,Gurbanmyrat Myradov,alamut,Turkmenistan,Liverpool,7506.0,33824.0,1340.0,483.0,12284.0,167028.0,812491.0,,,,,,,,,1,0.7406452082615451
210077.0,Brad Thomas,BTFC,England,,2296.0,43112.0,4224.0,43153.0,75720.0,,,,,,,,,,,1,0.7405884284881248
