GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW7*,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW20,GW21,GW22,GW23,GW24,GW25,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
,,,,,,113.16192603853868,,150.95743398274033,132.7529115954325,75.39525335366945,149.0362860888076,71.48186908315039,133.27968169118802,103.53821042670862,96.48435599041913,171.41837042521212,147.15606365381092,162.461314775988,136.45172230823698,113.76680665178414,87.87102138340516,86.49824683465731,162.461314775988,136.45172230823698,71.48186908315039,149.0362860888076,75.39525335366945,133.27968169118802,132.7529115954325,150.95743398274033,96.48435599041913,147.15606365381092,171.41837042521212,103.53821042670862,155.12121956376012,113.16192603853868,127.22263372955112,111.46614391686097
,,,,,,188.85254621588354,,132.87563002310225,175.1151434308285,123.82307494753722,111.00741452533397,146.00248591579626,199.07461887297205,145.22621315386124,193.73102996913684,181.89591847016268,171.04430915899601,96.75840203179672,163.2710043986982,91.73616532976482,143.04993333531695,191.26552727479998,96.75840203179672,163.2710043986982,146.00248591579626,111.00741452533397,123.82307494753722,199.07461887297205,175.1151434308285,132.87563002310225,193.73102996913684,171.04430915899601,181.89591847016268,145.22621315386124,170.36827942985178,188.85254621588354,208.49452068250483,112.7691629879817
,,,,,,219.13886385144684,,172.33921535335995,160.0817370818809,110.51902216129574,233.39719855875268,230.42688749403086,116.56955509316491,265.03211125942573,135.8584978844294,196.7005236001726,149.17568349422234,133.73603378658885,175.89629911526978,239.83488012480566,251.18349419759375,210.96973421594222,133.73603378658885,175.89629911526978,230.42688749403086,233.39719855875268,110.51902216129574,116.56955509316491,160.0817370818809,172.33921535335995,135.8584978844294,149.17568349422234,196.7005236001726,265.03211125942573,227.5198517991494,219.13886385144684,206.06540208600913,205.25095617638988
,,,,,,107.38437454015612,,157.94219478822274,88.74209690201333,164.80783023625818,169.3997669456366,201.68971409951018,175.95923227153358,119.7817597476393,182.68881085488525,93.60041874786835,212.8095674354037,,128.53885916245375,109.0886233740512,107.38437454015612,192.57725734721365,187.40807153479113,128.53885916245375,201.68971409951018,169.3997669456366,164.80783023625818,175.95923227153358,88.74209690201333,157.94219478822274,182.68881085488525,212.8095674354037,93.60041874786835,119.7817597476393,138.38109539717544,141.23728309875764,140.4863461872964,185.02303747296267
,,,,,,278.40143179361706,,263.854232965315,245.17072269696516,184.76923904875645,181.03272120712714,122.44980763751832,140.48223481924109,215.60466694008443,216.46019688428245,116.09406069296048,230.19313836334078,142.71176482208278,251.93314766088275,221.61192389757377,168.15692481874686,156.70072458854145,142.71176482208278,251.93314766088275,122.44980763751832,181.03272120712714,184.76923904875645,140.48223481924109,245.17072269696516,263.854232965315,216.46019688428245,230.19313836334078,116.09406069296048,215.60466694008443,183.78684942287205,278.40143179361706,242.05057680459996,206.6229150294883
,,,,,,203.7681453386683,131.9171242810512,181.50488913814223,182.22510948346144,154.71933981288507,120.14064176050074,193.78606526457986,186.56204547695395,103.08329163584803,141.5614255025347,201.19743287355004,152.40080124150097,155.5463558634521,222.12336116225023,234.36979231828468,131.9171242810512,206.394812666078,155.5463558634521,222.12336116225023,193.78606526457986,120.14064176050074,154.71933981288507,186.56204547695395,182.22510948346144,181.50488913814223,141.5614255025347,152.40080124150097,201.19743287355004,103.08329163584803,173.943680431783,203.7681453386683,212.0877005372017,118.26373157233492
,,,,,,120.10711891359142,,75.46560901910554,149.63440226759246,140.7074615941863,163.7662452914923,159.37040871465192,157.34219376041287,155.3571850726384,134.31284965768046,117.6782384622902,79.5970892264428,109.30847509752198,92.76814147257133,101.86150388937565,120.10711891359142,171.5154096957506,109.30847509752198,92.76814147257133,159.37040871465192,163.7662452914923,140.7074615941863,157.34219376041287,149.63440226759246,75.46560901910554,134.31284965768046,79.5970892264428,117.6782384622902,155.3571850726384,180.97164899470383,144.05628249197906,91.31886113483034,119.46852783521155
,,,,,,138.45059764559085,,94.1321022720852,162.1894019560907,168.8113579048391,77.7904623199705,121.30352744736636,104.99953002639828,148.49419438608464,123.14896989216031,176.79924920308724,164.28009970603654,160.1432415190625,144.46894715802992,145.04220706030657,154.24415813594692,82.04922017764852,160.1432415190625,144.46894715802992,121.30352744736636,77.7904623199705,168.8113579048391,104.99953002639828,162.1894019560907,94.1321022720852,123.14896989216031,164.28009970603654,176.79924920308724,148.49419438608464,123.80723391290122,138.45059764559085,112.67591852567547,186.54680489680214
,,,,,,167.9211467697646,,196.94675054838547,282.74729102836704,237.4802573277671,256.11006788837517,152.93051943049824,221.41797322104046,150.54134582700777,259.38240260239075,231.04285584228592,124.40687722350263,269.97260654419057,262.7259638891089,180.19765847914823,298.3361296629708,197.9994833483542,269.97260654419057,262.7259638891089,152.93051943049824,256.11006788837517,237.4802573277671,221.41797322104046,282.74729102836704,196.94675054838547,259.38240260239075,124.40687722350263,231.04285584228592,150.54134582700777,231.9596452808978,167.9211467697646,131.2177220253436,246.67592236092202
,,,,,,213.0990364133391,,121.0267680513858,249.00532891541204,236.21941688611545,204.22166513647525,275.1660142301116,166.20270402153858,260.7878743836031,138.84963297891863,219.0364805665496,239.23760748039481,114.74488385660311,181.65098684223383,227.51796920899784,213.0990364133391,178.9288654834363,114.74488385660311,181.65098684223383,275.1660142301116,204.22166513647525,236.21941688611545,166.20270402153858,249.00532891541204,121.0267680513858,138.84963297891863,239.23760748039481,219.0364805665496,260.7878743836031,141.05325269644646,213.94462389212043,242.32149287382572,154.87964100688933
