GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW7*,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW20,GW21,GW22,GW23,GW24,GW25,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
,,,,187.40325737913375,145.27501946619716,170.52870977865118,,90.81089210563398,97.3186121331005,172.41171310502716,64.58416935204669,152.5380368598297,108.27154832145276,159.6009825294173,177.92391066507744,145.26626539712657,153.96476206375397,92.88698166138573,142.6558341428102,166.03108087504313,103.12332778241291,123.59789592191046,92.88698166138573,142.6558341428102,152.5380368598297,64.58416935204669,172.41171310502716,108.27154832145276,97.3186121331005,90.81089210563398,177.92391066507744,153.96476206375397,145.26626539712657,159.6009825294173,145.27501946619716,170.52870977865118,132.31733576028986,187.40325737913375
,,,,,111.13687157395704,175.82620234032646,,182.26270915361962,162.91152094032753,203.18730791676919,141.14754808769635,189.605816483062,165.9026041106828,194.74206323886207,103.70512106828147,104.1458378917178,123.64501401291632,196.89243400833595,151.10506026624515,174.19689657563885,214.0126260678771,73.75446872559536,196.89243400833595,151.10506026624515,189.605816483062,141.14754808769635,203.18730791676919,165.9026041106828,162.91152094032753,182.26270915361962,103.70512106828147,123.64501401291632,104.1458378917178,194.74206323886207,111.13687157395704,175.82620234032646,106.0759943604124,117.76579818419948
,,,,83.4727161388981,132.05959885210365,78.22188838200289,,160.7406698866464,136.89393239544594,130.83585937056952,77.89087465290167,55.395529356879265,147.88203069885435,124.59867100722765,88.45157240330296,113.49203575846414,152.60998655587287,106.01314440802238,142.4091957370104,124.60617960097527,79.67159090406628,122.3596359211781,106.01314440802238,142.4091957370104,55.395529356879265,77.89087465290167,130.83585937056952,147.88203069885435,136.89393239544594,160.7406698866464,88.45157240330296,152.60998655587287,113.49203575846414,124.59867100722765,132.05959885210365,78.22188838200289,92.86733566026327,83.4727161388981
,,,,,175.44757521680867,115.71277599261819,,123.87594561030296,142.80663564586013,91.11001996979537,133.55488341513782,86.96111225392634,85.37876976113296,166.57297816401604,144.14234069725532,161.4124398171809,135.99877814912006,,149.4189897156202,96.54441475960719,115.71277599261819,136.00697373874425,85.01747005910212,149.4189897156202,86.96111225392634,133.55488341513782,91.11001996979537,85.37876976113296,142.80663564586013,123.87594561030296,144.14234069725532,135.99877814912006,161.4124398171809,166.57297816401604,175.44757521680867,155.438869940345,159.64956561553623,60.46392185854276
,,,,,215.53792377581507,183.60772962514378,,117.40349879550733,114.77944778966662,209.85319422466745,236.86632624355903,217.91792552424118,156.22022769448634,123.00481034037786,136.84865592128182,192.79880674803812,115.26722730435743,130.34161808838567,183.61879423634332,180.30830319164073,201.72594076166146,224.8850081877851,130.34161808838567,183.61879423634332,217.91792552424118,236.86632624355903,209.85319422466745,156.22022769448634,114.77944778966662,117.40349879550733,136.84865592128182,115.26722730435743,192.79880674803812,123.00481034037786,215.53792377581507,183.60772962514378,81.63046438921974,167.24106964943851
,,,,95.22662185323806,101.94455822317443,49.759198785054636,137.08237371821716,74.97961520911188,83.41836009882947,131.3847039230503,79.45188763721119,70.26304358005163,109.90990640858843,132.83547332629715,122.96538138753094,118.62292692289907,144.38578417049132,127.91948306596812,71.56524317651761,111.92112632519377,137.08237371821716,69.96570951468298,127.91948306596812,71.56524317651761,70.26304358005163,79.45188763721119,131.3847039230503,109.90990640858843,83.41836009882947,74.97961520911188,122.96538138753094,144.38578417049132,118.62292692289907,132.83547332629715,101.94455822317443,49.759198785054636,111.9278709418302,95.22662185323806
,,,,209.4508829260836,178.4224344762624,203.9266967280097,,187.3539449255987,112.01194717107245,132.98389122358478,178.433186610014,111.53794311538007,79.32512543719126,189.10631175018045,162.5179879528376,230.17694658121238,211.76367066589668,196.02896632507034,126.66061968297592,218.53399483778622,203.9266967280097,114.08788787864167,196.02896632507034,126.66061968297592,111.53794311538007,178.433186610014,132.98389122358478,79.32512543719126,112.01194717107245,187.3539449255987,162.5179879528376,211.76367066589668,230.17694658121238,189.10631175018045,178.4224344762624,175.21618767040718,151.8083873516251,209.4508829260836
,,,,,164.9728563486402,131.47399095260766,,122.81012579967174,64.17253225575426,144.34908687657264,151.56581231630636,186.20881401201711,176.78988536627807,141.746595332048,169.4418189254896,92.29495225544821,90.232094974493,152.98344406859934,96.69833705151956,107.58146302331745,90.61555532687986,171.3128206417287,152.98344406859934,96.69833705151956,186.20881401201711,151.56581231630636,144.34908687657264,176.78988536627807,64.17253225575426,122.81012579967174,169.4418189254896,90.232094974493,92.29495225544821,141.746595332048,164.9728563486402,131.47399095260766,158.58374121977516,144.3403886029022
,,,,81.51260480778505,96.77417137079269,159.03013569680505,,152.42023264286806,83.02329486160625,127.50718313727405,137.61521378436612,92.17264138047149,118.26653192559789,110.47301111372776,57.72596374219285,86.98432962439051,136.3399928096584,129.84823665749136,81.16766566294608,142.6529228933953,129.84041218473226,148.40020783461696,129.84823665749136,81.16766566294608,92.17264138047149,137.61521378436612,127.50718313727405,118.26653192559789,83.02329486160625,152.42023264286806,57.72596374219285,136.3399928096584,86.98432962439051,110.47301111372776,96.77417137079269,159.03013569680505,154.10327947671828,81.51260480778505
,,,,,71.77674434482466,67.73649855258058,,120.00341454946046,101.11551048775394,107.16381639738478,92.09659720537414,101.10941740880499,111.08678479003183,64.65195876668305,86.02762117863102,99.29248363833796,44.95240322428091,106.17077541999834,118.6927911312275,63.475553141831696,67.73649855258058,130.43795214474721,106.17077541999834,118.6927911312275,101.10941740880499,92.09659720537414,107.16381639738478,111.08678479003183,101.11551048775394,120.00341454946046,86.02762117863102,44.95240322428091,99.29248363833796,64.65195876668305,71.77674434482466,75.36005102632663,63.206941887528686,123.84005950219802
