,Name,Team,Creativity per fixture adj,Creativity per game adj,Team games,Played,Creativity GW6 adj,Creativity GW5 adj,Creativity GW4 adj,Creativity GW3 adj,Creativity GW2 adj,Creativity GW1 adj
167,Benjamin Mendy,Man City,5.533905731918471,9.223176219864117,5,3,0.0,0.0,1.0215494233937397,22.2345948945616,4.413384341637011,
168,Aaron Wan-Bissaka,Man Utd,5.488975011761404,6.861218764701755,5,4,4.821509025270758,17.04540990990991,3.69201872659176,1.8859373970345965,0.0,
169,Chris Basham,Sheffield Utd,5.480054135591452,5.480054135591452,6,6,3.385444866920152,24.988948672566373,0.9734387755102042,1.1787108731466227,0.6563261093911249,1.6974555160142348
170,Enda Stevens,Sheffield Utd,5.476391171627973,5.476391171627973,6,6,15.597228136882128,2.1949752212389377,5.597272959183673,1.4144530477759474,0.24612229102167182,7.808295373665482
171,Adam Webster,Brighton,5.471292658094554,5.471292658094554,6,6,1.4777504302925992,11.62108909090909,4.741401590457257,0.7251767388825542,0.7161936936936937,13.54614440433213
172,Steven Bergwijn,Spurs,5.410111354698735,8.115167032048102,6,4,0.0,1.562056140350877,0.0,13.249583333333334,14.51970360480641,3.1293250497017895
173,Diogo Jota,Liverpool,5.3665887582216065,8.04988313733241,6,4,3.722809756097561,10.90522365805169,15.259582043343654,2.311917091836735,0.0,0.0
174,Ayoze Perez,Leicester,5.3569198875686865,8.03537983135303,6,4,0.0,21.494680082559338,5.355621052631579,0.0,3.238787037037037,2.0524311531841652
175,Ezgjan Alioski,Leeds,5.338992754558166,8.00848913183725,6,4,29.61671568627451,0.0,1.1249646226415095,0.2792107317073171,1.0130654867256637,0.0
176,Timothy Fosu-Mensah,Man Utd,5.290197272727272,26.45098636363636,5,1,0.0,0.0,0.0,0.0,26.45098636363636,
177,Tyler Roberts,Leeds,5.278562543868818,7.917843815803227,6,4,0.0,0.0,13.999559748427671,4.839652682926829,12.832162831858406,0.0
178,Romaine Sawyers,West Brom,5.265725202393782,6.318870242872539,6,5,0.0,0.2944351851851852,14.901801068090787,13.660942238267149,1.0431083499005966,1.6940643729189793
179,Seamus Coleman,Everton,5.248847493426197,6.2986169921114366,6,5,0.0,0.3627262357414449,3.1432289950576604,9.799873636363637,3.7764733218588638,14.410782771535581
180,Moussa Sissoko,Spurs,5.23624488893441,7.854367333401615,6,4,2.257336419753086,13.389052631578947,11.693474914481186,0.0,0.0,4.0776053677932405
181,Nathan Redmond,Southampton,5.1359683352103005,7.703952502815451,6,4,18.206982107355866,5.051104693140795,1.3135559380378659,0.0,0.0,6.244167272727273
182,Serge Aurier,Spurs,5.097419966392607,15.292259899177822,6,2,0.0,18.07522105263158,12.509298745724061,0.0,0.0,0.0
183,Marcos Alonso,Chelsea,5.071076432011394,10.142152864022789,6,3,0.0,0.0,0.0,10.344253012048194,14.267231939163498,5.814973640856673
184,Yves Bissouma,Brighton,5.066198748943646,6.079438498732375,6,5,2.7092091222030983,12.661783636363637,7.870726640159048,0.0,2.7931554054054057,4.362317689530686
185,Alex Iwobi,Everton,5.003815891248268,6.004579069497923,6,5,1.5283898531375169,1.9345399239543728,21.37395716639209,0.2601736363636364,4.925834767641997,0.0
186,Jake Livermore,West Brom,4.9671772247556225,4.9671772247556225,6,6,2.200260296540362,1.2758858024691357,0.6368291054739653,12.39816606498195,1.327592445328032,11.96432963374029
187,Jimmy Dunne,Burnley,4.931898622654847,12.329746556637117,5,2,0.0,0.0,0.0,13.118679572763687,11.540813540510547,
188,Chris Wood,Burnley,4.877738425762962,4.877738425762962,5,5,16.435438202247195,2.0524311531841652,0.7878130630630632,3.948340453938585,1.1646692563817982,
189,Oliver Burke,Sheffield Utd,4.876332012250776,7.314498018376164,6,4,0.7254524714828898,0.0,0.36503954081632656,25.46015485996705,2.7073452012383896,0.0
190,Bernardo Mota Veiga de Carvalho e Silva,Man City,4.8709833647810985,8.118305607968498,5,3,5.355621052631579,9.49102806122449,9.508267710049424,0.0,0.0,
191,Eric Garcia,Man City,4.863203101427264,12.15800775356816,5,2,7.587129824561403,0.0,0.0,16.72888568257492,0.0,
192,Nathan Ake,Man City,4.835357461295741,6.044196826619677,5,4,0.0,7.05743112244898,8.408137561779242,8.258563817980024,0.4526548042704627,
193,Islam Slimani,Leicester,4.7993846749226,9.5987693498452,2,1,0.0,9.5987693498452,,,,
194,Max Kilman,Wolves,4.776536917788092,9.553073835576184,6,3,2.0769617117117116,8.093814662273477,18.48844513274336,0.0,0.0,0.0
195,Aaron Connolly,Brighton,4.770465448898007,5.724558538677609,6,5,0.0,8.932628181818183,0.2844840954274354,10.968298175598632,8.09298873873874,0.3443935018050542
196,Ruben Goncalo Silva Nascimento Vinagre,Wolves,4.749499762771709,14.248499288315127,6,2,0.0,0.0,0.0,25.997077192982456,2.499921383647799,0.0
197,Erik Lamela,Spurs,4.724028911012293,7.086043366518439,6,4,25.12513580246914,0.0,1.2690592930444697,0.9310518018018018,1.0189265687583446,0.0
198,Naby Keita,Liverpool,4.653418803330417,6.9801282049956255,6,4,0.0,0.0,2.5432636738906087,17.4002181122449,4.362317689530686,3.6147133443163093
199,Matt Ritchie,Newcastle,4.624948189762796,27.74968913857678,6,1,0.0,0.0,0.0,27.74968913857678,0.0,0.0
200,Nemanja Matic,Man Utd,4.4901108919324155,7.483518153220692,5,3,0.0,0.21485810810810813,15.006269662921348,7.229426688632619,0.0,
201,Ferran Torres,Man City,4.44232408244157,7.40387347073595,5,3,0.0,0.0,9.2725255354201,12.599603773584906,0.339491103202847,
202,Ben White,Brighton,4.431571243585032,4.431571243585032,6,6,1.4777504302925992,3.1220836363636364,2.939668986083499,15.410005701254276,2.7215360360360363,0.9183826714801445
203,Harrison Reed,Fulham,4.407893306885806,8.815786613771612,6,3,9.106077272727273,0.0,0.0,0.0,11.86568945634267,5.475593112244898
204,James McCarthy,Crystal Palace,4.376081313684538,6.564121970526807,6,4,0.0,0.0,0.6887870036101084,13.181096421471176,1.1784122006841504,11.20819225634179
205,Cengiz Under,Leicester,4.357953044441461,8.715906088882923,4,2,13.749822704081634,0.0,3.6819894736842103,0.0,,
206,Emil Krafth,Newcastle,4.26145783418031,12.78437350254093,6,2,0.0,10.061827251995439,15.50691975308642,0.0,0.0,0.0
207,N'Golo Kante,Chelsea,4.251347223301241,4.251347223301241,6,6,2.084883124287343,5.476730307076101,4.249502727272727,5.911001721170397,3.385444866920152,4.400520593080724
208,Tyrone Mings,Aston Villa,4.242088682515758,4.242088682515758,5,5,8.3295568369028,0.529395116537181,0.3627262357414449,0.16884424778761062,11.819920975609755,
209,Ki-Jana Hoever,Wolves,4.239866666666667,8.479733333333334,4,2,0.0,0.0,0.0,16.959466666666668,,
210,Caglar Soyuncu,Leicester,4.049169597944415,6.073754396916622,6,4,0.0,0.0,2.008357894736842,0.6249803459119497,20.512317901234567,1.1493614457831325
211,Frederico Rodrigues de Paula Santos,Man Utd,4.017215393703009,5.021519242128761,5,4,5.969487364620939,9.16727927927928,3.69201872659176,1.2572915980230643,0.0,
212,Toby Alderweireld,Spurs,4.013340566047079,8.026681132094158,6,3,13.347728395061727,0.11157543859649124,0.0,0.0,0.0,10.620739562624255
213,Jeff Hendrick,Newcastle,3.8809520682509002,3.8809520682509002,6,6,0.9053096085409253,1.4503534777651084,2.1591913580246915,0.8336816479400748,2.9860675453047776,14.951108771929825
214,Harry Maguire,Man Utd,3.878424586755977,3.878424586755977,5,5,12.972155234657041,0.572954954954955,1.071876404494382,0.7858072487644151,3.9893290909090906,
215,Michael Keane,Everton,3.8279156221175827,3.8279156221175827,6,6,0.5094632843791723,12.332692015209126,0.6286457990115322,0.3468981818181818,9.030697074010329,0.11909737827715357
216,Ruben Loftus-Cheek,Fulham,3.806325443422452,7.612650886844904,6,3,5.810544545454545,14.984309268292686,0.0,0.0,0.0,2.0430988467874793
217,Jamie Vardy,Leicester,3.7681230877453396,4.521747705294407,6,5,0.9734387755102042,0.0,1.562056140350877,0.6249803459119497,10.992246913580246,8.456016351118762
218,Allan Marques Loureiro,Everton,3.60681291230104,4.328175494761249,6,5,2.0378531375166893,1.0881787072243347,0.0,9.5397,4.925834767641997,4.049310861423221
219,James Milner,Liverpool,3.4455273076781245,5.168290961517187,6,4,0.09307024390243902,0.0,12.388155314757482,0.7300790816326531,7.4618592057761735,0.0
220,Johann Berg Gudmundsson,Burnley,3.4400286299072476,5.733381049845413,5,3,3.2156292134831466,13.053462134251292,0.9310518018018018,0.0,0.0,
221,Andriy Yarmolenko,West Ham,3.409007018580241,5.113510527870361,6,4,12.874595125786165,0.7145842696629214,0.0,0.0,5.7189528061224495,1.14590990990991
222,Romain Saiss,Wolves,3.38099870169378,3.38099870169378,6,6,3.7958265765765766,8.25097611202636,5.656282300884955,1.8967824561403508,0.4999842767295598,0.18614048780487805
223,Hakim Ziyech,Chelsea,3.3445953183999553,10.033785955199866,6,2,0.45323546180159635,19.614336448598134,0.0,0.0,0.0,0.0
224,James Tarkowski,Burnley,3.3381268809130935,5.5635448015218225,5,3,0.7145842696629214,8.456016351118762,7.520033783783783,0.0,0.0,
225,Victor Lindelof,Man Utd,3.3231931944729887,4.153991493091236,5,4,12.972155234657041,0.42971621621621625,0.0,0.7858072487644151,2.4282872727272724,
226,Ian Carlo Poveda-Ocampo,Leeds,3.29571693186783,6.59143386373566,6,3,0.0,0.9053096085409253,18.124430031446543,0.7445619512195122,0.0,0.0
227,Nicolas Pepe,Arsenal,3.276049661715023,3.276049661715023,6,6,0.9529112097669258,0.6249803459119497,1.0237726829268294,1.5718136882129277,2.566235087719298,12.916584955752212
228,Gabriel Fernando de Jesus,Man City,3.1233181494661926,15.616590747330964,5,1,0.0,0.0,0.0,0.0,15.616590747330964,
229,Andy Carroll,Newcastle,3.0958816108265057,4.643822416239758,6,4,0.339491103202847,0.0,0.0,2.143752808988764,0.4714843492586491,15.620561403508773
230,Kyle Edwards,West Brom,3.0905617634670914,4.635842645200637,6,4,17.75924382207578,0.0,0.25473164218958616,0.0,0.0,0.529395116537181
231,Phil Bardsley,Burnley,3.0423773624594217,5.07062893743237,5,3,0.0,0.0,1.2891486486486488,12.8639479305741,1.058790233074362,
232,Mohamed Naser El Sayed Elneny,Arsenal,3.028873416086777,6.057746832173554,6,3,0.0,0.0,14.23974731707317,0.7254524714828898,0.0,3.2080407079646016
233,Denis Odoi,Fulham,3.010659109979869,6.021318219959738,6,3,0.0,0.0,0.0,14.193052115583077,0.7072265238879737,3.1636760204081633
234,Jacob Murphy,Newcastle,2.964083683207379,8.892251049622137,6,2,17.427209964412814,0.0,0.0,0.3572921348314607,0.0,0.0
235,Ethan Ampadu,Sheffield Utd,2.954914502603749,5.909829005207498,6,3,17.169041825095057,0.0,0.0,0.3143228995057661,0.24612229102167182,0.0
236,Joseph Gomez,Liverpool,2.918595743143556,3.5023148917722673,6,5,0.6514917073170731,0.2844840954274354,1.0665299277605778,14.723261479591837,0.0,0.7858072487644151
237,Christian Pulisic,Chelsea,2.874859547948916,5.749719095897832,6,3,1.4503534777651084,15.538630173564753,0.2601736363636364,0.0,0.0,0.0
238,Fernando Luiz Rosa,Man City,2.851920307481709,3.5649003843521365,5,4,0.0,0.12167984693877552,0.23574217462932456,8.470321864594895,5.431857651245552,
239,Jay Rodriguez,Burnley,2.73060165328359,4.551002755472649,5,3,1.5482659176029963,0.24629173838209986,0.0,0.0,11.858450610432852,
240,Pablo Hernandez Dominguez,Leeds,2.71228443198429,5.42456886396858,6,3,9.5987693498452,3.1685836298932384,0.0,0.0,0.0,3.5063536121673007
241,Raphael Dias Belloli,Leeds,2.704600777115491,2.704600777115491,2,2,0.6563261093911249,4.752875444839858,,,,
242,Neeskens Kebano,Fulham,2.695720537886485,4.043580806829727,6,4,0.0,0.0,11.429533807829182,1.0665299277605778,0.39290362438220755,3.285355867346939
243,Ahmed El Mohamady,Aston Villa,2.684174144486692,13.42087072243346,5,1,0.0,0.0,13.42087072243346,0.0,0.0,
244,Jan Bednarek,Southampton,2.6641452691113847,2.6641452691113847,6,6,0.0,12.39816606498195,0.5746807228915662,0.09814506172839507,1.7864606741573035,1.1274190909090909
245,Harry Winks,Spurs,2.6302545405291125,3.9453818107936685,6,4,0.0,0.2231508771929825,0.0,12.103673423423423,1.2736582109479306,2.181044731610338
246,Jordan Pickford,Everton,2.619357495881384,2.619357495881384,6,6,0.0,0.0,15.716144975288303,0.0,0.0,0.0
247,Angelo Ogbonna,West Ham,2.5928221597198564,2.5928221597198564,6,6,0.0,13.934393258426965,0.0,0.22632740213523134,0.6083992346938776,0.7878130630630632
248,Lewis Dunk,Brighton,2.5850127258856683,3.1020152710628017,6,5,0.0,9.799873636363637,3.0344970178926447,0.7251767388825542,0.572954954954955,1.3775740072202167
249,Joel Ward,Crystal Palace,2.578018081649469,3.093621697979363,6,5,0.0,1.4144530477759474,1.4923718411552347,1.5172485089463223,10.152474344355758,0.8915607476635514
250,Donny van de Beek,Man Utd,2.5562065816805086,3.195258227100636,5,4,0.0,8.809182432432433,0.9527790262172285,0.15716144975288304,2.86191,
251,Anthony Martial,Man Utd,2.5447747470970556,4.241291245161759,5,3,0.0,0.0,1.5482659176029963,5.972135090609555,5.203472727272727,
252,Dara O'Shea,West Brom,2.4883330926165486,3.7324996389248226,6,4,0.0,0.0,14.010240320427238,0.0,0.2844840954274354,0.6352741398446171
253,Fabio Silva,Wolves,2.436063742690058,7.308191228070175,6,2,0.0,0.0,0.0,14.61638245614035,0.0,0.0
254,Federico Fernandez,Newcastle,2.406988561469762,2.406988561469762,6,6,1.357964412811388,0.27194127708095783,0.0,12.38612734082397,0.3143228995057661,0.11157543859649124
255,Keinan Davis,Aston Villa,2.401212292682927,12.006061463414634,5,1,0.0,0.0,0.0,0.0,12.006061463414634,
256,Kevin Long,Burnley,2.39159522198373,2.39159522198373,5,5,0.3572921348314607,0.16419449225473323,0.0,0.6368291054739653,10.799660377358492,
257,Jairo Riedewald,Crystal Palace,2.3882066092228103,3.5823099138342154,6,4,11.228142477876107,2.3574217462932454,0.45919133574007226,0.2844840954274354,0.0,0.0
258,Conor Coady,Wolves,2.3879914294786224,2.3879914294786224,6,6,0.21485810810810813,0.07858072487644152,0.08442212389380531,1.450480701754386,12.499606918238994,0.0
259,Vitor Ferreira,Wolves,2.3741983368991586,7.122595010697476,6,2,0.0,0.0,0.0,13.50062807017544,0.0,0.7445619512195122
260,Jamie Shackleton,Leeds,2.3367268311967573,7.010180493590272,6,2,13.53672600619195,0.0,0.0,0.0,0.0,0.4836349809885932
261,Marc Albrighton,Leicester,2.33633772451231,4.67267544902462,6,3,13.263103316326532,0.0,0.0,0.0,0.09814506172839507,0.6567779690189329
262,Thiago Thiago,Chelsea,2.294865570096584,4.589731140193168,6,3,0.6345296465222349,0.0,10.753843636363635,2.380820137693632,0.0,0.0
263,Bobby Decordova-Reid,Fulham,2.2936568565512787,2.752388227861535,6,5,0.3468981818181818,0.0,4.413384341637011,8.12203560371517,0.39290362438220755,0.4867193877551021
264,Rhian Brewster,Sheffield Utd,2.279022849019146,6.837068547057438,6,2,13.42087072243346,0.2532663716814159,0.0,0.0,0.0,0.0
265,Kurt Zouma,Chelsea,2.266460429063282,2.7197525148759385,6,5,10.243121436716079,0.8915607476635514,1.9079400000000002,0.0,0.2418174904942966,0.3143228995057661
266,Jannik Vestergaard,Southampton,2.2575570462986043,2.709068455558325,6,5,0.8534522862823063,1.7219675090252708,1.067264199655766,0.8833055555555557,0.0,9.019352727272727
267,Tammy Abraham,Chelsea,2.253316541798999,2.7039798501587984,6,5,0.27194127708095783,0.0,9.799873636363637,3.448084337349398,0.0,0.0
268,Tyrick Mitchell,Crystal Palace,2.1581471949730124,2.1581471949730124,6,6,1.5195982300884956,1.4144530477759474,1.4923718411552347,6.5431341948310155,1.0877651083238313,0.8915607476635514
269,Bamidele Alli,Spurs,2.15269724129567,6.4580917238870095,6,2,0.0,0.0,1.631647662485747,0.0,0.0,11.284535785288272
270,Kieran Gibbs,West Brom,2.1175278423796846,6.352583527139053,6,2,0.0,0.0,0.0,0.0,10.90522365805169,1.799943396226415
271,Michy Batshuayi,Crystal Palace,2.0928308781751332,3.1392463172626996,6,4,9.286433628318585,2.9860675453047776,0.0,0.2844840954274354,0.0,0.0
272,Hal Robson-Kanu,West Brom,2.0457415700698918,4.0914831401397835,6,3,0.0,0.0,0.0,12.168570397111914,0.0,0.1058790233074362
273,Mateo Kovacic,Chelsea,1.9982964428679113,3.9965928857358226,6,3,0.0,0.0,0.2601736363636364,2.298722891566265,9.430882129277567,0.0
274,Ruben Santos Gato Alves Dias,Man City,1.936099077801588,1.936099077801588,3,3,2.008357894736842,3.407035714285714,0.39290362438220755,,,
275,Curtis Jones,Liverpool,1.919627722721217,5.758883168163651,6,2,0.0,0.0,1.0665299277605778,0.0,0.0,10.451236408566723
276,David Luiz Moreira Marinho,Arsenal,1.8975812774721719,2.2770975329666063,6,5,2.6469755826859047,4.1248702830188675,0.7445619512195122,3.8690798479087456,0.0,0.0
277,Cheikhou Kouyate,Crystal Palace,1.686554133747675,1.686554133747675,6,6,0.2532663716814159,0.0,0.22959566787003613,0.1896560636182903,9.064709236031927,0.3820974632843792
278,Fernando Marcal,Wolves,1.6081954161190646,2.4122931241785968,6,4,7.878130630630632,0.0,0.0,0.0,0.3749882075471698,1.3960536585365853
279,Mark Noble,West Ham,1.5682100986180965,3.136420197236193,6,3,0.0,0.0,0.1058790233074362,0.5658185053380783,0.0,8.737563063063064
280,Michael Hector,Fulham,1.5247661266340404,3.049532253268081,6,3,0.0,0.0,0.0,0.24612229102167182,8.172395387149917,0.7300790816326531
281,Sebastien Haller,West Ham,1.4684060509410657,1.7620872611292788,6,5,0.12499606918238995,0.0,0.31763706992230856,0.339491103202847,0.36503954081632656,7.663272522522522
282,Illan Meslier,Leeds,1.4070353982300885,1.4070353982300885,6,6,0.0,0.0,0.0,0.0,8.442212389380531,0.0
283,Aaron Ramsdale,Sheffield Utd,1.309678747940692,1.309678747940692,6,6,0.0,0.0,0.0,7.858072487644152,0.0,0.0
284,Moussa Djenepo,Southampton,1.258887030637697,1.8883305459565454,6,4,0.0,0.0,0.6567779690189329,2.944351851851852,3.69201872659176,0.2601736363636364
285,Josh Onomah,Fulham,1.191841070798171,3.575523212394513,6,2,0.0,0.0,0.0,0.0,3.378971169686985,3.772075255102041
286,Dale Stephens,Burnley,1.1687471498534583,3.506241449560375,6,2,0.0,0.0,1.7904842342342342,5.221998664886516,0.0,0.0
287,Jordan Ayew,Crystal Palace,1.0985706493035003,1.6478559739552505,6,4,0.0,0.0,3.2143393501805053,2.0862166998011933,0.27194127708095783,1.0189265687583446
288,Gabriel Magalhaes,Arsenal,1.0183519774022574,1.2220223728827089,6,5,2.435217536071032,0.4999842767295598,2.140615609756097,0.0,0.7810280701754385,0.2532663716814159
289,Sead Kolasinac,Arsenal,1.0041789473684213,6.025073684210527,6,1,0.0,0.0,0.0,0.0,6.025073684210527,0.0
290,Ryan Fraser,Newcastle,0.9923547290686079,1.4885320936029118,6,4,1.357964412811388,0.0,0.9814506172839507,0.0,3.6147133443163093,0.0
291,Billy Sharp,Sheffield Utd,0.9253259721113266,1.38798895816699,6,4,0.0,0.2532663716814159,1.8251977040816327,0.07858072487644152,0.0,3.3949110320284697
292,Mario Lemina,Fulham,0.91242327306699,1.82484654613398,6,3,5.116748181818182,0.2792107317073171,0.0,0.0,0.07858072487644152,0.0
293,Virgil van Dijk,Liverpool,0.8622946710284157,1.0347536052340989,6,5,0.0,0.0,0.410203818369453,2.0685573979591836,2.066361010830325,0.6286457990115322
294,Dan Burn,Brighton,0.8514103010356626,1.7028206020713252,6,3,1.4777504302925992,2.3415627272727275,0.0,0.0,1.2891486486486488,0.0
295,Jack Robinson,Sheffield Utd,0.8234210118916208,1.6468420237832415,6,3,0.0,1.0974876106194689,3.52871556122449,0.3143228995057661,0.0,0.0
296,Willy Boly,Wolves,0.7928399242558198,0.7928399242558198,6,6,1.718864864864865,0.6286457990115322,0.8442212389380531,1.004178947368421,0.3749882075471698,0.18614048780487805
297,Joel Veltman,Brighton,0.788111800795913,2.364335402387739,6,2,0.08209724612736662,0.0,4.646573558648112,0.0,0.0,0.0
298,Tom Davies,Everton,0.7334200988467874,1.4668401976935748,6,3,0.0,0.0,4.400520593080724,0.0,0.0,0.0
299,Tim Ream,Fulham,0.725999129941883,0.8711989559302596,6,5,1.2141436363636362,0.4653512195121951,0.22632740213523134,1.476733746130031,0.0,0.9734387755102042
300,Edward Nketiah,Arsenal,0.6964944938943235,0.6964944938943235,6,6,0.529395116537181,0.6249803459119497,2.7921073170731705,0.1209087452471483,0.11157543859649124,0.0
301,Ainsley Maitland-Niles,Arsenal,0.6962417746222954,1.3924835492445908,6,3,0.0,0.0,0.0,1.8136311787072243,0.0,2.3638194690265486
302,Andreas Christensen,Chelsea,0.6906127898103783,1.0359191847155675,6,4,0.0,0.3820974632843792,0.0,2.298722891566265,0.3627262357414449,1.100130148270181
303,Fabian Balbuena,West Ham,0.6618743152058304,0.9928114728087456,6,4,0.0,0.3572921348314607,0.1058790233074362,3.5080747330960853,0.0,0.0
304,Bertrand Traore,Aston Villa,0.6499606817162602,0.6499606817162602,4,4,0.4714843492586491,1.2705482796892342,0.6045437262357415,0.2532663716814159,,
305,William Smallbone,Southampton,0.6411769765066394,1.9235309295199183,6,2,0.0,0.0,0.0,0.0,1.071876404494382,2.7751854545454546
306,Yerry Mina,Everton,0.6365721274210667,0.6365721274210667,6,6,0.5094632843791723,0.2418174904942966,1.100130148270181,0.2601736363636364,1.2314586919104993,0.47638951310861427
307,Fabian Delph,Everton,0.6128736998040222,1.8386210994120664,6,2,2.4199506008010685,0.0,1.2572915980230643,0.0,0.0,0.0
308,Christian Fuchs,Leicester,0.6083992346938776,1.8251977040816327,6,2,3.6503954081632655,0.0,0.0,0.0,0.0,0.0
309,Eric Dier,Spurs,0.5534207893559655,0.6641049472271586,6,5,0.7851604938271606,0.0,0.27194127708095783,1.2175292792792791,0.3820974632843792,0.663796222664016
310,Wesley Fofana,Leicester,0.5282002024494009,0.7923003036741013,3,2,1.3384783163265308,0.24612229102167182,0.0,,,
311,John Egan,Sheffield Utd,0.5204922636292663,0.6245907163551194,6,5,0.3627262357414449,0.7597991150442478,1.0951186224489797,0.0,0.0,0.9053096085409253
312,Robin Koch,Leeds,0.487615841150791,0.487615841150791,6,6,0.24612229102167182,0.9053096085409253,0.9999685534591196,0.2792107317073171,0.2532663716814159,0.2418174904942966
313,Tosin Adarabioyo,Fulham,0.47698500000000005,0.47698500000000005,2,2,0.9539700000000001,0.0,,,,
314,Jack O'Connell,Sheffield Utd,0.46114110865049024,1.3834233259514708,6,2,0.0,0.0,0.0,0.0,0.16408152734778123,2.60276512455516
315,Robbie Brady,Burnley,0.42475529694487485,1.0618882423621872,5,2,0.0,1.8061394148020657,0.0,0.0,0.31763706992230856,
316,Jamaal Lascelles,Newcastle,0.4100802585014314,0.49209631020171773,6,5,0.339491103202847,0.09064709236031927,0.0,0.5954868913857678,1.100130148270181,0.3347263157894737
317,Jonny Evans,Leicester,0.40892055593008475,0.6133808338951271,6,4,0.7300790816326531,0.24612229102167182,1.2273298245614037,0.2499921383647799,0.0,0.0
318,Erik Pieters,Burnley,0.36168347256156386,0.9042086814039096,5,2,0.0,1.067264199655766,0.0,0.0,0.7411531631520533,
319,Daniel Amartey,Leicester,0.3526204899040053,1.057861469712016,6,2,0.0,0.0,1.1157543859649124,0.9999685534591196,0.0,0.0
320,Nathan Tella,Southampton,0.3360671157017427,0.6721342314034854,6,3,0.0,1.7219675090252708,0.0,0.2944351851851852,0.0,0.0
321,Pascal Struijk,Leeds,0.3195564509489309,0.6391129018978619,6,3,1.2306114551083591,0.5658185053380783,0.0,0.0,0.0,0.1209087452471483
322,Jack Stephens,Southampton,0.3177915043695381,0.9533745131086143,6,2,0.0,0.0,0.0,0.0,0.9527790262172285,0.9539700000000001
323,Rekeem Harper,West Brom,0.3176370699223086,1.9058224195338516,6,1,0.0,0.0,0.0,0.0,0.0,1.9058224195338516
324,Matthew Lowton,Burnley,0.30965318352059923,1.5482659176029963,5,1,1.5482659176029963,0.0,0.0,0.0,0.0,
325,Oluwasemilogo Adesewo Ibidapo Ajayi,West Brom,0.29280798508031913,0.35136958209638297,6,5,0.9429686985172983,0.0,0.0,0.0,0.2844840954274354,0.529395116537181
326,Davinson Sanchez,Spurs,0.2885944368997543,0.4328916553496314,6,4,0.0,0.11157543859649124,0.3625883694412771,1.002671171171171,0.25473164218958616,0.0
327,Maxime Le Marchand,Fulham,0.2706469321199167,0.8119407963597501,6,2,0.0,0.0,1.1316370106761566,0.49224458204334365,0.0,0.0
328,Oleksandr Zinchenko,Man City,0.267781052631579,1.3389052631578948,5,1,1.3389052631578948,0.0,0.0,0.0,0.0,
329,Mamadou Sakho,Crystal Palace,0.2639416673308466,0.39591250099626996,6,4,0.0,0.0,0.5739891696750903,0.2844840954274354,0.7251767388825542,0.0
330,Hamza Choudhury,Leicester,0.2581549363605091,0.7744648090815274,6,2,0.0,0.6563261093911249,0.89260350877193,0.0,0.0,0.0
331,Anthony Gordon,Everton,0.25473164218958616,1.5283898531375169,6,1,1.5283898531375169,0.0,0.0,0.0,0.0,0.0
332,Olivier Giroud,Chelsea,0.24629173838209986,1.4777504302925992,6,1,0.0,0.0,0.0,1.4777504302925992,0.0,0.0
333,Ben Johnson,West Ham,0.24518801897983392,1.4711281138790036,6,1,0.0,0.0,0.0,1.4711281138790036,0.0,0.0
334,Rob Holding,Arsenal,0.2447834246270476,0.4895668492540952,6,3,0.0,0.0,0.0,0.1209087452471483,0.3347263157894737,1.0130654867256637
335,Liam Cooper,Leeds,0.2433243143798862,0.4866486287597724,6,3,0.0,0.0,0.7499764150943397,0.3722809756097561,0.33768849557522124,0.0
336,Takumi Minamino,Liverpool,0.24066864504187954,0.3610029675628193,6,4,0.2792107317073171,0.0,0.820407636738906,0.0,0.3443935018050542,0.0
337,Fabian Schar,Newcastle,0.21641553559811802,0.43283107119623604,6,3,0.5658185053380783,0.6345296465222349,0.09814506172839507,0.0,0.0,0.0
338,Wilfred Ndidi,Leicester,0.21326702311893078,0.6398010693567924,6,2,0.0,0.0,0.0,0.0,0.2944351851851852,0.9851669535283994
339,Alexis Mac Allister,Brighton,0.1954163237365045,0.5862489712095135,6,2,0.7388752151462996,0.43362272727272727,0.0,0.0,0.0,0.0
340,Moise Kean,Everton,0.17787736660929432,0.533632099827883,6,2,0.0,0.0,0.0,0.0,1.067264199655766,0.0
341,Shkodran Mustafi,Arsenal,0.17646503884572698,1.058790233074362,6,1,1.058790233074362,0.0,0.0,0.0,0.0,0.0
342,Matt Phillips,West Brom,0.17617294828496163,0.26425942242744244,6,4,0.4714843492586491,0.49072530864197533,0.0,0.0,0.09482803180914515,0.0
343,Sean Longstaff,Newcastle,0.16895142036586128,0.33790284073172255,6,3,0.678982206405694,0.0,0.0,0.0,0.0,0.3347263157894737
344,Nathaniel Clyne,Crystal Palace,0.16884424778761062,0.33768849557522124,2,1,0.33768849557522124,0.0,,,,
345,Issa Diop,West Ham,0.16826897752344183,0.5048069325703255,6,2,0.0,0.0,0.0,0.0,0.36503954081632656,0.6445743243243244
346,Branislav Ivanovic,West Brom,0.14535817214798546,0.36339543036996363,5,2,0.6286457990115322,0.09814506172839507,0.0,0.0,0.0,
347,Scott Dann,Crystal Palace,0.1271216093434314,0.38136482803029415,6,2,0.2532663716814159,0.0,0.0,0.0,0.0,0.5094632843791723
348,Joel Matip,Liverpool,0.12643737574552685,0.3793121272365806,6,2,0.0,0.7586242544731612,0.0,0.0,0.0,0.0
