,Name,Team,Creativity per fixture adj,Creativity per game adj,Team games,Played,Creativity GW6 adj,Creativity GW5 adj,Creativity GW4 adj,Creativity GW3 adj,Creativity GW2 adj,Creativity GW1 adj
155,David McGoldrick,Sheffield Utd,6.076895525421481,6.076895525421481,6,6,16.685406844106467,1.7728646017699115,5.353913265306123,9.429686985172982,0.16408152734778123,3.055419928825623
156,Kelechi Iheanacho,Leicester,5.984200356572619,11.968400713145238,6,3,0.0,18.459171826625386,17.07104210526316,0.3749882075471698,0.0,0.0
157,Alireza Jahanbakhsh,Brighton,5.968119221582765,11.93623844316553,6,3,0.0,0.0,0.0,27.556716077537057,7.448414414414414,0.8035848375451263
158,Dominic Calvert-Lewin,Everton,5.87174161538407,5.87174161538407,6,6,5.604096128170895,3.9899885931558936,3.6147133443163093,5.376921818181818,0.32838898450946646,16.316340823970037
159,Matt Targett,Aston Villa,5.77303079228597,5.77303079228597,5,5,1.1787108731466227,15.034821309655937,0.7254524714828898,1.6884424778761062,10.237726829268293,
160,Andre Filipe Tavares Gomes,Everton,5.770503698625112,8.655755547937668,6,4,0.0,14.750866920152092,0.0,1.8212154545454544,14.120726333907058,3.9302134831460673
161,Isaac Hayden,Newcastle,5.745651627758607,6.8947819533103285,6,5,0.0,9.427297605473203,1.8647561728395063,0.8336816479400748,20.11666556836903,2.2315087719298248
162,Bernard Anicio Caldeira Duarte,Everton,5.731461949265687,34.38877169559412,6,1,34.38877169559412,0.0,0.0,0.0,0.0,0.0
163,Lucas Rodrigues Moura da Silva,Spurs,5.710554224713692,5.710554224713692,6,6,11.482972222222221,0.0,2.9007069555302167,14.252254504504503,0.12736582109479308,5.500025844930418
164,Fabio Henrique Tavares,Liverpool,5.7027310619675715,5.7027310619675715,6,6,0.8376321951219513,1.8017326043737576,10.911421568627452,18.617016581632654,1.2627761732851988,0.7858072487644151
165,Javier Manquillo,Newcastle,5.667027342987052,8.500541014480579,6,4,0.0,0.0,4.220237654320988,2.143752808988764,5.6578121911037895,21.980361403508773
166,Granit Xhaka,Arsenal,5.555550062472498,5.555550062472498,6,6,4.976314095449501,2.249929245283019,0.0,4.110897338403041,7.475554385964912,14.520605309734512
