GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW21,GW22,GW23,GW24,GW24*,GW25,GW25*,GW26,GW26*,GW27,GW27*,GW28,GW29,GW30,GW31,GW32,GW32*,GW33,GW34,GW35,GW35*,GW35**,GW36,GW37,GW38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
0.0,1.0,90.0,90.0,90.0,48.0,0.0,0.0,0.0,45.0,0.0,0.0,25.0,90.0,0.0,0.0,0.0,90.0,90.0,,90.0,90.0,47.0,0.0,90.0,,8.0,,90.0,,90.0,,90.0,90.0,0.0,0.0,0.0,,0.0,52.0,0.0,0.0,,,0.0,0
90.0,90.0,90.0,90.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,90.0,90.0,90.0,78.0,,0.0,0.0,29.0,31.0,90.0,,90.0,,7.0,,90.0,,0.0,80.0,76.0,0.0,0.0,,0.0,77.0,0.0,78.0,,,90.0,78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,90.0,,90.0,90.0,90.0,64.0,90.0,,0.0,,90.0,,0.0,,90.0,0.0,45.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
86.0,76.0,73.0,0.0,21.0,90.0,75.0,64.0,0.0,9.0,90.0,59.0,0.0,14.0,90.0,24.0,90.0,80.0,90.0,,90.0,90.0,45.0,58.0,0.0,,17.0,,82.0,,27.0,,87.0,90.0,90.0,88.0,69.0,,0.0,0.0,30.0,11.0,,,0.0,11
0.0,0.0,0.0,0.0,0.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,71.0,0.0,90.0,,90.0,,90.0,,90.0,,90.0,90.0,90.0,90.0,0.0,,90.0,0.0,90.0,90.0,,,90.0,90
77.0,90.0,59.0,9.0,82.0,90.0,0.0,0.0,90.0,80.0,90.0,57.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,,90.0,,90.0,73.0,0.0,90.0,90.0,,90.0,90.0,0.0,0.0,,,12.0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,90.0,,90.0,,90.0,,0.0,90.0,0.0,90.0,0.0,,90.0,0.0,0.0,90.0,,,0.0,0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,74.0,73.0,0.0,0.0,90.0,90.0,53.0,90.0,0.0,,90.0,90.0,90.0,90.0,90.0,,90.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,67.0,,0.0,90.0,0.0,22.0,,,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,90.0,,0.0,90.0,90.0,90.0,0.0,,82.0,37.0,90.0,2.0,,,90.0,90
0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
90.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,45.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,1.0,,81.0,,0.0,,0.0,,0.0,0.0,90.0,90.0,90.0,,90.0,0.0,90.0,90.0,,,90.0,90
90.0,0.0,90.0,90.0,90.0,80.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,,0.0,0.0,0.0,0.0,0.0,,90.0,,90.0,,90.0,,90.0,90.0,45.0,0.0,0.0,,0.0,0.0,27.0,90.0,,,77.0,90
15.0,26.0,22.0,32.0,82.0,25.0,0.0,25.0,50.0,0.0,0.0,0.0,84.0,70.0,19.0,0.0,0.0,25.0,0.0,,90.0,90.0,60.0,90.0,0.0,,72.0,,90.0,,21.0,,45.0,16.0,90.0,90.0,22.0,,73.0,12.0,90.0,0.0,,,90.0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
3.0,13.0,17.0,57.0,7.0,9.0,14.0,25.0,0.0,0.0,15.0,8.0,64.0,75.0,0.0,0.0,0.0,9.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,20.0,,73.0,0.0,0.0,0.0,,,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,88.0,76.0,90.0,81.0,,71.0,82.0,90.0,90.0,61.0,,17.0,,41.0,,0.0,,76.0,16.0,0.0,0.0,90.0,,90.0,0.0,62.0,90.0,,,90.0,73
0.0,88.0,0.0,86.0,90.0,64.0,90.0,90.0,35.0,90.0,90.0,90.0,90.0,90.0,90.0,80.0,70.0,90.0,90.0,,90.0,0.0,90.0,90.0,90.0,,90.0,,0.0,,90.0,,45.0,73.0,0.0,68.0,90.0,,90.0,0.0,90.0,65.0,,,64.0,16
