GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW21,GW22,GW23,GW24,GW24*,GW25,GW25*,GW26,GW26*,GW27,GW27*,GW28,GW29,GW30,GW31,GW32,GW32*,GW33,GW34,GW35,GW35*,GW35**,GW36,GW37,GW38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,70.0,65.0,0.0,0.0,8.0,,0.0,45.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,9.0,13.0,82.0,90.0,,16.0,90.0,59.0,0.0,,,12.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,90.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,90.0,,0.0,90.0,0.0,0.0,,,0.0,0
74.0,63.0,67.0,90.0,68.0,0.0,85.0,64.0,45.0,64.0,90.0,82.0,0.0,90.0,0.0,0.0,19.0,0.0,11.0,,18.0,45.0,0.0,16.0,28.0,,0.0,,90.0,,68.0,,13.0,0.0,0.0,21.0,0.0,,7.0,90.0,90.0,0.0,,,0.0,0
90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,45.0,90.0,90.0,,0.0,,0.0,,0.0,,90.0,0.0,90.0,0.0,90.0,,0.0,90.0,90.0,90.0,,,90.0,90
12.0,90.0,30.0,80.0,90.0,90.0,0.0,45.0,90.0,90.0,45.0,30.0,66.0,90.0,0.0,9.0,90.0,68.0,0.0,,0.0,0.0,0.0,0.0,88.0,,4.0,,0.0,,10.0,,0.0,0.0,57.0,90.0,90.0,,90.0,90.0,75.0,0.0,,,0.0,0
90.0,0.0,90.0,90.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,63.0,90.0,90.0,0.0,0.0,23.0,,12.0,0.0,0.0,0.0,12.0,,85.0,,65.0,,0.0,,2.0,0.0,32.0,7.0,67.0,,0.0,90.0,90.0,90.0,,,90.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
,,,,7.0,90.0,90.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,66.0,,77.0,90.0,74.0,73.0,0.0,,0.0,,24.0,,79.0,,90.0,90.0,90.0,90.0,22.0,,90.0,5.0,14.0,90.0,,,77.0,90
,,,,,,,,,,,,,,,,,,,,,7.0,0.0,25.0,77.0,,72.0,,48.0,,62.0,,90.0,90.0,90.0,0.0,0.0,,16.0,84.0,0.0,90.0,,,25.0,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0
,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,90.0,90.0,90
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,0.0,10.0,0.0,0.0,23.0,0.0,0.0,2.0,,0.0,90.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,90.0,,90.0,90.0,90.0,,90.0,0.0,0.0,0.0,0.0,,90.0,0.0,0.0,45.0,,90.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,61.0,76.0,0.0,0.0,0.0,0.0,0.0,15.0,73.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,87.0,90.0,90.0,90.0,90.0,90.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,18.0,,26.0,72.0,90
,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,0.0,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,90.0,90.0,90
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90.0,90.0,90.0,90.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,90.0,90.0,90
,90.0,83.0,86.0,80.0,65.0,61.0,87.0,90.0,73.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,7.0,0.0,21.0,24.0,24.0,,23.0,,2.0,0.0,77.0,,67.0,78.0,28.0,81.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,44.0,0.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,0.0,90.0,90
,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,,74.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,90.0,90.0,90
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,90.0,0.0,0.0,0.0,0.0,,0.0,90.0,0.0,1.0,0.0,90.0,0.0,,0.0,,90.0,67.0,0.0,,0.0,0.0,0.0,65.0,62.0,,0.0,0.0,0.0,0.0,,0.0,88.0,90
,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,,15.0,90.0,90.0,85.0,81.0,83.0,,22.0,10.0,7.0,0.0,45.0,0.0,0.0,,66.0,,87.0,90.0,0.0,,69.0,30.0,61.0,22.0,15.0,,90.0,90.0,77.0,90.0,,87.0,90.0,78
,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,0.0,0.0,45.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,90.0,90.0,90
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,12.0,0.0,,2.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,3.0,6.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,9.0,12.0,,0.0,11.0,23.0,0.0,45.0,,8.0,1.0,13.0,90.0,,5.0,0.0,0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,90.0,86.0,79.0,90.0,90.0,90.0,90.0,74.0,90.0,,84.0,0.0,90.0,90.0,90.0,90.0,,90.0,90.0,88.0,90.0,79.0,0.0,90.0,,80.0,,0.0,0.0,90.0,,90.0,90.0,73.0,90.0,90.0,,77.0,90.0,64.0,90.0,,90.0,17.0,0
29.0,11.0,0.0,90.0,90.0,90.0,90.0,90.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,67.0,79.0,82.0,90.0,68.0,77.0,75.0,,75.0,,0.0,22.0,29.0,,22.0,24.0,0.0,24.0,27.0,,81.0,90.0,76.0,64.0,,0.0,0.0,0
,90.0,90.0,79.0,90.0,90.0,66.0,90.0,90.0,87.0,,90.0,0.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,60.0,,0.0,,0.0,0.0,0.0,,0.0,90.0,90.0,90.0,56.0,,0.0,90.0,90.0,45.0,,0.0,0.0,0
,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,88.0,0.0,,90.0,90.0,90
,,6.0,3.0,9.0,24.0,28.0,0.0,69.0,16.0,,74.0,79.0,90.0,45.0,86.0,78.0,,67.0,79.0,82.0,90.0,45.0,65.0,65.0,,90.0,,90.0,80.0,82.0,,20.0,59.0,90.0,67.0,74.0,,90.0,87.0,90.0,71.0,,63.0,90.0,72
,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.0,0.0,0.0,1.0,8.0,11.0,,22.0,2.0,0.0,0.0,0.0,12.0,0.0,,14.0,,78.0,67.0,7.0,,58.0,0.0,16.0,8.0,45.0,,12.0,2.0,25.0,25.0,,84.0,0.0,11
,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,14.0,,9.0,,11.0,22.0,60.0,,31.0,65.0,66.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
44.0,12.0,73.0,24.0,77.0,60.0,90.0,90.0,45.0,8.0,0.0,0.0,85.0,90.0,45.0,0.0,21.0,0.0,0.0,,0.0,11.0,23.0,15.0,28.0,,22.0,,45.0,,90.0,,90.0,90.0,87.0,90.0,30.0,,90.0,0.0,0.0,,,23.0,41.0,45
11.0,0.0,16.0,8.0,8.0,29.0,90.0,90.0,90.0,90.0,90.0,90.0,4.0,0.0,7.0,90.0,0.0,0.0,90.0,,90.0,90.0,90.0,90.0,90.0,,80.0,,90.0,,90.0,,90.0,90.0,90.0,90.0,90.0,,66.0,90.0,90.0,,,90.0,90.0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,45.0,67.0,9.0,,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,13.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
0.0,32.0,0.0,0.0,81.0,90.0,90.0,90.0,10.0,0.0,0.0,90.0,0.0,0.0,90.0,90.0,68.0,90.0,90.0,,0.0,18.0,90.0,90.0,90.0,,90.0,,90.0,,90.0,,45.0,0.0,0.0,3.0,90.0,,0.0,90.0,90.0,,,90.0,90.0,90
90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,,90.0,,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,52.0,,,0.0,0.0,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
90.0,77.0,90.0,90.0,90.0,69.0,64.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,22.0,90.0,22.0,90.0,,90.0,90.0,66.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,74.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,90.0,,90.0,90.0,90.0,,,90.0,90.0,90
0.0,0.0,0.0,45.0,0.0,90.0,90.0,82.0,45.0,90.0,90.0,90.0,12.0,45.0,0.0,90.0,90.0,90.0,90.0,,90.0,71.0,0.0,90.0,90.0,,90.0,,90.0,,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,0.0,,,0.0,0.0,0
90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,79.0,24.0,26.0,90.0,0.0,65.0,89.0,23.0,90.0,22.0,80.0,,90.0,78.0,82.0,61.0,79.0,,90.0,,90.0,,78.0,,90.0,90.0,90.0,86.0,16.0,,90.0,90.0,90.0,,,0.0,0.0,0
90.0,90.0,90.0,90.0,77.0,78.0,73.0,0.0,0.0,65.0,8.0,0.0,78.0,90.0,90.0,15.0,90.0,85.0,72.0,,90.0,78.0,86.0,28.0,90.0,,90.0,,90.0,,90.0,,85.0,78.0,62.0,90.0,59.0,,81.0,79.0,57.0,,,82.0,61.0,45
11.0,1.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,9.0,55.0,11.0,45.0,1.0,74.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.0,,0.0,,1.0,,0.0,0.0,3.0,3.0,0.0,,23.0,10.0,57.0,,,72.0,48.0,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,,,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0
78.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,80.0,90.0,90.0,71.0,90.0,0.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,,90.0,,83.0,,90.0,,90.0,90.0,90.0,90.0,90.0,,0.0,90.0,90.0,,,90.0,90.0,90
