,Name,Team,Position,xA per fixture adj,xA per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
121,Teemu Pukki,Norwich,Forward,9.347631496768718,9.600270185870576,38,37,12.431807228915662,,1.1463190638423937,11.933255147250456,3.1384176863181312,13.818543579829226,,10.128845884167719,,22.420040173053152,24.66398627114489,,11.09947410358566,,,14.866534181240064,1.7343792021515017,11.185032921149832,,16.37082144894467,,2.9064096144216323,,4.374899784150478,0.33328165374677,,20.81980868872061,,1.5129618768328446,,25.91436318131257,0.0,13.667061781609197,,0.8311905912679234,12.256288627935723,14.503775100401606,10.309718132099285,12.991616056880462,1.3795636052481464,1.6570419142444195,1.110718071012189,23.558650829224565,2.569322709163347,9.802353518019123,14.940498533724341,9.681639431380365,1.2740481321839083,9.244070888715143,0.596577243293247,4.036680020030045
122,Juan Camilo Hernandez Suarez,Watford,Forward,9.278557074869646,14.103406753801861,38,25,0.1445316001792918,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.2563195548489666,,7.588958437656484,,,12.78395607529949,6.400281439786698,26.40754310344828,,0.0,1.4442204995693368,0.0,,0.0,0.0,7.9051238048541315,1.6328461272873749,,0.452180619828916,,0.0,2.062388765294772,,,,12.01355387827204,114.34397163120568,0.0,12.857662236121971,43.44505562422744,21.542995689655175,1.8394181403308618,58.154472140762465,17.438457686529794,0.0,0.0,0.0,0.6686861205747295,1.657574297188755,1.2332749003984065,0.3116964717254712
123,Kieran Tierney,Arsenal,Defender,9.247993325607194,15.973806653321516,38,22,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.9091670694377316,10.656835252879318,13.782069324993484,,22.79040786501927,,,29.804295659902234,6.00677693913602,,,1.337372241149459,,21.10668055896053,,,,30.425439407955597,,2.1523880768788124,1.7942368839427665,3.8557703003337043,13.243810610382205,12.103695014662756,0.0,0.0,0.0,0.0,0.0,0.0,21.66330749354005,1.1305019920318726,11.706618473895583,2.4505883795047807,20.930118540683623,28.43684859697811,3.035163603765128,90.1016540870403
124,Cesar Azpilicueta,Chelsea,Defender,9.061782013580853,12.753619130224903,38,27,4.28391125282317,,1.5126661454261143,0.7689586645469,6.018175085172566,17.966422287390028,5.480454264524104,15.602419354838709,,18.763254310344827,0.0,,8.078079331941543,,,0.0,10.687720105880999,0.0,,,,0.0,,,,,24.656417670682732,19.83517131474104,26.448257786000617,,31.324636955433146,2.8776414342629484,0.0,16.908206191675305,4.917126099706745,10.081902490726021,0.0,1.8849209512421952,0.0,0.0,0.0,0.0,0.0,4.246169905251324,27.49930119794638,24.260807893925378,26.417590361445782,10.805477686483004,8.719228843264897,4.748724856321839,9.554074074074073
125,Vitaly Janelt,Brentford,Midfielder,8.971487154564294,10.997306834627198,38,31,0.9398383677795444,,15.413299120234605,,0.0,12.75451174289246,,12.328208835341366,,2.0562774013551217,20.89289488320356,,16.332070820259975,1.3445921292676573,,0.6324099043883306,,3.5625733686269996,,3.4365727106997617,,5.4436602011494255,,3.1106287683031866,0.0,,24.359280106650864,1.3950247218788627,2.7449424136204303,3.0350399315459216,0.3116964717254712,0.0,0.0,,,26.303215092334266,26.40091414944356,11.706618473895583,10.968973607038123,1.4469779834525314,1.0390838991828748,0.7114611424368719,0.0,0.0,0.0,43.111742613920875,23.690593986076138,15.724254980079683,22.54604478814242,25.551593453919033,1.6215158045977012
126,Che Adams,Southampton,Forward,8.962468442070229,11.352460026622289,38,30,0.5882590565546,,0.48440160240360536,,0.0,13.109078380706288,,44.500669322709165,1.0276660946310372,0.0,7.082048408785299,,20.07836512983572,,,12.594699083300121,16.730682933669893,3.1169647172547124,,0.9648636206698125,,30.448357771260998,,12.75451174289246,21.652064257028112,,1.789731729879741,,0.9552658865353281,,0.6213907178416572,0.0,1.165697997775306,,0.0,0.0,12.024430278884463,1.3445921292676573,7.911892839258888,7.867349522384624,13.714644755920734,9.767317656436829,1.0276660946310372,0.0,0.0,21.49348244704488,21.27792167745914,0.0,11.666259991586033,25.50902348578492,17.30450146627566
127,Cedric Soares,Arsenal,Defender,8.953988178968263,16.20245480003781,38,21,19.479384164222875,,2.0800308512130137,24.34562248995984,23.837718600953895,0.08966907675194662,,3.6868510506798517,35.554773644105786,23.084697661152315,53.133593625498015,,3.7771920757967266,27.74098598356694,4.844016024036054,1.932851185822257,,14.308263584429389,,,2.579217893645386,43.704480488196566,,,9.648185454006812,,0.0,,,,0.0,,0.0,3.7593534711181777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.613499827367937,1.98859081097749,30.062572837292695,0.0
128,Scott McTominay,Man Utd,Midfielder,8.946226011950527,11.331886281804001,38,30,14.775486649440138,,,,1.8499123505976098,6.213907178416573,2.6015688032272526,24.67020474137931,0.0,0.0,0.0,,1.3445921292676573,,,0.0,,2.585168054270737,,0.0,,1.0252782193958665,28.57086852589642,2.1153308613804906,1.1067173326795783,,30.30814794215795,14.291986510358118,0.0,,14.711094652644052,10.118558470213289,2.9843920908708457,,,20.26213603406606,14.220017226528855,15.404400143678163,2.312505602868669,0.42839112528231704,3.1817452975639844,2.5899598393574297,55.22178267401102,0.2521110242376857,19.00658357771261,12.36396004511036,24.56932703003337,0.0,0.0,0.2759127210496293,10.594541600423955
129,Ademola Lookman,Leicester,Midfielder,8.898203742270965,11.978351191518605,35,26,1.6554763262977756,0.0,0.0,8.757992864541375,0.28368035190615837,0.0,,2.8052682455292413,0.7564809384164223,33.642238115271354,2.5551593453919033,,0.0,0.0,,0.0,,10.509101748807632,,8.774687423388086,,24.741386461264995,,0.44834538375973304,25.511817726589886,,23.432223107569722,,4.661927710843373,,,2.422008012018027,42.55584335491828,,,0.0,12.779555340744322,9.932857957786654,13.965550684203537,0.4335948005378754,13.157737148913622,3.2430316091954023,0.0,0.0,2.2218776916451333,37.865543025251284,23.32945019920319,0.994295405488745,,,
130,Rico Henry,Brentford,Defender,8.854653041893343,9.896376929174911,38,34,0.8543985161632222,,6.902888563049853,,24.18834854535083,10.363040791100124,,32.32269879518072,,16.79293211106683,30.846162402669634,,21.824271627073063,13.277847276518115,,2.2134346653591566,,1.5586258487743123,,2.26090309914458,,0.4632902298850575,,14.66439276485788,8.948658649398705,,0.2865797659605984,1.195735475896168,1.1302704056084125,0.0,0.0,0.0,0.0,,,2.3133120765245123,1.5379173290938,3.1079518072289156,0.8510410557184751,11.3045154957229,2.7461503049833125,4.3478180926697725,2.0168881939014858,28.761788435679065,22.686276418242493,10.333900851276915,0.7642127092282625,13.25770517928287,11.740567101659417,29.106597760551246,1.505693247126437
131,Paul Pogba,Man Utd,Midfielder,8.806624582373002,16.732586706508705,38,20,0.0,,,,0.0,0.0,0.0,0.0,0.1614672008012018,2.7461503049833125,4.160645161290323,,4.874146468595257,,,5.076321285140563,,30.425439407955597,,32.814760196625485,,21.530842607313197,13.052159362549801,12.140159726183686,13.438710468252022,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2917376064096144,15.2947354704196,11.158093841642229,17.45500241662639,22.686276418242493,38.706661057355205,18.532158198785364,17.842355961209357,51.26391096979333
132,Romelu Lukaku,Chelsea,Forward,8.747018863845081,12.784104493312043,38,26,0.0,,18.32006776127183,15.208293587705354,33.81641238335061,0.0,1.2953800988875155,8.966907675194662,,13.319594109195403,0.0,,2.796258230287458,,,0.36174449586313284,0.22266083553918747,0.0,,,,0.4443755383290267,,,,,3.833140562248996,21.582310756972113,3.579463459759482,,0.0,26.20709163346614,1.1428870629933947,0.0,0.0,0.2563195548489666,3.1384176863181312,1.5422080510163414,10.462685414091471,0.0,0.0,0.0,0.0,13.256335313955356,12.416072447233317,21.27792167745914,33.46228112449799,2.3896729498952793,44.40348022033049,38.6847341954023,0.0
133,Rayan Ait Nouri,Wolves,Defender,8.687927391460358,14.353966994586676,38,23,3.875212819228843,,14.472954310047186,30.62429848905335,13.58597041685343,1.8499123505976098,,0.0,,,0.6330528677604824,,0.0,13.584936406995233,,0.0,19.448957087817192,0.0,,0.0,13.087948994252875,16.135105551211886,,16.990136546184736,1.1582255747126438,,7.249558374819334,,26.579592127780952,,0.0,,,0.0,0.0,28.43684859697811,2.422008012018027,11.067173326795784,15.660478766256187,52.546078976640715,6.99891472868217,32.4341202346041,1.1961579226285108,0.0,0.0,0.0,0.0,0.0,0.0,0.10359839357429719,0.0
134,James Milner,Liverpool,Midfielder,8.648451727552349,13.693381901957885,38,24,4.77632943267664,,67.41467484312608,0.0,0.0,54.080802131538356,,0.0,,0.298933868974042,0.0,,0.0,,0.0,0.0,,0.08966907675194662,,,12.645098039215688,0.0,,0.0,0.0,,0.0,,12.32424923719287,,1.7343792021515017,13.950143341151945,,31.804706827309236,0.452180619828916,0.6233929434509424,0.0,0.7564809384164223,2.023359954363948,0.0,0.0,0.0,0.298933868974042,41.55393915238475,38.97637989515881,0.0,30.884099913867356,0.0,0.0,0.0,13.953412360455749
135,Brandon Williams,Norwich,Defender,8.41941110883865,12.305293159071873,38,26,0.0,,0.0,0.0,1.614043381535039,12.156162397293377,,0.0,,0.0,0.07905123804854132,,0.0,,,24.6066772655008,17.777386822052893,11.599293399710934,,1.3795636052481464,,38.913595393089636,,21.675639839654643,11.998139534883721,,0.5140693503387804,,12.860175953079178,,13.898706896551724,1.9996899224806202,1.6215158045977012,,1.8701788303528275,0.0,39.67818473895582,27.311709437666526,4.10764331210191,12.691985168282946,22.887891440501043,0.0,16.765665620797847,0.0,0.0,3.6878445747800583,1.970599176298658,13.667061781609197,2.6051472504560858,0.0,0.0
136,Max Aarons,Norwich,Defender,8.375227016651573,9.360547842139994,38,34,3.1079518072289156,,19.67847726262776,12.605551211884286,1.5243743047830924,13.299049460286774,,10.581026503996634,,0.0,0.0,,0.0,,,13.243177000529943,2.312505602868669,0.7249558374819334,,1.7474472333143185,,17.9228592889334,,1.392013567684243,0.33328165374677,,0.8567822505646341,,2.269442815249267,,1.0760289210233593,0.0,1.7373383620689657,,4.467649428065088,12.256288627935723,3.833140562248996,32.28569625578461,12.131876758998665,14.34746149458072,0.8285209571222097,4.101112877583466,3.1796952039444197,15.004844621513945,9.248994851679333,1.796642228739003,14.051228909259997,23.164511494252874,35.967839457909825,7.158926919518964,20.02193289934902
137,Charlie Taylor,Burnley,Defender,8.363500499109737,10.252032869876452,38,31,28.306506801290144,20.052473014338652,6.215903614457831,,2.2857741259867894,16.964288561179757,,1.2418456524959265,20.049657729606395,1.2553670745272525,12.988548739785935,10.212492668621701,1.193154486586494,,,0.4142604785611049,,1.3007844016136263,1.6807401615845714,0.4443755383290267,0.0,0.0,,0.0,0.0,0.0,0.0,,,,24.862996820349764,2.092537082818294,,,,14.616059510567299,9.857537512270369,4.967382609983706,,1.4442204995693368,8.816427610936799,19.263112253091375,2.1153308613804906,0.0,31.172516975486246,1.0924811050299714,18.994899425287358,33.94708211143695,1.0252782193958665,2.9064096144216323,16.032573705179285
138,Jacob Ramsey,Aston Villa,Midfielder,8.313721053435705,9.291805883251671,38,34,1.789731729879741,2.4505883795047807,13.553453919035313,0.0,0.0,21.004338819196686,,11.1769220745374,,,11.913815261044176,,4.585276255369575,2.432273706896552,,30.756493325917685,21.445402755696875,1.1956217912150602,,2.2610039840637453,,7.625362030025244,,12.480185107278082,2.221436142024378,,2.647683284457478,,13.45202410383189,,4.453300144531877,,5.781264007171672,,18.332408792726437,0.9688032048072107,19.160437842064116,0.0,1.6664082687338502,3.3915059760956177,10.39271249286937,0.44834538375973304,12.508836206896554,0.2865797659605984,3.729542168674699,6.078322002472187,17.399061583577712,31.36335723890632,0.0,6.601837049502174,10.367065231832072
139,Hector Junior Firpo Adames,Leeds,Defender,8.3006159742156,13.142641959174698,38,24,2.485562871366629,,21.890629482071716,21.390676826535188,24.67020474137931,0.596577243293247,,0.0,,,0.0,,0.0,0.0,,0.0,1.6623811825358468,10.5886630179828,,18.958506024096387,17.761392088132197,49.62302224969097,,0.0,0.0,,0.0,,0.44834538375973304,,1.0276660946310372,,,0.0,21.079062596361393,17.777386822052893,14.913377228199774,13.99782945736434,1.541593625498008,0.5179919678714859,0.0,0.0,0.0,0.0,23.39015544041451,10.84995828698554,34.18485485906605,2.9064096144216323,0.0,2.3640029325513194,0.7971569839307787
140,Tom Cleverley,Watford,Midfielder,8.280547363074465,11.237885707029632,38,28,16.91019722097714,,0.0,0.0,0.4443755383290267,0.0,,2.585168054270737,,0.6213907178416572,0.0,,0.1614672008012018,,,0.0,1.1463190638423937,3.3588541666666667,,20.128213844252162,15.886425495262705,12.36396004511036,,0.8221832669322711,2.510734149054505,3.478254474135818,23.750489124179996,,0.09043612396578321,,0.0,0.0,,,,31.06953589208286,20.681344434165897,37.28915284625729,47.90109460516028,2.7900494437577255,0.0,14.163519680547635,0.0,2.0990736104156236,0.0,0.7234889917262657,34.735090344113246,0.0,0.9323855421686748,5.54973705179283,12.46785886901885
141,Tomas Soucek,West Ham,Midfielder,8.250525439863827,8.957713334709299,38,35,0.3083187250996016,,21.675639839654643,,0.0,0.4632902298850575,,2.6015688032272526,,10.513814660455996,2.8998233499277335,,2.4585630498533724,1.139582329317269,,11.844465925567908,,23.251276915373058,,21.01584950377722,,10.219282008133503,,1.3445921292676573,20.734130463664144,,12.156644004944374,,0.0,0.0,12.886890611541773,10.966812807227317,12.232130633200232,,2.084806034482759,10.27666094631037,16.62113402061856,11.921657370517929,2.187449892075239,1.9105317730706561,0.8073360040060089,3.532560012888674,22.480851405622488,17.871862170087976,23.405717038702424,3.246714361420244,3.188627935723115,5.150370792926412,1.2220327304048235,5.462405525149857,3.4365727106997617
142,Jakub Moder,Brighton,Midfielder,8.207039541921933,11.138125092608337,38,28,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.6215903614457831,0.0,,17.81591642125929,,16.312115353632993,,2.292485903407698,12.854156365883807,14.993689384881096,,,5.7985535574667715,7.949238009861049,13.664547803617571,,0.28368035190615837,6.3593904078888395,28.273277661795404,,20.633743149163088,,9.28906160867085,14.616059510567299,24.17947800741919,6.545625906234896,0.0,2.0990736104156236,67.81094665433241,7.125146737253999,16.44680316091954,1.2220327304048235,0.16807401615845716,2.3819977517263524,3.593284457478006,0.0,8.537533709242462
143,Tino Livramento,Southampton,Defender,8.196027504880538,11.123180185195016,38,28,0.0,,0.0,,0.0,0.0,,1.1305019920318726,0.5533586663397891,0.0,1.445316001792918,,14.439334923158453,,,0.0,5.245295190015425,40.41664250040277,,17.96130740016112,,25.625791788856304,,0.6975123609394314,0.0,,0.0,,0.0,,0.0,0.0,5.649151835372637,,0.9998449612403101,2.432273706896552,23.22667729083666,3.361480323169143,28.09529293940911,5.937622281044999,2.4935717738037697,1.7135645011292682,33.83392988477568,10.509101748807632,1.8789108023307934,24.1682269293438,2.386308973172988,10.84995828698554,31.471771140092553,5.281165018541409,9.645131964809384
144,Callum Hudson-Odoi,Chelsea,Midfielder,8.160771714079168,20.673955009000558,38,15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,26.10679518072289,29.18750597609562,3.1817452975639844,,16.631121682523787,1.4388207171314742,18.286193007894315,0.0,0.0,9.398383677795444,20.71355672969967,0.0,51.61591470951792,12.605551211884286,46.40307673449375,38.16404431356052,10.76194038439406,0.0,11.588334284084429,0.0,0.0,14.026341227646206,0.0,0.0,0.0
145,Ismaila Sarr,Watford,Midfielder,8.143881340394628,14.066704133408905,38,22,0.0,,0.0,0.0,1.1109388458225666,14.466376562883061,,1.5908726487819922,,13.670595792516458,10.338222045574987,,18.245793690535805,,,0.0,0.0,0.0,,22.619329419035843,4.221567614125753,48.62464958917351,,1.2332749003984065,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,11.459131644004943,5.675305316091955,4.5985453508271545,15.318739002932551,14.047646469704555,1.2815977742448332,0.904361239657832,2.8203705834963744,12.705036290919864,27.03918072289157,29.598597609561757,47.89735782181408
