,Name,Team,Position,xA per fixture adj,xA per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33,GW32,GW31,GW30,GW29*,GW29,GW28,GW27*,GW27,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21,GW20*,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW6,GW5,GW4,GW3,GW2,GW1
11,Morgan Gibbs-White,Nott'm Forest,Midfielder,25.106552702109163,25.785108180544547,38,37,39.10552552552553,,1.430732827934758,,16.012502438072946,33.364014893961475,,1.083598086124402,42.82343838296023,35.34101832126119,24.445097493036215,1.5996797890374836,17.96505701536936,64.5321513376603,16.15921459227468,,30.708722497015184,32.093895236682,,30.480622635018925,20.208978525827046,,6.512943586511189,,23.485569327383907,68.46720684039089,,50.85449101796408,,11.274103933948522,38.76129900526624,0.0,39.505582052640875,38.01623285486444,25.232924419940275,13.750430336599917,31.99452292979787,19.09076143739117,19.089512149180635,36.91659347970726,24.178187834856605,36.03941639522259,2.7931108531630877,35.05429643527204,1.00818519068111,2.5873337535455407,22.082049248058176
12,Andreas Hoelgebaum Pereira,Fulham,Midfielder,25.04808922621304,28.843254260487743,38,33,0.0,,0.0,,0.0,0.0,0.0,15.60856065002902,5.758847240534942,10.479616592298795,17.22316367413563,8.861778465772275,,21.74659880564604,,,35.508187456926265,8.57848484848485,,18.642621497546305,19.442825472723325,,51.07817773788152,,6.4050009752291786,48.76699641821593,,41.187772532188845,23.85310708016384,15.067997338656024,6.141178565646755,88.81254901960784,17.545271587743734,0.32860127684271623,78.21836771034278,59.322115352834246,67.29319645884348,34.65624049945712,15.7759133126935,19.56115450643777,31.595622381807306,2.6073443629541195,24.118948054770705,55.27831380657019,55.715001594896336,22.765508944119045,23.882326374094593
13,Alex Iwobi,Everton,Midfielder,25.011101707664512,25.011101707664512,38,38,21.74659880564604,,16.67080576222891,,16.922965757399886,18.335322755922626,,37.10494344644046,36.206360515021466,44.20624624624625,25.516463914276713,27.402165738161564,,28.777356302234352,13.030864053052468,,29.166848484848483,16.941352483542794,7.153664139673789,43.93787153889622,40.2342422740043,,35.34101832126119,,66.72417643004825,12.367536979704164,,18.24021693378663,,18.827546185611826,8.543633197910621,15.864153870508153,27.509831704668837,38.89426813040586,11.509174283012923,35.40500264970853,4.130927038626609,2.6073443629541195,22.96656337047354,39.138555933300964,27.559157206742352,17.248346825734984,13.38022475623864,11.377779904306221,39.72747157390785,35.29960067809381,24.405262336649116
14,Solly March,Brighton,Midfielder,24.466798836078173,28.173889568817287,38,33,0.0,0.0,0.0,0.0,0.0,23.944398278676363,44.553161559888586,2.2406996992243156,40.32041891083185,,42.736816851960214,81.40708511001195,53.71333061889252,41.628226475279114,,14.602063239710299,23.204865311518763,13.341358789129687,,,59.86554995272613,,57.508125772831654,,16.137052117263845,4.049524284763806,,52.468747337026,,17.559225404362664,21.981258901906735,40.788424801683675,3.9458768129591264,34.95491530789932,14.245605617320072,22.180586186883342,33.79799820466787,39.461030303030306,15.161224629029508,31.601866212185772,,16.198097139055225,7.672782855341948,13.84806478268055,8.569631922944618,33.290412017167384,2.7599303621169917
15,Mohamed Salah,Liverpool,Midfielder,23.75307105362832,23.75307105362832,38,38,26.85619880200745,,22.39551704652477,,49.63021623419828,36.4811355661882,27.657705641348883,8.111738018079482,21.910990712074305,24.39554757630162,6.830464386051893,36.67878704341834,1.4356036668617127,18.565972141613468,,,6.454820846905538,39.526145543175495,18.284109545670415,36.70518636283342,17.981682403433478,,11.846175990503042,,3.1369795789140418,17.558537156231715,,14.028367746142145,,29.07654864433812,10.735948103792417,46.817295159163685,4.674628460417679,3.573027460344534,14.035200793257316,9.148330341113109,13.925651874785004,9.365136390017412,15.607994486560996,16.120317322321235,,31.337756343671167,78.12312017167382,21.592912595005433,44.45459261838441,89.71267620561738,17.843681058934763
16,Pedro Porro,Spurs,Defender,22.529361668093276,25.53327655717238,17,15,24.14054536440258,,31.424344497607656,,27.087911094368053,62.00876170287935,,22.193677034512145,20.502339832869083,32.196931330472104,40.1121009771987,5.537513584003478,,14.786716129989616,42.89659057795047,,32.019156193895874,23.5721608358398,,0.0,0.0,,4.520399201596807,,0.0,,,,,,,,,,,,,,,,,,,,,,
17,Gabriel Martinelli Silva,Arsenal,Midfielder,22.028622894850518,23.252435277897767,38,36,0.0,,0.0,,0.3691675722668985,27.09402145922747,,1.6564657694558222,1.643006384213581,73.41916464303061,40.997898176814594,58.98210907541543,,31.06457775574286,4.300607666490019,,11.2415190671289,21.439226384364822,14.03057723697878,7.533998669328012,15.250280655490679,28.424010446894954,5.779189792663478,,23.608336548449326,48.397350278551535,,42.29691966570015,,45.68319313304722,7.752519017604869,13.146594427244583,3.0473515909450692,14.687329822508291,11.77423997606224,5.3162441314554,,12.44454470335482,30.395688112484027,26.266580249019274,22.21376076555024,32.626319637883014,32.74011301563383,52.63885912385755,4.841115635179153,48.78264138389888,15.202148030383324
18,Andrew Robertson,Liverpool,Defender,21.914527560221572,24.492707273188813,38,34,0.0,,17.16989640233566,,17.70489687292083,6.501588516746412,0.7137472423573906,32.543520382056975,46.74344685242519,62.09005685218433,10.853888613452323,21.200859177578685,0.7730173590793836,0.9858038305281486,,,20.28657980456026,44.15888579387187,0.0,3.900551139374669,48.96363519313305,,14.114592669535542,,15.236757954725347,6.4050009752291786,,18.212266898500328,,4.334392344497608,29.570944777112445,36.04611791297796,76.35226485348876,31.964110523622722,61.66131548504381,42.60750149611012,0.4869109047127624,8.872234474753338,0.0,0.0,,40.15937676213088,50.786103004291846,14.753876221498372,31.837768105849584,7.801102278749338,6.959035612984557
19,Bryan Mbeumo,Brentford,Forward,21.861001449435538,21.861001449435538,38,38,69.49917005223448,,14.6783830803343,,32.915177158582736,2.412356199403494,,30.240314183123886,0.3312931538911644,57.9084083631569,34.77565933196137,17.131197424892704,2.3656545961002786,31.379243642686376,14.502947438456424,33.364014893961475,36.79875945986051,27.033176804286168,,,20.20285461932521,,54.627980702963484,,40.23846851222277,2.9006081639398453,,3.227410423452769,,34.49669365146997,2.2397901616787066,25.88030701006311,18.565972141613468,24.649667863554765,33.431239512426785,17.383187040873988,20.319313438658085,19.811993044990224,1.579472103004292,6.147448425624322,1.5607994486560994,24.327681374979345,3.2004522169228053,15.122777860216651,37.828603844941696,2.7599303621169917,14.879647371922825
20,Eberechi Eze,Crystal Palace,Midfielder,21.73077415430653,21.73077415430653,38,38,28.122645122681035,,30.512694610778446,,16.521267643865365,4.63527886747399,,58.81883728930169,44.63473800854836,3.1925864371568484,5.7745410393394865,40.04710626342754,,32.584544244843656,18.859660004594534,40.23926537709194,1.1501044689495066,1.493034469768318,,6.392743928419259,4.334392344497608,,0.0,,2.069947771587744,31.832437768240347,4.238464484679666,17.448106104934663,,36.98566263005287,24.58979370249729,12.312139930664987,8.55538300418911,24.150780873753014,25.297989315201562,40.747484790028196,32.534959632737056,27.499095143047242,26.19904148074699,2.76077628242637,,19.196660944206013,25.554854864433814,46.82568195008706,48.736910906008674,20.384409884959524,10.53539627842867
21,Jack Harrison,Leeds,Midfielder,21.58641050734426,22.785655535530054,38,36,41.81407811700495,,20.15811145510836,,1.579472103004292,0.0,,30.660399022801304,56.316640053226884,11.063082256539554,20.866881124840226,17.802515456633103,20.922570317175346,2.6013324144268326,4.302143422510686,,46.02289067594001,39.53431636434562,,29.147683341427886,16.046947618341,,20.502339832869083,16.46101323119777,6.776540993417116,4.514992025518342,,41.911610472782066,,27.851303749570008,40.45878540772532,0.0,0.0,13.601229641693813,18.21328930549638,14.453381657737157,0.5650499001996009,32.38658855961406,16.002261084614027,0.746517234884159,,25.013055821371612,31.421771776227928,14.643647033253641,17.448106104934663,47.8461971830986,70.62685451955042
22,Son Heung-min,Spurs,Midfielder,21.52949126965299,22.725574117967042,38,36,21.239937200462737,,52.10300797448166,,1.9196157468449804,7.101003356297474,,18.454524925436733,15.57389275766017,25.87904291845494,21.285540173724215,15.01281460552054,,10.081851906811101,36.755412012303715,,61.24298922800719,35.13417128383727,,15.791640335478839,20.645022359821123,,1.224274783765802,,19.387475333720257,14.453381657737157,4.600417875798026,18.729593383873194,,15.002119766825649,23.14203428140893,3.0701945773524724,0.0,0.0,65.39348262757872,19.804150214592276,27.10645891364903,29.657447692535985,44.79233210171702,19.379926487479903,0.3766999334664006,55.85072171446581,1.7528792569659446,26.51321663674447,5.198423302200412,16.343795591964113,48.12117532782905
23,Mathias Jensen,Brentford,Midfielder,21.48268165953231,22.06329467735751,38,37,0.0,,2.510776053215078,,35.73926040591676,27.13900724328931,,21.684931178934775,31.362418568363566,16.956605763797327,5.10879531423144,97.31978111587983,14.588203342618387,19.811993044990224,38.89426813040586,10.540828881333983,3.8647098976109215,4.371701859439018,,,61.30866278042748,,33.94738800827017,,2.1081657762667962,7.111168401917039,,3.150567318132465,,22.434912654452496,4.576962504299966,8.787716186252771,13.965554265815438,15.41663076002394,10.127962640493907,57.588472405349414,22.52793446459918,2.2150054336013913,32.925918454935626,25.20453854505972,25.102857799218935,13.84806478268055,30.504310192545486,38.31103724588218,23.553658997793885,20.995184540389975,10.735948103792417
24,Pervis Estupinan,Brighton,Defender,21.157354441577052,21.761850282764968,36,35,5.332265963458279,56.35511897852582,39.8718309859155,33.047416309012874,16.128260969446362,18.14733343225998,34.89340529247911,37.10598701915467,7.200074805505687,,15.34991613029062,19.023957018591165,20.28657980456026,52.37390749601276,,33.704762409468294,5.894784333168072,23.469105607155146,,,20.609451623069653,,45.306401695813456,,4.6874294245385455,27.781620093147044,,17.368964635705158,,11.342083395162488,9.364796691936597,12.007378986563058,2.879423620267471,17.208573690042744,54.55293934074508,2.300208937899013,0.0,27.27055183413078,6.5666450622548185,18.936996165317428,,0.47087491683300076,2.3196785376615194,38.550018178813424,23.95601651186791,,
25,Dwight McNeil,Everton,Midfielder,21.071952501429955,22.242616529287176,38,36,34.425711183496205,,26.35062846287795,,72.78518282066163,38.516483373179746,,41.43699268130407,6.682381974248927,12.00169581346052,24.08896942956193,40.01899025069638,,29.453334470407643,17.558537156231715,,17.33756937799043,17.11076600837822,14.56746152079026,66.86661518176682,41.45062634275327,,24.726651043885816,,62.04177808407996,22.884812521499832,,0.0,,8.244742447294067,0.0,14.430106063004594,15.06124864277959,16.857322022621425,0.08921840529467383,0.6000847906730259,0.36449356223175966,14.774951390073342,14.982479108635099,31.714146025578767,0.2921465428276574,13.267959096719219,4.49126425384234,14.447974481658694,2.456496110113705,20.795837257487285,17.558537156231715
26,Willian Borges da Silva,Fulham,Midfielder,20.65103945655644,25.240159335791205,33,27,43.961747910863515,,59.10835188129306,,38.77191840699369,38.80009314703926,29.551363442692804,0.0,0.0,2.3392001322095526,33.01806499480635,60.182187822497426,,0.0,,,0.0,4.785891547049442,,20.16629729301884,14.028367746142145,,28.376765409934176,,24.29483128535206,5.407825345386321,,2.3084592274678113,17.88983031012288,15.727222222222224,23.373142302088397,9.00127186009539,25.430786908077998,21.52338363319791,43.940071227185044,17.590784994215834,52.576142399698625,10.988564060803476,0.0,0.0,35.830960502693,2.510776053215078,,,,,
27,Riyad Mahrez,Man City,Midfielder,20.43780020673267,25.887880261861383,38,30,26.81905263157895,38.27037165833515,20.761037643846304,,28.481231636741356,52.304514956205594,45.67224286205711,40.41593759848724,0.39019986216402486,,26.651520292747843,11.732400841832607,,93.84065615679592,,,0.0,0.0,,8.529584690553747,0.0,2.081065931541466,35.40624599736297,,2.8970492921712436,25.5439765711572,52.05031894934334,11.43399721448468,,2.319052077238151,58.474741059504375,62.40985952735086,0.0,0.0,0.0,19.196713757878722,,0.0,8.341003723490369,0.2957068245125348,13.713082159252812,3.4126502166132986,11.35070616397367,27.103829712065007,0.0,32.81200597176982,13.925651874785004
28,Harry Kane,Spurs,Forward,20.402885061283182,20.402885061283182,38,38,13.84806478268055,,15.531572567783094,,8.638270860802411,15.102133898604487,,36.30596080102259,63.084122562674104,3.037446351931331,17.827600434310533,30.640908498152577,,1.0922006232378692,2.5664626841508826,,9.233037103530823,23.12402089599494,,3.8650867953969184,25.70889576883385,,21.001021290751833,,33.84593151479977,2.6765521588402144,3.286012768427162,59.96071215253849,,44.70631690514044,3.6259408551516294,3.8828931419457735,22.175617253346555,14.715372816361313,10.988564060803476,42.64574678111588,11.828272980501394,30.497602018103578,17.59698761138883,1.5607994486560994,30.418519627411847,29.085200126063665,7.1088992088063305,33.71329144225015,23.482532847870825,36.552677979325146,20.34838271005343
29,Ivan Perisic,Spurs,Defender,19.635266316003236,21.945297647297735,38,34,0.0,,0.9932982456140352,,15.783507251836506,0.0,,31.963719642096297,35.48481894150418,13.000270386266095,31.889888707926172,43.93094109976093,,14.870731562546373,13.565588473368953,,0.0,18.642621497546305,,0.0,0.2921465428276574,,23.449570858283437,,47.31858386535114,12.312139930664987,2.300208937899013,0.0,,20.10284048754637,14.397118101337353,28.625049441786285,6.081920343744836,84.07061354921177,22.51502985884908,17.25269527896996,6.505550139275766,52.089568185190686,0.6152792871114975,19.11979324603722,45.01564204923487,0.0,47.522504299965604,1.1858946738479954,36.6578470793098,31.251987517066514,7.33275052614538
30,Alexis Mac Allister,Brighton,Midfielder,19.60762656747515,21.288280273258735,38,35,17.91641363721982,6.407724898432965,74.51907722195241,17.009699570815453,8.584396967608546,26.29683039026562,43.173196378830085,19.71815735317398,25.920269299820472,,37.32569533840452,27.715104895104897,11.372779587404997,16.073371610845296,,13.401893658364246,11.041024624029088,35.05758513931889,,,23.464440592499216,,29.604183006535948,,0.0,27.310745176314043,,21.952441414571798,,3.1085710046000896,0.0,0.0,21.96893576944811,17.83596960582555,62.50397503413303,37.624846198491,5.505939557151407,31.87584370015949,33.89547671840355,7.840157648061356,,3.107774451097805,2.0520233217774977,11.041024624029088,6.427223942208463,4.859914163090129,1.5771030640668526
31,Jack Grealish,Man City,Midfielder,18.823786807597603,25.546567810311036,38,28,0.0,0.0,0.0,,0.6721234604540733,0.0,57.26072239422085,23.999751024267255,54.88811394440617,,7.063123752495011,28.59772705196698,,27.500860673199835,,,35.80505917682388,50.786103004291846,,2.9200380021715526,47.09695990424896,16.388394210889043,18.02305895648898,,23.079826027630904,27.157280354598704,44.807695718915234,2.2670856545961002,,12.699570899161303,7.729419795221843,32.561665840356966,0.0,5.442322722975103,41.24864271457086,16.85865246685503,,0.0,23.556461065242033,33.907715877437326,25.18546461928131,0.0,0.0,0.0,0.0,19.364462540716612,28.435596835225322
32,Enzo Fernandez,Chelsea,Midfielder,18.762443796829857,18.762443796829857,18,18,32.80442060085837,29.76782033426184,25.466598955310506,,28.461472172351893,4.6874294245385455,,10.795529519871355,33.501240829346095,,0.6152792871114975,5.646563242045275,3.3772986791648916,64.30712751930683,21.844012464757384,,15.727222222222224,5.894784333168072,,23.466099266587072,1.9248470131131623,,19.086907464740285,,10.349335014182163,,,,,,,,,,,,,,,,,,,,,,
33,Leandro Trossard,Arsenal,Midfielder,18.503196778181227,19.531152154746852,38,36,21.77960107646035,,14.48485637342909,,36.178422082156054,0.0,,37.21526428710747,18.07307022634939,14.02388538125304,2.8240832473340216,0.0,,41.63776235333003,44.506288641582756,,40.05906397730854,1.4600190010857763,14.114592669535542,17.42237192282103,23.781906197023925,20.208978525827046,12.82257735247209,,1.0922006232378692,0.6899825905292479,,0.0,,0.0,1.1705995864920746,22.364889104743405,31.35372386513468,21.421089124584455,2.0981899746440416,5.421921067904817,30.40972770795931,34.13333971291866,25.88030701006311,11.096838517256073,,50.195266134397876,14.988692089505202,20.3978251528673,25.611513587891302,3.8879313304721035,40.31469707520892
34,Phil Foden,Man City,Midfielder,18.151411305977106,21.554800925847815,38,32,33.049741626794265,53.652353836122586,16.895950848449388,,14.954746995103132,23.204865311518763,2.1424079807361545,1.4274944847147812,13.136728692855504,,0.0,0.0,,0.0,,,17.50247306129659,17.131197424892704,,66.31559989142237,34.98389287851586,0.39019986216402486,1.1730985119608215,,0.0,0.0,0.0,2.2670856545961002,,14.9081919251024,1.5122777860216652,0.6549760370186747,41.537926634768745,3.390299401197605,0.47087491683300076,2.2150054336013913,,70.92327226246273,50.046022340942216,6.801256963788302,12.189406363780277,14.290472782068187,12.282480550568524,55.307814873697225,44.34671673819743,31.044614549402826,29.60418300653595
35,Douglas Luiz Soares de Paulo,Aston Villa,Midfielder,17.838427953743064,18.32054762816855,38,37,16.243373179743536,,52.22751171708565,,27.90824151458298,16.0434098464461,,15.179616991643456,14.364163252442486,12.00987878787879,28.309000000000005,2.541202872531419,16.76314703925483,0.8834484103764385,24.05189196525516,,17.33402820777434,38.40542660307366,,3.2766018697136077,3.901998621640249,,19.88037724898433,,41.62534264803727,40.330127893799585,,23.204865311518763,,11.024242520183634,14.098973221900051,45.352296548785695,13.905311888719845,12.12397980501393,3.40193991416309,29.889247208931423,4.460920264733691,8.392759898576166,29.223833034111315,26.29260948603537,10.26585073660353,24.97369704004643,0.26013324144268324,2.2397901616787066,25.703631867161278,0.0,1.7673914223669924
36,Brenden Aaronson,Leeds,Midfielder,17.73825188310504,18.72371032105532,38,36,1.5450929558246633,,0.8764396284829723,,0.36449356223175966,0.4929019152640743,,0.0,0.5650499001996009,13.471979199495745,30.878159352364726,49.30696696696696,42.52279473369241,14.697528141511604,12.99605825550103,,31.379243642686376,2.8712073337234254,,24.56471426258702,0.7561388930108326,,0.2957068245125348,1.8728098885793873,0.0,10.474781499202553,,16.743315125258995,,1.850261437908497,14.336746781115881,20.70188044109112,25.590602080845986,11.603308903365907,23.641090754154245,69.41191931925623,28.440844976713244,59.0502458074891,9.701370782547253,28.047718967790548,,23.11675917065391,37.890960083098385,8.860021734405565,31.251987517066514,22.089910960012958,1.7925597593794524
37,Granit Xhaka,Arsenal,Midfielder,17.668545902411076,18.146074170043807,38,37,1.971815735317398,,1.3553081986834234,,26.94923277548359,17.131197424892704,,30.147677004095964,17.580168311085316,0.0,17.918321293429653,2.653591819343844,,18.807169062964803,16.702360007065888,,14.007289631263788,0.23052931596091206,4.872895088292032,16.76314703925483,4.052522132228292,6.90062681369704,31.785543859649128,,22.768182222881737,49.38303969359332,,18.44454716015692,,46.53367811158798,15.381982177787439,31.06491572067424,0.17925597593794526,5.079828359664521,22.193171753441057,38.13030273595597,,2.6199041480746987,8.805100127822755,19.506798567286374,32.6885422647528,14.686772284122565,26.661329817291392,22.304601323668454,26.12665580890337,24.014620758483037,15.002119766825649
38,Jarrod Bowen,West Ham,Midfielder,17.486441673752573,17.486441673752573,38,38,10.924298070525618,,54.737283093703525,,0.09029984051036684,10.744014623955433,1.1501044689495066,6.100862038509097,5.669037068598212,18.36550217155266,1.9509993108201245,10.081679798298142,19.318158798283264,0.4582969078840862,,,31.35372386513468,1.5997261464898938,,26.428509874326753,21.05189152311104,,47.70621416032768,,32.56142489270387,13.022392046297671,,17.208573690042744,,23.67270533796067,50.6582105263158,1.3006662072134163,25.70977045908184,18.902670906200317,5.224153899721449,4.149527687296418,15.439079676182363,34.09728994657602,19.89570438071226,31.907563716954254,37.21883662264431,18.000261361419934,21.148459832850076,1.279743831229987,21.411719191480113,2.7953231597845605,1.1501044689495066
39,Moises Caicedo Corozo,Brighton,Midfielder,17.419727796022816,17.890531249969378,38,37,12.584147673761539,27.60250725478816,15.9487323943662,20.776133047210305,8.454330346887206,37.63891378542811,12.616824512534821,10.844986544245687,8.13184919210054,,16.012502438072946,30.225880948319976,4.533743213897938,65.73828389154706,,6.100862038509097,12.912384729796731,7.595810113519093,,,13.650416010085095,,19.80279809220986,,17.90444353963084,13.467022621423823,,15.439079676182363,,35.87458970173617,0.0,3.3913971183422382,10.237950649839895,5.10879531423144,42.84724790325726,3.778914683691236,17.53429982046679,35.216937799043066,49.346406276650185,1.8092671495526207,,4.520399201596807,13.650416010085095,4.397696248553959,3.2136119711042315,16.766703862660947,36.273370473537604
