index,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,name,opponent_team,own_goals,penalties_missed,penalties_saved,position,red_cards,round,saves,selected,team,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0.0,1,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,Cédric Alves Soares,7,0,0,0,Defender,0,1,0,23970,1,2,0,0.0,0,0,0,0,45,False,0
1,0,0,0,0,0.0,1,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,Cédric Alves Soares,10,0,0,0,Defender,0,2,0,24193,1,2,4,0.0,0,-5169,1361,6530,44,True,0
2,0,0,0,0,0.0,1,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,Cédric Alves Soares,3,0,0,0,Defender,0,3,0,20960,1,3,0,0.0,0,-4337,879,5216,44,False,0
3,0,0,0,0,0.0,1,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,Cédric Alves Soares,9,0,0,0,Defender,0,4,0,18825,1,1,2,0.0,0,-2988,577,3565,43,True,0
4,0,0,0,0,0.0,1,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Cédric Alves Soares,2,0,0,0,Defender,0,5,0,17790,1,1,2,0.0,0,-1611,405,2016,43,True,0
5,0,0,0,0,0.0,1,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,Cédric Alves Soares,14,0,0,0,Defender,0,6,0,17133,1,1,3,0.0,0,-1207,516,1723,42,False,0
6,0,0,0,0,0.0,1,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,Cédric Alves Soares,4,0,0,0,Defender,0,8,0,16837,1,3,0,0.0,0,-445,114,559,42,False,0
7,0,0,0,0,0.0,1,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,Cédric Alves Soares,18,0,0,0,Defender,0,9,0,15362,1,1,3,0.0,0,-1572,64,1636,42,True,0
8,0,0,0,0,0.0,1,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Cédric Alves Soares,12,0,0,0,Defender,0,10,0,14630,1,2,3,0.0,0,-828,148,976,42,True,0
9,0,0,0,0,0.0,1,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Cédric Alves Soares,11,0,0,0,Defender,0,11,0,14586,1,1,0,0.0,0,-229,227,456,42,False,0
10,0,0,12,1,15.0,3,1,0,0,3.4,16.6,2022-08-05T19:00:00Z,90,Granit Xhaka,7,0,0,0,Midfielder,0,1,0,48303,1,2,0,2.0,2,0,0,0,50,False,1
11,1,2,35,0,25.5,3,11,2,1,10.8,54.8,2022-08-13T14:00:00Z,90,Granit Xhaka,10,0,0,0,Midfielder,0,2,0,65418,1,2,4,28.0,12,-629,9001,9630,50,True,0
12,1,0,25,1,34.0,3,21,0,0,6.6,25.8,2022-08-20T16:30:00Z,87,Granit Xhaka,3,0,0,0,Midfielder,0,3,0,216726,1,3,0,6.0,6,112040,137326,25286,50,False,0
13,0,0,9,0,25.0,3,31,1,0,4.5,8.2,2022-08-27T16:30:00Z,90,Granit Xhaka,9,0,0,0,Midfielder,0,4,0,267951,1,1,2,12.0,2,42760,77459,34699,50,True,0
14,0,0,14,0,25.0,3,41,1,0,4.6,12.6,2022-08-31T18:30:00Z,90,Granit Xhaka,2,0,0,0,Midfielder,0,5,0,288460,1,1,2,8.0,2,10781,49435,38654,50,True,0
15,0,0,18,0,14.9,3,56,3,0,7.6,15.2,2022-09-04T15:30:00Z,90,Granit Xhaka,14,0,0,0,Midfielder,0,6,0,308627,1,1,3,46.0,2,8776,50721,41945,50,False,0
16,1,0,24,1,36.2,3,72,0,0,6.4,25.0,2022-09-18T11:00:00Z,90,Granit Xhaka,4,0,0,0,Midfielder,0,8,0,302039,1,3,0,3.0,5,-3612,11300,14912,50,False,1
17,0,2,29,0,20.2,3,81,1,1,8.7,36.2,2022-10-01T11:30:00Z,90,Granit Xhaka,18,0,0,0,Midfielder,0,9,0,317511,1,1,3,31.0,9,7375,32640,25265,51,True,0
18,0,0,8,0,7.3,3,91,2,0,4.2,16.6,2022-10-09T15:30:00Z,90,Granit Xhaka,12,0,0,0,Midfielder,0,10,0,390185,1,2,3,18.0,2,63525,83754,20229,51,True,0
19,0,0,15,1,2.8,3,104,0,0,1.3,8.6,2022-10-16T13:00:00Z,90,Granit Xhaka,11,0,0,0,Midfielder,0,11,0,381694,1,1,0,2.0,3,-8549,26252,34801,51,False,0
20,0,0,0,0,0.0,4,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,Mohamed Elneny,7,0,0,0,Midfielder,0,1,0,86132,1,2,0,0.0,0,0,0,0,45,False,0
21,0,0,0,0,0.0,4,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,Mohamed Elneny,10,0,0,0,Midfielder,0,2,0,87552,1,2,4,0.0,0,-12599,5829,18428,45,True,0
22,0,0,0,0,0.0,4,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,Mohamed Elneny,3,0,0,0,Midfielder,0,3,0,131934,1,3,0,0.0,0,21882,57920,36038,44,False,0
23,0,0,15,0,3.8,4,31,1,0,0.8,4.2,2022-08-27T16:30:00Z,90,Mohamed Elneny,9,0,0,0,Midfielder,0,4,0,115883,1,1,2,0.0,2,-18950,14683,33633,44,True,0
24,0,0,0,0,0.0,4,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Mohamed Elneny,2,0,0,0,Midfielder,0,5,0,110818,1,1,2,0.0,0,-9174,10920,20094,44,True,0
25,0,0,0,0,0.0,4,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,Mohamed Elneny,14,0,0,0,Midfielder,0,6,0,85016,1,1,3,0.0,0,-25515,941,26456,44,False,0
26,0,0,0,0,0.0,4,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,Mohamed Elneny,4,0,0,0,Midfielder,0,8,0,81657,1,3,0,0.0,0,-6095,1257,7352,43,False,0
27,0,0,0,0,0.0,4,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,Mohamed Elneny,18,0,0,0,Midfielder,0,9,0,77553,1,1,3,0.0,0,-5443,2120,7563,43,True,0
28,0,0,0,0,0.0,4,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Mohamed Elneny,12,0,0,0,Midfielder,0,10,0,71360,1,2,3,0.0,0,-6254,917,7171,43,True,0
29,0,0,0,0,0.0,4,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Mohamed Elneny,11,0,0,0,Midfielder,0,11,0,65729,1,1,0,0.0,0,-5619,301,5920,43,False,0
30,0,0,0,0,0.0,5,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,Rob Holding,7,0,0,0,Defender,0,1,0,14331,1,2,0,0.0,0,0,0,0,45,False,0
31,0,0,0,0,0.0,5,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,Rob Holding,10,0,0,0,Defender,0,2,0,14520,1,2,4,0.0,0,-2978,631,3609,44,True,0
32,0,0,0,0,0.0,5,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,Rob Holding,3,0,0,0,Defender,0,3,0,13295,1,3,0,0.0,0,-2174,683,2857,44,False,0
33,0,0,3,0,0.0,5,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,1,Rob Holding,9,0,0,0,Defender,0,4,0,12198,1,1,2,0.0,1,-1795,363,2158,43,True,0
34,0,0,5,0,0.0,5,41,0,0,0.2,2.2,2022-08-31T18:30:00Z,2,Rob Holding,2,0,0,0,Defender,0,5,0,12085,1,1,2,0.0,1,-648,461,1109,43,True,0
35,0,0,0,0,0.0,5,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,Rob Holding,14,0,0,0,Defender,0,6,0,12112,1,1,3,0.0,0,-473,556,1029,43,False,0
36,0,0,0,0,0.0,5,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,Rob Holding,4,0,0,0,Defender,0,8,0,12232,1,3,0,0.0,0,-189,114,303,43,False,0
37,0,0,0,0,0.0,5,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,Rob Holding,18,0,0,0,Defender,0,9,0,12343,1,1,3,0.0,0,-190,382,572,42,True,0
38,0,0,0,0,0.0,5,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Rob Holding,12,0,0,0,Defender,0,10,0,12562,1,2,3,0.0,0,-51,640,691,42,True,0
39,0,0,3,0,0.1,5,104,0,0,0.0,0.2,2022-10-16T13:00:00Z,8,Rob Holding,11,0,0,0,Defender,0,11,0,12405,1,1,0,0.0,1,-327,329,656,42,False,0
40,0,0,17,1,12.9,6,1,0,0,4.6,22.6,2022-08-05T19:00:00Z,90,Thomas Partey,7,0,0,0,Midfielder,0,1,0,39617,1,2,0,10.0,3,0,0,0,50,False,0
41,0,0,9,0,4.8,6,11,2,0,4.9,5.4,2022-08-13T14:00:00Z,90,Thomas Partey,10,0,0,0,Midfielder,0,2,0,61511,1,2,4,39.0,2,4047,12745,8698,50,True,0
42,0,0,13,1,3.8,6,21,0,0,1.7,13.2,2022-08-20T16:30:00Z,90,Thomas Partey,3,0,0,0,Midfielder,0,3,0,61170,1,3,0,0.0,3,-5523,8704,14227,50,False,0
43,0,0,0,0,0.0,6,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,Thomas Partey,9,0,0,0,Midfielder,0,4,0,54948,1,1,2,0.0,0,-8910,3409,12319,50,True,0
44,0,0,0,0,0.0,6,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Thomas Partey,2,0,0,0,Midfielder,0,5,0,40160,1,1,2,0.0,0,-15298,407,15705,49,True,0
45,0,0,0,0,0.0,6,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,Thomas Partey,14,0,0,0,Midfielder,0,6,0,30613,1,1,3,0.0,0,-9978,131,10109,49,False,0
46,0,0,13,1,6.9,6,72,0,0,1.7,10.2,2022-09-18T11:00:00Z,77,Thomas Partey,4,0,0,0,Midfielder,0,8,0,26315,1,3,0,0.0,3,-900,54,954,48,False,0
47,0,3,39,0,46.4,6,81,1,1,11.5,53.6,2022-10-01T11:30:00Z,72,Thomas Partey,18,0,0,0,Midfielder,0,9,0,26537,1,1,3,15.0,10,-333,1078,1411,48,True,0
48,0,0,17,0,13.6,6,91,2,0,3.5,21.2,2022-10-09T15:30:00Z,90,Thomas Partey,12,0,0,0,Midfielder,0,10,0,45510,1,2,3,0.0,2,15410,17732,2322,48,True,0
49,0,0,15,1,1.0,6,104,0,0,1.1,10.0,2022-10-16T13:00:00Z,90,Thomas Partey,11,0,0,0,Midfielder,0,11,0,49227,1,1,0,0.0,3,3125,7934,4809,48,False,0
50,0,0,9,1,8.3,7,1,0,0,3.5,3.4,2022-08-05T19:00:00Z,90,Martin Ødegaard,7,0,0,0,Midfielder,0,1,0,1133257,1,2,0,23.0,3,0,0,0,65,False,0
51,0,0,19,0,15.3,7,11,2,0,3.5,7.6,2022-08-13T14:00:00Z,90,Martin Ødegaard,10,0,0,0,Midfielder,0,2,0,1175045,1,2,4,12.0,2,-78957,58220,137177,65,True,0
52,0,3,47,1,10.0,7,21,0,2,12.0,67.8,2022-08-20T16:30:00Z,73,Martin Ødegaard,3,0,0,0,Midfielder,0,3,0,1025266,1,3,0,42.0,16,-188934,67382,256316,64,False,0
53,0,3,37,0,44.2,7,31,1,1,13.8,58.2,2022-08-27T16:30:00Z,90,Martin Ødegaard,9,0,0,0,Midfielder,0,4,0,1372230,1,1,2,36.0,10,243746,295915,52169,65,True,0
54,0,0,12,0,37.8,7,41,1,0,9.8,13.0,2022-08-31T18:30:00Z,80,Martin Ødegaard,2,0,0,0,Midfielder,0,5,0,2044513,1,1,2,47.0,1,558793,598888,40095,66,True,1
55,0,0,9,0,46.8,7,56,2,0,6.8,7.0,2022-09-04T15:30:00Z,73,Martin Ødegaard,14,0,0,0,Midfielder,0,6,0,1677063,1,1,3,14.0,2,-348491,149913,498404,66,False,0
56,0,0,0,0,0.0,7,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,Martin Ødegaard,4,0,0,0,Midfielder,0,8,0,1911739,1,3,0,0.0,0,129352,171659,42307,65,False,0
57,0,0,9,0,16.8,7,81,1,0,4.2,6.8,2022-10-01T11:30:00Z,79,Martin Ødegaard,18,0,0,0,Midfielder,0,9,0,1615139,1,1,3,18.0,2,-218167,46253,264420,65,True,0
58,1,0,16,0,19.2,7,91,2,0,8.2,21.6,2022-10-09T15:30:00Z,81,Martin Ødegaard,12,0,0,0,Midfielder,0,10,0,1488945,1,2,3,41.0,4,-138956,34105,173061,64,True,1
59,1,0,25,1,23.1,7,104,0,0,9.6,28.8,2022-10-16T13:00:00Z,72,Martin Ødegaard,11,0,0,0,Midfielder,0,11,0,1448649,1,1,0,44.0,6,-49334,37376,86710,64,False,0
60,0,0,3,0,0.2,8,1,0,0,0.6,6.0,2022-08-05T19:00:00Z,7,Kieran Tierney,7,0,0,0,Defender,0,1,0,105345,1,2,0,0.0,1,0,0,0,50,False,0
61,0,0,3,0,0.7,8,11,0,0,0.1,0.6,2022-08-13T14:00:00Z,13,Kieran Tierney,10,0,0,0,Defender,0,2,0,102375,1,2,4,0.0,1,-14780,3078,17858,50,True,0
62,0,0,3,0,0.0,8,21,0,0,0.1,1.0,2022-08-20T16:30:00Z,2,Kieran Tierney,3,0,0,0,Defender,0,3,0,95230,1,3,0,0.0,1,-12863,4859,17722,49,False,0
63,0,0,11,0,15.8,8,31,1,0,3.5,11.6,2022-08-27T16:30:00Z,60,Kieran Tierney,9,0,0,0,Defender,0,4,0,85062,1,1,2,8.0,2,-14113,2409,16522,49,True,0
64,0,0,8,0,3.1,8,41,1,0,3.5,11.0,2022-08-31T18:30:00Z,90,Kieran Tierney,2,0,0,0,Defender,0,5,0,91991,1,1,2,21.0,2,2023,9526,7503,49,True,0
65,0,0,0,0,0.0,8,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,Kieran Tierney,14,0,0,0,Defender,0,6,0,97616,1,1,3,0.0,0,978,9302,8324,49,False,0
66,0,0,27,1,14.1,8,72,0,0,3.1,13.6,2022-09-18T11:00:00Z,90,Kieran Tierney,4,0,0,0,Defender,0,8,0,98913,1,3,0,3.0,6,383,3508,3125,48,False,0
67,0,0,3,0,3.4,8,81,0,0,1.6,5.8,2022-10-01T11:30:00Z,17,Kieran Tierney,18,0,0,0,Defender,0,9,0,91146,1,1,3,7.0,1,-6885,2327,9212,48,True,0
68,0,0,3,0,0.6,8,91,0,0,0.1,0.0,2022-10-09T15:30:00Z,8,Kieran Tierney,12,0,0,0,Defender,0,10,0,91159,1,2,3,0.0,1,-1607,3571,5178,48,True,0
69,0,0,4,0,0.3,8,104,0,0,0.3,2.2,2022-10-16T13:00:00Z,14,Kieran Tierney,11,0,0,0,Defender,0,11,0,92010,1,1,0,0.0,1,-404,3930,4334,48,False,0
70,0,0,0,0,0.0,9,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,Nicolas Pépé,7,0,0,0,Midfielder,0,1,0,30199,1,2,0,0.0,0,0,0,0,55,False,0
71,0,0,0,0,0.0,9,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,Nicolas Pépé,10,0,0,0,Midfielder,0,2,0,31604,1,2,4,0.0,0,-7090,2174,9264,54,True,0
72,0,0,0,0,0.0,9,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,Nicolas Pépé,3,0,0,0,Midfielder,0,3,0,27844,1,3,0,0.0,0,-6444,2135,8579,53,False,0
73,0,0,0,0,0.0,9,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,Nicolas Pépé,9,0,0,0,Midfielder,0,4,0,22655,1,1,2,0.0,0,-6427,889,7316,53,True,0
74,0,0,0,0,0.0,9,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Nicolas Pépé,2,0,0,0,Midfielder,0,5,0,17547,1,1,2,0.0,0,-5267,0,5267,53,True,0
75,0,0,0,0,0.0,9,56,0,0,0.0,0.0,2022-09-04T15:30:00Z,0,Nicolas Pépé,14,0,0,0,Midfielder,0,6,0,15094,1,1,3,0.0,0,-2528,0,2528,53,False,0
76,0,0,0,0,0.0,9,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,Nicolas Pépé,4,0,0,0,Midfielder,0,8,0,13577,1,3,0,0.0,0,-311,0,311,53,False,0
77,0,0,0,0,0.0,9,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,Nicolas Pépé,18,0,0,0,Midfielder,0,9,0,13115,1,1,3,0.0,0,-469,0,469,53,True,0
78,0,0,0,0,0.0,9,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Nicolas Pépé,12,0,0,0,Midfielder,0,10,0,12755,1,2,3,0.0,0,-375,0,375,53,True,0
79,0,0,0,0,0.0,9,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Nicolas Pépé,11,0,0,0,Midfielder,0,11,0,12528,1,1,0,0.0,0,-227,0,227,53,False,0
80,0,0,25,1,12.0,10,1,0,0,4.3,31.4,2022-08-05T19:00:00Z,90,Benjamin White,7,0,0,0,Defender,0,1,0,533085,1,2,0,0.0,5,0,0,0,45,False,1
81,0,0,8,0,3.3,10,11,2,0,1.3,9.8,2022-08-13T14:00:00Z,74,Benjamin White,10,0,0,0,Defender,0,2,0,567751,1,2,4,0.0,1,-5992,34000,39992,45,True,0
82,0,1,29,1,4.3,10,21,0,0,1.7,11.0,2022-08-20T16:30:00Z,74,Benjamin White,3,0,0,0,Defender,0,3,0,533476,1,3,0,2.0,7,-43654,29194,72848,45,False,0
83,0,0,10,0,3.8,10,31,1,0,2.0,11.8,2022-08-27T16:30:00Z,90,Benjamin White,9,0,0,0,Defender,0,4,0,534553,1,1,2,4.0,1,-11093,31566,42659,45,True,1
84,0,2,29,1,13.5,10,41,0,0,2.1,5.4,2022-08-31T18:30:00Z,64,Benjamin White,2,0,0,0,Defender,0,5,0,518671,1,1,2,2.0,8,-22463,22981,45444,45,True,0
85,0,0,8,0,6.4,10,56,3,0,1.5,8.4,2022-09-04T15:30:00Z,79,Benjamin White,14,0,0,0,Defender,0,6,0,557430,1,1,3,0.0,1,23639,60655,37016,45,False,0
86,0,0,27,1,27.6,10,72,0,0,4.6,16.6,2022-09-18T11:00:00Z,85,Benjamin White,4,0,0,0,Defender,0,8,0,558350,1,3,0,2.0,6,-2908,20366,23274,45,False,0
87,1,0,27,0,31.4,10,81,1,0,6.9,34.8,2022-10-01T11:30:00Z,88,Benjamin White,18,0,0,0,Defender,0,9,0,560494,1,1,3,3.0,5,-6394,33022,39416,45,True,0
88,0,0,7,0,1.8,10,91,2,0,1.6,8.2,2022-10-09T15:30:00Z,90,Benjamin White,12,0,0,0,Defender,0,10,0,605532,1,2,3,6.0,1,37470,67742,30272,45,True,0
89,0,0,21,1,1.6,10,104,0,0,2.7,25.8,2022-10-16T13:00:00Z,75,Benjamin White,11,0,0,0,Defender,0,11,0,649753,1,1,0,0.0,6,39484,67943,28459,45,False,0
90,0,0,4,0,10.3,11,1,0,0,1.3,2.2,2022-08-05T19:00:00Z,7,Eddie Nketiah,7,0,0,0,Forward,0,1,0,67198,1,2,0,0.0,1,0,0,0,70,False,0
91,0,0,1,0,0.5,11,11,0,0,2.0,2.2,2022-08-13T14:00:00Z,6,Eddie Nketiah,10,0,0,0,Forward,0,2,0,57718,1,2,4,17.0,1,-17931,3918,21849,69,True,0
92,0,0,-1,0,10.9,11,21,0,0,3.3,5.4,2022-08-20T16:30:00Z,16,Eddie Nketiah,3,0,0,0,Forward,0,3,0,47543,1,3,0,17.0,1,-14362,2722,17084,68,False,0
93,0,0,4,0,0.7,11,31,0,0,6.9,7.2,2022-08-27T16:30:00Z,29,Eddie Nketiah,9,0,0,0,Forward,0,4,0,41747,1,1,2,61.0,1,-8641,1525,10166,67,True,0
94,0,0,1,0,0.4,11,41,0,0,0.3,0.0,2022-08-31T18:30:00Z,2,Eddie Nketiah,2,0,0,0,Forward,0,5,0,40171,1,1,2,5.0,1,-3885,1594,5479,67,True,0
95,0,0,5,0,0.0,11,56,1,0,0.4,2.0,2022-09-04T15:30:00Z,16,Eddie Nketiah,14,0,0,0,Forward,0,6,0,37407,1,1,3,2.0,1,-4503,1067,5570,66,False,0
96,0,0,2,0,0.7,11,72,0,0,0.3,0.0,2022-09-18T11:00:00Z,12,Eddie Nketiah,4,0,0,0,Forward,0,8,0,36624,1,3,0,2.0,1,-631,333,964,66,False,0
97,0,0,2,0,0.6,11,81,0,0,0.3,0.2,2022-10-01T11:30:00Z,10,Eddie Nketiah,18,0,0,0,Forward,0,9,0,36648,1,1,3,2.0,1,-1040,879,1919,66,True,0
98,0,0,2,0,0.3,11,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,1,Eddie Nketiah,12,0,0,0,Forward,0,10,0,36582,1,2,3,0.0,1,-824,1364,2188,66,True,0
99,0,0,0,0,0.3,11,104,0,0,0.5,0.0,2022-10-16T13:00:00Z,8,Eddie Nketiah,11,0,0,0,Forward,0,11,0,36793,1,1,0,7.0,1,-485,1236,1721,65,False,0
100,0,0,0,0,0.0,12,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,Emile Smith Rowe,7,0,0,0,Midfielder,0,1,0,141711,1,2,0,0.0,0,0,0,0,60,False,0
101,0,0,6,0,14.3,12,11,0,0,1.9,5.0,2022-08-13T14:00:00Z,6,Emile Smith Rowe,10,0,0,0,Midfielder,0,2,0,93669,1,2,4,0.0,1,-48857,1122,49979,59,True,0
102,0,0,6,0,10.7,12,21,0,0,3.5,7.4,2022-08-20T16:30:00Z,16,Emile Smith Rowe,3,0,0,0,Midfielder,0,3,0,89169,1,3,0,17.0,1,-11539,7054,18593,59,False,0
103,0,0,0,0,0.0,12,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,Emile Smith Rowe,9,0,0,0,Midfielder,0,4,0,77762,1,1,2,0.0,0,-14768,3256,18024,58,True,0
104,0,0,4,0,10.9,12,41,0,0,1.4,3.4,2022-08-31T18:30:00Z,9,Emile Smith Rowe,2,0,0,0,Midfielder,0,5,0,70354,1,1,2,0.0,1,-10373,2997,13370,58,True,0
105,0,0,2,0,0.8,12,56,1,0,0.0,0.0,2022-09-04T15:30:00Z,16,Emile Smith Rowe,14,0,0,0,Midfielder,0,6,0,69914,1,1,3,1.0,1,-3725,5845,9570,57,False,0
106,0,0,0,0,0.0,12,72,0,0,0.0,0.0,2022-09-18T11:00:00Z,0,Emile Smith Rowe,4,0,0,0,Midfielder,0,8,0,58723,1,3,0,0.0,0,-3248,104,3352,57,False,0
107,0,0,0,0,0.0,12,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,0,Emile Smith Rowe,18,0,0,0,Midfielder,0,9,0,52361,1,1,3,0.0,0,-6913,192,7105,56,True,0
108,0,0,0,0,0.0,12,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Emile Smith Rowe,12,0,0,0,Midfielder,0,10,0,47289,1,2,3,0.0,0,-5184,111,5295,56,True,0
109,0,0,0,0,0.0,12,104,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Emile Smith Rowe,11,0,0,0,Midfielder,0,11,0,44855,1,1,0,0.0,0,-2584,60,2644,56,False,0
110,1,0,10,1,7.6,13,1,0,0,4.5,1.8,2022-08-05T19:00:00Z,90,Bukayo Saka,7,0,0,0,Midfielder,0,1,0,1772492,1,2,0,36.0,6,0,0,0,80,False,0
111,0,0,18,0,43.9,13,11,2,0,8.1,13.8,2022-08-13T14:00:00Z,83,Bukayo Saka,10,0,0,0,Midfielder,0,2,0,1922750,1,2,4,23.0,2,-38146,93462,131608,80,True,0
112,0,0,12,1,29.9,13,21,0,0,5.0,12.0,2022-08-20T16:30:00Z,87,Bukayo Saka,3,0,0,0,Midfielder,0,3,0,1658605,1,3,0,8.0,3,-310888,67472,378360,80,False,0
113,1,0,19,0,25.4,13,31,1,0,9.8,28.0,2022-08-27T16:30:00Z,90,Bukayo Saka,9,0,0,0,Midfielder,0,4,0,1344008,1,1,2,45.0,5,-350292,28075,378367,79,True,0
114,1,0,19,0,42.7,13,41,1,0,11.6,24.6,2022-08-31T18:30:00Z,87,Bukayo Saka,2,0,0,0,Midfielder,0,5,0,1189232,1,1,2,49.0,5,-182936,22544,205480,79,True,0
115,0,1,20,0,18.5,13,56,3,1,10.5,34.2,2022-09-04T15:30:00Z,90,Bukayo Saka,14,0,0,0,Midfielder,0,6,0,1091602,1,1,3,52.0,7,-123281,34101,157382,78,False,1
116,2,0,28,1,41.8,13,72,0,0,11.7,42.6,2022-09-18T11:00:00Z,90,Bukayo Saka,4,0,0,0,Midfielder,0,8,0,1222425,1,3,0,33.0,9,56733,108114,51381,78,False,0
117,0,0,17,0,69.0,13,81,1,0,12.4,21.2,2022-10-01T11:30:00Z,90,Bukayo Saka,18,0,0,0,Midfielder,0,9,0,1222918,1,1,3,34.0,2,21882,96664,74782,78,True,0
118,0,3,44,0,3.7,13,91,2,2,17.2,70.8,2022-10-09T15:30:00Z,90,Bukayo Saka,12,0,0,0,Midfielder,0,10,0,1146083,1,2,3,97.0,15,-84324,43669,127993,78,True,0
119,0,1,28,1,18.3,13,104,0,1,7.5,37.4,2022-10-16T13:00:00Z,81,Bukayo Saka,11,0,0,0,Midfielder,0,11,0,1437635,1,1,0,19.0,9,257682,283723,26041,78,False,0
120,0,0,0,0,0.0,14,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,Takehiro Tomiyasu,7,0,0,0,Defender,0,1,0,172673,1,2,0,0.0,0,0,0,0,45,False,0
121,0,0,-1,0,0.3,14,11,0,0,0.0,0.0,2022-08-13T14:00:00Z,15,Takehiro Tomiyasu,10,0,0,0,Defender,0,2,0,122934,1,2,4,0.0,0,-49600,711,50311,44,True,1
122,0,0,5,0,0.4,14,21,0,0,0.4,3.8,2022-08-20T16:30:00Z,15,Takehiro Tomiyasu,3,0,0,0,Defender,0,3,0,109497,1,3,0,0.0,1,-17045,6225,23270,44,False,0
123,0,0,2,0,0.0,14,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,1,Takehiro Tomiyasu,9,0,0,0,Defender,0,4,0,94780,1,1,2,0.0,1,-16523,3196,19719,43,True,0
124,0,0,9,0,10.8,14,41,1,0,2.3,8.4,2022-08-31T18:30:00Z,26,Takehiro Tomiyasu,2,0,0,0,Defender,0,5,0,86069,1,1,2,4.0,1,-10096,2673,12769,43,True,0
125,0,0,3,0,0.8,14,56,0,0,0.5,4.6,2022-09-04T15:30:00Z,10,Takehiro Tomiyasu,14,0,0,0,Defender,0,6,0,81612,1,1,3,0.0,1,-5740,4087,9827,42,False,0
126,0,0,2,0,0.7,14,72,0,0,0.2,0.8,2022-09-18T11:00:00Z,4,Takehiro Tomiyasu,4,0,0,0,Defender,0,8,0,76824,1,3,0,0.0,1,-2454,1620,4074,42,False,0
127,0,0,3,0,0.1,14,81,0,0,0.0,0.0,2022-10-01T11:30:00Z,1,Takehiro Tomiyasu,18,0,0,0,Defender,0,9,0,76015,1,1,3,0.0,1,-2528,3759,6287,42,True,0
128,0,0,17,0,5.5,14,91,2,0,2.7,21.8,2022-10-09T15:30:00Z,90,Takehiro Tomiyasu,12,0,0,0,Defender,0,10,0,74494,1,2,3,0.0,1,-2094,3762,5856,42,True,0
129,0,0,26,1,1.3,14,104,0,0,1.4,12.4,2022-10-16T13:00:00Z,90,Takehiro Tomiyasu,11,0,0,0,Defender,0,11,0,79400,1,1,0,0.0,6,3731,8402,4671,42,False,0
130,0,0,25,1,0.0,15,1,0,0,1.9,19.0,2022-08-05T19:00:00Z,90,Aaron Ramsdale,7,0,0,0,Goalkeeper,0,1,2,1128297,1,2,0,0.0,6,0,0,0,50,False,0
