index,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,name,opponent_team,own_goals,penalties_missed,penalties_saved,position,red_cards,round,saves,selected,team,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
460,0,0,8,0,11.2,46,71,0,0,2.7,16.0,2022-09-16T19:00:00Z,46,Douglas Luiz Soares de Paulo,17,0,0,0,Midfielder,0,8,0,54955,2,0,1,0.0,1,3848,6112,2264,48,True,0
461,0,1,25,1,28.1,46,85,0,0,5.1,22.6,2022-10-02T15:30:00Z,90,Douglas Luiz Soares de Paulo,11,0,0,0,Midfielder,0,9,0,53141,2,0,0,0.0,4,-111,5352,5463,48,False,0
462,0,0,14,0,34.5,46,99,1,0,7.6,13.0,2022-10-10T19:00:00Z,90,Douglas Luiz Soares de Paulo,16,0,0,0,Midfielder,0,10,0,55632,2,1,1,28.0,2,1826,6724,4898,48,False,0
463,0,0,10,0,7.6,46,101,2,0,2.7,12.0,2022-10-16T13:00:00Z,90,Douglas Luiz Soares de Paulo,6,0,0,0,Midfielder,0,11,0,53592,2,2,0,7.0,2,-2134,2567,4701,48,True,0
464,0,0,11,0,22.3,47,2,1,0,4.0,10.0,2022-08-06T14:00:00Z,45,Jacob Ramsey,3,0,0,0,Midfielder,0,1,0,172950,2,0,2,8.0,0,0,0,0,55,False,1
465,0,0,14,0,18.5,47,12,1,0,3.8,13.4,2022-08-13T11:30:00Z,90,Jacob Ramsey,8,0,0,0,Midfielder,0,2,0,154255,2,1,2,6.0,2,-28430,4260,32690,55,True,0
466,0,0,14,0,12.6,47,22,3,0,2.0,7.6,2022-08-20T14:00:00Z,90,Jacob Ramsey,7,0,0,0,Midfielder,0,3,0,139775,2,1,3,0.0,2,-19268,8863,28131,54,False,0
467,0,0,4,0,11.8,47,32,1,0,2.7,6.4,2022-08-28T13:00:00Z,24,Jacob Ramsey,19,0,0,0,Midfielder,0,4,0,114625,2,1,0,9.0,1,-27037,2052,29089,53,True,0
468,0,0,10,0,23.6,47,41,2,0,4.4,20.0,2022-08-31T18:30:00Z,90,Jacob Ramsey,1,0,0,0,Midfielder,0,5,0,97152,2,1,2,0.0,1,-18904,1343,20247,53,False,1
469,1,0,15,0,11.8,47,51,1,0,4.8,23.8,2022-09-03T16:30:00Z,90,Jacob Ramsey,13,0,0,0,Midfielder,0,6,0,86293,2,1,1,12.0,5,-12099,1792,13891,52,True,0
470,0,3,26,1,3.1,47,71,0,1,10.0,45.4,2022-09-16T19:00:00Z,66,Jacob Ramsey,17,0,0,0,Midfielder,0,8,0,95288,2,0,1,51.0,10,4981,8710,3729,52,True,1
471,0,0,9,1,23.9,47,85,0,0,4.6,9.2,2022-10-02T15:30:00Z,82,Jacob Ramsey,11,0,0,0,Midfielder,0,9,0,128982,2,0,0,13.0,3,32484,42375,9891,52,False,0
472,0,0,11,0,13.3,47,99,1,0,3.5,11.8,2022-10-10T19:00:00Z,80,Jacob Ramsey,16,0,0,0,Midfielder,0,10,0,140956,2,1,1,10.0,1,11595,24195,12600,52,False,1
473,0,0,8,0,3.2,47,101,2,0,3.2,5.6,2022-10-16T13:00:00Z,77,Jacob Ramsey,6,0,0,0,Midfielder,0,11,0,128316,2,2,0,23.0,2,-12280,3501,15781,52,True,0
474,0,0,0,0,0.0,49,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Tim Iroegbunam,3,0,0,0,Midfielder,0,1,0,2562,2,0,2,0.0,0,0,0,0,45,False,0
475,0,0,0,0,0.0,49,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Tim Iroegbunam,8,0,0,0,Midfielder,0,2,0,3511,2,1,2,0.0,0,-57,335,392,45,True,0
476,0,0,0,0,0.0,49,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Tim Iroegbunam,7,0,0,0,Midfielder,0,3,0,3718,2,1,3,0.0,0,-179,452,631,45,False,0
477,0,0,0,0,0.0,49,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Tim Iroegbunam,19,0,0,0,Midfielder,0,4,0,3551,2,1,0,0.0,0,-369,164,533,45,True,0
478,0,0,0,0,0.0,49,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Tim Iroegbunam,1,0,0,0,Midfielder,0,5,0,3599,2,1,2,0.0,0,-170,211,381,45,False,0
479,0,0,0,0,0.0,49,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Tim Iroegbunam,13,0,0,0,Midfielder,0,6,0,3313,2,1,1,0.0,0,-406,172,578,45,True,0
480,0,0,0,0,0.0,49,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Tim Iroegbunam,17,0,0,0,Midfielder,0,8,0,2709,2,0,1,0.0,0,-136,0,136,45,True,0
481,0,0,0,0,0.0,49,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Tim Iroegbunam,11,0,0,0,Midfielder,0,9,0,2571,2,0,0,0.0,0,-168,0,168,45,False,0
482,0,0,0,0,0.0,49,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Tim Iroegbunam,16,0,0,0,Midfielder,0,10,0,2432,2,1,1,0.0,0,-137,0,137,45,False,0
483,0,0,0,0,0.0,49,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Tim Iroegbunam,6,0,0,0,Midfielder,0,11,0,2342,2,2,0,0.0,0,-92,0,92,45,True,0
484,0,0,8,0,1.5,50,2,2,0,1.4,9.2,2022-08-06T14:00:00Z,90,Diego Carlos Santos Silva,3,0,0,0,Defender,0,1,0,92038,2,0,2,3.0,1,0,0,0,50,False,0
485,0,0,9,0,1.3,50,12,1,0,4.4,13.8,2022-08-13T11:30:00Z,90,Diego Carlos Santos Silva,8,0,0,0,Defender,0,2,0,97578,2,1,2,29.0,2,-11162,4695,15857,50,True,0
486,0,0,0,0,0.0,50,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Diego Carlos Santos Silva,7,0,0,0,Defender,0,3,0,49891,2,1,3,0.0,0,-47429,625,48054,49,False,0
487,0,0,0,0,0.0,50,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Diego Carlos Santos Silva,19,0,0,0,Defender,0,4,0,37579,2,1,0,0.0,0,-14560,101,14661,49,True,0
488,0,0,0,0,0.0,50,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Diego Carlos Santos Silva,1,0,0,0,Defender,0,5,0,32531,2,1,2,0.0,0,-5555,62,5617,48,False,0
489,0,0,0,0,0.0,50,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Diego Carlos Santos Silva,13,0,0,0,Defender,0,6,0,28969,2,1,1,0.0,0,-3755,146,3901,48,True,0
490,0,0,0,0,0.0,50,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Diego Carlos Santos Silva,17,0,0,0,Defender,0,8,0,26446,2,0,1,0.0,0,-693,82,775,48,True,0
491,0,0,0,0,0.0,50,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Diego Carlos Santos Silva,11,0,0,0,Defender,0,9,0,25447,2,0,0,0.0,0,-1133,64,1197,48,False,0
492,0,0,0,0,0.0,50,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Diego Carlos Santos Silva,16,0,0,0,Defender,0,10,0,24615,2,1,1,0.0,0,-855,83,938,48,False,0
493,0,0,0,0,0.0,50,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Diego Carlos Santos Silva,6,0,0,0,Defender,0,11,0,24162,2,2,0,0.0,0,-528,60,588,47,True,0
494,0,0,0,0,0.0,51,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Anwar El Ghazi,3,0,0,0,Midfielder,0,1,0,10833,2,0,2,0.0,0,0,0,0,50,False,0
495,0,0,0,0,0.0,51,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Anwar El Ghazi,8,0,0,0,Midfielder,0,2,0,11070,2,1,2,0.0,0,-1798,780,2578,50,True,0
496,0,0,0,0,0.0,51,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Anwar El Ghazi,7,0,0,0,Midfielder,0,3,0,9942,2,1,3,0.0,0,-1709,1007,2716,49,False,0
497,0,0,0,0,0.0,51,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Anwar El Ghazi,19,0,0,0,Midfielder,0,4,0,8495,2,1,0,0.0,0,-1753,257,2010,48,True,0
498,0,0,0,0,0.0,51,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Anwar El Ghazi,1,0,0,0,Midfielder,0,5,0,7955,2,1,2,0.0,0,-847,310,1157,48,False,0
499,0,0,0,0,0.0,51,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Anwar El Ghazi,13,0,0,0,Midfielder,0,6,0,6258,2,1,1,0.0,0,-1745,157,1902,48,True,0
500,0,0,0,0,0.0,51,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Anwar El Ghazi,17,0,0,0,Midfielder,0,8,0,5004,2,0,1,0.0,0,-289,0,289,48,True,0
501,0,0,0,0,0.0,51,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Anwar El Ghazi,11,0,0,0,Midfielder,0,9,0,4591,2,0,0,0.0,0,-452,0,452,48,False,0
502,0,0,0,0,0.0,51,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Anwar El Ghazi,16,0,0,0,Midfielder,0,10,0,4272,2,1,1,0.0,0,-319,0,319,48,False,0
503,0,0,0,0,0.0,51,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Anwar El Ghazi,6,0,0,0,Midfielder,0,11,0,4124,2,2,0,0.0,0,-156,0,156,48,True,0
504,0,0,0,0,0.0,52,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Keinan Davis,3,0,0,0,Forward,0,1,0,16243,2,0,2,0.0,0,0,0,0,55,False,0
505,0,0,0,0,0.0,52,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Keinan Davis,8,0,0,0,Forward,0,2,0,11422,2,1,2,0.0,0,-5500,414,5914,54,True,0
506,0,0,0,0,0.0,52,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Keinan Davis,7,0,0,0,Forward,0,3,0,8392,2,1,3,0.0,0,-3283,172,3455,54,False,0
507,0,0,0,0,0.0,52,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Keinan Davis,19,0,0,0,Forward,0,4,0,6998,2,1,0,0.0,0,-1490,0,1490,54,True,0
508,0,0,0,0,0.0,52,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Keinan Davis,1,0,0,0,Forward,0,5,0,6241,2,1,2,0.0,0,-783,0,783,54,False,0
509,0,0,0,0,0.0,52,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Keinan Davis,13,0,0,0,Forward,0,6,0,5540,2,1,1,0.0,0,-706,0,706,54,True,0
510,0,0,0,0,0.0,52,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Keinan Davis,17,0,0,0,Forward,0,8,0,4959,2,0,1,0.0,0,-138,0,138,54,True,0
511,0,0,0,0,0.0,52,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Keinan Davis,11,0,0,0,Forward,0,9,0,4775,2,0,0,0.0,0,-212,0,212,54,False,0
512,0,0,0,0,0.0,52,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Keinan Davis,16,0,0,0,Forward,0,10,0,4601,2,1,1,0.0,0,-169,0,169,54,False,0
513,0,0,0,0,0.0,52,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Keinan Davis,6,0,0,0,Forward,0,11,0,4486,2,2,0,0.0,0,-118,0,118,54,True,0
514,0,0,8,0,3.8,53,2,2,0,1.4,5.6,2022-08-06T14:00:00Z,81,Boubacar Kamara,3,0,0,0,Midfielder,0,1,0,12140,2,0,2,5.0,2,0,0,0,50,False,0
515,0,0,20,0,3.2,53,12,1,0,2.9,26.2,2022-08-13T11:30:00Z,90,Boubacar Kamara,8,0,0,0,Midfielder,0,2,0,15173,2,1,2,0.0,2,-480,1603,2083,50,True,0
516,0,0,9,0,10.8,53,22,3,0,2.9,17.8,2022-08-20T14:00:00Z,90,Boubacar Kamara,7,0,0,0,Midfielder,0,3,0,18770,2,1,3,0.0,2,1157,4204,3047,50,False,0
517,0,0,12,0,12.8,53,32,1,0,2.5,11.8,2022-08-28T13:00:00Z,90,Boubacar Kamara,19,0,0,0,Midfielder,0,4,0,17163,2,1,0,0.0,1,-2490,1315,3805,50,True,1
518,0,0,8,0,1.3,53,41,2,0,2.0,18.6,2022-08-31T18:30:00Z,82,Boubacar Kamara,1,0,0,0,Midfielder,0,5,0,16000,2,1,2,0.0,2,-1856,722,2578,50,False,0
519,0,0,9,0,0.8,53,51,1,0,0.8,7.4,2022-09-03T16:30:00Z,90,Boubacar Kamara,13,0,0,0,Midfielder,0,6,0,15903,2,1,1,0.0,2,-826,1232,2058,49,True,0
520,0,0,4,0,0.8,53,71,0,0,1.3,12.6,2022-09-16T19:00:00Z,43,Boubacar Kamara,17,0,0,0,Midfielder,0,8,0,16734,2,0,1,0.0,1,280,815,535,49,True,0
521,0,0,0,0,0.0,53,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Boubacar Kamara,11,0,0,0,Midfielder,0,9,0,13697,2,0,0,0.0,0,-2731,99,2830,49,False,0
522,0,0,0,0,0.0,53,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Boubacar Kamara,16,0,0,0,Midfielder,0,10,0,11896,2,1,1,0.0,0,-1851,23,1874,48,False,0
523,0,0,0,0,0.0,53,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Boubacar Kamara,6,0,0,0,Midfielder,0,11,0,11211,2,2,0,0.0,0,-729,82,811,48,True,0
524,0,0,3,0,1.3,54,2,0,0,0.3,0.0,2022-08-06T14:00:00Z,8,Cameron Archer,3,0,0,0,Forward,0,1,0,617143,2,0,2,2.0,1,0,0,0,45,False,0
525,0,0,0,0,0.0,54,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Cameron Archer,8,0,0,0,Forward,0,2,0,663763,2,1,2,0.0,0,-6066,33689,39755,45,True,0
526,0,0,0,0,0.0,54,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Cameron Archer,7,0,0,0,Forward,0,3,0,661885,2,1,3,0.0,0,-21979,45781,67760,45,False,0
527,0,0,3,0,0.2,54,32,0,0,0.0,0.2,2022-08-28T13:00:00Z,1,Cameron Archer,19,0,0,0,Forward,0,4,0,614747,2,1,0,0.0,1,-55495,17032,72527,45,True,0
528,0,0,0,0,0.0,54,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Cameron Archer,1,0,0,0,Forward,0,5,0,577553,2,1,2,0.0,0,-44355,16783,61138,45,False,0
529,0,0,0,0,0.0,54,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Cameron Archer,13,0,0,0,Forward,0,6,0,521389,2,1,1,0.0,0,-62427,19351,81778,44,True,0
530,0,0,0,0,0.0,54,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Cameron Archer,17,0,0,0,Forward,0,8,0,329702,2,0,1,0.0,0,-132231,10625,142856,43,True,0
531,0,0,0,0,0.0,54,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Cameron Archer,11,0,0,0,Forward,0,9,0,324566,2,0,0,0.0,0,-23654,18612,42266,43,False,0
532,0,0,3,0,0.8,54,99,0,0,0.6,1.4,2022-10-10T19:00:00Z,9,Cameron Archer,16,0,0,0,Forward,0,10,0,321745,2,1,1,4.0,1,-5309,18908,24217,43,False,0
533,0,0,0,0,0.0,54,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Cameron Archer,6,0,0,0,Forward,0,11,0,320564,2,2,0,0.0,0,-3503,16059,19562,43,True,0
534,0,0,0,0,0.0,55,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Jaden Philogene-Bidace,3,0,0,0,Midfielder,0,1,0,597,2,0,2,0.0,0,0,0,0,45,False,0
535,0,0,0,0,0.0,55,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Jaden Philogene-Bidace,8,0,0,0,Midfielder,0,2,0,456,2,1,2,0.0,0,-135,0,135,45,True,0
536,0,0,0,0,0.0,55,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Jaden Philogene-Bidace,7,0,0,0,Midfielder,0,3,0,386,2,1,3,0.0,0,-74,0,74,45,False,0
537,0,0,0,0,0.0,55,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Jaden Philogene-Bidace,19,0,0,0,Midfielder,0,4,0,356,2,1,0,0.0,0,-33,0,33,45,True,0
538,0,0,0,0,0.0,55,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Jaden Philogene-Bidace,1,0,0,0,Midfielder,0,5,0,327,2,1,2,0.0,0,-29,0,29,45,False,0
539,0,0,0,0,0.0,55,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Jaden Philogene-Bidace,13,0,0,0,Midfielder,0,6,0,313,2,1,1,0.0,0,-15,0,15,45,True,0
540,0,0,0,0,0.0,55,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Jaden Philogene-Bidace,17,0,0,0,Midfielder,0,8,0,288,2,0,1,0.0,0,-8,0,8,45,True,0
541,0,0,0,0,0.0,55,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Jaden Philogene-Bidace,11,0,0,0,Midfielder,0,9,0,282,2,0,0,0.0,0,-9,0,9,45,False,0
542,0,0,0,0,0.0,55,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Jaden Philogene-Bidace,16,0,0,0,Midfielder,0,10,0,269,2,1,1,0.0,0,-13,0,13,45,False,0
543,0,0,0,0,0.0,55,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Jaden Philogene-Bidace,6,0,0,0,Midfielder,0,11,0,264,2,2,0,0.0,0,-5,0,5,45,True,0
544,0,0,0,0,0.0,56,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Frédéric Guilbert,3,0,0,0,Defender,0,1,0,60738,2,0,2,0.0,0,0,0,0,40,False,0
545,0,0,0,0,0.0,56,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Frédéric Guilbert,8,0,0,0,Defender,0,2,0,82184,2,1,2,0.0,0,2084,8921,6837,40,True,0
546,0,0,0,0,0.0,56,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Frédéric Guilbert,7,0,0,0,Defender,0,3,0,88080,2,1,3,0.0,0,-1418,9694,11112,40,False,0
547,0,0,0,0,0.0,56,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Frédéric Guilbert,19,0,0,0,Defender,0,4,0,88406,2,1,0,0.0,0,-3656,6008,9664,40,True,0
548,0,0,0,0,0.0,56,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Frédéric Guilbert,1,0,0,0,Defender,0,5,0,86341,2,1,2,0.0,0,-4140,3206,7346,40,False,0
549,0,0,0,0,0.0,56,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Frédéric Guilbert,13,0,0,0,Defender,0,6,0,84563,2,1,1,0.0,0,-3983,3338,7321,40,True,0
550,0,0,0,0,0.0,56,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Frédéric Guilbert,17,0,0,0,Defender,0,8,0,83684,2,0,1,0.0,0,-1561,1004,2565,40,True,0
551,0,0,0,0,0.0,56,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Frédéric Guilbert,11,0,0,0,Defender,0,9,0,81999,2,0,0,0.0,0,-2070,1354,3424,40,False,0
552,0,0,0,0,0.0,56,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Frédéric Guilbert,16,0,0,0,Defender,0,10,0,87087,2,1,1,0.0,0,2920,5934,3014,39,False,0
553,0,0,0,0,0.0,56,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Frédéric Guilbert,6,0,0,0,Defender,0,11,0,89111,2,2,0,0.0,0,1430,4148,2718,39,True,0
554,0,0,18,0,21.0,410,8,4,0,4.0,14.6,2022-08-06T14:00:00Z,90,Jan Bednarek,18,0,0,0,Defender,0,1,0,42818,17,1,4,4.0,0,0,0,0,45,False,0
555,0,0,11,0,0.1,410,19,2,0,2.8,23.8,2022-08-13T14:00:00Z,69,Jan Bednarek,11,0,0,0,Defender,0,2,0,42353,17,2,2,4.0,1,-3354,1279,4633,45,True,0
556,0,0,0,0,0.0,410,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Jan Bednarek,10,0,0,0,Defender,0,3,0,39620,17,2,1,0.0,0,-3707,733,4440,45,False,0
557,0,0,0,0,0.0,410,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,Jan Bednarek,14,0,0,0,Defender,0,4,0,35819,17,1,0,0.0,0,-4589,548,5137,44,True,0
558,0,0,0,0,0.0,410,50,0,0,0.0,0.0,2022-08-30T18:45:00Z,0,Jan Bednarek,6,0,0,0,Defender,0,5,0,32481,17,1,2,0.0,0,-3644,237,3881,44,True,0
559,0,0,0,0,0.0,410,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Jan Bednarek,13,0,0,0,Defender,0,6,0,29989,2,1,1,0.0,0,-2807,433,3240,43,True,0
560,0,0,0,0,0.0,410,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Jan Bednarek,17,0,0,0,Defender,0,8,0,26791,2,0,1,0.0,0,-2030,134,2164,43,True,0
561,0,0,11,0,0.6,410,85,0,0,1.0,9.6,2022-10-02T15:30:00Z,45,Jan Bednarek,11,0,0,0,Defender,0,9,0,26220,2,0,0,0.0,1,-1215,208,1423,43,False,0
562,0,0,0,0,0.0,410,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Jan Bednarek,16,0,0,0,Defender,0,10,0,25742,2,1,1,0.0,0,-627,379,1006,43,False,0
563,0,0,0,0,0.0,410,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Jan Bednarek,6,0,0,0,Defender,0,11,0,25153,2,2,0,0.0,0,-707,232,939,43,True,0
564,0,0,21,0,16.5,479,5,2,0,7.8,24.4,2022-08-06T14:00:00Z,90,Leander Dendoncker,11,0,0,0,Midfielder,0,1,0,13096,20,1,2,37.0,2,0,0,0,50,False,0
565,0,0,12,1,2.2,479,20,0,0,1.4,10.0,2022-08-13T14:00:00Z,90,Leander Dendoncker,9,0,0,0,Midfielder,0,2,0,15298,20,0,0,2.0,3,36,1738,1702,50,True,0
566,0,0,5,0,10.3,479,29,1,0,1.7,4.4,2022-08-20T11:30:00Z,32,Leander Dendoncker,18,0,0,0,Midfielder,0,3,0,15953,20,0,1,2.0,1,-472,2091,2563,50,False,0
567,0,0,3,0,0.0,479,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,1,Leander Dendoncker,15,0,0,0,Midfielder,0,4,0,13836,20,1,1,0.0,1,-2481,461,2942,50,True,0
568,0,0,0,0,0.0,479,42,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Leander Dendoncker,3,0,0,0,Midfielder,0,5,0,12802,20,0,0,0.0,0,-1400,521,1921,49,False,0
569,0,0,0,0,0.0,479,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Leander Dendoncker,13,0,0,0,Midfielder,0,6,0,11115,2,1,1,0.0,0,-1822,447,2269,49,True,0
570,0,0,3,0,0.0,479,71,0,0,0.1,1.0,2022-09-16T19:00:00Z,23,Leander Dendoncker,17,0,0,0,Midfielder,0,8,0,9354,2,0,1,0.0,1,-310,173,483,48,True,0
571,0,0,0,0,0.0,479,85,0,0,0.0,0.0,2022-10-02T15:30:00Z,0,Leander Dendoncker,11,0,0,0,Midfielder,0,9,0,9170,2,0,0,0.0,0,-330,258,588,48,False,0
572,0,0,3,0,2.3,479,99,0,0,0.4,1.8,2022-10-10T19:00:00Z,13,Leander Dendoncker,16,0,0,0,Midfielder,0,10,0,8849,2,1,1,0.0,1,-392,199,591,48,False,0
573,0,0,3,0,10.8,479,101,0,0,1.3,2.4,2022-10-16T13:00:00Z,12,Leander Dendoncker,6,0,0,0,Midfielder,0,11,0,8561,2,2,0,0.0,1,-337,113,450,48,True,0
574,0,0,0,0,0.0,525,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Ludwig Augustinsson,3,0,0,0,Defender,0,1,0,5642,2,0,2,0.0,0,0,0,0,45,False,0
575,0,0,0,0,0.0,525,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Ludwig Augustinsson,8,0,0,0,Defender,0,2,0,6658,2,1,2,0.0,0,-619,313,932,45,True,0
576,0,0,0,0,0.0,525,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Ludwig Augustinsson,7,0,0,0,Defender,0,3,0,6620,2,1,3,0.0,0,-790,300,1090,45,False,0
577,0,0,0,0,0.0,525,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Ludwig Augustinsson,19,0,0,0,Defender,0,4,0,6074,2,1,0,0.0,0,-915,139,1054,44,True,0
578,0,0,0,0,0.0,525,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Ludwig Augustinsson,1,0,0,0,Defender,0,5,0,5910,2,1,2,0.0,0,-400,100,500,44,False,0
579,0,0,0,0,0.0,525,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Ludwig Augustinsson,13,0,0,0,Defender,0,6,0,5746,2,1,1,0.0,0,-389,110,499,44,True,0
580,0,0,0,0,0.0,525,71,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Ludwig Augustinsson,17,0,0,0,Defender,0,8,0,5808,2,0,1,0.0,0,-87,81,168,43,True,0
581,0,0,-1,0,0.3,525,85,0,0,0.2,1.6,2022-10-02T15:30:00Z,45,Ludwig Augustinsson,11,0,0,0,Defender,0,9,0,5797,2,0,0,0.0,0,-86,223,309,43,False,1
582,0,0,0,0,0.0,525,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Ludwig Augustinsson,16,0,0,0,Defender,0,10,0,5380,2,1,1,0.0,0,-438,71,509,43,False,0
583,0,0,0,0,0.0,525,101,0,0,0.0,0.0,2022-10-16T13:00:00Z,0,Ludwig Augustinsson,6,0,0,0,Defender,0,11,0,5088,2,2,0,0.0,0,-299,11,310,43,True,0
584,0,0,0,0,0.0,537,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Kaine Kesler Hayden,3,0,0,0,Defender,0,1,0,8744,2,0,2,0.0,0,0,0,0,40,False,0
585,0,0,0,0,0.0,537,12,0,0,0.0,0.0,2022-08-13T11:30:00Z,0,Kaine Kesler Hayden,8,0,0,0,Defender,0,2,0,13638,2,1,2,0.0,0,-225,1637,1862,40,True,0
586,0,0,0,0,0.0,537,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Kaine Kesler Hayden,7,0,0,0,Defender,0,3,0,9711,2,1,3,0.0,0,-3712,0,3712,40,False,0
587,0,0,0,0,0.0,537,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,Kaine Kesler Hayden,19,0,0,0,Defender,0,4,0,8533,2,1,0,0.0,0,-1347,0,1347,40,True,0
588,0,0,0,0,0.0,537,41,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Kaine Kesler Hayden,1,0,0,0,Defender,0,5,0,7813,2,1,2,0.0,0,-737,0,737,40,False,0
589,0,0,0,0,0.0,537,51,0,0,0.0,0.0,2022-09-03T16:30:00Z,0,Kaine Kesler Hayden,13,0,0,0,Defender,0,6,0,7154,2,1,1,0.0,0,-662,0,662,40,True,0
