id,Name,web_name,Team number,Team,Position,Team games,Played
472,Juan Camilo Hernandez Suarez,Cucho,18,Watford,Forward,18,14
495,Juraj Kucka,Kucka,18,Watford,Midfielder,18,15
557,Ozan Tufan,Tufan,18,Watford,Midfielder,17,7
574,Robert Elliot,Elliot,18,Watford,Goalkeeper,16,0
618,Nicolas Nkoulou,Nkoulou,18,Watford,Defender,10,3
633,James Morris,Morris,18,Watford,Defender,6,0
642,Vincent Angelini,Angelini,18,Watford,Goalkeeper,3,0
669,Kamil Conteh,Conteh,18,Watford,Midfielder,2,0
676,Hassane Kamara,Kamara,18,Watford,Defender,0,0
677,Samir Caetano de Souza Santos,Samir,18,Watford,Defender,0,0
679,Edo Kayembe,Kayembe,18,Watford,Midfielder,0,0
128,Kurt Zouma,Zouma,19,West Ham,Defender,21,11
406,Mark Noble,Noble,19,West Ham,Midfielder,21,4
407,Darren Randolph,Randolph,19,West Ham,Goalkeeper,21,0
408,Lukasz Fabianski,Fabianski,19,West Ham,Goalkeeper,21,21
409,Angelo Ogbonna,Ogbonna,19,West Ham,Defender,21,11
410,Winston Reid,Reid,19,West Ham,Defender,21,0
411,Aaron Cresswell,Cresswell,19,West Ham,Defender,21,14
412,Andriy Yarmolenko,Yarmolenko,19,West Ham,Midfielder,21,10
413,Michail Antonio,Antonio,19,West Ham,Forward,21,20
414,Craig Dawson,Dawson,19,West Ham,Defender,21,18
415,Ryan Fredericks,Fredericks,19,West Ham,Defender,21,1
416,Manuel Lanzini,Lanzini,19,West Ham,Midfielder,21,15
417,Arthur Masuaku,Masuaku,19,West Ham,Defender,21,10
418,Vladimir Coufal,Coufal,19,West Ham,Defender,21,18
419,Said Benrahma,Benrahma,19,West Ham,Midfielder,21,20
420,Jarrod Bowen,Bowen,19,West Ham,Midfielder,21,21
421,Declan Rice,Rice,19,West Ham,Midfielder,21,20
422,Tomas Soucek,Soucek,19,West Ham,Midfielder,21,20
423,Pablo Fornals,Fornals,19,West Ham,Midfielder,21,19
424,Issa Diop,Diop,19,West Ham,Defender,21,7
425,Ben Johnson,Johnson,19,West Ham,Defender,21,11
489,Alphonse Areola,Areola,19,West Ham,Goalkeeper,21,0
521,Frederik Alves,Alves,19,West Ham,Defender,21,0
522,Conor Coventry,Coventry,19,West Ham,Midfielder,21,0
554,Jamal Baptiste,Baptiste,19,West Ham,Defender,21,0
582,Nikola Vlasic,Vlasic,19,West Ham,Midfielder,18,10
589,Alex Kral,Kral,19,West Ham,Midfielder,18,1
617,Harrison Ashby,Ashby,19,West Ham,Defender,14,1
634,Sonny Perkins,Perkins,19,West Ham,Midfielder,8,0
644,Ajibola Alese,Alese,19,West Ham,Defender,6,0
652,Armstrong Oko-Flex,Oko-Flex,19,West Ham,Midfielder,5,0
682,Pierre Ekwah,Ekwah,19,West Ham,Defender,2,0
426,Joao Filipe Iria Santos Moutinho,Moutinho,20,Wolves,Midfielder,19,19
427,Rui Pedro dos Santos Patricio,Patricio,20,Wolves,Goalkeeper,19,0
428,Willy Boly,Boly,20,Wolves,Defender,19,0
429,Conor Coady,Coady,20,Wolves,Defender,19,19
430,Raul Jimenez,Jimenez,20,Wolves,Forward,19,18
431,Romain Saiss,Saiss,20,Wolves,Defender,19,19
432,Fernando Marcal,Marcal,20,Wolves,Defender,19,11
433,Jonathan Castro Otto,Jonny,20,Wolves,Defender,19,0
434,Leander Dendoncker,Dendoncker,20,Wolves,Midfielder,19,15
435,Adama Traore,Traore,20,Wolves,Midfielder,19,18
436,Ruben Diogo da Silva Neves,Neves,20,Wolves,Midfielder,19,18
437,Nelson Cabral Semedo,Semedo,20,Wolves,Defender,19,17
438,Daniel Castelo Podence,Podence,20,Wolves,Midfielder,19,13
439,Max Kilman,Kilman,20,Wolves,Defender,19,19
440,Morgan Gibbs-White,Gibbs-White,20,Wolves,Midfielder,19,2
441,Pedro Lomba Neto,Neto,20,Wolves,Midfielder,19,0
442,Owen Otasowie,Otasowie,20,Wolves,Midfielder,19,0
443,Ki-Jana Hoever,Hoever,20,Wolves,Defender,19,6
444,Andreas Sondergaard,Sondergaard,20,Wolves,Goalkeeper,19,0
445,Fabio Silva,Fabio Silva,20,Wolves,Forward,19,9
446,Yerson Mosquera Valdelamar,Mosquera,20,Wolves,Defender,19,0
452,John Ruddy,Ruddy,20,Wolves,Goalkeeper,19,0
461,Francisco Machado Mota de Castro Trincao,Trincao,20,Wolves,Midfielder,19,15
470,Rayan Ait Nouri,Ait Nouri,20,Wolves,Defender,19,9
475,Jose Malheiro de Sa,Sa,20,Wolves,Goalkeeper,19,19
523,Patrick Cutrone,Cutrone,20,Wolves,Forward,19,0
547,Luke Cundle,Cundle,20,Wolves,Midfielder,19,0
548,Chem Campbell,Campbell,20,Wolves,Midfielder,19,0
549,Christian Marques,Marques,20,Wolves,Defender,19,0
583,Hee-Chan Hwang,Hwang,20,Wolves,Forward,16,14
611,Louie Moulden,Moulden,20,Wolves,Goalkeeper,14,0
621,James Storer,Storer,20,Wolves,Goalkeeper,10,0
635,Hugo Bueno,Bueno,20,Wolves,Defender,6,0
661,Bruno Andre Cavaco Jordao,Jordao,20,Wolves,Midfielder,2,0
