chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,full_name
0.0,0.0,107265,0,0,-2,2,0,1,0.0,0.0,0,Angus,0.0,371,False,Joined Stoke City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T22:00:21.540087Z,43,107265.jpg,0.0,Gunn,0.1,False,,u,16,20,0,2885,0,18360,59,0.0,0.0,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,66,523,43,502,39,547,66,,,,,,,Angus Gunn
0.0,0.0,128198,0,0,-1,1,0,3,0.0,0.0,0,Sofiane,0.0,372,False,Joined Angers on a permanent deal on 5/10,2020-10-05T21:00:12.104758Z,54,128198.jpg,0.0,Boufal,0.0,False,,u,16,20,0,634,0,4744,9,0.0,0.0,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,654,264,654,265,651,264,659,265,,,,,,,Sofiane Boufal
0.0,0.0,153379,0,0,-2,2,0,3,0.0,0.0,0,Josh,0.0,374,False,Joined Doncaster Rovers on loan until January on 16/10,2020-10-16T11:00:15.652806Z,43,153379.jpg,0.0,Sims,0.1,False,,u,16,20,0,10836,0,19905,82,0.0,0.0,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,541,203,527,205,506,201,551,206,,,,,,,Josh Sims
100.0,50.0,158534,0,0,2,-2,1,2,0.2,0.1,0,Kyle,0.2,375,False,,2021-01-25T15:30:25.561411Z,47,158534.jpg,3.9,Walker-Peters,5.8,False,,a,16,20,70,1106378,547,1504929,23729,0.0,14.9,Walker-Peters,1620,0,2,8,21,0,0,0,4,0,0,6,354,319.8,152.6,140.0,61.3,116,46,159,36,160,33,137,34,,,,,,,Kyle Walker-Peters
100.0,100.0,171771,0,0,4,-4,2,2,-0.6,-0.6,0,Jan,-0.6,376,False,,2021-02-02T23:00:28.765324Z,49,171771.jpg,3.5,Bednarek,8.4,False,,a,16,20,76,1330594,2328,912769,54519,-0.1,15.5,Bednarek,1885,1,1,8,34,1,0,0,2,1,0,11,402,421.0,45.0,133.0,60.0,51,13,291,87,166,35,144,38,,,,,,,Jan Bednarek
100.0,100.0,200439,0,0,-2,2,1,4,2.4,2.4,5,Che,2.4,377,False,,2021-01-04T23:00:21.180254Z,58,200439.jpg,3.9,Adams,4.4,False,,a,16,20,82,1247211,17045,1262365,19228,0.4,14.1,Adams,1712,4,6,6,34,0,0,0,1,0,0,9,263,329.6,316.4,582.0,123.1,111,11,54,4,25,12,32,10,,,,,,,Che Adams
0.0,0.0,213482,0,0,-3,3,0,2,0.0,0.0,0,Yan,0.4,378,False,Joined Birmingham City on loan until the end of the season on 1/2,2021-02-02T00:00:26.312723Z,47,213482.jpg,1.0,Valery,0.1,False,,u,16,20,3,2274,0,7235,96,0.1,0.6,Valery,101,0,0,0,4,0,0,0,0,0,0,0,12,26.0,22.1,12.0,6.0,404,160,346,123,374,139,405,150,,,,,,,Yan Valery
0.0,0.0,214466,0,0,-1,1,0,3,0.0,0.0,0,William,0.4,379,False,Knee injury - Unknown return date,2021-01-16T22:30:18.551270Z,44,214466.jpg,1.7,Smallbone,0.2,False,,i,16,20,5,24527,25,46798,192,0.1,1.1,Smallbone,171,0,0,0,5,0,0,0,0,0,0,0,17,16.8,7.4,9.0,3.3,424,181,399,189,380,179,428,186,,,,,,,William Smallbone
0.0,0.0,214470,0,0,-1,1,0,2,0.0,0.0,0,Jake,0.2,380,False,Joined Sunderland on loan until the end of the season on 29/1,2021-01-31T00:00:25.306463Z,39,214470.jpg,1.0,Vokins,1.1,False,,u,16,20,1,77272,0,105505,2584,0.1,0.3,Vokins,66,0,0,0,2,0,0,0,0,0,0,0,5,1.8,14.8,0.0,1.7,465,175,367,137,430,164,448,168,,,,,,,Jake Vokins
0.0,0.0,220598,0,0,-4,4,0,4,0.0,0.0,0,Michael,0.0,381,False,Muscle injury - Unknown return date,2021-01-05T02:30:24.253566Z,46,220598.jpg,1.0,Obafemi,0.7,False,,i,16,20,1,62952,72,192765,922,0.0,0.2,Obafemi,13,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,472,60,451,67,591,77,484,69,,,,,,,Michael Obafemi
100.0,100.0,431131,0,0,-1,1,0,3,0.6,0.6,0,Moussa,0.6,382,False,,2021-01-04T23:00:21.193403Z,54,431131.jpg,2.2,Djenepo,0.1,False,,a,16,20,33,17619,36,22221,104,0.1,6.1,Djenepo,802,1,2,3,15,0,0,0,3,0,0,0,96,115.2,72.7,131.0,31.6,286,125,237,145,168,89,273,127,,,,,,,Moussa Djenepo
100.0,0.0,450527,0,0,-2,2,0,2,0.0,0.0,0,Mohammed,0.0,479,False,,2021-01-05T02:30:24.584870Z,43,450527.jpg,0.0,Salisu,0.1,False,,a,16,20,0,1544,12,20470,35,0.0,0.0,Salisu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,552,215,539,216,519,207,562,215,,,,,,,Mohammed Salisu
,,40383,0,0,0,0,0,1,0.0,0.0,0,Fraser,0.0,523,False,,,40,40383.jpg,6.0,Forster,6.1,False,,a,16,20,6,629078,5048,243882,12664,0.0,1.5,Forster,90,0,0,1,0,0,0,0,0,0,1,0,24,12.2,0.0,0.0,1.2,436,31,471,13,443,8,458,31,,,,,,,Fraser Forster
100.0,0.0,203389,0,0,-2,2,0,3,0.0,0.0,0,Nathan,0.0,524,False,,2021-01-14T16:00:22.604876Z,43,203389.jpg,1.0,Tella,0.3,False,,a,16,20,5,53025,308,48738,449,0.0,1.2,Tella,155,0,0,0,2,0,0,0,0,0,0,0,8,3.0,2.8,4.0,0.7,458,195,417,194,396,186,464,196,,,,,,,Nathan Tella
0.0,0.0,240143,0,0,0,0,0,3,0.0,0.0,0,Ibrahima,0.8,565,False,Muscle injury - Unknown return date,2021-01-31T00:00:25.621016Z,45,240143.jpg,1.4,Diallo,0.0,False,,i,16,20,15,5297,11,4428,163,0.2,3.3,Diallo,438,0,0,2,8,0,0,0,2,0,0,0,57,51.8,49.1,22.0,12.3,362,158,281,159,343,168,365,165,,,,,,,Ibrahima Diallo
,,200088,0,0,0,0,0,4,0.6,0.6,1,Daniel,0.6,590,False,,,45,200088.jpg,1.0,N'Lundulu,0.2,False,,a,16,20,9,43127,1083,30084,1284,0.1,2.0,N'Lundulu,84,0,0,0,1,0,0,0,0,0,0,0,22,3.0,12.2,16.0,3.1,460,57,375,53,362,58,431,57,,,,,,,Daniel N'Lundulu
,,232797,0,0,0,0,0,2,-0.6,-0.6,0,Kayne,-0.6,598,False,,,40,232797.jpg,-3.0,Ramsay,0.1,False,,a,16,20,-3,7034,249,5217,207,-0.2,-0.8,Ramsay,90,0,0,0,9,0,0,0,1,0,0,0,5,13.2,0.0,0.0,1.3,430,167,489,194,461,178,455,171,,,,,,,Kayne Ramsay
,,445896,0,0,0,0,0,3,0.0,0.0,0,Kgaogelo,0.0,624,False,,,45,445896.jpg,0.0,Chauke,0.0,False,,a,16,20,0,168,6,121,11,0.0,0.0,Chauke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,598,235,588,236,573,233,604,237,,,,,,,Kgaogelo Chauke
,,198044,0,0,0,0,0,1,0.0,0.0,0,Harry,0.0,625,False,,,40,198044.jpg,0.0,Lewis,0.0,False,,a,16,20,0,2742,72,955,105,0.0,0.0,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,49,483,22,455,17,512,49,,,,,,,Harry Lewis
,,422306,0,0,0,0,0,3,0.0,0.0,0,Will,0.0,634,False,,,45,422306.jpg,0.0,Ferry,0.0,False,,a,16,20,0,111,13,71,13,0.0,0.0,Ferry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,592,231,583,232,567,229,599,233,,,,,,,Will Ferry
,,447093,0,0,0,0,0,2,0.0,0.0,0,Allan,0.0,635,False,,,40,447093.jpg,0.0,Tchaptchet,0.0,False,,a,16,20,0,429,66,205,48,0.0,0.0,Tchaptchet,12,0,0,0,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,513,197,496,198,468,182,523,197,,,,,,,Allan Tchaptchet
,,456966,0,0,0,0,0,3,0.0,0.0,0,Caleb,0.0,636,False,,,45,456966.jpg,0.0,Watts,0.0,False,,a,16,20,0,270,27,140,20,0.0,0.0,Watts,16,0,0,0,0,0,0,0,1,0,0,0,1,1.2,4.0,0.0,0.5,467,198,412,192,577,237,467,198,,,,,,,Caleb Watts
0.0,0.0,449781,0,0,0,0,0,3,0.0,0.0,0,Alexandre,-0.2,643,False,Suspended until 20 Feb,2021-02-02T23:00:29.128949Z,45,449781.jpg,-0.5,Jankewitz,0.0,False,,s,16,20,-1,173,47,72,21,0.0,-0.2,Jankewitz,2,0,0,0,9,0,0,0,0,1,0,0,-4,4.4,0.3,0.0,0.5,453,192,447,201,575,235,466,197,,,,,,,Alexandre Jankewitz
,,447372,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,655,False,,,45,447372.jpg,0.0,Finnigan,0.0,False,,a,16,20,0,48,19,15,9,0.0,0.0,Finnigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,599,236,589,237,574,234,605,238,,,,,,,Ryan Finnigan
100.0,100.0,37915,0,0,1,-1,0,1,2.5,4.0,6,Hugo,3.0,383,False,,2020-12-05T03:00:19.701152Z,56,37915.jpg,4.1,Lloris,6.7,False,,a,17,6,91,628677,2529,571617,19774,0.5,16.2,Lloris,1980,0,0,7,22,0,0,0,0,0,68,9,411,499.6,0.0,0.0,49.9,28,10,660,73,660,73,193,10,,,,,,,Hugo Lloris
0.0,0.0,38290,0,0,-3,3,0,2,0.0,0.0,0,Danny,0.0,384,False,Not included in Spurs' 25-man Premier League squad,2020-10-20T22:30:19.169802Z,47,38290.jpg,0.0,Rose,0.1,False,,u,17,6,0,3535,0,26595,52,0.0,0.0,Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,614,223,606,224,593,218,619,223,,,,,,,Danny Rose
100.0,100.0,45268,0,0,-2,2,0,3,0.5,2.0,0,Moussa,1.0,385,False,,2020-09-27T16:00:17.236494Z,48,45268.jpg,2.1,Sissoko,0.4,False,,a,17,6,36,44749,223,66339,814,0.2,7.5,Sissoko,1326,0,0,5,15,0,0,0,2,0,0,2,180,159.2,86.3,49.0,29.6,238,99,221,133,295,147,281,130,,,,,,,Moussa Sissoko
100.0,100.0,55605,0,0,-1,1,1,2,0.8,2.3,6,Toby,1.3,386,False,,2020-11-21T20:30:16.995842Z,54,55605.jpg,3.9,Alderweireld,1.7,False,,a,17,6,55,154247,1596,245139,3024,0.2,10.2,Alderweireld,1250,1,0,6,12,1,0,0,2,0,0,4,265,351.0,69.8,94.0,51.6,97,37,244,58,213,56,186,49,,,,,,,Toby Alderweireld
100.0,100.0,62974,0,0,-3,3,0,3,0.5,2.0,2,Erik,1.0,387,False,,2020-11-04T13:30:14.533890Z,57,62974.jpg,1.4,Lamela,0.1,False,,a,17,6,15,10858,89,21155,103,0.2,2.6,Lamela,363,0,1,1,7,0,0,0,2,0,0,0,45,40.0,58.8,130.0,22.5,379,165,262,152,172,90,321,149,3.0,,3.0,,,,Erik Lamela
100.0,0.0,78830,0,0,5,-5,6,4,3.8,0.0,8,Harry,4.3,388,True,,2021-01-28T23:00:26.163676Z,110,78830.jpg,7.5,Kane,19.9,False,,a,17,6,151,4700750,216158,4653700,35283,0.4,13.7,Kane,1744,13,11,7,17,0,0,0,1,0,0,28,540,803.6,397.7,856.0,205.5,2,1,34,1,9,5,4,1,,,1.0,,1.0,,Harry Kane
75.0,100.0,80226,0,0,-3,3,0,2,2.0,4.2,6,Serge,3.2,389,False,Calf injury - 75% chance of playing,2021-02-07T14:00:28.250272Z,52,80226.jpg,4.2,Aurier,1.7,False,,d,17,6,55,263688,664,415910,6634,0.6,10.6,Aurier,1075,2,1,4,13,0,0,0,0,0,0,2,238,278.0,166.8,159.0,60.4,148,60,144,30,146,26,141,35,,,,,,,Serge Aurier
100.0,100.0,85971,-1,1,6,-6,7,3,3.3,4.8,10,Heung-Min,3.8,390,True,,2020-09-27T16:00:17.251688Z,96,85971.jpg,7.0,Son,54.8,False,,a,17,6,155,6501234,37019,4629362,122121,0.4,16.1,Son,1886,13,6,9,16,0,0,0,0,0,0,20,493,710.0,569.4,698.0,198.1,4,3,10,9,18,10,5,4,1.0,,6.0,,2.0,,Heung-Min Son
100.0,100.0,93264,-1,1,-1,1,0,2,0.7,2.2,0,Eric,1.2,391,False,,2020-10-14T11:30:18.535866Z,49,93264.jpg,3.1,Dier,3.8,False,,a,17,6,58,647625,1316,514202,30866,0.2,11.8,Dier,1710,0,0,6,18,0,0,0,1,0,0,1,314,414.6,24.2,75.0,51.4,57,17,338,117,244,72,187,50,,,2.0,,,,Eric Dier
100.0,100.0,95715,0,0,-4,4,0,3,1.0,2.5,6,Lucas,1.5,392,False,,2020-12-30T00:00:14.773116Z,66,95715.jpg,1.9,Rodrigues Moura da Silva,1.1,False,,a,17,6,32,82633,437,186887,599,0.2,4.8,Lucas Moura,599,1,1,2,7,0,0,0,0,0,0,1,82,103.0,83.6,154.0,33.9,300,132,224,136,152,82,257,122,,,,,,,Lucas Rodrigues Moura da Silva
0.0,0.0,102884,0,0,-2,2,0,1,0.0,0.0,0,Paulo,0.0,393,False,Joined Elche on loan until the end of the season on 1/2,2021-02-01T22:30:23.896109Z,43,102884.jpg,0.0,Gazzaniga,0.2,False,,u,17,6,0,4988,0,19258,257,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,65,522,42,501,38,546,65,,,,,,,Paulo Gazzaniga
0.0,0.0,108823,0,0,-6,6,0,3,0.0,0.0,0,Bamidele,0.0,394,False,Tendon Injury - Unknown return date,2021-01-22T16:30:27.033912Z,74,108823.jpg,1.0,Alli,0.5,False,,i,17,6,4,21466,39,249897,336,0.0,0.5,Alli,74,0,0,0,1,0,0,0,0,0,0,0,13,11.4,14.0,27.0,5.2,441,189,369,179,333,164,412,181,,,,,3.0,,Bamidele Alli
100.0,100.0,115556,0,0,-4,4,0,2,1.7,3.2,6,Ben,2.2,395,False,,2021-01-25T23:00:20.347756Z,46,115556.jpg,2.6,Davies,0.8,False,,a,17,6,45,106084,1181,226670,1612,0.5,9.8,Davies,1127,0,2,3,13,0,0,0,0,0,0,1,216,199.6,131.7,62.0,39.2,205,81,170,41,267,84,233,74,,,,,,,Ben Davies
100.0,100.0,132015,0,0,-1,1,0,3,3.7,5.2,9,Pierre-Emile,4.2,396,False,,2021-01-05T23:00:23.197626Z,49,132015.jpg,2.9,Højbjerg,0.9,False,,a,17,6,63,124366,3325,147912,2275,0.9,12.9,Højbjerg,1980,1,3,7,22,0,0,0,5,0,0,3,335,445.2,185.0,85.0,71.6,43,17,128,86,229,120,101,58,,,,,,,Pierre-Emile Højbjerg
100.0,100.0,157668,0,0,-4,4,0,3,0.0,1.5,0,Harry,0.5,397,False,,2020-11-20T14:00:27.542715Z,51,157668.jpg,1.2,Winks,0.1,False,,a,17,6,11,4933,40,13554,88,0.1,2.2,Winks,566,0,0,1,11,0,0,0,4,0,0,0,72,79.2,50.3,16.0,14.4,331,143,277,157,364,172,351,162,,,,,,,Harry Winks
,,173904,0,0,-3,3,0,2,1.2,2.7,6,Davinson,1.7,398,False,,,52,173904.jpg,1.8,Sánchez,0.7,False,,a,17,6,16,30067,358,70712,396,0.3,3.1,Sánchez,676,0,0,1,10,1,0,0,0,0,0,0,94,129.8,6.2,88.0,22.5,273,107,401,149,223,63,320,108,,,,,,,Davinson Sánchez
0.0,0.0,184349,0,0,-3,3,0,2,0.0,0.0,0,Ryan,0.0,399,False,Joined Hoffenheim on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T09:30:18.086610Z,47,184349.jpg,0.0,Sessegnon,0.1,False,,u,17,6,0,1050,0,16463,15,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,618,224,611,225,599,220,623,224,,,,,,,Ryan Sessegnon
100.0,100.0,194252,0,0,-5,5,0,3,1.8,3.3,1,Steven,2.3,400,False,,2020-11-27T13:30:25.449944Z,70,194252.jpg,2.4,Bergwijn,0.4,False,,a,17,6,39,31496,407,104805,1306,0.3,5.6,Bergwijn,1018,0,3,5,11,0,0,0,2,0,0,0,78,89.0,148.0,109.0,34.1,321,138,163,103,194,103,255,121,6.0,,,,,,Steven Bergwijn
0.0,0.0,195774,0,0,-3,3,0,3,0.0,0.0,0,Gedson,0.0,401,False,Loan deal ended on 1/2,2021-02-01T19:00:20.064893Z,47,195774.jpg,0.0,Carvalho Fernandes,0.1,False,,u,17,6,0,3097,0,7995,87,0.0,0.0,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,619,247,612,248,601,246,624,248,,,,,,,Gedson Carvalho Fernandes
100.0,100.0,199584,0,0,-1,1,0,2,-0.5,1.0,0,Japhet,0.0,402,False,,2020-12-15T14:30:17.643336Z,49,199584.jpg,0.0,Tanganga,0.0,False,,a,17,6,0,1584,45,7866,74,0.0,0.0,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641,231,635,232,627,228,646,231,,,,,,,Japhet Tanganga
0.0,0.0,200826,0,0,-1,1,0,3,0.0,0.0,0,Giovani,0.0,403,False,Muscle injury - Unknown return date,2020-12-20T17:30:22.999355Z,69,200826.jpg,1.8,Lo Celso,0.4,False,,i,17,6,20,13397,16,46089,145,0.0,2.9,Lo Celso,433,1,1,2,4,0,0,0,3,0,0,0,71,107.6,126.7,96.0,32.7,297,130,178,111,210,112,263,123,2.0,,4.0,,,,Giovani Lo Celso
0.0,0.0,209042,0,0,-1,1,0,3,0.0,0.0,0,Oliver,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18T09:30:16.995257Z,44,209042.jpg,0.0,Skipp,0.0,False,,u,17,6,0,1848,0,3274,19,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,561,210,549,212,532,208,570,213,,,,,,,Oliver Skipp
100.0,100.0,231372,0,0,-1,1,1,3,2.8,4.3,3,Tanguy,3.3,405,False,,2021-02-01T00:30:32.325076Z,59,231372.jpg,3.3,Ndombele,0.6,False,,a,17,6,66,90286,1131,82619,2753,0.6,11.2,Ndombele,1292,3,1,9,12,0,0,0,2,0,0,5,261,300.8,210.4,201.0,71.3,130,49,108,76,107,58,104,60,,,,,,,Tanguy Ndombele
0.0,0.0,234908,0,0,-2,2,0,2,0.0,0.0,0,Juan,0.0,406,False,Joined Villarreal on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-05T21:30:11.646440Z,43,234908.jpg,0.0,Foyth,0.1,False,,u,17,6,0,1531,0,9651,12,0.0,0.0,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,548,214,535,215,515,206,558,214,,,,,,,Juan Foyth
100.0,100.0,87835,0,0,-4,4,1,2,-0.2,1.3,1,Matt,0.3,457,False,,2021-01-22T16:30:27.095448Z,56,87835.jpg,3.1,Doherty,4.3,False,,a,17,6,31,211942,626,1492270,3272,0.1,5.5,Doherty,817,0,1,3,9,0,0,0,1,1,0,3,129,135.8,99.6,53.0,29.0,266,104,204,47,286,94,283,96,,,,,,,Matt Doherty
100.0,100.0,15749,0,0,-2,2,0,1,-0.5,1.0,0,Joe,0.0,482,False,,2020-08-20T13:00:12.071870Z,43,15749.jpg,0.0,Hart,0.6,False,,a,17,6,0,12494,256,44385,398,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,57,509,33,488,29,534,57,,,,,,,Joe Hart
0.0,0.0,168763,0,0,-1,1,0,2,0.0,0.0,0,Cameron,0.0,521,False,Joined Bournemouth on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:12.318900Z,39,168763.jpg,0.0,Carter-Vickers,0.2,False,,u,17,6,0,18844,0,32929,162,0.0,0.0,Carter-Vickers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481,182,460,182,428,162,491,182,,,,,,,Cameron Carter-Vickers
0.0,0.0,199249,-1,1,0,0,0,2,0.0,0.0,0,Sergio,1.7,542,False,Muscle injury - Expected back 21 Feb,2021-01-28T23:00:26.280171Z,55,199249.jpg,4.1,Reguilón,2.7,False,,i,17,6,53,858085,90,732352,26572,0.3,9.6,Reguilón,1059,0,3,5,11,0,0,0,2,0,0,3,225,217.6,155.3,130.0,50.4,191,76,157,35,171,39,192,53,5.0,,,,,,Sergio Reguilón
100.0,100.0,36903,0,0,-2,2,0,3,0.0,1.5,0,Gareth,0.5,543,False,,2020-12-23T23:00:15.741897Z,93,36903.jpg,2.8,Bale,0.3,False,,a,17,6,17,161782,168,157290,988,0.1,1.8,Bale,229,1,0,1,5,0,0,0,0,0,0,3,45,55.2,73.1,63.0,19.1,360,157,235,144,266,134,331,155,4.0,,5.0,,,,Gareth Bale
100.0,100.0,245824,0,0,-1,1,0,4,0.3,1.8,0,Carlos Vinicius,0.8,564,False,,2020-12-30T00:00:15.235264Z,69,245824.jpg,1.2,Alves Morais,0.1,False,,a,17,6,7,22266,310,16272,3354,0.1,1.0,Carlos Vinicius,160,0,0,0,1,0,0,0,0,0,0,0,14,18.2,24.8,85.0,12.8,420,49,337,49,230,45,360,45,,,,,,,Carlos Vinicius Alves Morais
,,214225,0,0,0,0,0,2,0.3,1.8,0,Joe,0.8,584,False,,,50,214225.jpg,2.0,Rodon,0.0,False,,a,17,6,14,4331,70,3424,246,0.2,2.8,Rodon,371,0,0,1,5,0,0,0,0,0,0,0,82,72.0,2.5,2.0,7.7,344,133,419,160,414,154,385,140,,,,,,,Joe Rodon
,,496179,0,0,0,0,0,3,-0.5,1.0,0,Alfie,0.0,650,False,,,45,496179.jpg,0.0,Devine,0.0,False,,a,17,6,0,129,62,42,22,0.0,0.0,Devine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,611,242,601,243,587,241,616,243,,,,,,,Alfie Devine
,,490145,0,0,0,0,0,4,0.6,2.1,1,Dane,1.0,666,False,,,45,490145.jpg,1.0,Scarlett,0.0,False,,a,17,6,1,491,491,67,67,0.2,0.2,Scarlett,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,608,73,598,76,584,74,613,77,,,,,,,Dane Scarlett
,,154043,0,0,-4,4,0,2,0.2,0.2,1,Ainsley,1.2,15,False,,,46,154043.jpg,2.2,Maitland-Niles,0.7,False,,a,18,35,27,62057,599,156543,760,0.3,5.9,Maitland-Niles,575,0,1,2,8,0,0,0,0,0,0,1,114,86.2,43.8,24.0,15.5,324,126,292,88,338,118,345,120,,,,,,,Ainsley Maitland-Niles
,,50093,0,0,0,0,0,1,-0.7,-0.7,0,David,0.3,56,False,,,40,50093.jpg,2.0,Button,3.9,False,,a,18,35,2,201224,1573,239730,4931,0.1,0.5,Button,90,0,0,0,2,0,0,0,0,0,4,0,18,23.4,0.0,0.0,2.3,405,27,474,16,446,11,438,27,,,,,,,David Button
100.0,100.0,171975,0,0,-1,1,1,4,1.5,1.5,0,Callum,2.5,358,False,,2020-11-12T11:30:20.560757Z,54,171975.jpg,2.5,Robinson,0.8,False,,a,18,35,52,224378,1505,197843,6772,0.5,9.6,Callum Robinson,1178,2,3,2,33,0,0,0,0,0,0,4,169,136.8,174.3,241.0,54.4,263,30,135,21,90,35,171,30,,,,,,,Callum Robinson
100.0,100.0,42427,0,0,-2,2,0,2,-0.5,-0.5,0,Kieran,0.5,407,False,,2020-12-29T20:00:14.948078Z,43,42427.jpg,0.5,Gibbs,0.2,False,,a,18,35,5,10293,73,52063,211,0.1,1.2,Gibbs,810,0,0,0,25,0,0,0,1,1,0,0,107,132.0,65.1,10.0,20.8,270,106,253,65,377,141,326,110,,,,,,,Kieran Gibbs
100.0,100.0,49440,0,0,-3,3,0,4,-0.5,-0.5,0,Hal,0.5,408,False,,2020-12-06T22:30:19.880213Z,52,49440.jpg,0.9,Robson-Kanu,0.1,False,,a,18,35,8,9571,115,32566,141,0.1,1.5,Robson-Kanu,216,0,0,0,6,0,0,0,1,0,0,0,1,11.4,12.2,29.0,5.2,440,51,376,54,329,54,411,54,,,,,2.0,,Hal Robson-Kanu
100.0,100.0,49944,0,0,-3,3,0,3,0.7,0.7,0,Jake,1.7,409,False,,2020-12-20T22:00:22.999308Z,47,49944.jpg,1.5,Livermore,0.0,False,,a,18,35,22,5195,18,14526,56,0.4,4.7,Livermore,1202,0,0,1,34,1,0,0,2,1,0,0,96,129.4,72.2,53.0,25.1,274,116,241,148,284,140,306,140,,,,,,,Jake Livermore
100.0,100.0,49957,0,0,-3,3,0,3,0.2,0.2,0,Kamil,1.2,410,False,,2020-10-20T22:30:19.255186Z,52,49957.jpg,2.7,Grosicki,0.0,False,,a,18,35,8,902,8,7629,35,0.2,1.5,Grosicki,147,0,1,0,5,0,0,0,0,0,0,0,29,22.4,35.2,15.0,7.2,409,177,314,169,367,174,391,175,5.0,,,,,,Kamil Grosicki
100.0,100.0,50229,0,0,-4,4,0,3,1.0,1.0,1,Matt,2.0,411,False,,2020-09-14T10:30:13.911211Z,51,50229.jpg,1.9,Phillips,0.0,False,,a,18,35,35,4633,44,11020,102,0.4,6.9,Phillips,773,1,1,0,22,0,0,0,1,0,0,3,116,149.8,204.1,135.0,48.9,249,106,112,78,164,87,198,99,2.0,,2.0,,,,Matt Phillips
100.0,100.0,59940,0,0,-1,1,0,2,1.3,1.3,1,Kyle,2.3,412,False,,2020-12-15T02:30:19.261230Z,44,59940.jpg,2.2,Bartley,0.1,False,,a,18,35,33,18710,188,24393,266,0.5,7.5,Bartley,1239,2,1,1,31,0,0,0,2,0,0,0,203,373.4,15.4,122.0,51.0,77,29,364,134,177,42,191,52,,,,,,,Kyle Bartley
,,61600,0,0,-3,3,0,3,0.3,0.3,2,Romaine,1.3,413,False,,,47,61600.jpg,1.7,Sawyers,0.0,False,,a,18,35,33,2744,11,5235,49,0.3,7.0,Sawyers,1486,0,0,1,42,1,0,0,2,0,0,0,196,152.4,102.4,13.0,26.7,246,104,199,123,372,176,298,135,,,,,,,Romaine Sawyers
0.0,0.0,77777,0,0,-4,4,0,2,0.0,0.0,0,Ahmed El-Sayed,0.0,414,False,Joined Al-Ittihad on loan until the end of the season on 25/10. - Expected back 01 Jul,2020-10-26T10:30:20.323870Z,41,77777.jpg,6.0,Hegazy,0.1,False,,u,18,35,6,13027,0,86734,79,0.0,1.5,Hegazi,90,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0.0,2.0,416,163,442,174,478,190,442,167,,,,,,,Ahmed El-Sayed Hegazy
