chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,full_name
,,223332,0,0,0,0,0,3,0.5,0.5,0,Faustino,0.0,605,False,,,45,223332.jpg,0.0,Anjorin,0.0,False,,a,5,8,0,488,19,391,17,0.0,0.0,Anjorin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,585,224,576,225,560,222,592,226,,,,,,,Faustino Anjorin
100.0,100.0,94245,0,0,-3,3,0,4,2.5,2.0,1,Michy,2.0,108,False,,2020-09-27T12:30:10.890923Z,57,94245.jpg,2.1,Batshuayi,0.6,False,,a,6,31,32,65546,794,176143,1055,0.4,5.6,Batshuayi,632,1,2,2,11,0,0,0,0,0,0,1,80,97.2,110.7,185.0,39.1,309,36,193,30,121,39,235,37,,,,,,,Michy Batshuayi
100.0,100.0,19419,0,0,0,0,0,2,2.0,1.5,0,Gary,1.5,125,False,,2020-12-24T14:00:15.266963Z,45,19419.jpg,1.7,Cahill,0.1,False,,a,6,31,15,18344,1138,17425,499,0.3,3.3,Cahill,810,1,0,0,22,0,0,0,1,0,0,0,114,181.2,36.4,57.0,27.6,219,86,310,100,278,90,289,98,,,,,,,Gary Cahill
0.0,0.0,20066,0,0,-2,2,0,1,0.0,0.0,0,Wayne,0.0,126,False,Muscle injury - Unknown return date,2020-10-15T01:00:16.946989Z,43,20066.jpg,0.0,Hennessey,0.3,False,,i,6,31,0,7007,55,45467,209,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,59,511,35,490,31,536,59,,,,,,,Wayne Hennessey
0.0,0.0,40784,0,0,-1,1,0,2,0.0,0.0,0,Mamadou,0.0,127,False,Thigh injury - Unknown return date,2021-01-08T23:00:20.006701Z,44,40784.jpg,1.0,Sakho,0.2,False,,i,6,31,4,26135,16,29464,158,0.0,0.9,Sakho,275,0,0,0,8,0,0,0,0,0,0,0,33,36.6,1.6,6.0,4.5,385,148,425,165,391,149,419,156,,,,,,,Mamadou Sakho
,,40836,0,0,-2,2,3,1,4.7,4.2,2,Vicente,4.2,128,False,,,48,40836.jpg,3.3,Guaita,3.3,False,,a,6,31,77,457158,4790,438337,5199,0.9,16.0,Guaita,2070,0,0,4,39,0,1,0,2,0,74,10,401,545.2,0.0,0.0,54.5,16,7,618,62,608,59,169,7,,,,,,,Vicente Guaita
0.0,0.0,49413,0,0,0,0,0,2,0.0,0.0,0,James,0.8,129,False,Eye Injury - Unknown return date,2021-01-25T15:30:25.041120Z,45,49413.jpg,3.0,Tomkins,0.0,False,,i,6,31,15,7359,11,7177,129,0.2,3.3,Tomkins,387,0,0,2,8,0,0,0,1,0,0,2,75,65.2,0.8,10.0,7.6,352,136,433,170,378,142,386,141,,,,,,,James Tomkins
50.0,50.0,50471,0,0,-3,3,0,3,0.8,0.6,0,James,1.2,130,False,Knock - 50% chance of playing,2021-02-01T19:30:26.153343Z,52,50471.jpg,2.5,McArthur,0.1,False,,d,6,31,45,7926,11,18290,251,0.2,8.7,McArthur,1465,0,2,4,26,0,0,0,3,0,0,3,228,285.2,202.2,65.0,55.2,141,53,115,80,260,132,165,89,,,,,,,James McArthur
50.0,0.0,50472,0,0,-2,2,0,3,0.6,0.0,0,James,0.7,131,False,Knock - 50% chance of playing,2021-01-30T20:00:21.630565Z,43,50472.jpg,1.6,McCarthy,0.9,False,,d,6,31,13,138411,82,253645,2070,0.2,3.0,McCarthy,465,0,0,1,9,0,0,0,1,0,0,0,69,67.8,32.8,8.0,10.8,347,153,320,170,382,180,373,167,5.0,,,,,,James McCarthy
100.0,100.0,54861,0,0,0,0,1,4,2.0,1.5,1,Christian,1.5,132,False,,2021-01-02T17:30:14.117437Z,55,54861.jpg,2.6,Benteke,0.6,False,,a,6,31,41,136451,1162,121064,3637,0.3,7.5,Benteke,717,3,2,1,13,0,0,0,0,1,0,3,107,170.2,124.6,394.0,68.7,233,26,181,28,47,22,112,26,,,,,,,Christian Benteke
,,55037,0,0,-1,1,0,3,2.0,1.5,0,Cheikhou,1.5,133,False,,,49,55037.jpg,2.5,Kouyaté,0.3,False,,a,6,31,52,82660,173,85812,701,0.3,10.6,Kouyaté,1773,1,0,4,29,0,0,0,0,0,0,2,264,335.0,55.5,120.0,51.2,106,38,266,153,178,93,190,97,,,,,,,Cheikhou Kouyaté
50.0,50.0,55494,0,0,-2,2,0,2,0.9,0.7,0,Joel,1.3,134,False,Knock - 50% chance of playing,2021-02-05T14:00:21.130904Z,43,55494.jpg,2.5,Ward,0.7,False,,d,6,31,30,87883,33,172477,2248,0.3,7.0,Ward,995,0,1,3,19,0,0,0,3,0,0,2,158,176.6,75.2,15.0,26.7,224,88,231,52,366,135,297,102,,,,,,,Joel Ward
100.0,100.0,58786,0,0,-4,4,0,2,0.5,0.0,0,Martin,0.0,135,False,,2020-12-04T19:00:20.235749Z,41,58786.jpg,0.0,Kelly,0.2,False,,a,6,31,0,10434,350,78891,207,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,204,505,205,477,189,532,204,,,,,,,Martin Kelly
0.0,0.0,59125,0,0,-1,1,0,4,0.0,0.0,0,Connor,0.0,136,False,Muscle injury - Unknown return date,2020-09-06T03:00:11.034332Z,44,59125.jpg,0.0,Wickham,0.6,False,,i,6,31,0,78291,1437,125952,2052,0.0,0.0,Wickham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,558,65,544,70,525,67,567,71,,,,,,,Connor Wickham
,,60252,0,0,-4,4,0,3,2.2,1.7,1,Andros,1.7,137,False,,,56,60252.jpg,2.9,Townsend,1.2,False,,a,6,31,61,394484,325,403512,1469,0.3,10.9,Townsend,1431,1,3,4,22,0,0,0,0,0,0,6,239,325.0,429.7,170.0,92.7,114,41,25,20,134,75,62,37,2.0,,4.0,,,,Andros Townsend
100.0,100.0,66975,0,0,-4,4,0,3,2.5,2.0,1,Luka,2.0,138,False,,2021-01-03T17:30:23.119822Z,56,66975.jpg,1.5,Milivojevic,0.2,False,,a,6,31,28,9183,99,60312,170,0.4,5.0,Milivojevic,1311,0,0,3,28,0,0,0,6,1,0,0,173,198.4,160.4,70.0,42.8,207,83,151,95,252,129,220,107,3.0,,1.0,,1.0,,Luka Milivojevic
100.0,100.0,74230,0,0,-1,1,0,2,2.5,2.0,1,Patrick,2.0,139,False,,2020-08-15T10:00:11.682747Z,54,74230.jpg,2.3,van Aanholt,0.4,False,,a,6,31,30,137376,1972,121588,1353,0.4,5.6,van Aanholt,1053,0,2,1,22,0,0,0,1,0,0,3,185,173.2,171.0,146.0,49.1,230,90,140,28,156,31,196,54,4.0,,2.0,,2.0,,Patrick van Aanholt
100.0,100.0,80146,0,0,-4,4,0,4,3.0,2.5,2,Jordan,2.5,140,False,,2020-10-18T17:30:11.950512Z,56,80146.jpg,2.4,Ayew,1.6,False,,a,6,31,45,168312,3064,504927,3577,0.4,8.0,Ayew,1123,1,3,3,23,0,0,0,1,0,0,2,124,155.4,129.9,274.0,55.8,241,28,174,26,78,31,163,28,,,,,4.0,,Jordan Ayew
0.0,0.0,82403,-1,1,1,-1,3,3,0.0,0.0,0,Wilfried,2.2,141,False,Hamstring injury - Unknown return date,2021-02-02T23:00:28.387019Z,71,82403.jpg,5.4,Zaha,10.7,False,,i,6,31,102,3908829,388,4012496,116803,0.3,14.4,Zaha,1667,9,3,4,30,0,0,0,4,0,0,11,256,416.8,260.1,700.0,137.8,54,19,75,53,17,9,25,17,,,,,3.0,,Wilfried Zaha
0.0,0.0,86417,0,0,-2,2,1,3,0.0,0.0,0,Jeffrey,0.0,142,False,Hamstring injury - Unknown return date,2021-01-02T17:30:14.150779Z,53,86417.jpg,2.9,Schlupp,0.1,False,,i,6,31,44,14532,10,19941,81,0.0,8.3,Schlupp,973,2,1,4,17,0,0,0,2,0,0,3,121,219.8,158.1,230.0,60.7,187,73,153,97,97,54,139,74,,,,,,,Jeffrey Schlupp
0.0,0.0,141020,0,0,-3,3,0,3,0.0,0.0,0,Max,0.0,143,False,Left the club on 15/1,2021-01-15T23:30:26.650176Z,47,141020.jpg,0.0,Meyer,0.0,False,,u,6,31,0,2134,0,5027,32,0.0,0.0,Meyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,617,246,610,247,597,245,622,247,,,,,,,Max Meyer
100.0,100.0,173954,0,0,-1,1,1,3,3.0,2.5,2,Jairo,2.5,144,False,,2020-10-24T17:00:21.697186Z,44,173954.jpg,2.3,Riedewald,0.9,False,,a,6,31,43,257125,969,216623,2582,0.6,9.8,Riedewald,857,2,0,2,16,0,0,0,0,0,0,4,161,190.0,107.9,54.0,35.3,213,88,195,121,281,138,250,119,,,,,,,Jairo Riedewald
0.0,0.0,232423,0,0,-2,2,0,2,0.0,0.0,0,Nathan,0.0,145,False,Thigh injury - Unknown return date,2020-08-26T09:30:07.992498Z,38,232423.jpg,0.0,Ferguson,0.5,False,,i,6,31,0,45872,2127,121414,1251,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,477,180,456,180,423,159,487,180,,,,,,,Nathan Ferguson
100.0,100.0,244723,0,0,-1,1,1,2,2.2,1.7,1,Tyrick,1.7,146,False,,2020-12-11T13:30:17.644766Z,39,244723.jpg,2.8,Mitchell,16.1,False,,a,6,31,33,2096969,14144,1920671,40085,0.4,8.5,Mitchell,1080,0,1,3,19,0,0,0,1,0,0,2,165,199.4,50.7,21.0,27.2,206,82,275,78,344,121,293,99,,,,,,,Tyrick Mitchell
0.0,0.0,466955,0,0,-2,2,0,3,0.0,0.0,0,Brandon,0.0,147,False,Joined Kilmarnock on loan until the end of the season on 1/2,2021-02-01T21:00:20.102800Z,43,466955.jpg,0.0,Pierrick,0.1,False,,u,6,31,0,10842,0,14510,233,0.0,0.0,Pierrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,207,540,209,520,205,563,210,,,,,,,Brandon Pierrick
100.0,100.0,19188,0,0,-2,2,0,2,2.0,1.5,1,Scott,1.5,486,False,,2021-01-07T18:30:17.505449Z,43,19188.jpg,2.9,Dann,0.5,False,,a,6,31,32,99565,657,124206,617,0.3,7.4,Dann,990,1,0,2,14,0,0,0,1,0,0,1,177,209.6,15.0,93.0,31.9,199,79,366,136,214,57,269,89,,,,,,,Scott Dann
100.0,100.0,232413,0,0,-2,2,2,3,5.0,4.5,2,Eberechi,4.5,489,False,,2020-11-17T23:00:19.063388Z,58,232413.jpg,3.5,Eze,1.3,False,,a,6,31,74,211251,13342,162708,7039,0.8,12.8,Eze,1498,3,4,2,33,0,0,0,2,0,0,10,289,344.0,424.5,230.0,99.9,99,36,27,22,98,55,53,32,1.0,,3.0,,,,Eberechi Eze
0.0,0.0,221272,0,0,0,0,0,2,0.0,0.0,0,Sam,0.0,522,False,Joined Plymouth Argyle on loan until the end of the season on 31/11,2021-01-31T20:30:26.390128Z,40,221272.jpg,0.0,Woods,0.5,False,,u,6,31,0,62844,0,52645,1174,0.0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,192,487,192,459,176,515,192,,,,,,,Sam Woods
0.0,0.0,114536,0,0,0,0,0,2,0.0,0.0,0,Ryan,0.0,534,False,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,114536.jpg,0.0,Inniss,0.0,False,,u,6,31,0,4884,0,6313,21,0.0,0.0,Inniss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,189,478,189,450,173,507,189,,,,,,,Ryan Inniss
,,57328,0,0,0,0,0,2,1.8,1.3,1,Nathaniel,1.3,577,False,,,45,57328.jpg,2.2,Clyne,0.2,False,,a,6,31,27,58035,506,49331,465,0.3,6.0,Clyne,1055,0,1,2,19,0,0,0,2,0,0,0,160,137.4,53.9,34.0,22.8,261,101,270,74,322,113,316,107,,,,,,,Nathaniel Clyne
,,42525,0,0,0,0,0,1,0.5,0.0,0,Stephen,0.0,578,False,,,40,42525.jpg,0.0,Henderson,0.5,False,,a,6,31,0,57019,543,26434,807,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,492,42,472,14,444,9,502,42,,,,,,,Stephen Henderson
100.0,100.0,105666,0,0,0,0,0,1,0.5,0.0,0,Jack,0.0,586,False,,2020-10-23T13:30:19.850079Z,45,105666.jpg,0.0,Butland,0.0,False,,a,6,31,0,4954,103,3796,94,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,575,73,564,55,548,51,583,73,,,,,,,Jack Butland
100.0,100.0,231747,-1,1,-1,1,0,4,1.0,0.5,2,Jean-Philippe,0.5,641,False,,2021-01-25T15:30:25.996892Z,59,231747.jpg,2.0,Mateta,0.0,False,,a,6,31,2,5086,328,2677,409,0.1,0.3,Mateta,64,0,0,0,2,0,0,0,0,0,0,0,8,9.2,11.9,0.0,2.1,446,54,377,55,664,88,440,58,,,,,,,Jean-Philippe Mateta
100.0,100.0,41823,0,0,-2,2,0,3,-0.5,-0.5,0,Fabian,0.0,149,False,,2020-12-05T15:30:20.402727Z,48,41823.jpg,1.2,Delph,0.0,False,,a,7,11,6,2354,33,4994,28,0.0,1.2,Delph,211,0,0,0,5,0,0,0,0,0,0,0,38,26.2,18.6,1.0,4.6,403,173,353,175,421,198,418,183,,,,,,,Fabian Delph
,,55422,0,0,-2,2,2,3,4.7,2.1,1,Gylfi,2.6,150,False,,,68,55422.jpg,3.2,Sigurdsson,1.4,False,,a,7,11,64,184891,7130,206559,3708,0.4,9.4,Sigurdsson,1100,3,2,4,14,0,0,0,1,0,0,9,227,265.2,344.9,182.0,79.3,162,61,43,34,125,71,83,49,2.0,,1.0,,1.0,,Gylfi Sigurdsson
0.0,0.0,57513,0,0,-2,2,0,1,0.0,0.0,0,Jonas,0.0,151,False,Transferred to FC Midtjylland,2021-02-02T08:42:26.111617Z,43,57513.jpg,0.0,Lössl,0.1,False,,u,7,11,0,3190,0,9508,169,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,528,60,514,37,493,33,538,60,,,,,,,Jonas Lössl
100.0,100.0,59949,0,0,-2,2,0,2,0.7,0.1,0,Seamus,0.6,152,False,,2020-11-13T11:00:14.415890Z,48,59949.jpg,1.9,Coleman,0.6,False,,a,7,11,23,202701,348,245868,946,0.1,4.8,Coleman,663,0,1,1,11,0,0,0,0,0,0,1,135,141.6,70.1,59.0,27.1,258,99,243,57,276,89,294,100,,,,,,,Seamus Coleman
0.0,0.0,66838,0,0,0,0,0,4,0.0,0.0,0,Cenk,0.0,153,False,Joined Besiktas on loan until the end of the season on 1/2,2021-02-01T19:00:19.507548Z,60,66838.jpg,0.8,Tosun,0.0,False,,u,7,11,4,7789,0,8178,109,0.0,0.7,Tosun,44,0,0,0,3,0,0,0,1,0,0,0,12,2.2,11.6,4.0,1.8,464,59,381,57,405,64,447,61,,,,,,,Cenk Tosun
,,100649,0,0,-3,3,0,3,-0.5,-0.5,0,Bernard,0.0,154,False,,,57,100649.jpg,2.2,Anício Caldeira Duarte,0.1,False,,a,7,11,13,10911,103,19408,172,0.0,2.3,Bernard,271,1,0,1,4,0,0,0,2,0,0,1,44,78.0,88.4,61.0,22.8,334,145,218,132,270,135,319,148,,,,,,,Bernard Anício Caldeira Duarte
100.0,100.0,101188,0,0,1,-1,1,2,5.1,2.3,1,Lucas,2.8,155,False,,2020-11-26T14:30:25.951853Z,61,101188.jpg,3.7,Digne,7.2,False,,a,7,11,48,1504768,50658,1716062,6457,0.5,7.9,Digne,1151,0,7,1,22,0,0,0,0,1,0,8,253,304.6,330.5,77.0,71.4,128,51,50,11,238,70,102,21,3.0,,3.0,,,,Lucas Digne
,,106611,0,0,1,-1,2,2,6.3,2.9,3,Michael,3.4,156,False,,,51,106611.jpg,3.5,Keane,5.0,False,,a,7,11,71,780130,23904,604276,7889,0.7,13.9,Keane,1695,3,1,4,26,0,0,0,2,0,0,6,363,502.8,49.4,169.0,72.1,26,3,280,80,135,20,97,19,,,,,,,Michael Keane
75.0,0.0,111234,0,0,-2,2,0,1,1.4,0.0,0,Jordan,1.2,157,False,Rib Injury - 75% chance of playing,2021-02-02T12:30:25.208918Z,48,111234.jpg,2.9,Pickford,4.7,False,,d,7,11,50,558910,360,755647,16399,0.3,10.4,Pickford,1530,0,0,3,22,0,0,0,1,0,47,3,275,369.6,10.0,0.0,38.0,82,16,389,4,615,61,239,15,,,,,,,Jordan Pickford
100.0,100.0,120250,0,0,-2,2,0,3,3.9,1.7,2,André Filipe,2.2,158,False,,2020-12-19T23:30:21.112204Z,53,120250.jpg,1.7,Tavares Gomes,0.2,False,,a,7,11,27,22857,345,41812,164,0.4,5.1,André Gomes,867,0,1,2,15,0,0,0,2,0,0,0,124,118.0,129.1,54.0,29.8,284,123,177,110,283,139,279,129,4.0,,,,,,André Filipe Tavares Gomes
,,153133,0,0,-1,1,1,3,5.5,2.5,1,Alex,3.0,159,False,,,59,153133.jpg,2.6,Iwobi,0.2,False,,a,7,11,50,32771,712,36514,718,0.5,8.5,Iwobi,1038,1,3,5,12,0,0,0,0,0,0,1,195,210.4,188.0,184.0,58.3,198,78,123,84,122,69,151,79,,,,,,,Alex Iwobi
0.0,0.0,153673,0,0,-2,2,0,2,0.0,0.0,0,Jonjoe,0.0,160,False,Joined Celtic on loan until the end of the season on 1/2,2021-02-01T22:00:27.167113Z,43,153673.jpg,1.2,Kenny,0.1,False,,u,7,11,5,7972,0,19549,202,0.0,1.2,Kenny,78,0,0,0,1,0,0,0,0,0,0,0,19,11.0,8.1,8.0,2.8,442,171,394,146,383,144,433,163,,,,,,,Jonjoe Kenny
0.0,0.0,160987,0,0,0,0,0,3,0.0,0.0,0,Jean-Philippe,0.0,161,False,Achilles injury - Unknown return date,2020-08-15T10:00:11.729677Z,50,160987.jpg,0.0,Gbamin,0.0,False,,i,7,11,0,455,11,419,11,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,647,258,642,259,636,258,652,259,,,,,,,Jean-Philippe Gbamin
100.0,100.0,164511,0,0,0,0,1,2,2.3,0.9,0,Yerry,1.4,162,False,,2020-10-14T10:00:21.355993Z,55,164511.jpg,3.4,Mina,2.8,False,,a,7,11,61,387450,3616,321466,9490,0.3,11.1,Mina,1620,2,0,4,21,0,0,0,1,0,0,5,318,418.0,22.3,182.0,62.5,53,15,345,122,124,15,133,31,,,,,,,Yerry Mina
,,173807,0,0,-3,3,0,3,2.3,0.9,2,Tom,1.4,163,False,,,52,173807.jpg,1.7,Davies,0.1,False,,a,7,11,22,4769,84,10649,83,0.3,4.2,Davies,653,0,0,2,9,0,0,0,1,0,0,0,116,110.2,47.4,2.0,16.0,293,127,287,162,415,196,343,159,,,,,,,Tom Davies
100.0,100.0,177815,1,-1,7,-7,3,4,9.5,4.5,12,Dominic,5.0,164,True,,2021-01-11T14:00:23.053774Z,77,177815.jpg,6.0,Calvert-Lewin,43.6,False,,a,7,11,120,6839872,423701,4642199,18458,0.6,15.6,Calvert-Lewin,1763,13,5,5,26,0,0,0,3,0,0,16,412,561.2,186.4,970.0,171.5,15,3,124,16,5,3,13,4,,,,,,,Dominic Calvert-Lewin
100.0,100.0,194164,0,0,-2,2,1,2,1.5,0.5,1,Mason,1.0,165,False,,2020-09-06T01:30:17.999031Z,48,194164.jpg,3.5,Holgate,0.8,False,,a,7,11,38,164460,1909,121143,2500,0.2,7.9,Holgate,970,1,0,3,12,0,0,0,4,0,0,4,187,220.0,69.2,61.0,35.1,185,74,247,60,269,86,252,78,,,,,,,Mason Holgate
100.0,100.0,212319,0,0,-2,2,0,4,3.1,1.3,2,Richarlison,1.8,166,False,,2021-01-11T14:00:23.066552Z,78,212319.jpg,3.4,de Andrade,4.4,False,,a,7,11,58,739938,15064,1154545,11834,0.2,7.4,Richarlison,1359,2,5,3,18,0,0,0,2,1,0,8,185,272.4,174.9,493.0,94.1,156,16,134,20,33,16,61,16,,,,,2.0,,Richarlison de Andrade
,,222627,0,0,-2,2,0,1,-0.5,-0.5,0,João,0.0,167,False,,,43,222627.jpg,0.0,Virgínia,0.1,False,,a,7,11,0,1483,36,4608,60,0.0,0.0,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,546,68,533,46,513,42,556,68,,,,,,,João Virgínia
0.0,0.0,232826,0,0,-2,2,0,3,0.0,0.0,0,Anthony,0.0,168,False,Joined Preston North End on loan until the end of the season on 1/2,2021-02-02T00:00:25.947313Z,43,232826.jpg,1.0,Gordon,0.6,False,,u,7,11,3,112153,0,133905,2025,0.0,0.7,Gordon,87,0,0,0,0,0,0,0,0,0,0,0,11,14.4,12.7,4.0,3.1,427,183,373,182,397,187,429,187,,,,,,,Anthony Gordon
0.0,0.0,242058,0,0,-3,3,0,4,0.0,0.0,0,Moise,0.0,169,False,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03T00:30:17.828204Z,57,242058.jpg,1.0,Kean,0.2,False,,u,7,11,2,8011,0,36003,41,0.0,0.4,Kean,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,11.0,0.9,660,85,428,61,376,59,461,62,,,,,,,Moise Kean
0.0,0.0,480455,0,0,-1,1,0,2,0.0,0.0,0,Jarrad,0.0,170,False,Joined Blackburn Rovers on loan until the end of the season on 14/1,2021-01-14T23:00:22.063648Z,39,480455.jpg,0.0,Branthwaite,1.3,False,,u,7,11,0,140402,0,311418,2244,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,187,465,187,436,170,496,187,,,,,,,Jarrad Branthwaite
75.0,0.0,119765,0,0,-3,3,0,3,-0.4,0.0,0,Allan,0.0,502,False,Lack of match fitness - 75% chance of playing,2020-12-16T22:30:22.602548Z,52,119765.jpg,1.8,Marques Loureiro,0.6,False,,d,7,11,21,81704,9,166791,429,0.0,4.0,Allan,1028,0,0,2,16,0,0,0,4,0,0,0,140,177.4,99.0,27.0,30.5,222,91,206,125,332,163,276,128,,,,,,,Allan Marques Loureiro
100.0,100.0,60025,0,0,2,-2,1,3,6.7,3.1,7,James,3.6,508,False,,2020-12-11T14:00:19.148921Z,77,60025.jpg,4.5,Rodríguez,9.8,False,,a,7,11,68,3453595,89676,3716735,7289,0.5,8.8,Rodríguez,1194,5,3,1,21,0,0,0,3,0,0,7,304,375.0,413.2,280.0,107.0,76,24,30,25,75,43,43,28,1.0,,2.0,,,,James Rodríguez
100.0,100.0,121599,0,0,-3,3,2,3,5.5,2.5,10,Abdoulaye,3.0,512,False,,2021-01-14T23:30:25.835042Z,52,121599.jpg,3.0,Doucouré,0.9,False,,a,7,11,59,126145,13434,238506,995,0.6,11.3,Doucouré,1708,2,3,4,27,0,0,0,5,0,0,2,328,355.6,248.9,243.0,84.7,92,33,82,58,87,49,74,42,,,,,,,Abdoulaye Doucouré
100.0,100.0,495542,0,0,0,0,0,2,-0.5,-0.5,0,Niels,0.0,559,False,,2021-01-22T16:30:27.249165Z,40,495542.jpg,1.0,Nkounkou,0.2,False,,a,7,11,1,33774,201,29387,270,0.0,0.2,Nkounkou,68,0,0,0,1,0,0,0,1,0,0,0,6,13.8,5.3,1.0,2.0,428,166,404,152,418,155,441,166,,,,,,,Niels Nkounkou
100.0,100.0,198826,0,0,0,0,0,2,3.1,1.3,1,Ben,1.8,566,False,,2020-11-02T01:00:23.121685Z,50,198826.jpg,2.6,Godfrey,0.2,False,,a,7,11,36,42532,1743,29345,653,0.4,7.2,Godfrey,1229,0,1,3,15,0,0,0,4,0,0,1,215,240.0,50.0,27.0,31.8,173,68,279,79,331,115,272,91,,,,,,,Ben Godfrey
,,111782,0,0,0,0,0,1,1.1,0.3,1,Robin,0.8,573,False,,,45,111782.jpg,2.8,Olsen,0.1,False,,a,7,11,11,11239,2230,6745,498,0.2,2.4,Olsen,360,0,0,1,6,0,0,0,1,0,12,0,65,100.8,0.0,0.0,10.1,303,22,565,56,549,52,375,22,,,,,,,Robin Olsen
0.0,0.0,218997,0,0,0,0,0,4,0.0,0.0,0,Ellis,0.0,596,False,Joined Blackburn Rovers on loan until the end of the season on 20/1,2021-01-20T23:00:23.497026Z,45,218997.jpg,0.0,Simms,0.1,False,,u,7,11,0,11578,0,10599,167,0.0,0.0,Simms,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,581,67,572,71,556,68,588,72,,,,,,,Ellis Simms
,,461446,0,0,0,0,0,3,-0.5,-0.5,0,Tyler,0.0,644,False,,,45,461446.jpg,0.0,Onyango,0.0,False,,a,7,11,0,89,25,41,11,0.0,0.0,Onyango,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,602,238,592,239,579,238,608,240,,,,,,,Tyler Onyango
,,78007,0,0,0,0,0,4,1.5,0.5,1,Joshua,1.0,651,False,,,55,78007.jpg,1.0,King,0.1,False,,a,7,11,2,7388,1603,1688,890,0.2,0.4,King,12,0,0,0,0,0,0,0,0,0,0,0,2,2.6,0.8,0.0,0.3,462,58,434,63,653,84,473,63,,,,,,,Joshua King
100.0,100.0,126187,0,0,-1,1,0,3,3.5,1.5,3,Ruben,2.0,115,False,,2021-01-13T23:30:18.860000Z,59,126187.jpg,2.5,Loftus-Cheek,0.2,False,,a,8,54,42,21934,1560,26657,414,0.3,7.1,Loftus-Cheek,1182,1,0,7,13,0,0,0,1,0,0,0,120,129.2,150.5,306.0,58.7,275,117,161,102,68,37,147,77,,,,,,,Ruben Loftus-Cheek
,,40559,-1,1,-1,1,0,1,-0.5,-0.5,0,Fabricio,0.0,171,False,,,39,40559.jpg,0.0,Agosto Ramírez,1.5,False,,a,8,54,0,58618,10205,82476,1744,0.0,0.0,Fabri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478,36,457,7,425,2,488,36,,,,,,,Fabricio Agosto Ramírez
0.0,0.0,55038,0,0,-3,3,0,3,0.0,0.0,0,Kevin,0.0,172,False,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.518943Z,47,55038.jpg,0.0,McDonald,0.0,False,,u,8,54,0,939,0,5584,4,0.0,0.0,McDonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,615,244,607,245,594,243,620,245,,,,,,,Kevin McDonald
