assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,name,opponent_team,own_goals,penalties_missed,penalties_saved,position,red_cards,round,saves,selected,starts,team,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2022-11-06T16:30:00Z,0,Sepp van den Berg,18,0,0,0,Defender,0,15,0,17604,0,12,2,1,0.0,0,-351,0,351,40,False,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,154,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,Sepp van den Berg,17,0,0,0,Defender,0,16,0,17298,0,12,1,3,0.0,0,-316,0,316,40,True,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,162,0,0,0.0,0.0,2022-12-26T17:30:00Z,0,Sepp van den Berg,2,0,0,0,Defender,0,17,0,16397,0,12,3,1,0.0,0,-916,0,916,40,False,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,Sepp van den Berg,10,0,0,0,Defender,0,18,0,16244,0,12,1,2,0.0,0,-152,0,152,40,True,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,Sepp van den Berg,4,0,0,0,Defender,0,19,0,16120,0,12,1,3,0.0,0,-124,0,124,40,False,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,193,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Sepp van den Berg,5,0,0,0,Defender,0,20,0,15954,0,12,0,3,0.0,0,-161,0,161,40,False,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,Sepp van den Berg,6,0,0,0,Defender,0,21,0,15775,0,12,0,0,0.0,0,-185,0,185,40,True,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,Sepp van den Berg,20,0,0,0,Defender,0,22,0,15574,0,12,0,3,0.0,0,-194,0,194,40,False,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,227,0,0,0.0,0.0,2023-02-13T20:00:00Z,0,Sepp van den Berg,8,0,0,0,Defender,0,23,0,15479,0,12,0,2,0.0,0,-102,0,102,40,True,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2023-02-18T17:30:00Z,0,Sepp van den Berg,15,0,0,0,Defender,0,24,0,15398,0,12,2,0,0.0,0,-86,0,86,40,False,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,Sepp van den Berg,7,0,0,0,Defender,0,25,0,15235,0,12,0,0,0.0,0,-125,0,125,40,False,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,0,Sepp van den Berg,20,0,0,0,Defender,0,25,0,15235,0,12,0,2,0.0,0,-125,0,125,40,True,0
0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,256,0,0,0.0,0.0,2023-03-05T16:30:00Z,0,Sepp van den Berg,14,0,0,0,Defender,0,26,0,15196,0,12,0,7,0.0,0,-76,0,76,40,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,Nathaniel Phillips,9,0,0,0,Defender,0,1,0,19157,0,12,2,2,0.0,0,0,0,0,40,False,0
0,0,14,0,1.4,501,0.01,0.05,0.04,0.48,16,1,0,3.4,15.0,2022-08-15T19:00:00Z,62,Nathaniel Phillips,7,0,0,0,Defender,0,2,0,23010,1,12,1,1,18.0,2,-1038,1694,2732,40,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,Nathaniel Phillips,14,0,0,0,Defender,0,3,0,43288,0,12,1,2,0.0,0,11808,18654,6846,40,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,Nathaniel Phillips,3,0,0,0,Defender,0,4,0,48328,0,12,0,9,0.0,0,2188,9908,7720,40,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,Nathaniel Phillips,15,0,0,0,Defender,0,5,0,45851,0,12,1,2,0.0,0,-3787,3164,6951,40,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,Nathaniel Phillips,8,0,0,0,Defender,0,6,0,45415,0,12,0,0,0.0,0,-2386,3196,5582,40,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,Nathaniel Phillips,5,0,0,0,Defender,0,9,0,46098,0,12,3,3,0.0,0,-505,1777,2282,40,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Nathaniel Phillips,1,0,0,0,Defender,0,10,0,46447,0,12,2,3,0.0,0,-480,1728,2208,40,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,Nathaniel Phillips,13,0,0,0,Defender,0,11,0,46314,0,12,0,1,0.0,0,-730,1136,1866,40,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,Nathaniel Phillips,19,0,0,0,Defender,0,12,0,44151,0,12,0,1,0.0,0,-1412,597,2009,40,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,Nathaniel Phillips,16,0,0,0,Defender,0,13,0,44664,0,12,0,1,0.0,0,-847,563,1410,40,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,Nathaniel Phillips,11,0,0,0,Defender,0,14,0,44168,0,12,2,1,0.0,0,-857,747,1604,39,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2022-11-06T16:30:00Z,0,Nathaniel Phillips,18,0,0,0,Defender,0,15,0,45142,0,12,2,1,0.0,0,285,1804,1519,39,False,0
0,0,3,0,0.0,501,0.00,0.00,0.00,0.00,154,0,0,0.0,0.4,2022-11-12T15:00:00Z,3,Nathaniel Phillips,17,0,0,0,Defender,0,16,0,46418,0,12,1,3,0.0,1,803,2363,1560,39,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,162,0,0,0.0,0.0,2022-12-26T17:30:00Z,0,Nathaniel Phillips,2,0,0,0,Defender,0,17,0,53636,0,12,3,1,0.0,0,6296,14131,7835,39,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,Nathaniel Phillips,10,0,0,0,Defender,0,18,0,54041,0,12,1,2,0.0,0,117,1505,1388,39,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,Nathaniel Phillips,4,0,0,0,Defender,0,19,0,53209,0,12,1,3,0.0,0,-971,613,1584,39,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,193,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Nathaniel Phillips,5,0,0,0,Defender,0,20,0,53638,0,12,0,3,0.0,0,-448,1574,2022,39,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,Nathaniel Phillips,6,0,0,0,Defender,0,21,0,52736,0,12,0,0,0.0,0,-715,803,1518,39,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,Nathaniel Phillips,20,0,0,0,Defender,0,22,0,52452,0,12,0,3,0.0,0,-761,1261,2022,39,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,227,0,0,0.0,0.0,2023-02-13T20:00:00Z,0,Nathaniel Phillips,8,0,0,0,Defender,0,23,0,52083,0,12,0,2,0.0,0,-613,676,1289,39,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2023-02-18T17:30:00Z,0,Nathaniel Phillips,15,0,0,0,Defender,0,24,0,51607,0,12,2,0,0.0,0,-681,430,1111,39,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,Nathaniel Phillips,7,0,0,0,Defender,0,25,0,49109,0,12,0,0,0.0,0,-2008,631,2639,39,False,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,0,Nathaniel Phillips,20,0,0,0,Defender,0,25,0,49109,0,12,0,2,0.0,0,-2008,631,2639,39,True,0
0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,256,0,0,0.0,0.0,2023-03-05T16:30:00Z,0,Nathaniel Phillips,14,0,0,0,Defender,0,26,0,49351,0,12,0,7,0.0,0,-699,385,1084,39,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,Luke Chambers,9,0,0,0,Defender,0,1,0,0,0,12,2,2,0.0,0,0,0,0,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2022-08-15T19:00:00Z,0,Luke Chambers,7,0,0,0,Defender,0,2,0,2381,0,12,1,1,0.0,0,460,572,112,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,Luke Chambers,14,0,0,0,Defender,0,3,0,4348,0,12,1,2,0.0,0,322,889,567,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,Luke Chambers,3,0,0,0,Defender,0,4,0,5463,0,12,0,9,0.0,0,-132,623,755,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,Luke Chambers,15,0,0,0,Defender,0,5,0,6076,0,12,1,2,0.0,0,-276,463,739,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,Luke Chambers,8,0,0,0,Defender,0,6,0,7004,0,12,0,0,0.0,0,-103,621,724,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,Luke Chambers,5,0,0,0,Defender,0,9,0,8836,0,12,3,3,0.0,0,4,364,360,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Luke Chambers,1,0,0,0,Defender,0,10,0,9373,0,12,2,3,0.0,0,44,458,414,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,Luke Chambers,13,0,0,0,Defender,0,11,0,9660,0,12,0,1,0.0,0,-72,328,400,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,Luke Chambers,19,0,0,0,Defender,0,12,0,9842,0,12,0,1,0.0,0,-103,189,292,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,Luke Chambers,16,0,0,0,Defender,0,13,0,9909,0,12,0,1,0.0,0,-55,180,235,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,Luke Chambers,11,0,0,0,Defender,0,14,0,10068,0,12,2,1,0.0,0,-100,203,303,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2022-11-06T16:30:00Z,0,Luke Chambers,18,0,0,0,Defender,0,15,0,10205,0,12,2,1,0.0,0,-83,189,272,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,154,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,Luke Chambers,17,0,0,0,Defender,0,16,0,10452,0,12,1,3,0.0,0,40,299,259,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,162,0,0,0.0,0.0,2022-12-26T17:30:00Z,0,Luke Chambers,2,0,0,0,Defender,0,17,0,10939,0,12,3,1,0.0,0,59,750,691,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,Luke Chambers,10,0,0,0,Defender,0,18,0,11112,0,12,1,2,0.0,0,14,224,210,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,Luke Chambers,4,0,0,0,Defender,0,19,0,11108,0,12,1,3,0.0,0,-99,96,195,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,193,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Luke Chambers,5,0,0,0,Defender,0,20,0,11267,0,12,0,3,0.0,0,-90,228,318,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,Luke Chambers,6,0,0,0,Defender,0,21,0,11342,0,12,0,0,0.0,0,-90,115,205,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,Luke Chambers,20,0,0,0,Defender,0,22,0,11204,0,12,0,3,0.0,0,-310,112,422,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,227,0,0,0.0,0.0,2023-02-13T20:00:00Z,0,Luke Chambers,8,0,0,0,Defender,0,23,0,10853,0,12,0,2,0.0,0,-350,0,350,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2023-02-18T17:30:00Z,0,Luke Chambers,15,0,0,0,Defender,0,24,0,10648,0,12,2,0,0.0,0,-214,0,214,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,Luke Chambers,7,0,0,0,Defender,0,25,0,10440,0,12,0,0,0.0,0,-187,0,187,40,False,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,0,Luke Chambers,20,0,0,0,Defender,0,25,0,10440,0,12,0,2,0.0,0,-187,0,187,40,True,0
0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,256,0,0,0.0,0.0,2023-03-05T16:30:00Z,0,Luke Chambers,14,0,0,0,Defender,0,26,0,10337,0,12,0,7,0.0,0,-130,0,130,40,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,Stefan Bajcetic,9,0,0,0,Midfielder,0,1,0,0,0,12,2,2,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2022-08-15T19:00:00Z,0,Stefan Bajcetic,7,0,0,0,Midfielder,0,2,0,355,0,12,1,1,0.0,0,64,107,43,45,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,Stefan Bajcetic,14,0,0,0,Midfielder,0,3,0,663,0,12,1,2,0.0,0,103,223,120,45,False,0
0,0,6,0,1.6,564,0.02,0.02,0.00,0.00,36,0,0,0.5,3.8,2022-08-27T14:00:00Z,20,Stefan Bajcetic,3,0,0,0,Midfielder,0,4,0,722,0,12,0,9,0.0,1,-65,84,149,45,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,Stefan Bajcetic,15,0,0,0,Midfielder,0,5,0,795,0,12,1,2,0.0,0,-9,96,105,45,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,Stefan Bajcetic,8,0,0,0,Midfielder,0,6,0,897,0,12,0,0,0.0,0,-24,89,113,45,False,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,Stefan Bajcetic,5,0,0,0,Midfielder,0,9,0,1131,0,12,3,3,0.0,0,16,89,73,45,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Stefan Bajcetic,1,0,0,0,Midfielder,0,10,0,1170,0,12,2,3,0.0,0,-16,53,69,45,False,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,Stefan Bajcetic,13,0,0,0,Midfielder,0,11,0,1206,0,12,0,1,0.0,0,-16,45,61,45,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,Stefan Bajcetic,19,0,0,0,Midfielder,0,12,0,1206,0,12,0,1,0.0,0,-23,27,50,45,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,Stefan Bajcetic,16,0,0,0,Midfielder,0,13,0,1216,0,12,0,1,0.0,0,-4,35,39,44,False,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,Stefan Bajcetic,11,0,0,0,Midfielder,0,14,0,1227,0,12,2,1,0.0,0,-17,40,57,44,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2022-11-06T16:30:00Z,0,Stefan Bajcetic,18,0,0,0,Midfielder,0,15,0,1244,0,12,2,1,0.0,0,-6,46,52,44,False,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,154,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,Stefan Bajcetic,17,0,0,0,Midfielder,0,16,0,1293,0,12,1,3,0.0,0,25,60,35,44,True,0
0,0,25,0,0.4,564,0.00,0.59,0.58,0.14,162,0,1,8.2,38.4,2022-12-26T17:30:00Z,11,Stefan Bajcetic,2,0,0,0,Midfielder,0,17,0,1434,0,12,3,1,43.0,6,106,245,139,44,False,0
0,0,3,0,0.3,564,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,4,Stefan Bajcetic,10,0,0,0,Midfielder,0,18,0,4248,0,12,1,2,0.0,1,2599,3027,428,44,True,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,Stefan Bajcetic,4,0,0,0,Midfielder,0,19,0,4068,0,12,1,3,0.0,0,-130,477,607,44,False,0
0,0,0,0,0.0,564,0.00,0.00,0.00,0.00,193,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Stefan Bajcetic,5,0,0,0,Midfielder,0,20,0,3659,0,12,0,3,0.0,0,-464,395,859,44,False,0
0,0,6,1,25.8,564,0.23,0.23,0.00,1.59,207,0,0,3.6,8.2,2023-01-21T12:30:00Z,81,Stefan Bajcetic,6,0,0,0,Midfielder,0,21,0,3562,1,12,0,0,2.0,2,-166,382,548,44,True,1
0,0,8,0,2.8,564,0.04,0.04,0.00,1.52,220,3,0,1.0,7.0,2023-02-04T15:00:00Z,76,Stefan Bajcetic,20,0,0,0,Midfielder,0,22,0,3838,1,12,0,3,0.0,2,178,794,616,44,False,0
0,0,13,1,22.6,564,0.08,0.10,0.02,0.28,227,0,0,4.7,17.2,2023-02-13T20:00:00Z,89,Stefan Bajcetic,8,0,0,0,Midfielder,0,23,0,4062,1,12,0,2,7.0,3,157,504,347,44,True,0
0,0,1,0,1.0,564,0.01,0.02,0.02,1.51,237,0,0,0.8,3.2,2023-02-18T17:30:00Z,58,Stefan Bajcetic,15,0,0,0,Midfielder,0,24,0,9706,1,12,2,0,4.0,1,5430,5816,386,44,False,0
0,0,5,0,0.3,564,0.00,0.00,0.00,0.00,242,0,0,0.4,4.0,2023-02-25T19:45:00Z,6,Stefan Bajcetic,7,0,0,0,Midfielder,0,25,0,35147,0,12,0,0,0.0,1,22390,24959,2569,44,False,0
0,0,6,1,1.9,564,0.04,0.18,0.14,0.93,67,0,0,2.4,3.4,2023-03-01T20:00:00Z,78,Stefan Bajcetic,20,0,0,0,Midfielder,0,25,0,35147,1,12,0,2,19.0,2,22390,24959,2569,44,True,1
0,0,5,0,0.8,564,0.00,0.00,0.00,0.00,256,0,0,0.6,4.8,2023-03-05T16:30:00Z,12,Stefan Bajcetic,14,0,0,0,Midfielder,0,26,0,26865,0,12,0,7,0.0,1,-5317,1416,6733,44,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2022-08-15T19:00:00Z,0,Bobby Clark,7,0,0,0,Midfielder,0,2,0,0,0,12,1,1,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,Bobby Clark,14,0,0,0,Midfielder,0,3,0,238,0,12,1,2,0.0,0,80,110,30,45,False,0
0,0,1,0,0.3,584,0.09,0.09,0.00,0.00,36,0,0,0.2,0.0,2022-08-27T14:00:00Z,7,Bobby Clark,3,0,0,0,Midfielder,0,4,0,445,0,12,0,9,2.0,1,27,104,77,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,Bobby Clark,15,0,0,0,Midfielder,0,5,0,588,0,12,1,2,0.0,0,14,107,93,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,55,0,0,0.0,0.0,2022-09-03T11:30:00Z,0,Bobby Clark,8,0,0,0,Midfielder,0,6,0,723,0,12,0,0,0.0,0,-3,122,125,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,Bobby Clark,5,0,0,0,Midfielder,0,9,0,962,0,12,3,3,0.0,0,0,55,55,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,Bobby Clark,1,0,0,0,Midfielder,0,10,0,1059,0,12,2,3,0.0,0,0,70,70,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,106,0,0,0.0,0.0,2022-10-16T15:30:00Z,0,Bobby Clark,13,0,0,0,Midfielder,0,11,0,1105,0,12,0,1,0.0,0,-2,49,51,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,Bobby Clark,19,0,0,0,Midfielder,0,12,0,1118,0,12,0,1,0.0,0,-20,25,45,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,Bobby Clark,16,0,0,0,Midfielder,0,13,0,1144,0,12,0,1,0.0,0,-4,30,34,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2022-10-29T18:45:00Z,0,Bobby Clark,11,0,0,0,Midfielder,0,14,0,1176,0,12,2,1,0.0,0,-18,59,77,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2022-11-06T16:30:00Z,0,Bobby Clark,18,0,0,0,Midfielder,0,15,0,1186,0,12,2,1,0.0,0,-19,43,62,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,154,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,Bobby Clark,17,0,0,0,Midfielder,0,16,0,1232,0,12,1,3,0.0,0,3,44,41,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,162,0,0,0.0,0.0,2022-12-26T17:30:00Z,0,Bobby Clark,2,0,0,0,Midfielder,0,17,0,1283,0,12,3,1,0.0,0,-7,105,112,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,Bobby Clark,10,0,0,0,Midfielder,0,18,0,1303,0,12,1,2,0.0,0,5,45,40,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,Bobby Clark,4,0,0,0,Midfielder,0,19,0,1314,0,12,1,3,0.0,0,-6,23,29,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,193,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Bobby Clark,5,0,0,0,Midfielder,0,20,0,1326,0,12,0,3,0.0,0,-18,29,47,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,207,0,0,0.0,0.0,2023-01-21T12:30:00Z,0,Bobby Clark,6,0,0,0,Midfielder,0,21,0,1336,0,12,0,0,0.0,0,-3,33,36,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,Bobby Clark,20,0,0,0,Midfielder,0,22,0,1339,0,12,0,3,0.0,0,-17,27,44,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,227,0,0,0.0,0.0,2023-02-13T20:00:00Z,0,Bobby Clark,8,0,0,0,Midfielder,0,23,0,1367,0,12,0,2,0.0,0,7,22,15,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2023-02-18T17:30:00Z,0,Bobby Clark,15,0,0,0,Midfielder,0,24,0,1376,0,12,2,0,0.0,0,3,30,27,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,242,0,0,0.0,0.0,2023-02-25T19:45:00Z,0,Bobby Clark,7,0,0,0,Midfielder,0,25,0,1398,0,12,0,0,0.0,0,7,42,35,45,False,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2023-03-01T20:00:00Z,0,Bobby Clark,20,0,0,0,Midfielder,0,25,0,1398,0,12,0,2,0.0,0,7,42,35,45,True,0
0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,256,0,0,0.0,0.0,2023-03-05T16:30:00Z,0,Bobby Clark,14,0,0,0,Midfielder,0,26,0,1409,0,12,0,7,0.0,0,-1,21,22,45,True,0
0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,Harvey Davies,14,0,0,0,Goalkeeper,0,3,0,0,0,12,1,2,0.0,0,0,0,0,40,False,0
0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,Harvey Davies,3,0,0,0,Goalkeeper,0,4,0,339,0,12,0,9,0.0,0,77,108,31,40,True,0
0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2022-08-31T19:00:00Z,0,Harvey Davies,15,0,0,0,Goalkeeper,0,5,0,669,0,12,1,2,0.0,0,7,90,83,40,True,0
