id,goals,own_goals,shots,threat,minutes,Understat_id,team_id,position,player,h_a,yellow_card,red_card,roster_in,roster_out,key_passes,assists,creativity,xGChain,xGBuildup,positionOrder,team_h_name,team_a_name,team_name,opponent_team_name,team_h,team_a,team,opponent_team,fixture,round,in_FPL,element
414516,0,0,0,0.0,90,8089,83,DC,Kieran Tierney,a,0,0,0,0,0,0,0.0,0.25259533524513245,0.25259533524513245,3,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,17.0
414517,1,0,1,50.609731674194336,90,5613,83,DC,Gabriel Magalhaes,a,0,0,0,0,0,0,0.0,0.3469330966472626,0.3469330966472626,3,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,494.0
414518,0,0,0,0.0,90,492,83,DMR,Hector Bellerin,a,1,0,0,0,1,0,10.653381794691086,0.45708537101745605,0.3505515456199646,5,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,11.0
414519,0,0,0,0.0,90,1750,83,DML,Ainsley Maitland-Niles,a,0,0,0,0,0,0,0.0,0.25259533524513245,0.25259533524513245,6,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,15.0
414520,0,0,1,11.015225946903229,90,496,83,MC,Mohamed Naser El Sayed Elneny,a,0,0,0,0,0,0,0.0,0.45708537101745605,0.3469330966472626,9,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,526.0
414521,0,0,4,20.837053656578064,80,204,83,MC,Granit Xhaka,a,0,0,414525,0,1,0,8.170896768569946,1.0529390573501587,0.9957149624824524,9,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,9.0
414522,0,0,2,78.44159603118896,77,700,83,FWR,Willian Borges Da Silva,a,0,0,414527,0,3,2,63.45871090888977,0.999333381652832,0.2562137842178345,14,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,478.0
414523,1,0,2,82.82726407051086,88,3277,83,FW,Alexandre Lacazette,a,0,0,414526,0,1,0,11.015225946903229,1.0691125392913818,0.20087158679962158,15,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,6.0
414524,1,0,3,28.258055448532104,90,318,83,FWL,Pierre-Emerick Aubameyang,a,1,0,0,0,1,0,6.4352549612522125,0.3469330966472626,0.08170896768569946,16,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,4.0
414525,0,0,0,0.0,10,2446,83,Sub,Daniel Ceballos Fernandez,a,0,0,0,414521,0,0,0.0,0,0,17,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,501.0
414526,0,0,0,0.0,2,6482,83,Sub,Edward Nketiah,a,0,0,0,414523,0,0,0.0,0,0,17,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,22.0
414527,0,0,0,0.0,13,5656,83,Sub,Nicolas Pepe,a,0,0,0,414522,1,0,7.018397003412247,0,0,17,Fulham,Arsenal,Arsenal,Fulham,8,1,1,8,2,1,1,18.0
414559,0,0,0,0.0,90,2190,78,GK,Vicente Guaita,h,0,0,0,0,0,0,0.0,0,0,1,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,128.0
414560,0,0,0,0.0,90,510,78,DR,Joel Ward,h,0,0,0,0,0,0,0.0,0,0,2,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,134.0
414561,0,0,1,36.499735713005066,90,532,78,DC,Cheikhou Kouyate,h,0,0,0,0,0,0,0.0,0,0,3,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,133.0
414562,0,0,0,0.0,90,512,78,DC,Scott Dann,h,0,0,0,0,0,0,0.0,0,0,3,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,486.0
414563,0,0,0,0.0,90,8214,78,DL,Tyrick Mitchell,h,0,0,0,0,0,0,0.0,0,0,4,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,146.0
414564,0,0,0,0.0,90,775,78,MR,Andros Townsend,h,0,0,0,0,2,1,86.74679398536682,0.5024706125259399,0,8,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,137.0
414565,0,0,0,0.0,76,589,78,MC,James McCarthy,h,1,0,414571,0,0,0,0.0,0.5024706125259399,0.5024706125259399,9,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,131.0
414566,0,0,1,6.632621586322784,90,633,78,MC,James McArthur,h,0,0,0,0,1,0,41.716399788856506,0.41716399788856506,0,9,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,130.0
414567,0,0,0,0.0,83,757,78,ML,Jeffrey Schlupp,h,1,0,414570,0,0,0,0.0,0,0,10,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,142.0
414568,0,0,1,4.47278618812561,90,672,78,FW,Jordan Ayew,h,0,0,0,0,0,0,0.0,0,0,15,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,140.0
414569,1,0,2,91.96345806121826,90,522,78,FW,Wilfried Zaha,h,0,0,0,0,0,0,0.0,0.9196345806121826,0,15,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,141.0
414570,0,0,0,0.0,7,8706,78,Sub,Eberechi Eze,h,0,0,0,414567,0,0,0.0,0,0,17,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,489.0
414571,0,0,0,0.0,14,5549,78,Sub,Luka Milivojevic,h,0,0,0,414565,2,0,11.105407774448395,0,0,17,Crystal Palace,Southampton,Crystal Palace,Southampton,6,16,6,16,1,1,1,138.0
414572,0,0,0,0.0,90,635,74,GK,Alex McCarthy,a,0,0,0,0,0,0,0.0,0.41982200741767883,0.41982200741767883,1,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,363.0
414573,0,0,0,0.0,90,885,74,DR,Kyle Walker-Peters,a,1,0,0,0,1,0,35.24278998374939,0.4245344400405884,0.07210655510425568,2,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,375.0
414574,0,0,0,0.0,48,6042,74,DC,Jan Bednarek,a,0,0,414583,0,0,0,0.0,0,0,3,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,376.0
414575,0,0,1,8.946642279624939,90,1735,74,DC,Jack Stephens,a,0,0,0,0,0,0,0.0,0.1395006775856018,0.1395006775856018,3,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,367.0
414576,0,0,0,0.0,90,835,74,DL,Ryan Bertrand,a,0,0,0,0,1,0,6.78313821554184,0.0678313821554184,0,4,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,362.0
414577,0,0,0,0.0,79,8224,74,MR,William Smallbone,a,0,0,414585,0,0,0,0.0,0,0,8,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,379.0
414578,0,0,0,0.0,90,842,74,MC,Oriol Romeu Vidal,a,0,0,0,0,0,0,0.0,0.4245344400405884,0.4245344400405884,9,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,364.0
414579,0,0,2,8.455266803503036,90,843,74,MC,James Ward-Prowse,a,0,0,0,0,1,0,8.946642279624939,0.07210655510425568,0.07210655510425568,9,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,370.0
414580,0,0,2,13.95006775856018,90,790,74,ML,Nathan Redmond,a,0,0,0,0,0,0,0.0,0.1395006775856018,0,10,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,365.0
414581,0,0,3,44.27848756313324,90,986,74,FW,Danny Ings,a,0,0,0,0,1,0,6.739412248134613,0.5822855830192566,0.07210655510425568,15,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,366.0
414582,0,0,1,50.63690543174744,87,7700,74,FW,Che Adams,a,0,0,414584,0,1,0,7.210655510425568,0.1395006775856018,0.1395006775856018,15,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,377.0
414583,0,0,0,0.0,42,111,74,Sub,Jannik Vestergaard,a,0,0,0,414574,1,0,50.63690543174744,0,0,17,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,369.0
414584,0,0,0,0.0,3,839,74,Sub,Shane Long,a,0,0,0,414582,0,0,0.0,0,0,17,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,361.0
414585,0,0,0,0.0,11,7701,74,Sub,Moussa Djenepo,a,0,0,0,414577,0,0,0.0,0.3524278998374939,0.3524278998374939,17,Crystal Palace,Southampton,Southampton,Crystal Palace,6,16,16,6,1,1,1,382.0
414673,0,0,0,0.0,90,1257,87,GK,Alisson Ramses Becker,h,0,0,0,0,0,0,0.0,0.16090598702430725,0.16090598702430725,1,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,252.0
414674,0,0,0,0.0,90,1791,87,DR,Trent Alexander-Arnold,h,0,0,414685,0,2,0,7.094989717006683,0.1538739651441574,0.1538739651441574,2,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,259.0
414675,1,0,2,43.222299218177795,90,833,87,DC,Virgil van Dijk,h,0,0,0,0,0,0,0.0,0.2086174339056015,0.2086174339056015,3,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,250.0
414676,0,0,0,0.0,90,987,87,DC,Joseph Gomez,h,0,0,0,0,0,0,0.0,0.22544020414352417,0.22544020414352417,3,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,260.0
414677,0,0,0,0.0,90,1688,87,DL,Andrew Robertson,h,0,0,0,0,1,1,41.9312983751297,0.16465817391872406,0.16465817391872406,4,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,255.0
414678,0,0,1,9.406596422195435,60,5247,87,MC,Naby Keita,h,0,0,414684,0,0,0,0.0,0.38242650032043457,0.2883605360984802,9,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,261.0
414679,0,0,2,22.453662753105164,90,771,87,MC,Georginio Wijnaldum,h,0,0,0,0,2,0,17.831291258335114,0.4028495252132416,0,9,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,243.0
414680,0,0,1,1.9070252776145935,68,605,87,MC,Jordan Henderson,h,0,0,414686,0,0,0,0.0,0.07987149059772491,0.06080123782157898,9,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,244.0
414681,3,0,9,193.98267269134521,90,1250,87,FWR,Mohamed Salah,h,0,0,0,0,4,0,23.254287242889404,0.7550051212310791,0.22544020414352417,14,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,254.0
414682,0,0,2,13.016216456890106,90,482,87,FW,Roberto Firmino,h,1,0,0,0,0,0,0.0,0.41386696696281433,0.2837047874927521,15,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,249.0
414683,0,0,5,32.36539959907532,90,838,87,FWL,Sadio Mane,h,0,0,0,0,4,0,35.47976613044739,0.678451657295227,0.18148092925548553,16,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,251.0
414684,0,0,0,0.0,30,3420,87,Sub,Fabio Henrique Tavares,h,0,0,0,414678,0,0,0.0,0.05614548176527023,0.05614548176527023,17,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,253.0
414685,0,0,0,0.0,1,332,87,Sub,Joel Matip,h,0,0,0,414674,0,0,0.0,0,0,17,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,246.0
414686,0,0,0,0.0,22,6665,87,Sub,Curtis Jones,h,0,0,0,414680,1,0,3.0657855793833733,0.1815091222524643,0.1508512794971466,17,Liverpool,Leeds,Liverpool,Leeds,11,10,11,10,3,1,1,263.0
414687,0,0,0,0.0,90,8715,245,GK,Illan Meslier,a,0,0,0,0,0,0,0.0,0.05824599787592888,0.05824599787592888,1,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,213.0
414688,0,0,0,0.0,90,8716,245,DR,Luke Ayling,a,0,0,0,0,0,0,0.0,0.03137226775288582,0.03137226775288582,2,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,197.0
414689,0,0,1,3.137226775288582,90,6273,245,DC,Robin Koch,a,0,0,0,0,0,0,0.0,0.03137226775288582,0,3,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,491.0
414690,0,0,0,0.0,90,8717,245,DC,Pascal Struijk,a,0,0,0,0,0,0,0.0,0,0,3,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,211.0
414691,0,0,0,0.0,90,8718,245,DL,Stuart Dallas,a,0,0,0,0,0,0,0.0,0.13146540522575378,0.13146540522575378,4,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,200.0
414692,0,0,1,3.589872643351555,90,8719,245,DMC,Kalvin Phillips,a,0,0,0,0,2,1,8.96182656288147,0.1628376692533493,0.0732194110751152,7,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,204.0
414693,0,0,0,0.0,90,3428,245,MR,Helder Wander Sousa de Azevedo e Costa,a,0,0,0,0,1,1,7.32194110751152,0.10459167510271072,0.03137226775288582,8,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,205.0
414694,1,0,1,7.32194110751152,83,4381,245,MC,Mateusz Klich,a,0,0,414699,0,0,0,0.0,0.0732194110751152,0,9,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,198.0
414695,0,0,0,0.0,64,2164,245,MC,Pablo Hernandez Dominguez,a,0,0,414700,0,0,0,0.0,0,0,9,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,193.0
414696,1,0,1,5.824599787592888,90,8720,245,ML,Jack Harrison,a,0,0,0,0,0,0,0.0,0.05824599787592888,0,10,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,203.0
414697,1,0,2,7.107684016227722,64,822,245,FW,Patrick Bamford,a,0,0,414698,0,0,0,0.0,0.07107684016227722,0,15,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,202.0
414698,0,0,0,0.0,26,2381,245,Sub,Rodrigo Moreno,a,0,0,0,414697,0,0,0.0,0.0732194110751152,0.0732194110751152,17,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,492.0
414699,0,0,0,0.0,7,8721,245,Sub,Jamie Shackleton,a,0,0,0,414694,0,0,0.0,0.03137226775288582,0.03137226775288582,17,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,210.0
414700,0,0,0,0.0,26,1014,245,Sub,Tyler Roberts,a,0,0,0,414695,0,0,0.0,0,0,17,Liverpool,Leeds,Leeds,Liverpool,11,10,10,11,3,1,1,206.0
414733,0,0,0,0.0,90,706,81,GK,Lukasz Fabianski,h,0,0,0,0,0,0,0.0,0.07559920102357864,0.07559920102357864,1,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,431.0
414734,0,0,0,0.0,90,6891,81,DR,Ryan Fredericks,h,1,0,0,0,5,0,26.519110798835754,0.2446414679288864,0.07559920102357864,2,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,438.0
414735,0,0,0,0.0,90,3203,81,DC,Issa Diop,h,0,0,0,0,0,0,0.0,0.017781592905521393,0.017781592905521393,3,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,451.0
414736,0,0,1,1.188643742352724,90,528,81,DC,Angelo Ogbonna,h,0,0,0,0,0,0,0.0,0,0,3,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,432.0
414737,0,0,0,0.0,90,534,81,DL,Aaron Cresswell,h,0,0,0,0,0,0,0.0,0.19454768300056458,0.19454768300056458,4,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,435.0
414738,0,0,3,28.344058990478516,90,8288,81,DMC,Tomas Soucek,h,0,0,0,0,2,0,14.934119582176208,0.37571316957473755,0.20199663937091827,7,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,449.0
414739,0,0,0,0.0,90,5553,81,DMC,Declan Rice,h,0,0,0,0,1,0,4.956375434994698,0.2764236330986023,0.22685986757278442,7,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,448.0
414740,0,0,1,7.559920102357864,90,1776,81,AMR,Jarrod Bowen,h,0,0,414744,0,0,0,0.0,0.12516295909881592,0.049563754349946976,11,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,445.0
414741,0,0,0,0.0,68,533,81,AMC,Mark Noble,h,0,0,414746,0,1,0,1.188643742352724,0.22685986757278442,0.22685986757278442,12,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,427.0
414742,0,0,1,9.303253889083862,68,2335,81,AML,Pablo Fornals,h,0,0,414745,0,0,0,0.0,0.21819548308849335,0.12516295909881592,13,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,450.0
414743,0,0,4,18.817809224128723,90,531,81,FW,Michail Antonio,h,0,0,0,0,1,0,2.4375345557928085,0.21255344152450562,0,15,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,437.0
414744,0,0,0,0.0,1,1208,81,Sub,Felipe Anderson Pereira Gomes,h,0,0,0,414740,0,0,0.0,0.05036865919828415,0.05036865919828415,17,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,440.0
414745,0,0,2,14.349877834320068,22,6144,81,Sub,Sebastien Haller,h,0,0,0,414742,1,0,13.266780972480774,0.05036865919828415,0.05036865919828415,17,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,441.0
414746,0,0,3,8.212030678987503,22,6274,81,Sub,Andriy Yarmolenko,h,1,0,0,414741,0,0,0.0,0.06815025210380554,0,17,West Ham,Newcastle,West Ham,Newcastle,19,14,19,14,6,1,1,436.0
414747,0,0,0,0.0,90,780,86,GK,Karl Darlow,a,0,0,0,0,0,0,0.0,0.1353103071451187,0.1353103071451187,1,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,325.0
414748,0,0,0,0.0,90,1719,86,DR,Javier Manquillo,a,1,0,0,0,1,0,3.938620537519455,0.16930840909481049,0.12992221117019653,2,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,332.0
414749,0,0,0,0.0,90,708,86,DC,Federico Fernandez,a,0,0,0,0,0,0,0.0,0.1249198466539383,0.1249198466539383,3,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,323.0
414750,0,0,0,0.0,90,766,86,DC,Jamaal Lascelles,a,0,0,0,0,0,0,0.0,0.32523462176322937,0.32523462176322937,3,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,328.0
414751,0,0,0,0.0,90,7691,86,DL,Jamal Lewis,a,0,0,0,0,3,0,12.875334918498993,0.23230326175689697,0.1249198466539383,4,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,513.0
414752,0,0,1,2.349383942782879,76,101,86,MR,Allan Saint-Maximin,a,0,0,414758,0,0,0,0.0,0.3001856803894043,0.27669182419776917,8,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,338.0
414753,0,0,3,20.476658642292023,90,769,86,MC,Jonjo Shelvey,a,0,0,0,0,3,0,16.121338307857513,0.41164499521255493,0.21431687474250793,9,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,321.0
414754,0,0,0,0.0,90,6062,86,MC,Isaac Hayden,a,1,0,0,0,0,0,0.0,0.3072628974914551,0.3072628974914551,9,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,336.0
414755,1,0,1,10.354991257190704,90,1746,86,ML,Jeff Hendrick,a,0,0,0,0,1,1,78.70321273803711,1.2004947662353516,0.30991265177726746,10,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,485.0
414756,0,0,4,24.52252507209778,89,537,86,FW,Andy Carroll,a,0,0,414760,0,1,0,2.349383942782879,0.37196052074432373,0.1249198466539383,15,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,320.0
414757,1,0,4,91.57854914665222,86,468,86,FW,Callum Wilson,a,0,0,414759,0,2,0,16.85543805360794,1.2322783470153809,0.16930840909481049,15,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,506.0
414758,0,0,1,3.0982693657279015,14,87,86,Sub,Joelinton Cassio Apolinario de Lira,a,0,0,0,414752,1,0,7.339939475059509,0.10438208281993866,0,17,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,340.0
414759,0,0,1,13.531030714511871,4,7420,86,Sub,Miguel Almiron,a,0,0,0,414757,1,1,10.354991257190704,0.23886021971702576,0.10354991257190704,17,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,339.0
414760,0,0,0,0.0,1,7078,86,Sub,Sean Longstaff,a,0,0,0,414756,0,0,0.0,0.1353103071451187,0.1353103071451187,17,West Ham,Newcastle,Newcastle,West Ham,19,14,14,19,6,1,1,480.0
414976,0,0,0,0.0,90,978,76,GK,Sam Johnstone,h,0,0,0,0,0,0,0.0,0,0,1,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,417.0
414977,0,0,1,2.839081548154354,70,4391,76,DR,Darnell Furlong,h,0,0,414987,0,1,0,14.022679626941681,0.1402267962694168,0,2,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,422.0
414978,0,0,0,0.0,90,8756,76,DC,Dara O'Shea,h,0,0,0,0,0,0,0.0,0.1402267962694168,0.1402267962694168,3,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,425.0
414979,0,0,0,0.0,90,964,76,DC,Kyle Bartley,h,0,0,0,0,0,0,0.0,0,0,3,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,412.0
414980,0,0,0,0.0,90,4490,76,DC,Oluwasemilogo Adesewo Ibidapo Ajayi,h,1,0,0,0,0,0,0.0,0,0,3,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,419.0
414981,0,0,0,0.0,90,545,76,DL,Kieran Gibbs,h,0,0,0,0,0,0,0.0,0.17667905986309052,0.17667905986309052,4,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,407.0
414982,0,0,3,10.39927527308464,90,7153,76,MR,Matheus Pereira,h,0,0,0,0,1,0,2.839081548154354,0.05599195510149002,0,8,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,481.0
414983,0,0,0,0.0,70,8757,76,MC,Romaine Sawyers,h,0,0,414988,0,0,0,0.0,0,0,9,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,413.0
414984,0,0,0,0.0,90,1689,76,MC,Jake Livermore,h,0,0,0,0,1,0,3.64522747695446,0.0364522747695446,0.0364522747695446,9,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,409.0
414985,0,0,1,14.022679626941681,90,6651,76,ML,Grady Diangana,h,0,0,0,0,1,0,1.7775053158402443,0.1944541186094284,0.17667905986309052,10,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,446.0
414986,0,0,0,0.0,61,4476,76,FW,Callum Robinson,h,0,0,414989,0,0,0,0.0,0.1402267962694168,0.1402267962694168,15,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,358.0
414987,0,0,0,0.0,20,5562,76,Sub,Rekeem Harper,h,0,0,0,414977,0,0,0.0,0,0,17,West Brom,Leicester,West Brom,Leicester,18,9,18,9,5,1,1,426.0
