,Name,Team,Position,xA per fixture adj,xA per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33,GW32,GW31,GW30,GW29*,GW29,GW28,GW27*,GW27,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21,GW20*,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW6,GW5,GW4,GW3,GW2,GW1
11,Morgan Gibbs-White,Nott'm Forest,Midfielder,21.886951461631096,22.478490690323827,38,37,36.932958665885856,,0.0,,5.214023120997239,57.07549699320608,,0.0,13.513071318719604,34.305270840206546,56.06682763046504,0.0,1.6113898098761827,45.986753395618415,7.261970231443561,,16.326501030438983,12.422218754436107,,20.324625068612786,151.58661289046012,,0.0,,8.733324479956261,35.154603611771634,,79.05735441011345,,2.7061288396726297,31.15592268900769,0.0,25.140958398658114,48.11944542891974,8.885625165960628,36.46622250933927,13.179077941339074,5.628222002597024,5.342861579296812,42.23910458943043,4.110873429453486,8.451922779656943,0.0,11.487272459361314,0.0,0.0,7.217515477080689
12,Harry Kane,Spurs,Forward,20.44195011345644,20.44195011345644,38,38,6.054642367586024,,33.01661181647503,,0.0,13.268678048995492,,36.533970329409016,156.40706602758,0.0,10.47423663739981,11.646793624975123,,0.0,0.0,,0.0,11.46097970074883,,0.0,39.443079227916726,,8.441656938296589,,10.99030348228174,0.0,0.0,54.55898267940753,,62.910546299244565,0.0,0.0,30.415561371513707,3.708707237238349,1.92495770847283,62.48675537773831,3.876224332428797,33.8214418772479,1.4402480244781963,0.0,23.763959922532706,47.79550793307115,0.0,15.129117276084338,11.630367882118138,63.99147877712693,21.602229410976847
13,Dwight McNeil,Everton,Midfielder,20.11941093051949,21.237155982215015,38,36,15.481106159357331,,52.990142907923975,,53.88643213308877,108.14220153342,,15.42299813809212,0.0,1.6961645712415578,65.96705245329866,8.53760364285224,,8.558695287701617,5.189508386168352,,2.9045313400412915,5.832126899114197,85.77760988756623,34.28271222605093,50.23489265331959,,4.3295380229225735,,98.21492888292454,1.3996611943889923,,0.0,,0.0,0.0,8.883486773962307,1.444981019528323,4.46522176926846,0.0,0.0,0.0,8.487624851392493,6.057214678970945,103.14005872508221,0.0,2.003320680409843,0.0,4.1044155666713396,0.0,4.37630024097869,2.727084734003116
14,Jack Grealish,Man City,Midfielder,19.907145279908327,27.01684002273273,38,28,0.0,0.0,0.0,,0.0,0.0,100.03906360391939,9.307545355200673,38.380540968088816,,0.0,44.21828121284544,,52.02143202315963,,,17.651573203994815,83.01101386989318,,0.0,15.516660409907855,9.608485834606753,37.31870381900981,,10.469985743437773,32.06768683575602,23.384933777414666,0.0,,75.72606406563834,0.0,51.668602776118476,0.0,0.0,13.59326744565745,11.689107575494168,,0.0,37.72396643348969,11.707211864619904,10.491411776724705,0.0,0.0,0.0,0.0,15.077353204745632,55.79862883679319
15,James Maddison,Leicester,Midfielder,19.732205126858577,24.994126494020865,38,30,6.990173221889265,,11.403724174193338,,0.0,36.039019347094026,,89.21979713324566,69.40772331042076,0.0,14.679687948823581,2.52181544773338,29.558842654320188,0.0,48.69101339899603,,104.2307245232849,92.53788571638377,,0.0,19.244769257592225,,10.631953747979251,,13.230224262178538,0.0,,0.0,,0.0,0.0,0.0,0.0,37.45902527420027,60.85293829160859,3.443487066693232,0.0,9.304611377189937,15.776105239323382,33.81106768112626,14.00294141568998,0.0,5.4920048447572904,0.0,1.8853956821612183,5.089072444342216,14.319791359398627
16,Bukayo Saka,Arsenal,Midfielder,18.740013627667786,18.740013627667786,38,38,10.125287729512943,,6.581195189048797,,1.8155404656544742,9.295759501004346,,19.709956265575414,0.0,45.4191589936729,0.0,50.69558093993212,,0.0,20.06793568806884,,4.0491111426476625,8.948724307698507,31.865905794711942,9.210489576693423,0.0,45.9057640469943,60.09577829508433,,12.995217497469113,31.836097670595926,,7.614591171149103,,7.760972911974049,11.395491407340149,70.48768273658207,22.763353635576923,96.54923589287833,17.457905827477177,0.0,,8.12450902702574,0.0,14.435762789756314,13.540523899212424,1.2575307042246466,21.77225104955939,7.50600835892086,13.548032688053787,29.289162647279845,0.0
17,Andrew Robertson,Liverpool,Defender,18.08332583449816,20.210775932674416,38,34,0.0,,8.500706879627495,,5.075344973895344,0.0,0.0,13.531720949930335,52.862407013182036,51.19160533768701,0.0,74.60098757510329,0.0,0.0,,,34.50130799226122,72.73077819223228,0.0,0.0,64.24337555998036,,1.2724112742424432,,2.39147279531013,0.0,,1.6467225418854223,,0.0,11.441459393542681,81.79897122941244,57.61776546633054,9.14753570742949,44.68358165666849,38.976392675408256,0.0,0.0,0.0,0.0,,16.142234652745532,20.339420707403693,3.8764447170019563,20.593734419649763,0.0,0.0
18,Michael Olise,Crystal Palace,Midfielder,17.91591989361075,18.400133944789417,38,37,46.783601637908475,,2.3623402345398126,,24.247432930982153,10.421196251453123,,8.595150223919342,5.429087305912822,5.674565893456418,11.106962846344471,125.73498619686025,,10.1983748204785,0.0,4.271763062446039,19.03087826725471,0.0,,20.813914470062677,65.77913364814644,,18.641066368603393,,70.03792191515022,0.0,23.541466568869893,6.247076582839833,,13.232416465398618,44.18919257300614,0.0,3.1620548002143023,11.086809530083078,9.502966623537551,0.0,44.88078332445988,0.0,29.794401322922063,15.877489522895202,,10.792593375578656,13.023657611886636,0.0,0.0,6.345671581997824,0.0
19,Joe Willock,Newcastle,Midfielder,17.905043247067322,19.439761239673093,38,35,0.0,,0.0,60.96689657106806,13.943350100337064,16.29250522696835,,10.426809402101226,55.299829710578116,92.51282731893454,0.0,0.0,9.795827466043596,0.0,53.355139263905706,,26.827781357507845,9.034028056238867,,,0.0,,0.0,,0.0,8.732084638303753,,0.0,,0.0,0.0,12.519122491179555,1.4906789971114682,49.13117764069877,0.0,53.17466694513974,0.0,0.0,0.0,161.77759494836965,8.083238088365668,0.0,6.455121014754857,12.935360220591386,10.408786767710765,0.0,7.228817162649237
20,Kaoru Mitoma,Brighton,Midfielder,17.72748238453529,20.413464564010333,38,33,0.0,1.9837429088236633,63.02532467987969,3.337706338765537,0.0,86.21946842939565,9.576933406963496,9.589576977000139,7.263199481883433,,19.576950830379705,5.212065497349475,42.6570540102795,1.9317942002190867,,15.992781530951321,78.74031569881747,12.495524357349044,,,5.294274120787445,,0.0,,0.0,42.30588127122714,,0.0,,2.1527139516701657,0.0,0.0,0.0,19.0050808779427,108.93523484174548,0.0,0.0,56.61223513233741,7.293944663498858,0.0,,0.0,3.4773742874386016,0.0,0.0,70.96515311763605,0.0
21,Jarrod Bowen,West Ham,Midfielder,17.260624782092886,17.260624782092886,38,38,33.01340209111988,,45.109167691194166,,0.0,4.043341299483483,0.0,0.0,0.0,61.89357912478931,0.0,34.13225799102031,70.5340451958274,0.0,,,13.444978994920296,0.0,,47.62122746252566,14.309193589424547,,64.3026994699558,,16.145006050638873,45.3130204716944,,4.547740648618919,,6.586171746979474,34.771836211895575,0.0,13.962349295786725,3.6696604107361352,0.0,0.0,58.625867419876855,24.559987068835827,5.7205417934039495,17.253732463276705,13.747282859110914,8.136164634862787,5.777527106770347,0.0,8.682960626781307,0.0,0.0
22,Ivan Perisic,Spurs,Defender,17.008830261704848,19.009869116023065,38,34,0.0,,0.0,,2.3791457319338623,0.0,,30.456186777130934,56.70366256464589,11.289213410810524,74.30572951133614,20.493005821328122,,24.21421266457505,10.369662861965644,,0.0,2.3512327033623053,,0.0,0.0,,12.79983544567622,,16.81795093282582,2.250271343956246,0.0,0.0,,60.8969122596124,5.219364435685498,15.584825804671198,0.0,54.81751763511695,40.64989208525566,2.696959299592962,0.0,44.486321997162875,0.0,18.645839847404112,9.051299268601683,0.0,13.973697338268227,0.0,59.48465751157677,56.39815269228928,0.0
23,Pervis Estupinan,Brighton,Defender,16.932260134229605,17.416038995207593,36,35,0.0,84.09214569282754,13.528908108844032,11.801929718743994,77.87393900473035,2.600923855588701,15.923970238097938,48.861482565306055,0.0,,2.835763333261956,4.7500802146906045,18.890555675636893,24.031613106500966,,15.92238354691077,0.0,13.976867934201614,,,9.880754350460649,,76.69069351487431,,0.0,7.89179044004518,,3.9719890196837997,,4.753399390658463,0.0,16.792443589936827,0.0,1.1868727092541584,22.540056615307137,0.0,0.0,22.610638152073076,0.0,38.448065448986796,,0.0,0.0,25.87416760104311,43.82993100460074,,
24,Son Heung-min,Spurs,Midfielder,16.647786839863716,17.57266388652281,38,36,36.45687962660898,,53.5157447589978,,0.0,0.0,,27.97930504888673,12.206959262683316,24.721452733001602,14.266324737978735,12.910265608883584,,3.322512571542294,41.90185575718837,,29.046014937787998,22.486115640166094,,11.002057121847159,8.363923083039829,,0.0,,75.45862173978587,5.05940076261362,0.0,11.843597543136568,,5.370537123579775,7.259749802330788,10.350590590624392,0.0,0.0,68.04486528469101,6.53899028575181,4.286566870456759,7.638391961287207,56.94344531742189,5.479127473537482,0.0,29.569219822673666,0.0,16.84998893589751,0.0,1.3747579073285612,22.3686376050917
25,Alex Iwobi,Everton,Midfielder,16.567067163607774,16.567067163607774,38,38,4.092038502233947,,4.992465317263839,,0.0,109.98202548189334,,28.339068384462323,17.034658262452567,30.73665631525487,4.217967447381605,12.424231200770965,,30.42807996953813,1.7090502714956142,,12.97341697431461,3.164526235872016,0.0,10.729609337363149,9.867670229131871,,26.370342950794605,,16.78495748143398,0.0,,2.6858947795803485,,2.144905650166471,0.0,2.037596121607791,24.438754073862594,51.978124302610354,3.355447552432432,103.66451318627972,0.0,0.0,16.881031676681175,6.111886147665046,14.145246394489048,11.638216034213846,21.740277228133714,5.8022114999102055,13.738232439378933,8.331098990795144,17.008351777630946
26,Erling Haaland,Man City,Forward,16.223905073489508,17.614525508360035,38,35,0.0,53.37434219808416,0.0,,0.0,0.0,36.891502518074326,10.776207841984538,40.58969256565848,,13.537999145934773,0.0,,0.0,,,0.0,14.574172458351914,,0.0,0.0,0.0,53.90439872013206,,7.048073480197278,0.0,0.0,0.0,,2.612291423005947,0.0,30.440284717843703,62.08973099412729,0.0,0.0,7.204079693699897,,7.814436031810294,31.657356291282923,125.28257235002927,0.0,45.75028642218102,0.0,0.0,38.447899638523815,34.513066301679586,0.0
27,Jacob Ramsey,Aston Villa,Midfielder,15.979281207939119,17.348933882905328,38,35,125.78106449271208,,0.0,,10.364566849329076,33.80902262164749,,0.0,10.229841960017131,10.545812765850844,121.92589578536356,45.087746534973164,5.48364200093859,2.7860075139385185,12.168331414973592,,69.96566850534936,0.0,,0.0,3.9201413860246137,,0.0,,4.827740411355087,14.382787481977797,,16.771977576051924,,0.0,0.0,0.0,0.0,32.0934584471458,0.0,0.0,0.0,0.0,4.33621124675869,9.615457453629428,0.0,14.908295005871004,28.561523455267984,6.900071135194774,5.007632463749461,6.403518149698274,11.336271243868232
28,James Ward-Prowse,Southampton,Midfielder,15.708635014804376,15.708635014804376,38,38,0.0,,17.66562276989701,,0.0,77.5061112836577,,0.0,1.5449281918601252,7.788589562734716,0.0,18.507457989524386,,2.44546101773747,25.26995328335254,0.0,10.107193178313485,9.629340678847855,,12.553360827111886,7.820868366886822,,17.825339583853516,,1.7603354357850707,55.1399962271936,,14.49434070749832,,14.453709391838107,9.515075106981389,14.724493798513315,33.85007455686226,28.74999659570306,32.9273089553868,3.169014599235869,0.0,1.1478193684535256,2.5065637303279713,39.55988323295982,1.6251449723870792,4.593155699008252,27.52495602009325,18.46783816994285,69.99990193464104,0.0,14.054295325977094
29,Leandro Trossard,Arsenal,Midfielder,15.381369791751387,16.235890335737576,38,36,42.67805091116687,,10.20587919233941,,9.5116024132413,0.0,,23.581034207039004,8.843755305812751,7.097110295875489,0.0,0.0,,64.84181356331013,79.52373082784268,,85.34628337346481,0.0,44.317600732103834,24.338987806446895,1.6719542361229314,6.070035359043463,4.579338630822613,,0.0,0.0,,0.0,,0.0,0.0,12.703993024331623,10.671683052671845,39.885129807387635,0.0,0.0,13.560472594473362,27.186422773692026,3.2655970395545646,0.0,,21.999784058791185,3.895434736125308,12.154862153381748,8.502206033322063,0.0,18.059289958189243
30,Dango Ouattara,Bournemouth,Midfielder,15.183723930633903,15.183723930633903,19,19,0.0,,36.16763576274351,,0.0,16.42018931681546,,0.0,0.0,6.271232210206427,3.704368601455299,10.637849300510265,14.106618134086315,0.0,0.0,,36.15956329905398,0.0,,5.163785128623045,0.0,,152.38630564861822,,0.0,7.473207279931671,,,,,,,,,,,,,,,,,,,,,
31,Darwin Nunez Ribeiro,Liverpool,Forward,14.964779224670975,19.609021053017138,38,29,0.0,,0.0,,0.0,1.7745407372476152,4.374794659319691,0.0,0.0,0.0,0.0,84.34959178125035,2.7028120514905107,0.0,,,0.0,0.0,44.170421480632484,0.0,0.0,,54.59700632327689,,10.43268313075723,10.934908417494384,,0.0,,0.0,52.69060357336018,7.914704471935911,67.08933099990789,59.241438315248196,39.54034493413684,0.0,0.0,82.32395587468042,0.0,0.0,,8.5689501512333,0.0,0.0,0.0,0.0,37.95552363552501
32,Riyad Mahrez,Man City,Midfielder,14.941315603031004,18.925666430505938,38,30,8.288073425866253,9.623654938929032,4.653329743743617,,11.38363261119181,22.744532041956614,64.08029858239864,37.21152856069688,0.0,,13.536668148180427,5.075607791253135,,79.3094423739212,,,0.0,0.0,,4.166527330708314,0.0,0.0,12.06441506969551,,0.0,51.01947281629805,77.36696317307438,0.0,,0.0,90.34968200031331,53.2148731666274,0.0,0.0,0.0,5.2695996051642675,,0.0,0.0,0.0,5.681395017107641,0.0,2.7865733735351284,2.6204611190058276,0.0,5.938147369020745,1.3851146564899217
33,Leon Bailey,Aston Villa,Midfielder,14.751421871546663,16.986485791477975,38,33,82.1050061641137,,0.0,,61.36760818076279,9.48735943545715,,0.0,0.0,0.0,0.0,10.34164910072382,2.13674927959858,0.0,59.4439864399442,,9.47181618868844,11.1071201983483,,0.0,0.0,,0.0,,5.028700164681702,9.797304361089996,,0.0,,6.806376118109564,0.0,0.0,0.0,11.832224581058341,20.072359888972972,67.46022658885413,2.572225324110074,108.81624994008023,0.0,6.015536103524772,0.0,0.0,0.0,0.0,40.60866722850422,35.172286172320106,0.9105796598301796
34,Phil Foden,Man City,Midfielder,14.713203309256182,17.471928929741715,38,32,16.090200809075412,123.57566808161214,9.423656322516551,,11.444373636858568,1.6637840492101597,0.0,0.0,15.243221068720224,,0.0,0.0,,0.0,,,5.066773267309762,4.481454558520841,,90.28213070389769,9.58101400251792,0.0,0.0,,0.0,0.0,0.0,0.0,,5.319552534825842,0.0,0.0,17.993315414905684,0.0,0.0,0.0,,8.071090114953677,45.165421468286986,0.0,2.6510843640136836,0.0,51.653641457379614,66.91782925213785,14.635467097202772,9.048747051536274,50.79330049625313
35,Allan Saint-Maximin,Newcastle,Midfielder,14.685779165486116,22.322384331538895,38,25,61.619483249376344,,2.833693864630908,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,78.95971018418817,127.37439783660685,0.0,,27.358150870905032,0.0,,,42.35501600778612,,8.497711092440282,,0.0,0.0,,0.0,,0.0,6.8520068813797,0.0,0.0,1.6850481258070111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.021125667376464,187.01833176787136,4.656214571454407,1.828718168649783
36,Dejan Kulusevski,Spurs,Midfielder,14.516892023156778,18.38806322933192,38,30,8.868101360391202,,34.43085550258787,,0.0,0.0,,5.776058270979949,0.0,4.14163926592017,3.288040961618218,2.5480896537813487,,1.2884952190185093,73.37663069939717,,0.0,23.364689377304714,,10.028987538708643,12.396911202195868,,0.0,,0.0,3.90516357413665,111.33415508519059,6.205010130239476,,0.0,0.0,7.3983525612122465,60.059014637649106,8.90013607048844,0.0,0.0,0.0,0.0,0.0,0.0,50.13537137762068,0.0,12.858775570192282,22.44752153435971,38.10233088032605,0.0,50.7875664066388
37,Willian Borges da Silva,Fulham,Midfielder,14.475846919867477,17.69270179094914,33,27,41.35580345995383,,56.713716990646695,,7.733516321476565,60.55435376039533,39.187456041990735,0.0,0.0,0.0,42.70541881028581,10.3872091535939,,0.0,,,0.0,0.0,,3.1456653807689494,1.6065073549496818,,51.01838461470724,,20.59534663691032,0.0,,0.0,2.9352337305109923,29.427852896775,3.969259895803917,0.0,9.577704265334818,2.5838992984749822,9.953785098821207,41.47692899473102,30.460496397000252,3.769251625295888,0.0,0.0,8.545157627199602,0.0,,,,,
38,Danny Welbeck,Brighton,Forward,14.449194943573122,17.71191638244447,38,31,0.0,138.65637453175228,7.680227392953437,0.0,5.943566184836141,0.0,17.02778226293854,56.92983007558101,0.0,,9.45497974232496,4.704104209111922,0.0,6.500856465890757,,0.0,0.0,0.0,,,0.0,,0.0,,4.337576185771484,55.86927568421922,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.030326364011415,0.0,5.741590839810974,79.46719044526523,,0.0,25.502891717367255,17.010847941738028,5.44096593529999,2.4541854135150145,70.31683646339108
39,Pedro Porro,Spurs,Defender,14.159894173290533,16.047880063062603,17,15,45.35066799247764,,10.616874314973222,,7.512078090059247,71.75472733461984,,8.262664215899651,1.6204668184413773,16.47933786684628,31.354648671648995,0.0,,5.948493874197085,19.76907660056122,,16.213498822362272,5.835666343852252,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
40,Ivan Toney,Brentford,Forward,14.013585062055176,16.13685552600293,38,33,0.0,,0.0,,0.0,2.992941336128008,,8.680407555309495,0.0,41.938177609777334,0.0,0.0,55.227165315878544,14.262069218866673,0.0,25.215347308087065,0.0,0.0,,,0.0,,72.72562330579419,,26.35503692843542,0.0,,0.0,,0.0,32.56410246379127,0.0,8.387182506392062,0.0,0.0,31.354457525354068,0.0,41.212510024592696,6.701591397847786,0.0,8.139408464840495,0.0,34.775658210117,4.129611947501371,3.983387481714998,106.0304744738098,7.841079283858405
41,Cody Gakpo,Liverpool,Midfielder,13.0625448739077,13.684570820284259,22,21,41.523297223416876,,8.35884214711575,,49.38566952856516,0.0,1.7209613464083306,68.32896991161182,8.38100924160586,0.0,42.72415765445781,16.430408818499355,0.0,0.0,,,5.642053273355974,14.077944333761865,0.0,7.899338854706874,0.0,,13.833738009766874,,9.069596882696874,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,
42,Alexandre Moreno Lopera,Aston Villa,Defender,13.058842378256738,13.746149871849198,20,19,0.0,,0.0,,59.46898824548914,6.187458853897151,,0.0,4.270275016822534,0.0,60.075599343449625,16.314901093308475,11.651208480548998,0.0,16.018710131519104,,49.01785823305446,5.572515857342819,,0.0,15.689454682331391,,0.0,,0.0,6.815616367752998,,10.094261259618106,,,,,,,,,,,,,,,,,,,
43,Granit Xhaka,Arsenal,Midfielder,13.029885848682154,13.382044925673563,38,37,0.0,,0.0,,14.732257488565072,18.646128462677872,,43.02930416749162,1.5059824750584327,0.0,4.317482796041419,0.0,,31.12595137787324,3.5943316057198254,,8.783407694971151,0.0,0.0,4.2818697412927005,0.0,0.0,15.4928274832174,,7.832065152274248,85.26332466142694,,41.98407965870855,,23.127316201378825,13.816818583919828,13.676322877565942,0.0,0.0,16.906232449355485,20.646534063887774,,0.0,0.0,5.217948502340168,77.75687628884982,1.3723214561724106,5.215215165971858,13.93117828075825,9.218156776057755,8.74151698295904,4.9202118553861105
44,Jack Harrison,Leeds,Midfielder,13.000770369479168,13.723035390005789,38,36,12.954934115527035,,1.2505594429168727,,0.0,0.0,,12.840203436016333,101.58798544866,1.9366980344791307,33.17429611153369,1.9025040049191502,9.202995072099093,0.0,0.0,,13.69088607896895,9.0471346941315,,7.923357472166168,3.578584234709992,,15.346463657694903,7.217567105802574,0.0,0.0,,27.356907737782194,,18.017958602724914,16.548926703589615,0.0,0.0,4.4886204920671,2.5902220072756688,5.8212271985273905,0.0,39.15470273336673,6.691036510528406,0.0,,8.233690157709864,8.140100011711699,7.872114114373594,9.930355074159602,46.809108374389616,60.72013541237663
45,Christian Eriksen,Man Utd,Midfielder,12.695087516753334,17.22904734416524,38,28,4.55435317485362,11.394557286575882,12.334295078822928,,10.464062066497156,0.0,0.0,7.237990737513159,63.15425234024255,,14.990111255167925,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,11.83229291350857,62.51259147060445,,38.787797839998305,5.5444246458625015,10.16889697173262,29.243692206726063,7.842810916309399,62.23528003036173,5.757050148064832,0.0,0.0,0.0,7.950816679739262,,84.75664602092345,0.0,15.980962457141931,0.0,0.0,15.67044139598042
