,Name,Team,Position,xG per fixture adj,xG per game adj,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33,GW32,GW31,GW30,GW29*,GW29,GW28,GW27*,GW27,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21,GW20*,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW6,GW5,GW4,GW3,GW2,GW1
1,Erling Haaland,Man City,Forward,85.35996590563273,92.67653441182982,38,35,0.0,136.707951476644,13.947496942022186,,58.262476663087945,112.41089322325402,89.64002111559913,76.16163438674269,144.69705445107013,,115.96416731885968,100.07319046142834,,0.0,,,169.16627218715985,24.827398934575772,,78.59205155948446,87.68651755996066,98.98005517126498,55.972806960439975,,0.0,170.3114283930996,120.50732839342699,12.038021909801921,,59.94241529647048,68.86597467819,129.14285576807399,5.091941970599092,75.63701636819252,0.0,128.10373577378812,,55.508055223896385,64.27393432555142,115.25559635828412,13.605755280502814,89.30476846414044,148.86164628977278,177.98299249370234,206.23197509085423,18.313934597626513,221.6093393264767
2,Ivan Toney,Brentford,Forward,63.115985022399016,72.67901305609584,38,33,0.0,,0.0,,0.0,5.874546451188811,,3.909349651542044,3.7812314363885418,55.20077469896538,55.03668425454749,247.9817856957228,11.32100341428158,49.32838259874291,12.184095189557302,80.66592628576149,43.134491614701695,65.98751399191957,,,9.81921692563636,,166.91410652162594,,23.786346017241133,5.181955693201368,,63.8898661558768,,0.0,89.37607510144451,142.87859923196342,465.59376146274053,0.0,58.81779536734839,0.7702861588976385,90.58287755667948,151.59194545377983,109.52055430970118,68.38956512226368,17.644262106840063,102.42756986847748,38.13794133852456,41.04578724418285,56.0938676295242,1.7765486158614892,59.76271768603151
3,Mohamed Salah,Liverpool,Midfielder,61.79964918874158,61.79964918874158,38,38,125.08510823120898,,9.287352628833055,,78.6101164852462,111.42636279638722,90.90300399531014,100.7603570729783,10.263433204031884,52.287180529921585,43.07198737417889,334.4086148591534,0.0,29.03258714743973,,,68.66702667756313,70.2337955982303,64.58317883735613,29.146264440917907,22.798689367582142,,78.80621025116406,,15.575885170953962,5.832878817644822,,3.9241372340504643,,6.21697689180285,71.00175344133724,114.95757306763191,80.22102471834427,109.88481629289744,62.89041598792261,25.24924376851607,54.908045022904005,120.34624004704847,4.626684820078838,76.12741305108992,,17.404406935686833,9.512646042109685,144.18429389616864,16.975468131898236,58.92533666640472,30.250159670186253
4,Harry Kane,Spurs,Forward,61.01669195647569,61.01669195647569,38,38,71.36835737576345,,15.722534850222116,,109.49622601167201,37.27091219328773,,29.613389411632145,22.496839990584498,69.70504259734173,48.86202616802092,26.628426624811606,,98.15523657239957,69.1358498201087,,77.79522031629027,25.899178239070086,,64.3386033829596,36.59905467566855,,5.029756174614592,,187.073057286733,59.952570486665195,30.954947036176883,63.74466691643525,,77.37533956204796,12.479156079391549,42.418151910174515,54.778333284612266,16.305088914163182,50.08465345399461,97.92305616513816,55.706345002086906,114.60790156734632,69.86527618195129,117.08286585654547,60.52085627484619,67.83923261252185,29.314473329464676,122.08669964593999,81.94883693253807,85.83884333261233,12.617288110242889
5,Marcus Rashford,Man Utd,Midfielder,51.85842601839902,56.303433962833225,38,35,64.84056789488665,168.62333794920008,0.0,,0.0,20.44490650318572,34.61203549007064,41.64958369745931,87.88328049958068,,0.0,127.94311123031638,60.256829642050356,0.0,,,19.380889152761508,58.38608221176033,,,102.8332096821184,,25.461262832969307,11.576597135069091,100.8882564124998,11.941992498644286,46.27101059927183,241.80500165185106,,58.44483365922689,72.48119011320003,22.36869986564062,40.20789446174613,0.0,75.26345993154492,43.812474458099196,77.85102703222361,86.15607326090586,5.524364964494369,0.0,,104.3610043831457,14.071836972614177,5.906475886803265,84.7274006426178,9.882539772242053,44.76295821096247
6,Callum Wilson,Newcastle,Forward,49.27718640809085,60.40429301636942,38,31,0.0,,88.339661875753,158.45180952244812,144.85979979234048,0.0,,206.50729988695815,60.56080902067264,59.20168573504508,0.0,14.257263807527393,104.26081574332208,58.56697099597864,0.0,,0.0,16.54521178794098,,,37.83815850926251,,0.0,,61.78630535429451,36.98719933313462,,49.82612464842641,,21.303452033486284,0.0,0.0,0.0,5.3821006198420305,212.5756835078098,76.82186451972044,13.237093967767919,19.20764868620648,77.07917984332181,132.50548163688578,0.0,0.0,0.0,0.0,157.36778665141816,0.0,59.06367602788922
7,Ollie Watkins,Aston Villa,Forward,46.258450683554344,47.50867908040716,38,37,79.92676427082512,,76.43090067140325,,59.46898824548914,40.58696727667702,,0.0,24.23883253592448,42.59778635416439,159.20483905989641,60.52345274529491,42.51952979893868,63.844249299446986,45.53212722883994,,114.6202989500735,40.09677502263258,,128.46035933286822,13.183810550583782,,15.903557303501,,79.36660514713216,51.44663310747339,,0.0,,0.0,35.18351760636287,68.94566281554859,0.0,0.0,0.0,244.0895951718723,18.18606112126103,59.41940345209757,16.805569162140603,55.13770251766874,7.137924089604881,23.88993049528063,0.0,9.750316457637261,39.747202235712656,41.575763948713366,0.0
8,Aleksandar Mitrovic,Fulham,Forward,43.58965832850343,69.01695902013044,38,24,144.3265973101429,,172.40984575966314,,33.57137568161947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,21.94002915056363,7.02208292659612,,0.0,0.0,,77.96419800022996,,1.0644795033535641,12.679512312630115,,125.50083987866907,0.0,45.278040363102406,69.6761888302529,91.36118367448653,0.0,0.0,47.932440500568774,39.2240354072896,211.27883642608464,82.08870874292039,0.0,0.0,11.462978610084575,21.12548298162141,49.40436708095561,48.28737858887623,169.36094051921398,81.90687950729304,91.5405947269125
9,Gabriel Fernando de Jesus,Arsenal,Forward,40.68724946980791,59.46597999433463,38,26,35.40781282254441,,19.026878402531853,,9.144108261715646,18.083868726556734,,95.00988799926495,0.0,76.98791245224074,93.23896455958675,90.99786403458987,,151.00543719970247,8.58616064913817,,29.199062028863672,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,55.460650342548625,51.10720665565166,68.14417108820963,72.16972794697463,,30.85318948591751,22.458972429530377,161.74309604402197,90.63905897469344,5.539877503382256,133.89757057783532,20.34485124326875,10.57326553882032,176.52602229343603,19.9698625916748
10,Darwin Nunez Ribeiro,Liverpool,Forward,38.09444719801918,49.91686184568031,38,29,0.0,,0.0,,0.0,57.1500689801742,6.633373325825844,0.0,0.0,42.52160350528288,29.206969344491494,41.86078680112603,2.967317996294466,0.0,,,1.7243657925408724,146.8574606847312,36.58182123166626,0.0,60.364271048392524,,27.411230322952793,,39.529947534971,10.746810641725085,,0.0,,94.85685160757004,74.97509499737407,149.79147877651624,100.19227039740396,36.50958568429565,34.17493964471276,0.0,68.24372395122674,62.015870395503384,68.08525300263385,4.413969713465122,,31.211133980970327,0.0,0.0,0.0,90.40911136867014,129.15368279421222
