,Name,Team,Position,xG per fixture,xG per game,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33,GW32,GW31,GW30,GW29*,GW29,GW28,GW27*,GW27,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21,GW20*,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW6,GW5,GW4,GW3,GW2,GW1
11,Kai Havertz,Chelsea,Forward,33.6225362200486,36.504467896052766,38,35,0.0,47.071266174316406,15.541879832744598,,0.0,45.63504159450531,,17.803187668323513,0.0,,0.0,10.968899726867676,131.46899938583374,77.72259712219237,111.10299825668336,,73.92770051956177,52.36489772796631,,0.0,0.0,,3.1690500676631927,,79.63259816169739,17.2107994556427,,114.72400426864624,52.49149799346924,4.563609883189201,10.119999945163727,99.06920194625854,5.75890988111496,5.4287198930978775,67.3412024974823,0.0,6.470479816198349,8.599629998207092,105.3030014038086,12.984800338745115,,11.91760003566742,14.84919935464859,0.0,0.0,56.457602977752686,17.957000434398648
12,Alexis Mac Allister,Brighton,Midfielder,30.348007812311774,32.94926562479564,38,35,3.586866706609726,1.1961115524172783,6.6457599401474,0.0,2.52281054854393,91.01330041885376,79.7661066055298,10.93440130352974,22.164615988731388,,66.07180237770079,9.560249745845796,4.2601700872182855,97.08539843559264,,13.938799500465393,73.21770191192627,97.88690209388731,,,65.40470123291016,,151.17599964141849,,0.0,5.065999925136566,,14.52299952507019,,4.235269874334334,0.0,0.0,33.67939889431,28.61810028553009,0.0,1.2946300208568573,4.778619855642318,5.221080034971237,8.364319801330566,0.0,,90.63130021095276,76.11690163612366,0.0,77.88699865341188,2.7643999084830284,3.6125801503658295
13,Cody Gakpo,Liverpool,Midfielder,29.793361642143942,31.212093148912704,22,21,94.93304491043092,,0.920172780752182,,11.295795440673828,9.298968315124512,18.04301142692566,8.405257016420363,5.901975184679031,30.69476783275604,86.79559826850891,3.1137000769376755,0.0,6.393949687480927,,,9.273230284452437,49.92280006408691,0.0,45.78210115432739,82.10170269012451,,93.21539998054504,,2.4650100618600845,90.42400121688844,,6.473469734191895,,0.0,,,,,,,,,,,,,,,,,
14,Bukayo Saka,Arsenal,Midfielder,29.73697277668275,29.73697277668275,38,38,24.38320368528366,,4.654540494084358,,8.404929935932161,16.695722937583927,,36.445572972297676,5.232009664177895,56.589633226394646,95.3607976436615,0.0,,0.0,30.15440106391907,,0.0,73.16049933433533,55.048400163650506,8.508670330047607,26.25330090522766,76.11690163612366,30.62979876995087,,18.91980022192001,25.835499167442322,,7.008080184459686,,10.260999947786333,46.697300672531135,43.28649938106537,0.0,8.30300971865654,10.332199931144713,6.997130066156387,,6.820940226316452,188.5540008544922,21.082900464534763,21.602800488471985,57.378500699996955,58.489102125167854,15.429799258708956,4.208730161190033,7.901389896869659,23.257899284362797
15,Gabriel Martinelli Silva,Arsenal,Midfielder,27.731932591842977,29.272595513612032,38,36,0.0,,0.0,,0.0,52.5013267993927,,0.0,0.0,31.929513812065125,9.776940196752546,41.980698704719536,,31.647300720214844,5.974959954619408,,140.3290033340454,30.13679981231689,104.26700115203856,30.713900923728946,62.78330087661743,0.0,15.885700285434725,,0.0,26.82609856128693,,11.07100024819374,,14.493300020694733,80.53050041198729,5.447379872202873,9.460809826850893,6.744749844074249,19.87860053777695,13.598300516605375,,4.895750060677528,47.98049926757813,10.310199856758118,9.547829627990724,29.893100261688232,21.074600517749783,38.32589983940125,53.26480269432068,4.649470001459123,87.8940999507904
16,Bryan Mbeumo,Brentford,Forward,26.581014788366463,26.581014788366463,38,38,35.25486290454865,,54.2987585067749,,102.25478410720824,2.9806448146700864,,14.200392365455627,24.561892449855804,46.07764482498169,4.167729988694192,0.9742150083184242,0.0,8.059719949960709,14.369100332260132,33.973601460456855,3.1948700547218323,86.75180077552795,,,2.5544499978423123,,0.0,,75.08820295333862,0.0,,3.92897017300129,,102.09499597549437,1.2521700002253056,7.937119901180267,13.355299830436707,77.38519906997679,34.21649932861328,64.79809880256653,44.753199815750115,5.464940145611763,11.559300124645233,1.7681200057268145,8.968579769134521,41.119599342346184,0.0,24.811699986457825,10.675700008869173,33.54479968547821,13.681599497795105
17,Jarrod Bowen,West Ham,Midfielder,26.326920552865456,26.326920552865456,38,38,7.283002138137817,,42.12193489074707,,0.0,18.290998041629788,29.98482286930084,0.0,5.222879722714423,5.988499894738197,37.963700294494636,14.151999354362488,4.9122098833322525,39.833199977874756,,,3.5300098359584813,7.594359666109085,,33.73109996318817,10.94909980893135,,7.644270360469817,,0.0,160.9609961509705,,18.671099841594696,,0.0,24.800999462604523,0.0,17.14400053024292,4.118189960718155,57.98500180244446,6.496070325374602,77.44010090827942,6.467320024967194,192.53400564193728,35.09489893913269,24.06020015478134,3.1572699546813965,54.83160018920898,14.493900537490845,14.523600041866302,14.530999958515167,3.910639882087708
18,Patrick Bamford,Leeds,Forward,25.722402417542117,34.908974709521445,38,28,0.0,,0.0,,96.17927670478821,7.809672504663467,,57.693570852279656,56.30927085876465,60.642707347869866,0.0,5.003720149397849,119.99499797821044,0.0,6.1980798840522775,,11.289600282907484,0.0,,14.37460035085678,12.812399864196776,,38.0946010351181,0.0,12.982100248336792,0.0,,48.78639876842499,,0.0,0.0,0.0,0.0,0.0,2.579580061137676,42.64259934425354,45.58939933776856,129.1849970817566,37.8491997718811,5.083920061588287,,91.20879769325256,10.192999988794329,0.0,0.0,22.256900370121002,42.69190132617951
19,Son Heung-min,Spurs,Midfielder,25.257619538981665,26.660820624480646,38,36,15.2458056807518,,49.17917251586914,,0.0,30.524888634681698,,62.200790643692024,111.43494844436646,16.3127139210701,78.9346992969513,2.0935000851750374,,0.0,12.873099744319914,,36.87390089035034,15.202899277210234,,0.0,33.729299902915955,,2.7465900406241417,,2.2251199930906296,0.0,5.332709848880769,65.01280069351196,,47.00010120868683,7.934209704399109,9.886170178651811,0.0,0.0,26.53520107269287,54.58260178565979,2.294600009918213,23.585900664329532,6.506919860839844,0.0,43.33289861679077,64.9042010307312,15.2647003531456,12.29349970817566,26.83990001678467,35.147500038146966,43.758198618888855
20,Danny Welbeck,Brighton,Forward,25.132044179267005,30.807021897166006,38,31,0.0,21.009987592697144,15.542902052402495,2.4558439850807194,3.2337546348571777,28.393948078155518,8.488116413354874,89.055734872818,0.0,,65.12539982795714,13.482199609279633,9.815979748964311,74.20240044593811,,2.7754899114370346,30.513501167297363,9.901099652051926,,,0.0,,0.0,,95.9547996520996,55.45129776000977,,69.82470154762268,,0.0,0.0,0.0,0.0,2.9593799263238907,0.0,5.334239825606347,99.14010167121887,29.88820075988769,14.33199942111969,82.09969997406006,,28.92749905586243,48.82610142230988,0.0,0.0,14.014700055122375,34.26859974861145
21,Alexander Isak,Newcastle,Forward,25.09957631783826,39.93114414201541,35,22,21.87287211418152,,26.039278507232666,14.041729271411894,5.385451763868332,51.54876708984375,,0.0,15.361343324184418,73.92934560775755,8.50277990102768,39.971500635147095,23.015899956226352,26.31179988384247,158.98000001907351,,33.740600943565376,12.188699841499329,,,5.356710031628608,,9.062489867210386,,0.0,41.23010039329529,,67.88700222969054,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23039722442627,113.95000219345093,43.87840032577515,0.0,,,
22,Bruno Borges Fernandes,Man Utd,Midfielder,24.698570253033388,25.366099178791046,38,37,42.91791021823882,88.41695785522461,19.88763958215713,,37.3130887746811,9.855712205171583,11.050470918416977,38.66740465164185,75.04606246948242,,31.487300992012024,42.439600825309746,1.8636999651789663,0.0,,,3.9269298315048218,9.289079904556273,,,12.00689971446991,,52.01619863510132,34.07669961452484,76.11690163612366,0.0,20.540900528430942,39.1057014465332,,18.45269948244095,25.65400004386902,14.986799657344818,12.291400134563446,0.0,1.3801800087094307,3.7084899842739114,24.49200004339218,5.3156398236751565,0.0,2.098359912633896,,35.60410141944885,0.0,86.72299981117249,44.54779922962189,9.223660081624985,8.042380213737488
