assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,total_points,yellow_cards,id,gameweek,fixture,team,teamAgainst,side
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,533,6,53,6,10,home
0,0,10,1,24.4,0,0,4.1,False,10.4,90,0,0,0,0,0,6.0,3,0,537,6,58,4,13,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,539,6,54,7,20,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,540,6,58,13,4,home
0,0,8,0,15.3,1,0,2.9,False,8.4,45,0,0,0,0,0,5.0,1,0,541,6,51,1,2,home
0,0,26,0,1.6,2,1,9.5,False,34.6,90,0,0,0,0,0,59.0,5,1,11,6,51,1,2,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,12,6,51,1,2,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,13,6,51,1,2,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,26,6,51,2,1,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,44,6,58,4,13,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,45,6,58,4,13,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,46,6,58,4,13,away
0,1,30,0,0.8,1,1,6.0,False,37.8,90,0,0,0,0,0,21.0,7,0,67,6,59,3,16,away
0,0,2,0,3.2,1,0,2.8,False,4.6,90,0,0,0,0,0,20.0,2,0,68,6,59,3,16,away
0,0,0,0,12.4,1,0,1.9,False,2.4,76,0,0,0,0,0,4.0,2,0,69,6,59,3,16,away
0,0,24,0,1.0,0,1,5.2,False,32.0,28,0,0,0,0,0,19.0,5,0,70,6,55,15,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,71,6,59,3,16,away
0,0,5,1,3.0,0,0,5.6,False,0.0,78,0,0,0,0,0,54.0,2,0,90,6,52,5,14,home
0,3,53,1,14.4,0,2,19.8,True,72.6,90,0,0,0,0,0,111.0,13,0,91,6,52,5,14,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,92,6,52,5,14,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,110,6,53,6,10,home
0,0,5,0,11.3,1,0,3.6,False,5.8,21,0,0,0,0,0,19.0,1,0,129,6,54,7,20,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,130,6,54,7,20,home
0,0,2,0,10.0,1,0,3.2,False,2.0,35,0,0,0,0,0,20.0,1,0,146,6,55,7,,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,147,6,55,8,15,home
0,0,0,0,11.2,1,0,6.0,False,4.2,90,0,0,0,0,0,45.0,2,0,166,6,56,9,17,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,167,6,56,9,17,home
0,3,30,0,12.6,1,1,11.7,False,46.2,90,0,0,0,0,0,58.0,9,0,187,6,53,10,6,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,188,6,53,10,6,away
1,0,40,1,38.1,0,1,14.8,False,53.4,90,0,0,0,0,0,56.0,9,0,210,6,57,11,18,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,211,6,57,11,18,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,232,6,60,12,19,away
0,0,5,0,12.5,1,0,2.3,False,4.6,60,0,0,0,0,0,6.0,2,0,233,6,60,12,19,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,234,6,60,12,19,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,260,6,58,13,4,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,261,6,58,13,4,home
0,0,2,0,2.4,2,0,5.0,False,4.0,90,0,0,0,0,0,44.0,2,0,278,6,52,14,5,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,279,6,52,14,5,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,298,6,55,15,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,303,6,55,15,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,312,6,59,16,3,home
0,0,4,0,10.3,1,0,5.5,False,1.0,13,0,0,0,0,0,44.0,1,0,313,6,59,16,3,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,314,6,59,16,3,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,315,6,59,16,3,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,316,6,59,16,3,home
0,2,28,0,2.9,2,1,13.9,False,50.4,90,0,0,0,0,0,86.0,8,0,338,6,56,17,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,339,6,56,17,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,362,6,57,18,11,away
0,0,1,0,0.3,7,0,5.2,False,10.4,76,0,0,0,0,0,41.0,1,1,363,6,57,18,11,away
0,0,3,0,10.3,1,0,5.5,False,5.2,13,0,0,0,0,0,39.0,1,0,364,6,57,18,11,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,365,6,57,18,11,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,385,6,60,19,12,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,386,6,60,19,12,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,387,6,60,19,12,home
0,0,14,0,41.6,1,0,8.2,False,13.2,75,0,0,0,0,0,27.0,2,0,409,6,54,20,7,away
0,3,25,0,18.0,1,1,13.7,False,45.2,90,0,0,0,0,0,74.0,9,0,410,6,54,20,7,away
0,1,29,0,1.1,3,1,8.0,False,36.4,90,0,0,0,0,0,42.0,7,0,428,6,51,2,1,away
0,0,2,0,3.1,0,0,0.5,False,0.0,15,0,0,0,0,0,2.0,1,0,434,6,52,14,5,away
1,0,17,0,23.5,2,0,4.0,False,4.2,76,0,0,0,0,0,12.0,5,0,437,6,59,16,3,home
0,0,2,0,0.8,0,0,0.2,False,1.0,11,0,0,0,0,0,0.0,1,0,451,6,52,5,14,home
0,0,6,1,4.7,0,0,2.1,False,8.4,90,0,0,0,0,0,8.0,2,0,457,6,60,19,12,home
0,0,-5,0,0.8,2,0,2.7,False,1.4,76,0,0,0,0,0,25.0,2,0,460,6,53,6,10,home
0,0,-3,0,0.1,0,0,0.4,False,0.0,13,0,0,0,0,0,8.0,1,0,461,6,53,6,10,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,464,6,53,10,6,away
0,0,2,1,23.8,0,0,6.3,False,4.6,90,0,0,0,0,0,35.0,2,0,466,6,58,13,4,home
0,0,-2,1,1.8,0,0,2.3,False,2.6,68,0,0,0,0,0,19.0,1,1,468,6,54,7,20,home
0,0,3,0,0.1,0,0,0.0,False,0.2,14,0,0,0,0,0,0.0,1,0,487,6,54,20,7,away
0,0,2,0,18.8,2,0,9.8,False,0.0,90,0,0,0,0,0,80.0,2,0,496,6,55,8,15,home
0,0,7,1,2.6,0,0,0.8,False,5.8,83,0,0,0,0,0,0.0,2,0,501,6,55,15,8,away
0,0,3,1,4.2,0,0,9.9,False,0.0,81,0,0,0,0,0,95.0,2,0,502,6,58,4,13,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,504,6,51,1,2,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,509,6,56,17,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,512,6,57,18,11,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,514,6,60,19,12,home
0,0,3,0,10.6,0,0,1.9,False,4.2,8,0,0,0,0,0,4.0,1,0,520,6,58,13,4,home
0,0,1,0,4.8,0,0,2.5,False,2.0,20,0,0,0,0,0,18.0,1,0,534,6,58,4,13,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,535,6,59,16,3,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,538,6,52,14,5,away
0,0,13,0,0.0,1,0,1.9,False,18.6,90,0,0,0,0,3,0.0,3,0,14,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,27,7,61,2,5,home
0,1,28,0,0.0,2,0,6.5,False,64.8,90,0,0,0,0,8,0.0,4,0,47,7,63,4,6,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,48,7,63,4,6,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,72,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,73,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,74,7,62,3,19,home
0,0,10,0,0.0,2,0,0.7,False,6.6,90,0,0,0,0,1,0.0,1,0,93,7,61,5,2,away
0,0,9,0,0.0,2,0,0.6,False,6.4,90,0,0,0,0,1,0.0,1,0,94,7,61,2,5,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,95,7,61,5,2,away
0,0,23,1,0.0,0,0,1.8,False,18.0,90,0,0,0,0,1,0.0,6,0,111,7,63,6,4,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,112,7,63,6,4,home
0,2,27,1,0.0,0,0,2.7,True,27.4,90,0,0,0,0,3,0.0,9,0,131,7,64,7,14,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,132,7,64,7,14,home
0,0,22,0,0.0,3,0,4.1,False,41.0,90,0,0,0,0,6,0.0,3,0,148,7,65,8,11,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,149,7,65,8,11,home
0,0,19,1,0.0,0,0,0.3,False,3.4,90,0,0,0,0,0,0.0,6,0,168,7,66,9,13,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,169,7,66,9,13,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,170,7,66,9,13,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,189,7,68,10,15,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,190,7,68,10,15,away
0,0,22,0,0.0,1,0,4.7,False,47.2,90,0,0,0,0,6,0.0,4,0,212,7,65,11,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,213,7,65,11,8,away
0,1,17,0,0.0,1,0,3.1,False,31.0,90,0,0,0,0,4,0.0,4,0,235,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,236,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,237,7,67,12,1,home
0,0,9,0,0.0,5,0,1.1,False,10.8,90,0,0,0,0,1,0.0,0,0,262,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,263,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,264,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,280,7,64,14,7,away
0,0,8,0,0.0,1,0,0.1,False,1.4,68,0,0,0,0,0,0.0,2,0,281,7,64,14,7,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,299,7,68,15,10,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,317,7,69,16,17,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,318,7,69,16,17,away
0,0,11,0,0.0,2,0,1.8,False,17.8,90,0,0,0,0,2,0.0,1,0,319,7,69,16,17,away
0,0,17,0,0.0,1,0,2.6,False,25.8,90,0,0,0,0,5,0.0,3,0,340,7,69,17,16,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,341,7,69,17,16,home
0,0,10,0,0.0,2,0,1.2,False,12.0,90,0,0,0,0,1,0.0,1,0,366,7,70,18,20,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,367,7,70,18,20,away
0,0,3,0,0.0,1,0,0.0,False,0.0,33,0,0,0,0,0,0.0,1,0,388,7,62,19,3,away
0,2,29,1,0.0,0,0,3.9,False,38.6,90,0,0,0,0,5,0.0,9,0,411,7,70,20,18,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,412,7,70,20,18,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,413,7,70,20,18,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,427,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,429,7,61,2,5,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,436,7,68,15,10,home
0,0,6,0,0.0,1,0,0.4,False,4.0,21,0,0,0,0,1,0.0,1,0,449,7,64,14,7,away
0,0,11,0,0.0,1,0,2.0,False,20.4,56,0,0,0,0,3,0.0,2,0,450,7,62,19,3,away
0,0,12,0,0.0,1,0,1.7,False,16.8,90,0,0,0,0,3,0.0,3,0,471,7,68,15,10,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,474,7,61,2,5,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,479,7,65,8,11,home
0,0,17,0,0.0,2,0,3.0,False,30.2,90,0,0,0,0,4,0.0,2,0,494,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,495,7,61,5,2,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,513,7,70,18,20,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,521,7,68,15,10,home
0,0,22,1,0.0,0,0,1.6,False,15.8,90,0,0,0,0,2,0.0,5,1,526,7,68,10,15,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,530,7,68,10,15,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,531,7,68,10,15,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,543,7,69,17,16,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,548,7,69,16,17,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,1,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,2,7,67,1,12,away
0,0,11,0,2.3,1,0,1.5,False,13.0,90,0,0,0,0,0,0.0,2,0,3,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,4,7,67,1,12,away
0,0,7,0,0.3,1,0,1.5,False,14.6,90,0,0,0,0,0,0.0,2,0,5,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,6,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,7,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,8,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,9,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,10,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,22,7,61,2,5,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,23,7,61,2,5,home
0,0,3,0,0.8,2,0,0.2,False,1.0,28,0,0,0,0,0,0.0,0,0,24,7,61,2,5,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,25,7,61,2,5,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,37,7,63,4,6,away
0,0,14,0,25.3,2,0,4.4,False,18.4,90,0,0,0,0,0,0.0,1,0,38,7,63,4,6,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,39,7,63,4,6,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,40,7,63,4,6,away
0,0,6,0,26.6,2,0,4.8,False,15.0,45,0,0,0,0,0,6.0,0,0,41,7,63,4,6,away
0,0,12,0,0.3,2,0,0.9,False,8.8,90,0,0,0,0,0,0.0,1,0,42,7,63,4,6,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,43,7,63,4,6,away
0,0,12,0,0.0,2,0,2.0,False,20.0,90,0,0,0,0,0,0.0,0,1,58,7,62,3,19,home
1,1,28,0,10.4,2,0,6.9,False,33.0,90,0,0,0,0,0,26.0,5,0,59,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,60,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,61,7,62,3,19,home
0,0,3,0,0.3,0,0,0.1,False,0.4,1,0,0,0,0,0,0.0,1,0,62,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,63,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,64,7,62,3,19,home
0,0,17,0,86.3,2,0,11.5,False,28.2,90,0,0,0,0,0,0.0,0,1,65,7,62,3,19,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,66,7,62,3,19,home
0,0,9,0,0.0,2,0,2.7,False,19.8,90,0,0,0,0,0,7.0,1,0,83,7,61,5,2,away
0,0,10,0,0.3,2,0,3.4,False,27.0,90,0,0,0,0,0,7.0,0,1,84,7,61,5,2,away
1,0,22,0,15.3,2,0,5.0,False,32.8,90,0,0,0,0,0,2.0,4,0,85,7,61,5,2,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,86,7,61,5,2,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,87,7,61,5,2,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,88,7,61,5,2,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,89,7,61,5,2,away
0,0,22,1,27.3,0,0,5.4,False,12.0,90,0,0,0,0,0,15.0,5,1,103,7,63,6,4,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,104,7,63,6,4,home
0,1,28,1,12.1,0,0,3.9,False,22.8,90,0,0,0,0,0,4.0,7,0,105,7,63,6,4,home
0,0,14,0,7.1,1,0,4.8,False,30.6,90,0,0,0,0,0,10.0,2,0,106,7,67,1,12,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,107,7,63,6,4,home
0,0,22,1,0.9,0,0,2.0,False,18.8,90,0,0,0,0,0,0.0,5,1,108,7,63,6,4,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,109,7,63,6,4,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,122,7,67,12,1,home
0,0,24,1,18.7,0,0,3.1,False,8.6,90,0,0,0,0,0,4.0,6,0,123,7,64,7,14,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,124,7,64,7,14,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,125,7,64,7,14,home
0,2,27,1,2.8,0,0,2.4,False,21.0,90,0,0,0,0,0,0.0,8,0,126,7,64,7,14,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,127,7,64,7,14,home
0,0,20,1,0.4,0,0,1.3,False,12.8,90,0,0,0,0,0,0.0,6,0,128,7,64,7,14,home
0,0,20,0,26.4,3,0,4.1,False,11.6,90,0,0,0,0,0,3.0,1,0,141,7,65,8,11,home
0,0,12,0,0.7,3,0,10.5,False,33.4,90,0,0,0,0,0,71.0,0,1,142,7,65,8,11,home
0,0,13,0,0.6,3,0,1.6,False,13.2,90,0,0,0,0,0,2.0,1,0,143,7,65,8,11,home
1,2,33,0,12.3,3,0,8.3,False,34.4,90,0,0,0,0,0,36.0,6,0,144,7,65,8,11,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,145,7,65,8,11,home
0,1,35,1,18.4,0,1,7.5,True,47.6,90,0,0,0,0,0,9.0,13,0,159,7,66,9,13,home
0,0,9,0,1.4,1,0,3.0,False,14.0,90,0,0,0,0,0,15.0,2,0,160,7,67,12,1,home
0,0,32,1,27.2,0,0,6.0,False,24.4,90,0,0,0,0,0,8.0,6,0,161,7,66,9,13,home
1,2,38,1,11.9,0,0,4.5,True,31.0,90,0,0,0,0,0,2.0,11,0,162,7,66,9,13,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,163,7,66,9,13,home
0,0,30,1,1.3,0,0,2.6,False,24.6,90,0,0,0,0,0,0.0,6,0,164,7,66,9,13,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,165,7,66,9,13,home
0,0,26,1,17.0,0,0,3.8,False,18.0,90,0,0,0,0,0,3.0,6,0,181,7,68,10,15,away
0,0,27,1,7.7,0,0,3.6,False,27.4,90,0,0,0,0,0,1.0,6,0,182,7,68,10,15,away
0,2,29,1,14.1,0,0,4.7,False,31.0,90,0,0,0,0,0,2.0,8,0,183,7,68,10,15,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,184,7,68,10,15,away
0,3,30,1,2.0,0,0,2.4,False,21.8,90,0,0,0,0,0,0.0,9,0,185,7,68,10,15,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,186,7,68,10,15,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,202,7,65,11,8,away
0,0,14,0,18.8,1,0,2.8,False,9.0,90,0,0,0,0,0,0.0,2,0,203,7,65,11,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,204,7,65,11,8,away
0,0,18,0,8.8,3,0,2.2,False,13.6,90,0,0,0,0,0,0.0,1,0,205,7,65,8,11,home
0,0,16,0,18.4,1,0,4.0,False,21.6,90,0,0,0,0,0,0.0,2,0,206,7,65,11,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,207,7,65,11,8,away
0,0,12,0,11.1,1,0,3.2,False,19.2,90,0,0,0,0,0,2.0,1,1,208,7,65,11,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,209,7,65,11,8,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,223,7,67,12,1,home
0,0,11,0,39.3,1,0,5.2,False,10.6,90,0,0,0,0,0,2.0,1,1,224,7,67,12,1,home
0,0,12,0,0.5,1,0,2.1,False,20.4,90,0,0,0,0,0,0.0,2,0,225,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,226,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,227,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,228,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,229,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,230,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,231,7,67,12,1,home
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,251,7,66,13,9,away
0,0,8,0,0.3,5,0,2.3,False,20.6,90,0,0,0,0,0,2.0,-1,1,252,7,66,13,9,away
0,0,3,0,0.3,1,0,0.2,False,1.2,16,0,0,0,0,0,0.0,1,0,253,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,254,7,66,13,9,away
0,0,10,0,5.0,5,0,1.8,False,13.4,90,1,0,0,0,0,0.0,-2,0,255,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,256,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,257,7,66,13,9,away
0,0,20,0,0.3,5,0,1.6,False,15.6,90,0,0,0,0,0,0.0,0,0,258,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,259,7,66,13,9,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,272,7,64,14,7,away
0,0,18,0,2.3,2,0,2.8,False,25.6,90,0,0,0,0,0,0.0,1,0,273,7,64,14,7,away
0,0,11,0,4.4,2,0,2.7,False,13.0,90,0,0,0,0,0,10.0,1,0,274,7,64,14,7,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,275,7,64,14,7,away
0,0,17,0,23.3,2,0,4.6,False,20.4,90,0,0,0,0,0,2.0,1,0,276,7,64,14,7,away
0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,277,7,64,14,7,away
