GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW20,GW21,GW21*,GW22,GW22*,GW23,GW23*,GW24,GW25,GW25*,GW26,GW26*,GW27,GW27*,GW28,GW28*,GW29,GW29*,GW30,GW31,GW31*,GW32,GW33,GW33*,GW34,GW34*,GW35,GW36,GW36*,GW37,GW37*,GW38
112.13191570418797,98.44448397899329,25.10604190891871,181.5065878385183,98.2534819110417,178.75541179184066,41.49196357518726,240.4834174322324,390.89280612893776,89.54456743561714,119.26972279380222,44.49457074607911,260.32514619217994,113.5982296477539,94.7234746097004,171.45807744737897,285.4892507794648,281.02426283294295,195.67236394854635,,179.89400269132287,,,,122.1970371582154,,147.24307332346987,,,172.23503430776168,233.28453332909413,,,80.3007621329494,,238.43019663522006,88.6926312837281,115.84014004584664,138.2463603049266,,273.3387706610188,110.91463383575568,292.67910006499665,244.13851026981413,,96.97587366936408,207.2926209858049,47.92987132508913,41.42638606940929,,393.115179903408
90.90086580910602,99.51375870305229,48.51601412780239,184.30868391947897,69.68007725713744,149.38979272758536,132.85470331496512,112.84821519209552,159.65555697934914,69.12530764802392,44.043049181756906,125.11123269945504,59.70238578848527,165.95170353005147,150.05603394704954,23.336300932711165,131.0731246087404,,74.0605796475827,,124.65716168268087,,173.6483877963723,,77.07439006522436,,115.7187265851815,38.25107036233736,,82.06959000018323,,148.36666792081078,,234.4616788805392,96.91255014401125,106.61389236610881,,35.009001431109695,177.78536194728514,,183.96778885558962,,,48.22503922819656,,154.31895208028436,161.9878884395384,257.1757936684539,106.11582458953187,89.04798126943444,53.270929785048615
213.6672642012215,93.87364855084589,114.61617193370037,83.11669524034265,216.51657856908054,500.4606265442868,138.20726145017275,254.08786693592407,94.82260813186528,76.5287014982084,189.72439888834475,103.58873871830862,107.34704665606459,27.895005496956326,91.33103877201036,147.98132450184292,,,125.6707003291192,51.333956169540876,51.91153993530156,51.05839023485013,62.52820937136331,197.6996392603739,69.02707937279843,,99.15295630150803,259.64452712659624,,72.50485299340998,,41.530485854420604,,148.22578869468242,,162.6541369050814,,140.26164811217072,382.35203686549863,,186.53313225214993,169.8278355266465,,168.49964828603763,,64.73684092259079,303.63649828021266,,162.88657901325334,,64.33299030578442
150.96701189077052,144.12378561347356,62.86240940580494,31.530951151146613,119.70659513415174,85.36245713670012,126.23199815500209,78.47805042918642,251.3732975277913,250.7257679834478,120.26685280759396,59.97678392773971,150.11081691370208,126.74855491734218,127.6836524774209,,119.05456193986926,,103.31699638158958,122.90029664062375,132.9573643551867,,286.5543114820941,116.79567412063692,97.21686601857962,,,171.59475594907647,119.87281766578451,39.88610458972966,,63.47258137773658,,138.79829335886473,,104.47209893995635,129.7663945477914,,160.20727582866073,,67.45557658298252,87.97488050331374,25.224111283797182,215.040280326274,,270.20553139484,306.4838509901967,,173.6734861036774,,168.6774165316126
223.18347299162048,114.6231515641699,130.45827720401593,163.1190521230167,87.7642798658809,34.82014623391717,39.029882332302456,233.94661251230698,55.3083822995092,319.92417007118075,105.31461527411841,137.00630774331907,,18.176434610455175,50.80463779082409,55.096111831675,,,,82.81701147576354,73.12723234977499,,,,44.01519664442412,61.32594759984036,73.4101851930889,192.7050144929896,,93.53115851485043,200.81615510588693,33.69069928304675,84.6126117815902,133.66536696426115,,90.38801051643263,,,12.707763259294614,201.4012956084605,96.71307585464947,199.66041142497915,193.36782362157155,118.3319578518384,,110.21502781568921,132.535367475204,,77.9216193285256,164.994015787636,127.72493379502461
156.00050267798838,412.0534512842724,95.22906370291325,123.84779469994902,322.05270715246223,41.74177221097807,343.46410142255695,27.188953371431804,207.26228991015986,200.5658890172961,268.84113637749437,210.02051401723958,222.80368079787704,72.87173764915104,137.78702657289526,209.25255564278464,286.9906887866836,73.80306894920386,286.10437584376126,86.95167157867984,232.70007403372287,,135.55064260808828,65.38916182680136,129.3857482964415,,,,,147.7511073589385,,,,204.3703787291889,142.22875571213808,89.9726285664851,,,141.29609915577905,,399.8478257605059,67.19481596595257,,236.22391628075786,234.7033924693386,112.06180335998472,169.42329054372524,111.80649444893461,131.56857074355548,,207.79558494627338
50.26136700074185,66.4033245698849,168.56070202153566,408.83297641936156,106.93762338719236,155.84554559054183,95.98296603618392,55.70195568429778,189.7987576057883,225.74977217383287,246.48443551878205,159.73092984905492,97.32002112521258,54.04410192794932,49.45747993402147,188.02946014819955,131.03095504306097,,22.05996725146895,161.59411816110776,271.07484408314104,,58.04846415297638,,269.9558185325648,,82.02340727472377,54.54307635190038,,97.49512095457173,65.41932444671559,92.73418960362336,,250.16538114248397,,101.88205517513167,,,158.09358710796107,,147.49686342308806,36.367301018982054,,123.28560663956752,,62.39862110025719,203.52657651963824,,146.27249357595002,148.9052813275969,33.68947682587426
196.2453345228455,141.39292998385352,176.38155631052953,161.20970243396275,76.37238883652829,152.07977666591302,125.60292064399239,86.0933384045683,147.1522496945609,157.8702289768082,74.6134025845641,57.36622876868141,106.02351356550074,85.04025431190868,121.96794447199451,175.1275003463383,98.04283796367625,,,,208.07797077443328,,36.113104744892475,,125.26476075360699,,69.29694178770283,197.32568040551075,,16.4832728416024,,165.67990805728488,,25.763579698562815,,36.92865523628594,59.80538807909483,,66.13880814986759,206.95608530732824,33.9438252321817,137.06640552853227,,70.54725792257582,,174.53444875841754,137.16823155548235,65.23354548691373,295.25308241721194,106.86075079352483,122.89356182153196
62.10257854016067,66.08502453057659,85.01933092765576,171.97360347177434,142.78917475964295,193.2458502834212,137.09411631361704,291.1737774704959,109.797868873087,232.77095339344544,60.549657063506515,78.04078378225569,193.30935445783132,120.27428917325594,99.39209461110076,172.91026567614603,,,526.097644263818,102.2434595910402,,,241.26712289479633,,229.5088335967404,,90.46723488269699,141.45067304027094,,144.1270093807036,,161.2762170483135,,27.342319628996115,,62.137545283028345,,140.037542262986,102.25796493689344,,115.54438468779453,45.46743534124717,72.43052987291786,23.834624407287606,,33.91223779695951,132.51331108006187,171.9901634441549,181.69059746077377,6.530243653466874,290.7272167738895
53.99366261694662,86.7711585494063,139.769493396163,108.3231592821039,123.13203835188341,121.03339039936431,126.09901676369653,36.65666901940091,159.2469770374215,77.99951736874407,168.48576432470924,181.66551903308428,99.1717857347623,260.58063229234307,162.3434908251419,270.44744690734717,48.8984061832307,148.70169635915872,,,182.81817530403316,,235.00855465087903,,96.14697214143749,,257.92206905511205,21.742048374979618,,165.75596476472552,23.49806581964997,234.56225237557513,,174.50956618314208,19.62606396133135,221.50243346519136,,267.7541387355602,124.00875145943039,,71.59102626213577,,,49.15488228273839,,237.11802514332203,78.84852379250805,78.21604368575817,253.16155264111336,,161.8545641559101
119.4393774474558,235.96535464428592,325.6931960126478,340.2057972367294,395.8566951255486,250.5293736755939,204.0573560670023,292.20631211490183,384.684402084787,159.30214546298444,146.42550164353852,450.43119751691,252.45312946457247,256.3036912481779,227.27741940957546,274.301298581382,293.0753851045047,191.97086425065214,,247.7956070400804,279.5029335768359,,382.95896773847113,,196.90449343040157,,223.02898249727085,253.55693122558273,,210.55960831438566,405.8230383802137,,,222.22667851713246,,284.08017926310265,144.74481486393066,,178.86955151240937,,279.38579860133103,214.67360314178865,,155.71472244699845,,229.90413697606377,129.65728402052108,191.6631113373762,98.05658426315432,,296.94756440965364
260.6577072396574,162.91773823134116,506.5033055650536,225.89185225401846,100.60344771871351,264.4213989557518,173.17917111555755,202.96990388537495,417.2438814433412,86.98012331638584,199.97839861485818,244.2086754740564,278.125310424887,103.06939758885585,322.3174813846926,280.68088733021295,276.311393707332,306.4468461661856,316.9208685125806,111.58864451513102,225.06640037195427,,140.8788461928758,,134.19738300968012,,219.2249863716494,357.4133035621748,,286.7196321910515,,174.6477857196485,,287.38331095525933,,269.5688233268149,,,148.3333846836899,,223.52651644239677,174.0762982181742,,294.77110273279635,,229.494502065607,382.03333138317055,326.12897606212385,217.19880019616232,,339.61161522014936
125.05019871539655,185.81936353842312,89.45540838278326,234.8772230778825,227.89776437012372,194.80124936539016,94.03975063229254,83.21647760429073,225.08186301329673,171.73075279785417,163.26025896224562,133.3271650206395,88.01849941028601,210.0225336746218,114.38018691691364,140.0508537506316,,,148.35103420691212,164.20846690710988,71.4605440651546,,136.99596839150377,225.57747394104533,176.80373419333714,,164.48572037531633,250.31511927754616,313.2872589172686,199.09917973302274,,193.0097540782742,,77.76153682897652,,125.94650532218469,,,75.26532233749614,,68.30401568873665,111.2953484973641,18.29873655192404,231.12322038075013,96.62543471083804,201.637766515327,106.10363132106927,,,,102.95002670624756
169.24885339469512,63.889880958559495,100.80909623049033,59.110935569317796,93.58302726462199,201.88074496951205,80.42757384250277,79.87251552846836,100.38140119557481,24.625441024207642,25.890014079989562,239.32581575805557,20.97802386625124,77.1857341464948,152.89569441793694,41.56452409301624,34.264177581820306,37.444203304931946,120.43594467636046,,,,83.0165417249621,,88.7398674958299,,245.67530247884935,53.3642260632431,,93.93914301763061,,250.49724398960788,,218.14406872393408,66.89229375237306,38.582763191412404,68.17474423021862,,66.57320856344944,,133.84918399717097,236.54334485622695,101.17962936019933,129.17118266707777,,19.14958214529163,213.8868228964304,,190.4479675521479,,155.76273265630192
234.85779927600615,5.375401052626921,117.07535589468623,65.32664980769226,62.56258839108751,71.75752726938447,60.74811941858465,132.26400394961183,41.78212012097784,50.39281922366843,126.82066022546334,35.967151351360286,130.5760883232611,127.05253772646331,137.25801924274987,93.94391035209968,51.707757899713485,,17.450742803062067,78.07797795428071,34.51955110394197,,89.73312991678837,,73.95715622825912,,38.952821343666415,76.68092760390111,,111.18438132436619,,35.025052802043135,,86.23941334859748,150.8811937557432,106.82858388773863,,,56.275349091547966,,152.36393123830558,170.76974331234786,,55.263471236420536,,35.62654763658644,78.31445217055999,102.73172171409367,142.42057488551623,,38.504346384968386
52.01940328533124,55.81625928121244,334.782241518234,69.58624559878959,105.5189884753062,85.83160861897794,238.4703221826361,141.34053539091988,127.41095072177987,152.48221529521868,90.85154880348787,75.81910071025284,175.6959229965391,160.03707761746415,156.76260918498295,56.83089250286399,82.15819089659342,,136.37300289543188,43.67386465553513,174.47133805273515,,86.2047694600012,,263.348011353123,,214.47810035238044,64.35310327571662,,244.4635112028843,,211.63248502154346,,134.47656187337256,153.03915991331644,100.47566378124459,,,157.13301030254317,,88.23073442577342,117.69439303891535,118.4054307237415,105.550866363745,,85.45325225485412,108.26848492672973,,20.17100279552891,,85.36534973333212
228.56954076861712,160.72351097796516,73.61745833941181,10.19312381516641,110.2513858816549,110.9160416428396,181.18334263235323,130.2799567771668,67.58181466661065,110.00042874123197,71.83771252872808,181.58973364154252,,229.07848120371227,134.380719626927,,,464.4541488045516,370.9206656868812,230.83673864271802,155.53031402737915,,348.7859378993948,,51.37340972130932,,143.19015939072864,77.91597437702141,,430.3848930859837,61.812845647559364,200.54860896598592,,301.2445397371053,,154.25879303235294,234.6916356580848,256.5057320930343,303.1893860175388,,99.9778372083012,66.76797708080971,,58.619684610383786,,134.23973043380428,163.12610581232525,391.22928905110336,214.48260399945644,,289.0266214791538
137.92758351531228,46.379510644757325,73.73145216742112,17.234825038955723,171.34591625369683,75.96855769963526,14.678352510161265,50.18484868126144,278.05492957483915,70.04425307938129,55.636292623847424,262.1171631853993,193.66201337959308,154.92594809870621,149.33065262910415,61.50133439870235,,,,101.9759528693348,37.546797841142315,,125.95068267826778,,88.66485852569764,83.46797685300476,33.72800818437172,60.70190523592787,,184.14580984411887,225.9245138519426,41.55991953739172,,146.6587888201222,46.44209764909292,106.29972911236304,,,125.05569054006668,,81.78548515160928,187.1768472549165,,91.6332683098116,,70.22137578057814,33.5598047235987,20.842093308100498,210.9660333519255,,89.95400719287747
295.03376674146483,185.61355100266067,191.44752072391688,59.5979812837908,158.799543461293,151.4795592237363,151.60308683635895,182.1083074839341,215.0123473146363,303.4515650462641,208.00572167715242,40.5598141878505,36.918674479529145,130.60966252043076,315.1910253659578,89.3413883665051,38.34496734415142,,126.31399060758875,228.0398488870425,294.827899894921,193.04988436053216,179.29088004340366,,22.61310699193241,,80.47020683784122,60.49297254078301,,71.25333626362506,,150.8134657771774,,223.6938694730598,,160.29121344080642,,80.9532824402289,145.82224783584388,,26.813048223999424,249.73961690002824,,62.08853680507952,,51.145749518651044,224.0924742578138,,216.83251527601837,,30.619263378189576
107.75214483212697,186.95481281558833,175.76374817187923,232.56711813378814,112.05651127790324,74.95541179533538,97.34825356192772,222.160834606195,68.50912639846095,151.96182078985584,33.400294526861714,132.61320183670662,19.83498664891356,63.69506526763073,15.798560171403812,16.396470166519496,127.25855853782227,50.20986902313372,,,79.88965236005893,,195.8429893646215,,23.898446030959228,,72.57646557156201,243.5908931991971,,38.38531632182346,125.53387985299811,89.68214020592089,,93.41811714512845,123.9295234971984,63.80431703809821,,94.46433111042698,185.6359348920454,,25.786150100100986,,,52.98738267958327,,60.18418041255951,265.4453156199047,88.52462549977797,66.68678670690583,,185.44510299085624
